id	source_hash	source	native_translation	verdict	recommendation	reason	native_visible_length	recommended_visible_length	length_ratio
patchouli-lang:botania:botania.entry.relics	sha256:2256632d59c5ebcd5a35314168f67a65efcfa225117bca776978d0d03c9e9c58	The Relics of the Aesir	Реликвии Асов	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	13		
patchouli-lang:botania:botania.entry.rfGenerator	sha256:5eeeeb0d14d6e84524bd3504d06ce3adb994ffce7c6e4f45249036a2eb0c92ac	Mana Fluxfield	Энергопреобразователь маны	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	26		
patchouli-lang:botania:botania.entry.runeAltar	sha256:ab7c775962ad35d4157f5f3109c0d0b3c4e4591fa7396dc4f294795fff918a24	Runic Altar	Рунический алтарь	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	17		
patchouli-lang:botania:botania.entry.sextant	sha256:de0d50ba97575b02f09c39f8d75a0730db983928ce5f52f74534b9d2d3abe256	Worldshaper's Sextant	Секстант формирователя мира	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	27		
patchouli-lang:botania:botania.entry.shinyFlowers	sha256:9d3aaf7e3a9e70dedd2e19ed843d42c0d7d6c6a77f249a340f3a513b5283f7c1	Floral variants	Светящиеся цветы	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	16		
patchouli-lang:botania:botania.entry.shulk_me_not	sha256:c0a7f0f81a9fc362bb1bb8200cdf0058035cb53f1f7ac5040ff298ea56ccc93b	Shulk Me Not	Дешалкерия	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	10		
patchouli-lang:botania:botania.entry.skyDirtRod	sha256:66c3fa1fa8273bae22acf35d22473e0a181612827c275a7f1ad2f2d6db6c3464	Rod of the Highlands	Жезл Высокогорья	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	16		
patchouli-lang:botania:botania.entry.slimeBottle	sha256:614b35e90af80d708786115e2f4b8ac1236f30ff52a2713d751fbaa1aaf9f81a	Slime in a Bottle	Слизь в бутылке	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	15		
patchouli-lang:botania:botania.entry.smeltRod	sha256:37ed5462e49d55f3f51d773fc4b6fe6610df95e9d5cb7c771e070f1c2a70f9b4	Rod of the Molten Core	Жезл Вулканического ядра	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	24		
patchouli-lang:botania:botania.entry.solegnolia	sha256:b66c138223e7ed4d0d8afaf6bb74ff9ca746ddc5170f866aebbc904e6af546fe	Solegnolia	Солегнолия	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	10		
patchouli-lang:botania:botania.entry.sparkChanger	sha256:690f847165d2c1c83afb3842bf6598e59291818533e729ccece26532d8855c45	Spark Tinkerer	Искра ремесленника	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	18		
patchouli-lang:botania:botania.entry.sparkUpgrades	sha256:7cd0398d1d25649096880a882aed33456ae9e8100bcfe969552d67b9a306d61d	Spark Augments	Улучшения для искр	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	18		
patchouli-lang:botania:botania.entry.sparks	sha256:6905661c71fc9b8d0fb00d6d17b8abb5375ff329b561a9230d6cd3cafc42964d	Sparks	Искры	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	5		
patchouli-lang:botania:botania.entry.spawnerClaw	sha256:2e5fa51ab9c0764bccb818357eec62a910de3e52d14c067b0cd085b3231a1b03	Life Imbuer	Вдох жизни	CHANGE	Оживитель	Исправлена неестественная формулировка или языковая ошибка; смысл и разметка сохранены.	10	9	0.900
patchouli-lang:botania:botania.entry.spawnerMover	sha256:7cfd720b0483f9a4e28021f88303956b5b1502c197903fc133afda3dd71a3ead	Life Aggregator	Агрегатор жизни	LENGTH_EXCEPTION	Переносчик спавнеров	Формулировка не проходит ограничение длины или маркеров.	15	20	1.333
patchouli-lang:botania:botania.entry.spectralPlatform	sha256:c1cd3aa3aad3149471b6ac38731af37360bb8f124f435747657a7274e7b748ec	Spectral Platform	Спектральная платформа	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	22		
patchouli-lang:botania:botania.entry.spectranthemum	sha256:debb521f2653d70f4d83da65e25e6edda8314ef6e78c15316a31e5cd6a7dc1a2	Spectranthemum	Спектрантимум	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	13		
patchouli-lang:botania:botania.entry.spectrolus	sha256:578365a70a90eaafe9f3739d90dfee01dfd6bfc81aa50d47f79104082e7ff9b8	Spectrolus	Спектролис	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	10		
patchouli-lang:botania:botania.entry.speedUpBelt	sha256:f6c52c30c61250354cbfd6ec86d0f0071f05ba512afc2d70f994e64a87b10719	Planestrider's Sash	Кушак ускорения	LENGTH_EXCEPTION	Кушак небесного странника	Формулировка не проходит ограничение длины или маркеров.	15	25	1.667
patchouli-lang:botania:botania.entry.spellCloth	sha256:9be043b31f86438952c7fc0e19344336958fe39b2be29200d73de76d2507b4b2	Spellbinding Cloth	Ткань снятия зачарований	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	24		
patchouli-lang:botania:botania.entry.spreader	sha256:9c349f4a4d766870274a52f820035c17758de142f3f45d5578e75a26f860c628	Mana Spreader	Распространитель Маны	CHANGE	Распространитель маны	Исправлены регистр и пунктуация без изменения смысла.	21	21	1.000
patchouli-lang:botania:botania.entry.starSword	sha256:2e5d0b4dc0d4c0a7985e30fa7b3382acc027ad33ad8a3a564f892e76db266601	Starcaller	Зовущий звёзды	CHANGE	Звездозов	Исправлена неестественная формулировка или языковая ошибка; смысл и разметка сохранены.	14	9	0.643
patchouli-lang:botania:botania.entry.starfield	sha256:e0a45ca2bd1ec8be19d4a97e47d6f10aad5baa8469f27d9a742cbccb38eb6192	Starfield Creator	Творец созвездий	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	16		
patchouli-lang:botania:botania.entry.superCloudPendant	sha256:e975868df241d16867b53ff8051a15c3c6b7f79f55a9e2f31aa90388f3a38f08	Nimbus Amulet	Амулет нимба	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	12		
patchouli-lang:botania:botania.entry.superLavaPendant	sha256:1977802f098797c0d9dd375d814c3c17887661c569f5353176156ec2cd69f8ba	Crimson Pendant	Багровый кулон	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	14		
patchouli-lang:botania:botania.entry.superTravelBelt	sha256:77f49a9cf069d45edf134b969ed4feee18952e5ee9c1da7d12a8ad731e0dcd6a	Globetrotter's Sash	Кушак Пилигрима	LENGTH_EXCEPTION	Кушак кругосветника	Формулировка не проходит ограничение длины или маркеров.	15	19	1.267
patchouli-lang:botania:botania.entry.swapRing	sha256:1956d1bdc655f4b272e4b8f2ff940f8f7abe264560a0fa09cf8875bc2fe34014	Ring of Correction	Кольцо исправления	LENGTH_EXCEPTION	Кольцо смены инструмента	Формулировка не проходит ограничение длины или маркеров.	18	24	1.333
patchouli-lang:botania:botania.entry.tangleberrie	sha256:8a9cd5a8da57bad48cb51308627bc8f449cbf073495ab09a15452dd5bb6bb4d1	Tangleberrie	Путоягода	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	9		
patchouli-lang:botania:botania.entry.temperanceStone	sha256:672e1b1cc17219d8cb43d48367b8a95df2e4bc49a3ddfd8955ddad12b87fdc84	Stone of Temperance	Камень сдержанности	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	19		
patchouli-lang:botania:botania.entry.terraAxe	sha256:538cb3f858c431e1d58df1e8861d4a136af020d51137818d0e63ceac2bac1bb5	Terra Truncator	Терратопор	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	10		
patchouli-lang:botania:botania.entry.terraPick	sha256:418258708911c0eab1e35cf6f539b206643ff83e6bc7dff0ac61a51f84935a46	Terra Shatterer	Землекрушитель	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	14		
patchouli-lang:botania:botania.entry.terraSword	sha256:9a727e083a0142f6aed8c29a4c2d5e8429763025605f3e63bd01b42830de4817	Terra Blade	Терралезвие	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	11		
patchouli-lang:botania:botania.entry.terraformRod	sha256:a531c1960209318164c8dd4643c2f02cd459d5d5fb283c466ea6290a9c3d1437	Rod of the Terra Firma	Жезл-Терраформер	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	16		
patchouli-lang:botania:botania.entry.terrasteel	sha256:6f98a474551159da5fa3a966e27bc51d66d1254a611995a10d769bc07a4d4111	Terrasteel	Террасталь	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	10		
patchouli-lang:botania:botania.entry.terrasteelArmor	sha256:594826d487010425a53fb8c7ea9bcaf3ef1394325a6941f8425ec3ab01a56df7	Terrasteel Armor	Броня из Террастали	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	19		
patchouli-lang:botania:botania.entry.teruTeruBozu	sha256:a8307ca964c622535058bc3c6e02efad83c06f7e94cbc830906ab40f822a3383	Teru Teru Bozu	Тэру-тэру-бодзу	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	15		
patchouli-lang:botania:botania.entry.thermalily	sha256:eb243ce9f286acb26d3d2858c439e55c4b03e7106a172876de4edeb8c5738d63	Thermalily	Теплолилия	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	10		
patchouli-lang:botania:botania.entry.thirdEye	sha256:715c1ff2afcaf0d485f97c66ace9c94a385b7d18fd3471e1300b0944f3d00d40	Third Eye	Третий глаз	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	11		
patchouli-lang:botania:botania.entry.thorRing	sha256:84ebfbd38635216ec5e4bf88b312fdba50ed375644362e50b80fad515334f223	Ring of Thor	Кольцо Тора	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	11		
patchouli-lang:botania:botania.entry.thornChakram	sha256:56d282de3a69b457744cb29a28689dc2b041f3a86c1f448ce6e30c54d903953b	Thorn Chakram	Шипастый чакрам	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	15		
patchouli-lang:botania:botania.entry.thunderSword	sha256:d8d1aeba4959e504462950452b202cc02a5ba375f8a31021b832135516acc124	Thundercaller	Зовущий гром	CHANGE	Громозов	Исправлена неестественная формулировка или языковая ошибка; смысл и разметка сохранены.	12	8	0.667
patchouli-lang:botania:botania.entry.tigerseye	sha256:a6290a2ce2b050b16f552435e335723c1e8b79f05e6eb5c6654e9bd2e1e795d8	Tigerseye	Тигроглаз	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	9		
patchouli-lang:botania:botania.entry.tinyPlanet	sha256:d0be0acef7590e043e3b988b7dd2d49070c24d4d194f4d03547a3fc38e7e6879	Tiny Planet	Микропланета	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	12		
patchouli-lang:botania:botania.entry.tinyPotato	sha256:d654a47425de6a24467489914dc2248510c1334685d9ab54272bc73597df9256	Tiny Potato	Мини-картофель	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	14		
patchouli-lang:botania:botania.entry.tornadoRod	sha256:0a11af3d2483896c2fa09f6364d28c856a77f7ec39d98d76c7633945497e0cd9	Rod of the Skies	Жезл Небес	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	10		
patchouli-lang:botania:botania.entry.travelBelt	sha256:2334a1b5d43ebc110da46c2d6500b08bd6be39575a19ca3e12ac525cb808506b	Sojourner's Sash	Пояс странника	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	14		
patchouli-lang:botania:botania.entry.turntable	sha256:d459fdd22397df9b3d26ea9b237f52d5e65b5bdb156360f274db4d9f9b0933d5	Spreader Turntable	Поворотный стол	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	15		
patchouli-lang:botania:botania.entry.vinculotus	sha256:b066e58a055989edb684658f57fa46913c740841944d36f9b0015c98ed2b6296	Vinculotus	Винолотос	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	9		
patchouli-lang:botania:botania.entry.vineBall	sha256:3acc2c843ce9068fcbf0f2b61cba9a7640bfcc66ddc61852a0fb855121770d7b	Vine Balls	Шар лозы	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	8		
patchouli-lang:botania:botania.entry.virus	sha256:d5d099d1b8dfd8c10dd6ac0d778ff91b43916436a0ee148067679abd9e53b79b	Equestrian Virus	Конские вирусы	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	14		
patchouli-lang:botania:botania.entry.wand	sha256:19b99edb218db86957f816a13d2a3e1fa7acfdeffcee44ba38d70c2e35cd621c	Wand of the Forest	Посох Леса	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	10		
patchouli-lang:botania:botania.entry.waterRing	sha256:ae3df3220b5756df576db734f0077797cd43637668e15b285c02f47826deab14	Ring of Chordata	Кольцо хордовых	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	15		
patchouli-lang:botania:botania.entry.waterRod	sha256:5b74592236cdc406ef2ddfdb5366717ab1ebb3ac70cb269c760fc55b3590732f	Rod of the Seas	Жезл Морей	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	10		
patchouli-lang:botania:botania.entry.welcome	sha256:0568b90926da69c40888c88c009c7870290bc4c9007ab04757d1e4904caa98e8	Welcome To Botania	Добро пожаловать в Ботанию!	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	27		
patchouli-lang:botania:botania.entry.worldSeed	sha256:33ded6ecb268afb09fd25fbbd3b817bfa8d0d353daa66f8dd8806f8cd7eb0530	World Seed	Мировое семя	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	12		
patchouli-lang:botania:botania.landing	sha256:e6a71c0498b7473e611e731289349337f6d5cce99f5706efbf18ee1beaeea0d4	Magic, Tech. Naturally.$(br2)Botania is a tech mod themed around natural magic. The main concept is to create magical flowers and devices utilizing the power of the earth, in the form of $(thing)Mana$().	Магия, Технологии. Естество.$(br2)Ботания - это технический мод, посвященный природной магии. Основная концепция заключается в создании магических цветов и устройств, использующих силу земли, в виде $(thing)Маны$().	CHANGE	Магия и технологии. Естественно.$(br2)Ботания — технический мод о магии природы. Создавайте волшебные цветы и устройства, используя силу земли в виде $(thing)Маны$().	Текст стал короче, естественнее и ближе к источнику.	198	149	0.753
patchouli-lang:botania:botania.page.aIntro0	sha256:7e7fe3b0c9c74bbcff718b55d888aa1bb367c07a7410dbcb06f582696b495c66	Once upon a time, $(thing)Elves$(0) shared the world with us $(thing)Minecraftians$(0). Due to events unknown to us, they were banished back to their own world, $(thing)Alfheim$(0), never to return.$(p)Experiments have been performed in an attempt to re-establish a connection between the two worlds, and a theoretical procedure for creating such a portal has been devised.	Много-много лет назад, $(thing)Эльфы$(0) делили мир вместе с нами, $(thing)Майнкрафтерами$(0). Однако по неизвестным причинам, они были изгнаны обратно в свой мир, $(thing)Эльфхейм$(0).$(p)Множество экспериментов было проведено в попытке преодолеть разрыв между двумя мирами, и средства для создания портала в конце-концов были найдены.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	296		
patchouli-lang:botania:botania.page.aIntro1	sha256:668055f967f0c7eb80780695b257157f46e48ae48507047f9977d8dc890b9f95	Actually creating this portal would prove to be an arduous task: quite a few unusual resources would be necessary. The net requirements come down to 8 $(l:basics/pure_daisy)$(item)Livingwood$(0)$(/l) blocks, 3 $(l:misc/decorative_blocks)$(item)Glimmering Livingwood$(0)$(/l) blocks, an $(item)Elven Gateway Core$(0) (read on), and at least 2 $(l:mana/pool)$(item)Mana Pools$(0)$(/l) and $(item)Natura Pylons$(0) (read on).$(p)The $(l:basics/pure_daisy)$(item)Livingwood$(0)$(/l) blocks can be of any variant (logs or wood, stripped or not, etc.), so feel free to mix it up if you're feeling fancy.	Создание этого портала не будет лёгкой задачей, т.к. потребуется довольно много редких ресурсов. Потребуется следующее: 8 блоков $(item)Жизнедерева$(0), 3 блока $(item)Светящегося жизнедерева$(0), одно $(item)Ядро эльфийских врат$(0) (см. ниже), два $(item)Бассейна маны$(0) и два $(item)Природных пилона$(0) (см. ниже).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	265		
patchouli-lang:botania:botania.page.aIntro2	sha256:e5e22364801cdd00c15a8bd085886787f6151f4982d01b5568bd4763fca7efde	Crafting the $(item)Elven Gateway Core$(0)	Изготовление $(item)Ядра эльфийских врат$(0)	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	33		
patchouli-lang:botania:botania.page.aIntro3	sha256:fdceced2058917bd4a28ca6e78af2da5179f03a822ca4502eab90315b0f27036	Crafting $(item)Natura Pylons$(0)	Изготовление $(item)Природных пилонов$(0)	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	30		
patchouli-lang:botania:botania.page.aIntro4	sha256:720cb6ed3fdd9eea0afc279788fd79f9f10c9288308926bb6e99043bb3890e95	Alfheim Portal	Создайте рамку из $(item)Жизнедерева$(0)	CHANGE	Портал в Эльфхейм	Исправлена неестественная формулировка или языковая ошибка; смысл и разметка сохранены.	29	17	0.586
patchouli-lang:botania:botania.page.aIntro5	sha256:f7b629c11ddfe88376e6916993c63022114efff7b49c02b3306e291ac17b3a6b	At least two $(l:mana/pool)$(item)Mana Pools$(0)$(/l) with $(item)Natura Pylons$(0) directly above them would be needed within an 11x11x11 area around the Core. The initial activation of the portal, we believe, would cost a huge amount of $(thing)Mana$(0) from said Pools, and would be performed by right-clicking the core with a $(l:basics/wand)$(item)Wand of the Forest$(0)$(/l).$(p)The portal is designed to draw $(thing)Mana$(0) from all pools with Pylons equally; if any pool ran out, any connection a portal might have would close.	По крайней мере, два $(item)Природных пилона$(0) с $(item)§Бассейнами маны0 под ними должны находиться в зоне 11х11 вокруг ядра. Для открытия портала просто щелкните ПКМ по ядру врат $(item)Посохом леса$(0).$(p)Открытие портала требует значительного количества $(thing)Маны$(0) в бассейнах. Затраты делятся между ними всеми.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	277		
patchouli-lang:botania:botania.page.aIntro6	sha256:7deeb09666c0f3a03e8583e0d5499a7d1470af2a7ada13a833681775702f8476	Even with all these preparations, any link the portal could establish would be too weak to transfer living beings (so an $(thing)Alfheim$(0) vacation's off the table no matter what), but items might just make it through-- though $(thing)Mana$(0) from the surrounding $(l:mana/pool)$(thing)Mana Pools$(0)$(/l) would be needed for items to survive a return trip.	Портал, кажется, используется для отправления предметов, используя $(item)Ману$(0). Аналогично открытию, затраты маны для торговли делятся между всеми бассейнами маны. Кроме того, мощности портала недостаточно для прохода живых существ.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	225		
patchouli-lang:botania:botania.page.aIntro7	sha256:a2e1e86141475aff8eb781c90efac6de9cb3d0cb0245cf14b20513cf1dc342c5	All knowledge about $(thing)Alfheim$(0) in this lexicon is, at this point, limited to what you find in this entry-- it seems that Elven knowledge has been almost totally lost.$(p)Perhaps if $(thing)the Elves could have a look at this book$(0), they could provide further insight.	Объем информации об $(item)Эльфхейме$(0), хранимой в этом Лексиконе, должен со временем увеличиться. Похоже, что в этом мире есть какой-то потерянный предмет.$(p)Возможно, если дать $(thing)Эльфам$(0) взглянуть на это, они смогут поделиться знаниями, которые могут быть полезны.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	251		
patchouli-lang:botania:botania.page.agricarnation0	sha256:57773ded826dc2284d3e35250d7f6a695d9d6c41f4b6f54e274ed481ec16393f	The slow growth of crops is a perpetual problem in the feeding of the masses. The $(item)Agricarnation$(0) transforms $(thing)Mana$(0) into a type of natural fertilizer, causing nearby plant-life to grow faster.	Медленный рост растений - это главная причина невозможности накормить толпу игроков. $(item)Агрогвоздика$(0) - цветок, который превращает $(thing)ману$(0) в натуральное удобрение, вызывающее ускоренный рост растений на ближайших грядках.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	214		
patchouli-lang:botania:botania.page.agricarnation1	sha256:16f11e50ea1e82a60261e7d533c91db672958cf4f71b2d774269cf46068160c8	$(o)Grandola Vila Morena$()...	$(o)Grandola Vila Morena$(0)...	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	23		
patchouli-lang:botania:botania.page.animatedTorch0	sha256:94dd3a5b3c9384bd33e18b4bdbc36a19d0b58c2a641297c7de3677ea8ba2cef2	The $(item)Animated Torch$(0) is simply a $(item)Redstone Torch$(0) with a spark of magical autonomy. And the ability to hover.$(p)The torch will point horizontally when placed, providing a redstone signal in that direction and no other. Sneak-right clicking the torch will rotate it 90 degrees, pointing the signal in the new direction instead.	$(item)Оживлённый факел$(0) - это не более чем парящий $(item)Редстоуновым факелом$(0) с искрой магической автономии. И способностью парить.$(p)При установке факел будет направлен горизонтально в сторону от игрока, обеспечивая сигнал вперёд. При нажатии Shift+ПКМ пустой рукой можно повернуть факел на 90 градусов, переключив сигнал в новое направление.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	327		
patchouli-lang:botania:botania.page.animatedTorch1	sha256:db839afc6fb8dee4559da822afec4f9bbd302404db3e25304746831bc7fefe82	By default, the torch is in $(thing)Toggle$(0) mode: whenever the torch is actuated (by either a $(thing)Mana Burst$(0) or an adjacent $(l:devices/hourglass)$(item)Hovering Hourglass$(0)$(/l)), it'll turn 180 degrees, serving as a T flip-flop.	По умолчанию факел находится в режиме $(thing)Переключения$(0): когда факел активируется (либо $(thing)Всплеском Маны$(0), либо соседними $(l:devices/hourglass)$(item)Песочными Часами$(0)$(/l)), он поворачивается на 180 градусов, выполняя функцию T-триггера.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	196		
patchouli-lang:botania:botania.page.animatedTorch2	sha256:9e431bb4065bad43adc9d21d8080a2002b9c3176bf6014469ad92caf46f478cc	Using a $(l:basics/wand)$(item)Wand of the Forest$(0)$(/l) on the torch changes its mode. The default mode is $(thing)Toggle$(0), as previously stated; the other two modes are $(thing)Rotate$(0), in which the torch rotates 90 degrees each actuation, and $(thing)Random$(0), in which the torch points randomly each actuation.	Использование $(l:basics/wand)$(item)Посоха Леса$(0)$(/l) на факеле меняет его режим. По умолчанию активирован режим $(thing)Переключателя$(0), как было указано ранее. Другие два режима — $(thing)Поворот$(0), в котором факел поворачивается на 90 градусов при каждом срабатывании, и $(thing)Случайный$(0), в котором факел указывает в случайное направление при каждом срабатывании.	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	311		
patchouli-lang:botania:botania.page.animatedTorch3	sha256:c23b5690da24be6b36b1210636a2e504e3053e1eabdfd5c16ee9e7032d1a510c	It's fallen and it can't get up	Оно упало и не может встать	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	27		
patchouli-lang:botania:botania.page.apothecary0	sha256:26dae8430e72b2bf5e4006ed52e8c7cbd5543f2c8f0d231a1c4a0c0bc62793dc	To create plant life that can do their bidding, a botanist needs a special means of infusing plants with mystical energy.$(p)Luckily, the $(item)Petal Apothecary$(0) can do just that.	Для того чтобы создать растения, которые смогли бы выполнять какие-нибудь указания, ботанику необходимо наполнить их мистической энергией.$(p)К счастью для Вас, $(item)Лепестковый аптекарь$(0) именно это и делает.	CHANGE	Чтобы создавать растения, выполняющие волю ботаника, их нужно наполнять мистической энергией.$(p)К счастью, $(item)Лепестковый аптекарь$(0) как раз для этого и нужен.	Исправлены смысловые потери, маркеры и неестественные формулировки.	198	151	0.763
patchouli-lang:botania:botania.page.apothecary1	sha256:eb6168c496584b1913af70c65dc275fa57fe9210b2ce73998c8bf8687a969f8d	The $(item)Petal Apothecary$(0).	$(item)Лепестковый аптекарь$(0).	PASS		Текст читается естественно, ясно и соответствует английскому источнику.	21		
patchouli-lang:botania:botania.page.apothecary2	sha256:7e46d5e0dd603592d1a10090562db678ec449b827ac5325f0739ab9ee4705c38	This block, when placed in the world and given some water (by right-clicking or throwing in a $(item)Water Bucket$(0)), will accept any $(l:basics/flowers)$(item)Mystical Petals$(0)$(/l) thrown into it, absorbing their energies.$(p)Once the correct petals have been provided, throwing any $(thing)Seeds$(0) in will finalize the crafting process.	Поставив этот блок и наполнив его водой, Вы сможете кинуть внутрь $(l:basics/flowers)$(item)Мистические Лепестки$(0)$(/l), чтобы высвободить их энергию.$(p)После того, как в нем будут находиться нужные лепестки, киньте $(item)Семена$(0), чтобы завершить процесс.$(p)Вы также можете наполнить аптекаря, бросив на него ведро с водой.	CHANGE	Поставьте этот блок и наполните его водой: нажмите ПКМ или бросьте в него $(item)Ведро воды$(0). Затем бросайте внутрь любые $(l:basics/flowers)$(item)Мистические лепестки$(0)$(/l) - аптекарь поглотит их энергию.$(p)Когда добавите нужные лепестки, бросьте любые $(thing)Семена$(0), чтобы завершить создание.	Исправлены смысловые потери, маркеры и неестественные формулировки.	277	245	0.884
patchouli-lang:botania:botania.page.apothecary3	sha256:7f776f0c9233f2f328a9964d214b31f4dcabdd5ebe112618fab0f6e093a6e16a	All $(thing)Functional$(0) and $(thing)Generating Flora$(0) are made here (for more information, read through the respective sections in this lexicon).$(p)Right clicking the $(item)Petal Apothecary$(0) with an empty hand will remove the last item thrown in.	С помощью $(item)Лепесткового Аптекаря$(0) можно делать довольно много растений, о которых подробно написано в разделах $(thing)Функциональная Флора$(0) и $(thing)Генерирующая Флора$(0).$(p)Нажав по $(item)Аптекарю$(0) Shift+ПКМ пустой рукой, Вы вернете себе последний закинутый предмет.	CHANGE	Здесь создаются все $(thing)Функциональные$(0) и $(thing)Генерирующие цветы$(0); подробнее о них рассказано в соответствующих разделах Лексикона.$(p)Нажмите ПКМ пустой рукой по $(item)Лепестковому аптекарю$(0), чтобы вернуть последний брошенный предмет.	Исправлены смысловые потери, маркеры и неестественные формулировки.	237	214	0.903
patchouli-lang:botania:botania.page.apothecary4	sha256:5619eb86436d386ffdb41cbc93bada1ca8481ed64cf0a87e8c3851bed0ea5ce5	If it's filled with $(item)Lava$(0) instead of $(item)Water$(0), the Apothecary will serve as a brazier and incinerator, destroying any items that come into contact with it.	Вместо $(item)Воды$(0), Вы можете налить в него $(item)Лаву$(0), и тогда он будет служить мусоросжигателем, уничтожая любые предметы, что попадают в него.$(p)Если бросить в него $(item)Лозу$(0), он приобретет замшелый вид.	CHANGE	Если наполнить аптекарь $(item)Лавой$(0) вместо $(item)Воды$(0), он станет жаровней и уничтожит любой предмет, который в него попадет.	Исправлены смысловые потери, маркеры и неестественные формулировки.	185	112	0.605
patchouli-lang:botania:botania.page.apothecary6	sha256:ceb161b60685b583c5b594d6bc75fe66872607d1f74881fc3306b01c11d851bb	A simple tip for the more efficiency-minded: Up to twenty seconds after crafting a flower and after refilling the water, if you right-click the apothecary with an empty hand, it'll pull another set of the same ingredients out of your inventory, for quick crafting in bulk.	Простой совет для тех, кто любит использовать каждый блок по максимуму: в течение 20 секунд после создания цветка в $(item)Аптекаре$(0), Вы можете нажать по нему ПКМ пустой рукой, чтобы выкинуть все предметы из инвентаря, которые были необходимы для пред. рецепта, что полезно для создания большого количества цветов. Работает, только если внутри есть вода.	CHANGE	Совет для любителей эффективности: в течение двадцати секунд после создания цветка и наполнения водой нажмите ПКМ пустой рукой по аптекарю. Он достанет из инвентаря еще один набор тех же ингредиентов, чтобы быстрее создавать цветы партиями.	Исправлены смысловые потери, маркеры и неестественные формулировки.	346	240	0.694
