namespace	key	en_us	current_ru	proposed_ru	reason
enderio	item.enderio.clear_glass_ena_white	White Enlightened Clear Glass (Animals Blocked)		Белое осветляющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ena_yellow	Yellow Enlightened Clear Glass (Animals Blocked)		Жёлтое осветляющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm	Enlightened Clear Glass (Monsters Blocked)		Осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_black	Black Enlightened Clear Glass (Monsters Blocked)		Чёрное осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_blue	Blue Enlightened Clear Glass (Monsters Blocked)		Синее осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_brown	Brown Enlightened Clear Glass (Monsters Blocked)		Коричневое осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_cyan	Cyan Enlightened Clear Glass (Monsters Blocked)		Бирюзовое осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_gray	Gray Enlightened Clear Glass (Monsters Blocked)		Серое осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_green	Green Enlightened Clear Glass (Monsters Blocked)		Зелёное осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_light_blue	Light Blue Enlightened Clear Glass (Monsters Blocked)		Голубое осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_light_gray	Light Gray Enlightened Clear Glass (Monsters Blocked)		Светло-серое осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_lime	Lime Enlightened Clear Glass (Monsters Blocked)		Лаймовое осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_magenta	Magenta Enlightened Clear Glass (Monsters Blocked)		Пурпурное осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_orange	Orange Enlightened Clear Glass (Monsters Blocked)		Оранжевое осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_pink	Pink Enlightened Clear Glass (Monsters Blocked)		Розовое осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_purple	Purple Enlightened Clear Glass (Monsters Blocked)		Фиолетовое осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_red	Red Enlightened Clear Glass (Monsters Blocked)		Красное осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_white	White Enlightened Clear Glass (Monsters Blocked)		Белое осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enm_yellow	Yellow Enlightened Clear Glass (Monsters Blocked)		Жёлтое осветляющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp	Enlightened Clear Glass (Players Blocked)		Осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_black	Black Enlightened Clear Glass (Players Blocked)		Чёрное осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_blue	Blue Enlightened Clear Glass (Players Blocked)		Синее осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_brown	Brown Enlightened Clear Glass (Players Blocked)		Коричневое осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_cyan	Cyan Enlightened Clear Glass (Players Blocked)		Бирюзовое осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_gray	Gray Enlightened Clear Glass (Players Blocked)		Серое осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_green	Green Enlightened Clear Glass (Players Blocked)		Зелёное осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_light_blue	Light Blue Enlightened Clear Glass (Players Blocked)		Голубое осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_light_gray	Light Gray Enlightened Clear Glass (Players Blocked)		Светло-серое осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_lime	Lime Enlightened Clear Glass (Players Blocked)		Лаймовое осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_magenta	Magenta Enlightened Clear Glass (Players Blocked)		Пурпурное осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_orange	Orange Enlightened Clear Glass (Players Blocked)		Оранжевое осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_pink	Pink Enlightened Clear Glass (Players Blocked)		Розовое осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_purple	Purple Enlightened Clear Glass (Players Blocked)		Фиолетовое осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_red	Red Enlightened Clear Glass (Players Blocked)		Красное осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_white	White Enlightened Clear Glass (Players Blocked)		Белое осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_enp_yellow	Yellow Enlightened Clear Glass (Players Blocked)		Жёлтое осветляющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep	Enlightened Clear Glass (Players Pass)		Осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_black	Black Enlightened Clear Glass (Players Pass)		Чёрное осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_blue	Blue Enlightened Clear Glass (Players Pass)		Синее осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_brown	Brown Enlightened Clear Glass (Players Pass)		Коричневое осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_cyan	Cyan Enlightened Clear Glass (Players Pass)		Бирюзовое осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_gray	Gray Enlightened Clear Glass (Players Pass)		Серое осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_green	Green Enlightened Clear Glass (Players Pass)		Зелёное осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_light_blue	Light Blue Enlightened Clear Glass (Players Pass)		Голубое осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_light_gray	Light Gray Enlightened Clear Glass (Players Pass)		Светло-серое осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_lime	Lime Enlightened Clear Glass (Players Pass)		Лаймовое осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_magenta	Magenta Enlightened Clear Glass (Players Pass)		Пурпурное осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_orange	Orange Enlightened Clear Glass (Players Pass)		Оранжевое осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_pink	Pink Enlightened Clear Glass (Players Pass)		Розовое осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_purple	Purple Enlightened Clear Glass (Players Pass)		Фиолетовое осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_red	Red Enlightened Clear Glass (Players Pass)		Красное осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_white	White Enlightened Clear Glass (Players Pass)		Белое осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ep_yellow	Yellow Enlightened Clear Glass (Players Pass)		Жёлтое осветляющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m	Clear Glass (Monsters Pass)		Чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_black	Black Clear Glass (Monsters Pass)		Чёрное чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_blue	Blue Clear Glass (Monsters Pass)		Синее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_brown	Brown Clear Glass (Monsters Pass)		Коричневое чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_cyan	Cyan Clear Glass (Monsters Pass)		Бирюзовое чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_gray	Gray Clear Glass (Monsters Pass)		Серое чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_green	Green Clear Glass (Monsters Pass)		Зелёное чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_light_blue	Light Blue Clear Glass (Monsters Pass)		Голубое чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_light_gray	Light Gray Clear Glass (Monsters Pass)		Светло-серое чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_lime	Lime Clear Glass (Monsters Pass)		Лаймовое чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_magenta	Magenta Clear Glass (Monsters Pass)		Пурпурное чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_orange	Orange Clear Glass (Monsters Pass)		Оранжевое чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_pink	Pink Clear Glass (Monsters Pass)		Розовое чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_purple	Purple Clear Glass (Monsters Pass)		Фиолетовое чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_red	Red Clear Glass (Monsters Pass)		Красное чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_white	White Clear Glass (Monsters Pass)		Белое чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_m_yellow	Yellow Clear Glass (Monsters Pass)		Жёлтое чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na	Clear Glass (Animals Blocked)		Чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_black	Black Clear Glass (Animals Blocked)		Чёрное чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_blue	Blue Clear Glass (Animals Blocked)		Синее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_brown	Brown Clear Glass (Animals Blocked)		Коричневое чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_cyan	Cyan Clear Glass (Animals Blocked)		Бирюзовое чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_gray	Gray Clear Glass (Animals Blocked)		Серое чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_green	Green Clear Glass (Animals Blocked)		Зелёное чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_light_blue	Light Blue Clear Glass (Animals Blocked)		Голубое чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_light_gray	Light Gray Clear Glass (Animals Blocked)		Светло-серое чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_lime	Lime Clear Glass (Animals Blocked)		Лаймовое чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_magenta	Magenta Clear Glass (Animals Blocked)		Пурпурное чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_orange	Orange Clear Glass (Animals Blocked)		Оранжевое чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_pink	Pink Clear Glass (Animals Blocked)		Розовое чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_purple	Purple Clear Glass (Animals Blocked)		Фиолетовое чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_red	Red Clear Glass (Animals Blocked)		Красное чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_white	White Clear Glass (Animals Blocked)		Белое чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_na_yellow	Yellow Clear Glass (Animals Blocked)		Жёлтое чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm	Clear Glass (Monsters Blocked)		Чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_black	Black Clear Glass (Monsters Blocked)		Чёрное чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_blue	Blue Clear Glass (Monsters Blocked)		Синее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_brown	Brown Clear Glass (Monsters Blocked)		Коричневое чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_cyan	Cyan Clear Glass (Monsters Blocked)		Бирюзовое чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_gray	Gray Clear Glass (Monsters Blocked)		Серое чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_green	Green Clear Glass (Monsters Blocked)		Зелёное чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_light_blue	Light Blue Clear Glass (Monsters Blocked)		Голубое чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_light_gray	Light Gray Clear Glass (Monsters Blocked)		Светло-серое чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_lime	Lime Clear Glass (Monsters Blocked)		Лаймовое чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_magenta	Magenta Clear Glass (Monsters Blocked)		Пурпурное чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_orange	Orange Clear Glass (Monsters Blocked)		Оранжевое чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_pink	Pink Clear Glass (Monsters Blocked)		Розовое чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_purple	Purple Clear Glass (Monsters Blocked)		Фиолетовое чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_red	Red Clear Glass (Monsters Blocked)		Красное чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_white	White Clear Glass (Monsters Blocked)		Белое чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_nm_yellow	Yellow Clear Glass (Monsters Blocked)		Жёлтое чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np	Clear Glass (Players Blocked)		Чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_black	Black Clear Glass (Players Blocked)		Чёрное чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_blue	Blue Clear Glass (Players Blocked)		Синее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_brown	Brown Clear Glass (Players Blocked)		Коричневое чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_cyan	Cyan Clear Glass (Players Blocked)		Бирюзовое чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_gray	Gray Clear Glass (Players Blocked)		Серое чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_green	Green Clear Glass (Players Blocked)		Зелёное чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_light_blue	Light Blue Clear Glass (Players Blocked)		Голубое чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_light_gray	Light Gray Clear Glass (Players Blocked)		Светло-серое чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_lime	Lime Clear Glass (Players Blocked)		Лаймовое чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_magenta	Magenta Clear Glass (Players Blocked)		Пурпурное чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_orange	Orange Clear Glass (Players Blocked)		Оранжевое чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_pink	Pink Clear Glass (Players Blocked)		Розовое чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_purple	Purple Clear Glass (Players Blocked)		Фиолетовое чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_red	Red Clear Glass (Players Blocked)		Красное чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_white	White Clear Glass (Players Blocked)		Белое чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_np_yellow	Yellow Clear Glass (Players Blocked)		Жёлтое чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_p	Clear Glass (Players Pass)		Чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_p_black	Black Clear Glass (Players Pass)		Чёрное чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_p_blue	Blue Clear Glass (Players Pass)		Синее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_p_brown	Brown Clear Glass (Players Pass)		Коричневое чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_p_cyan	Cyan Clear Glass (Players Pass)		Бирюзовое чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_p_gray	Gray Clear Glass (Players Pass)		Серое чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_p_green	Green Clear Glass (Players Pass)		Зелёное чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_p_light_blue	Light Blue Clear Glass (Players Pass)		Голубое чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_p_light_gray	Light Gray Clear Glass (Players Pass)		Светло-серое чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_p_lime	Lime Clear Glass (Players Pass)		Лаймовое чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_p_magenta	Magenta Clear Glass (Players Pass)		Пурпурное чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
