item_id	translation_key	en_us	ru_ru	status
create:cut_tuff_brick_wall	block.create.cut_tuff_brick_wall	Cut Tuff Brick Wall	Ограда из резного туфового кирпича	HAS_RU
create:cut_tuff_bricks	block.create.cut_tuff_bricks	Cut Tuff Bricks	Резные туфовые кирпичи	HAS_RU
create:cut_tuff_slab	block.create.cut_tuff_slab	Cut Tuff Slab	Резная туфовая плита	HAS_RU
create:cut_tuff_stairs	block.create.cut_tuff_stairs	Cut Tuff Stairs	Резные туфовые ступеньки	HAS_RU
create:cut_tuff_wall	block.create.cut_tuff_wall	Cut Tuff Wall	Резная туфовая ограда	HAS_RU
create:cut_veridium	block.create.cut_veridium	Cut Veridium	Резной веридий	HAS_RU
create:cut_veridium_brick_slab	block.create.cut_veridium_brick_slab	Cut Veridium Brick Slab	Плита из резного веридиевого кирпича	HAS_RU
create:cut_veridium_brick_stairs	block.create.cut_veridium_brick_stairs	Cut Veridium Brick Stairs	Ступеньки из резного веридиевого кирпича	HAS_RU
create:cut_veridium_brick_wall	block.create.cut_veridium_brick_wall	Cut Veridium Brick Wall	Ограда из резного веридиевого кирпича	HAS_RU
create:cut_veridium_bricks	block.create.cut_veridium_bricks	Cut Veridium Bricks	Резные веридиевые кирпичи	HAS_RU
create:cut_veridium_slab	block.create.cut_veridium_slab	Cut Veridium Slab	Резная веридиевая плита	HAS_RU
create:cut_veridium_stairs	block.create.cut_veridium_stairs	Cut Veridium Stairs	Резные веридиевые ступеньки	HAS_RU
create:cut_veridium_wall	block.create.cut_veridium_wall	Cut Veridium Wall	Резная веридиевая ограда	HAS_RU
create:cyan_postbox	block.create.cyan_postbox	Cyan Postbox	Бирюзовый почтовый ящик	HAS_RU
create:cyan_seat	block.create.cyan_seat	Cyan Seat	Бирюзовое сиденье	HAS_RU
create:cyan_table_cloth	block.create.cyan_table_cloth	Cyan Table Cloth	Бирюзовая скатерть	HAS_RU
create:cyan_toolbox	block.create.cyan_toolbox	Cyan Toolbox	Бирюзовый ящик для инструментов	HAS_RU
create:cyan_valve_handle	block.create.cyan_valve_handle	Cyan Valve Handle	Бирюзовая ручка вентиля	HAS_RU
create:dark_oak_window	block.create.dark_oak_window	Dark Oak Window	Окно из тёмного дуба	HAS_RU
create:dark_oak_window_pane	block.create.dark_oak_window_pane	Dark Oak Window Pane	Оконная панель из тёмного дуба	HAS_RU
create:deepslate_pillar	block.create.deepslate_pillar	Deepslate Pillar	Глубинносланцевая колонна	HAS_RU
create:deepslate_zinc_ore	block.create.deepslate_zinc_ore	Deepslate Zinc Ore	Цинконосный глубинный сланец	HAS_RU
create:deployer	block.create.deployer	Deployer	Автономный активатор	HAS_RU
create:depot	block.create.depot	Depot	Депо	HAS_RU
create:desk_bell	block.create.desk_bell	Desk Bell	Настольный звонок	HAS_RU
create:diorite_pillar	block.create.diorite_pillar	Diorite Pillar	Диоритовая колонна	HAS_RU
create:display_board	block.create.display_board	Display Board	Механическое табло	HAS_RU
create:display_link	block.create.display_link	Display Link	Передатчик информации	HAS_RU
create:dough	item.create.dough	Dough	Тесто	HAS_RU
create:dripstone_pillar	block.create.dripstone_pillar	Dripstone Pillar	Натёчнокаменная колонна	HAS_RU
create:electron_tube	item.create.electron_tube	Electron Tube	Электронная лампа	HAS_RU
create:elevator_contact	block.create.elevator_contact	Elevator Contact	Лифтовой контакт	HAS_RU
create:elevator_pulley	block.create.elevator_pulley	Elevator Pulley	Лифтовая лебёдка	HAS_RU
create:empty_blaze_burner	item.create.empty_blaze_burner	Empty Blaze Burner	Пустая горелка всполоха	HAS_RU
create:empty_schematic	item.create.empty_schematic	Empty Schematic	Пустая схематика	HAS_RU
create:encased_chain_drive	block.create.encased_chain_drive	Encased Chain Drive	Цепной привод в корпусе	HAS_RU
create:encased_fan	block.create.encased_fan	Encased Fan	Вентилятор в корпусе	HAS_RU
create:experience_block	block.create.experience_block	Block of Experience	Блок опыта	HAS_RU
create:experience_nugget	item.create.experience_nugget	Nugget of Experience	Кусочек опыта	HAS_RU
create:exposed_copper_shingle_slab	block.create.exposed_copper_shingle_slab	Exposed Copper Shingle Slab	Потемневшая плита из медной черепицы	HAS_RU
create:exposed_copper_shingle_stairs	block.create.exposed_copper_shingle_stairs	Exposed Copper Shingle Stairs	Потемневшие ступеньки из медной черепицы	HAS_RU
create:exposed_copper_shingles	block.create.exposed_copper_shingles	Exposed Copper Shingles	Потемневшая медная черепица	HAS_RU
create:exposed_copper_tile_slab	block.create.exposed_copper_tile_slab	Exposed Copper Tile Slab	Потемневшая плита из медной плитки	HAS_RU
create:exposed_copper_tile_stairs	block.create.exposed_copper_tile_stairs	Exposed Copper Tile Stairs	Потемневшие ступеньки из медной плитки	HAS_RU
create:exposed_copper_tiles	block.create.exposed_copper_tiles	Exposed Copper Tiles	Потемневшая медная плитка	HAS_RU
create:extendo_grip	item.create.extendo_grip	Extendo Grip	Длиннохват	HAS_RU
create:factory_gauge	block.create.factory_gauge	Factory Gauge	Фабричный контроллер	HAS_RU
create:filter	item.create.filter	List Filter	Фильтр предметов	HAS_RU
create:fluid_pipe	block.create.fluid_pipe	Fluid Pipe	Жидкостная труба	HAS_RU
create:fluid_tank	block.create.fluid_tank	Fluid Tank	Жидкостный бак	HAS_RU
create:fluid_valve	block.create.fluid_valve	Fluid Valve	Жидкостный вентиль	HAS_RU
create:flywheel	block.create.flywheel	Flywheel	Маховик	HAS_RU
create:framed_glass	block.create.framed_glass	Framed Glass	Обрамлённое стекло	HAS_RU
create:framed_glass_door	block.create.framed_glass_door	Framed Glass Door	Обрамлённая стеклянная дверь	HAS_RU
create:framed_glass_pane	block.create.framed_glass_pane	Framed Glass Pane	Обрамлённая стеклянная панель	HAS_RU
create:framed_glass_trapdoor	block.create.framed_glass_trapdoor	Framed Glass Trapdoor	Обрамлённый стеклянный люк	HAS_RU
create:furnace_minecart_contraption	item.create.furnace_minecart_contraption	Furnace Minecart Contraption	Самоходная вагонеточная штуковина	HAS_RU
create:gantry_carriage	block.create.gantry_carriage	Gantry Carriage	Каретка линейного привода	HAS_RU
create:gantry_shaft	block.create.gantry_shaft	Gantry Shaft	Вал линейного привода	HAS_RU
create:gearbox	block.create.gearbox	Gearbox	Угловая передача	HAS_RU
create:gearshift	block.create.gearshift	Gearshift	Реверсивная передача	HAS_RU
create:goggles	item.create.goggles	Engineer's Goggles	Инженерные очки	HAS_RU
create:golden_sheet	item.create.golden_sheet	Golden Sheet	Золотой лист	HAS_RU
create:granite_pillar	block.create.granite_pillar	Granite Pillar	Гранитная колонна	HAS_RU
create:gray_postbox	block.create.gray_postbox	Gray Postbox	Серый почтовый ящик	HAS_RU
create:gray_seat	block.create.gray_seat	Gray Seat	Серое сиденье	HAS_RU
create:gray_table_cloth	block.create.gray_table_cloth	Gray Table Cloth	Серая скатерть	HAS_RU
create:gray_toolbox	block.create.gray_toolbox	Gray Toolbox	Серый ящик для инструментов	HAS_RU
create:gray_valve_handle	block.create.gray_valve_handle	Gray Valve Handle	Серая ручка вентиля	HAS_RU
create:green_postbox	block.create.green_postbox	Green Postbox	Зелёный почтовый ящик	HAS_RU
create:green_seat	block.create.green_seat	Green Seat	Зелёное сиденье	HAS_RU
create:green_table_cloth	block.create.green_table_cloth	Green Table Cloth	Зелёная скатерть	HAS_RU
create:green_toolbox	block.create.green_toolbox	Green Toolbox	Зелёный ящик для инструментов	HAS_RU
create:green_valve_handle	block.create.green_valve_handle	Green Valve Handle	Зелёная ручка вентиля	HAS_RU
create:hand_crank	block.create.hand_crank	Hand Crank	Рукоятка	HAS_RU
create:handheld_worldshaper	item.create.handheld_worldshaper	Creative Worldshaper	Творческий редактор мира	HAS_RU
create:haunted_bell	block.create.haunted_bell	Haunted Bell	Призрачный колокол	HAS_RU
create:honey_bucket	item.create.honey_bucket	Honey Bucket	Ведро мёда	HAS_RU
create:honeyed_apple	item.create.honeyed_apple	Honeyed Apple	Яблоко в меду	HAS_RU
create:horizontal_framed_glass	block.create.horizontal_framed_glass	Horizontal Framed Glass	Горизонтальное обрамлённое стекло	HAS_RU
create:horizontal_framed_glass_pane	block.create.horizontal_framed_glass_pane	Horizontal Framed Glass Pane	Горизонтальная обрамлённая стеклянная панель	HAS_RU
create:hose_pulley	block.create.hose_pulley	Hose Pulley	Шланговая катушка	HAS_RU
create:incomplete_precision_mechanism	item.create.incomplete_precision_mechanism	Incomplete Precision Mechanism	Незаконченный механизм точности	HAS_RU
create:incomplete_track	item.create.incomplete_track	Incomplete Track	Незаконченный железнодорожный путь	HAS_RU
create:industrial_iron_block	block.create.industrial_iron_block	Block of Industrial Iron	Блок промышленного железа	HAS_RU
create:industrial_iron_window	block.create.industrial_iron_window	Industrial Iron Window	Украшенное промышленным железом окно	HAS_RU
create:industrial_iron_window_pane	block.create.industrial_iron_window_pane	Industrial Iron Window Pane	Украшенная промышленным железом оконная панель	HAS_RU
create:iron_sheet	item.create.iron_sheet	Iron Sheet	Железный лист	HAS_RU
create:item_drain	block.create.item_drain	Item Drain	Осушитель предметов	HAS_RU
create:item_hatch	block.create.item_hatch	Item Hatch	Складской люк	HAS_RU
create:item_vault	block.create.item_vault	Item Vault	Хранилище предметов	HAS_RU
create:jungle_window	block.create.jungle_window	Jungle Window	Окно из тропического дерева	HAS_RU
create:jungle_window_pane	block.create.jungle_window_pane	Jungle Window Pane	Оконная панель из тропического дерева	HAS_RU
create:large_cogwheel	block.create.large_cogwheel	Large Cogwheel	Большая шестерня	HAS_RU
create:large_water_wheel	block.create.large_water_wheel	Large Water Wheel	Большое водяное колесо	HAS_RU
create:layered_andesite	block.create.layered_andesite	Layered Andesite	Слоистый андезит	HAS_RU
create:layered_asurine	block.create.layered_asurine	Layered Asurine	Слоистый азурин	HAS_RU
create:layered_calcite	block.create.layered_calcite	Layered Calcite	Слоистый кальцит	HAS_RU
create:layered_crimsite	block.create.layered_crimsite	Layered Crimsite	Слоистый кримзит	HAS_RU
create:layered_deepslate	block.create.layered_deepslate	Layered Deepslate	Слоистый глубинный сланец	HAS_RU
create:layered_diorite	block.create.layered_diorite	Layered Diorite	Слоистый диорит	HAS_RU
create:layered_dripstone	block.create.layered_dripstone	Layered Dripstone	Слоистый натёчный камень	HAS_RU
create:layered_granite	block.create.layered_granite	Layered Granite	Слоистый гранит	HAS_RU
create:layered_limestone	block.create.layered_limestone	Layered Limestone	Слоистый известняк	HAS_RU
create:layered_ochrum	block.create.layered_ochrum	Layered Ochrum	Слоистый охрум	HAS_RU
create:layered_scorchia	block.create.layered_scorchia	Layered Scorchia	Слоистый тёмный пепел	HAS_RU
create:layered_scoria	block.create.layered_scoria	Layered Scoria	Слоистый пепел	HAS_RU
create:layered_tuff	block.create.layered_tuff	Layered Tuff	Слоистый туф	HAS_RU
create:layered_veridium	block.create.layered_veridium	Layered Veridium	Слоистый веридий	HAS_RU
create:light_blue_postbox	block.create.light_blue_postbox	Light Blue Postbox	Голубой почтовый ящик	HAS_RU
create:light_blue_seat	block.create.light_blue_seat	Light Blue Seat	Голубое сиденье	HAS_RU
create:light_blue_table_cloth	block.create.light_blue_table_cloth	Light Blue Table Cloth	Голубая скатерть	HAS_RU
create:light_blue_toolbox	block.create.light_blue_toolbox	Light Blue Toolbox	Голубой ящик для инструментов	HAS_RU
create:light_blue_valve_handle	block.create.light_blue_valve_handle	Light Blue Valve Handle	Голубая ручка вентиля	HAS_RU
create:light_gray_postbox	block.create.light_gray_postbox	Light Gray Postbox	Светло-серый почтовый ящик	HAS_RU
create:light_gray_seat	block.create.light_gray_seat	Light Gray Seat	Светло-серое сиденье	HAS_RU
create:light_gray_table_cloth	block.create.light_gray_table_cloth	Light Gray Table Cloth	Светло-серая скатерть	HAS_RU
create:light_gray_toolbox	block.create.light_gray_toolbox	Light Gray Toolbox	Светло-серый ящик для инструментов	HAS_RU
create:light_gray_valve_handle	block.create.light_gray_valve_handle	Light Gray Valve Handle	Светло-серая ручка вентиля	HAS_RU
create:lime_postbox	block.create.lime_postbox	Lime Postbox	Лаймовый почтовый ящик	HAS_RU
create:lime_seat	block.create.lime_seat	Lime Seat	Лаймовое сиденье	HAS_RU
create:lime_table_cloth	block.create.lime_table_cloth	Lime Table Cloth	Лаймовая скатерть	HAS_RU
create:lime_toolbox	block.create.lime_toolbox	Lime Toolbox	Лаймовый ящик для инструментов	HAS_RU
create:lime_valve_handle	block.create.lime_valve_handle	Lime Valve Handle	Лаймовая ручка вентиля	HAS_RU
create:limestone	block.create.limestone	Limestone	Известняк	HAS_RU
create:limestone_pillar	block.create.limestone_pillar	Limestone Pillar	Известняковая колонна	HAS_RU
create:linear_chassis	block.create.linear_chassis	Linear Chassis	Линейное шасси	HAS_RU
create:linked_controller	item.create.linked_controller	Linked Controller	Контроллер частот	HAS_RU
create:magenta_postbox	block.create.magenta_postbox	Magenta Postbox	Пурпурный почтовый ящик	HAS_RU
create:magenta_seat	block.create.magenta_seat	Magenta Seat	Пурпурное сиденье	HAS_RU
create:magenta_table_cloth	block.create.magenta_table_cloth	Magenta Table Cloth	Пурпурная скатерть	HAS_RU
create:magenta_toolbox	block.create.magenta_toolbox	Magenta Toolbox	Пурпурный ящик для инструментов	HAS_RU
create:magenta_valve_handle	block.create.magenta_valve_handle	Magenta Valve Handle	Пурпурная ручка вентиля	HAS_RU
create:mangrove_window	block.create.mangrove_window	Mangrove Window	Мангровое окно	HAS_RU
create:mangrove_window_pane	block.create.mangrove_window_pane	Mangrove Window Pane	Мангровая оконная панель	HAS_RU
create:mechanical_arm	block.create.mechanical_arm	Mechanical Arm	Механическая рука	HAS_RU
create:mechanical_bearing	block.create.mechanical_bearing	Mechanical Bearing	Механический вращатель	HAS_RU
create:mechanical_crafter	block.create.mechanical_crafter	Mechanical Crafter	Механический сборщик	HAS_RU
create:mechanical_drill	block.create.mechanical_drill	Mechanical Drill	Механический бур	HAS_RU
create:mechanical_harvester	block.create.mechanical_harvester	Mechanical Harvester	Механический комбайн	HAS_RU
create:mechanical_mixer	block.create.mechanical_mixer	Mechanical Mixer	Механический смешиватель	HAS_RU
create:mechanical_piston	block.create.mechanical_piston	Mechanical Piston	Механический поршень	HAS_RU
create:mechanical_plough	block.create.mechanical_plough	Mechanical Plough	Механический плуг	HAS_RU
create:mechanical_press	block.create.mechanical_press	Mechanical Press	Механический пресс	HAS_RU
create:mechanical_pump	block.create.mechanical_pump	Mechanical Pump	Механическая помпа	HAS_RU
create:mechanical_roller	block.create.mechanical_roller	Mechanical Roller	Механический каток	HAS_RU
create:mechanical_saw	block.create.mechanical_saw	Mechanical Saw	Механическая пила	HAS_RU
create:metal_bracket	block.create.metal_bracket	Metal Bracket	Металлическая скоба	HAS_RU
create:metal_girder	block.create.metal_girder	Metal Girder	Металлическая балка	HAS_RU
create:millstone	block.create.millstone	Millstone	Жёрнов	HAS_RU
create:minecart_contraption	item.create.minecart_contraption	Minecart Contraption	Вагонеточная штуковина	HAS_RU
create:minecart_coupling	item.create.minecart_coupling	Minecart Coupling	Вагонеточная сцепка	HAS_RU
create:mysterious_cuckoo_clock	block.create.mysterious_cuckoo_clock	Cuckoo Clock	Странные часы с кукушкой	HAS_RU
create:netherite_backtank	item.create.netherite_backtank	Netherite Backtank	Незеритовый баллон	HAS_RU
create:netherite_backtank_placeable	item.create.netherite_backtank_placeable	Netherite Backtank Placeable	Размещаемый незеритовый баллон	HAS_RU
create:netherite_diving_boots	item.create.netherite_diving_boots	Netherite Diving Boots	Незеритовые лаволазные ботинки	HAS_RU
create:netherite_diving_helmet	item.create.netherite_diving_helmet	Netherite Diving Helmet	Незеритовый лаволазный шлем	HAS_RU
create:nixie_tube	block.create.nixie_tube	Nixie Tube	Газоразрядный индикатор	HAS_RU
create:nozzle	block.create.nozzle	Nozzle	Форсунка	HAS_RU
create:oak_window	block.create.oak_window	Oak Window	Дубовое окно	HAS_RU
create:oak_window_pane	block.create.oak_window_pane	Oak Window Pane	Дубовая оконная панель	HAS_RU
create:ochrum	block.create.ochrum	Ochrum	Охрум	HAS_RU
create:ochrum_pillar	block.create.ochrum_pillar	Ochrum Pillar	Охрумовая колонна	HAS_RU
create:orange_postbox	block.create.orange_postbox	Orange Postbox	Оранжевый почтовый ящик	HAS_RU
create:orange_seat	block.create.orange_seat	Orange Seat	Оранжевое сиденье	HAS_RU
create:orange_table_cloth	block.create.orange_table_cloth	Orange Table Cloth	Оранжевая скатерть	HAS_RU
create:orange_toolbox	block.create.orange_toolbox	Orange Toolbox	Оранжевый ящик для инструментов	HAS_RU
create:orange_valve_handle	block.create.orange_valve_handle	Orange Valve Handle	Оранжевая ручка вентиля	HAS_RU
create:ornate_iron_window	block.create.ornate_iron_window	Ornate Iron Window	Украшенное железом окно	HAS_RU
create:ornate_iron_window_pane	block.create.ornate_iron_window_pane	Ornate Iron Window Pane	Украшенная железом оконная панель	HAS_RU
create:oxidized_copper_shingle_slab	block.create.oxidized_copper_shingle_slab	Oxidized Copper Shingle Slab	Окисленная плита из медной черепицы	HAS_RU
create:oxidized_copper_shingle_stairs	block.create.oxidized_copper_shingle_stairs	Oxidized Copper Shingle Stairs	Окисленные ступеньки из медной черепицы	HAS_RU
create:oxidized_copper_shingles	block.create.oxidized_copper_shingles	Oxidized Copper Shingles	Окисленная медная черепица	HAS_RU
create:oxidized_copper_tile_slab	block.create.oxidized_copper_tile_slab	Oxidized Copper Tile Slab	Окисленная плита из медной плитки	HAS_RU
create:oxidized_copper_tile_stairs	block.create.oxidized_copper_tile_stairs	Oxidized Copper Tile Stairs	Окисленные ступеньки из медной плитки	HAS_RU
create:oxidized_copper_tiles	block.create.oxidized_copper_tiles	Oxidized Copper Tiles	Окисленная медная плитка	HAS_RU
create:package_filter	item.create.package_filter	Package Filter	Фильтр отправлений	HAS_RU
create:package_frogport	block.create.package_frogport	Package Frogport	Квакопорт	HAS_RU
create:packager	block.create.packager	Packager	Упаковщик	HAS_RU
create:peculiar_bell	block.create.peculiar_bell	Peculiar Bell	Особенный колокол	HAS_RU
create:pink_postbox	block.create.pink_postbox	Pink Postbox	Розовый почтовый ящик	HAS_RU
create:pink_seat	block.create.pink_seat	Pink Seat	Розовое сиденье	HAS_RU
create:pink_table_cloth	block.create.pink_table_cloth	Pink Table Cloth	Розовая скатерть	HAS_RU
create:pink_toolbox	block.create.pink_toolbox	Pink Toolbox	Розовый ящик для инструментов	HAS_RU
create:pink_valve_handle	block.create.pink_valve_handle	Pink Valve Handle	Розовая ручка вентиля	HAS_RU
create:piston_extension_pole	block.create.piston_extension_pole	Piston Extension Pole	Удлинитель поршня	HAS_RU
create:placard	block.create.placard	Placard	Умная рамка	HAS_RU
create:polished_cut_andesite	block.create.polished_cut_andesite	Polished Cut Andesite	Полированный резной андезит	HAS_RU
create:polished_cut_andesite_slab	block.create.polished_cut_andesite_slab	Polished Cut Andesite Slab	Плита из полированного резного андезита	HAS_RU
create:polished_cut_andesite_stairs	block.create.polished_cut_andesite_stairs	Polished Cut Andesite Stairs	Ступеньки из полированного резного андезита	HAS_RU
create:polished_cut_andesite_wall	block.create.polished_cut_andesite_wall	Polished Cut Andesite Wall	Ограда из полированного резного андезита	HAS_RU
create:polished_cut_asurine	block.create.polished_cut_asurine	Polished Cut Asurine	Полированный резной азурин	HAS_RU
create:polished_cut_asurine_slab	block.create.polished_cut_asurine_slab	Polished Cut Asurine Slab	Плита из полированного резного азурина	HAS_RU
create:polished_cut_asurine_stairs	block.create.polished_cut_asurine_stairs	Polished Cut Asurine Stairs	Ступеньки из полированного резного азурина	HAS_RU
create:polished_cut_asurine_wall	block.create.polished_cut_asurine_wall	Polished Cut Asurine Wall	Ограда из полированного резного азурина	HAS_RU
create:polished_cut_calcite	block.create.polished_cut_calcite	Polished Cut Calcite	Полированный резной кальцит	HAS_RU
create:polished_cut_calcite_slab	block.create.polished_cut_calcite_slab	Polished Cut Calcite Slab	Плита из полированного резного кальцита	HAS_RU
create:polished_cut_calcite_stairs	block.create.polished_cut_calcite_stairs	Polished Cut Calcite Stairs	Ступеньки из полированного резного кальцита	HAS_RU
create:polished_cut_calcite_wall	block.create.polished_cut_calcite_wall	Polished Cut Calcite Wall	Ограда из полированного резного кальцита	HAS_RU
create:polished_cut_crimsite	block.create.polished_cut_crimsite	Polished Cut Crimsite	Полированный резной кримзит	HAS_RU
create:polished_cut_crimsite_slab	block.create.polished_cut_crimsite_slab	Polished Cut Crimsite Slab	Плита из полированного резного кримзита	HAS_RU
create:polished_cut_crimsite_stairs	block.create.polished_cut_crimsite_stairs	Polished Cut Crimsite Stairs	Ступеньки из полированного резного кримзита	HAS_RU
create:polished_cut_crimsite_wall	block.create.polished_cut_crimsite_wall	Polished Cut Crimsite Wall	Ограда из полированного резного кримзита	HAS_RU
create:polished_cut_deepslate	block.create.polished_cut_deepslate	Polished Cut Deepslate	Полированный резной глубинный сланец	HAS_RU
create:polished_cut_deepslate_slab	block.create.polished_cut_deepslate_slab	Polished Cut Deepslate Slab	Плита из полированного резного глубинного сланца	HAS_RU
create:polished_cut_deepslate_stairs	block.create.polished_cut_deepslate_stairs	Polished Cut Deepslate Stairs	Ступеньки из полированного резного глубинного сланца	HAS_RU
create:polished_cut_deepslate_wall	block.create.polished_cut_deepslate_wall	Polished Cut Deepslate Wall	Ограда из полированного резного глубинного сланца	HAS_RU
create:polished_cut_diorite	block.create.polished_cut_diorite	Polished Cut Diorite	Полированный резной диорит	HAS_RU
create:polished_cut_diorite_slab	block.create.polished_cut_diorite_slab	Polished Cut Diorite Slab	Плита из полированного резного диорита	HAS_RU
create:polished_cut_diorite_stairs	block.create.polished_cut_diorite_stairs	Polished Cut Diorite Stairs	Ступеньки из полированного резного диорита	HAS_RU
create:polished_cut_diorite_wall	block.create.polished_cut_diorite_wall	Polished Cut Diorite Wall	Ограда из полированного резного диорита	HAS_RU
create:polished_cut_dripstone	block.create.polished_cut_dripstone	Polished Cut Dripstone	Полированный резной натёчный камень	HAS_RU
create:polished_cut_dripstone_slab	block.create.polished_cut_dripstone_slab	Polished Cut Dripstone Slab	Плита из полированного резного натёчного камня	HAS_RU
create:polished_cut_dripstone_stairs	block.create.polished_cut_dripstone_stairs	Polished Cut Dripstone Stairs	Ступеньки из полированного резного натёчного камня	HAS_RU
create:polished_cut_dripstone_wall	block.create.polished_cut_dripstone_wall	Polished Cut Dripstone Wall	Ограда из полированного резного натёчного камня	HAS_RU
create:polished_cut_granite	block.create.polished_cut_granite	Polished Cut Granite	Полированный резной гранит	HAS_RU
create:polished_cut_granite_slab	block.create.polished_cut_granite_slab	Polished Cut Granite Slab	Плита из полированного резного гранита	HAS_RU
create:polished_cut_granite_stairs	block.create.polished_cut_granite_stairs	Polished Cut Granite Stairs	Ступеньки из полированного резного гранита	HAS_RU
create:polished_cut_granite_wall	block.create.polished_cut_granite_wall	Polished Cut Granite Wall	Ограда из полированного резного гранита	HAS_RU
create:polished_cut_limestone	block.create.polished_cut_limestone	Polished Cut Limestone	Полированный резной известняк	HAS_RU
create:polished_cut_limestone_slab	block.create.polished_cut_limestone_slab	Polished Cut Limestone Slab	Плита из полированного резного известняка	HAS_RU
create:polished_cut_limestone_stairs	block.create.polished_cut_limestone_stairs	Polished Cut Limestone Stairs	Ступеньки из полированного резного известняка	HAS_RU
create:polished_cut_limestone_wall	block.create.polished_cut_limestone_wall	Polished Cut Limestone Wall	Ограда из полированного резного известняка	HAS_RU
create:polished_cut_ochrum	block.create.polished_cut_ochrum	Polished Cut Ochrum	Полированный резной охрум	HAS_RU
create:polished_cut_ochrum_slab	block.create.polished_cut_ochrum_slab	Polished Cut Ochrum Slab	Плита из полированного резного охрума	HAS_RU
create:polished_cut_ochrum_stairs	block.create.polished_cut_ochrum_stairs	Polished Cut Ochrum Stairs	Ступеньки из полированного резного охрума	HAS_RU
create:polished_cut_ochrum_wall	block.create.polished_cut_ochrum_wall	Polished Cut Ochrum Wall	Ограда из полированного резного охрума	HAS_RU
create:polished_cut_scorchia	block.create.polished_cut_scorchia	Polished Cut Scorchia	Полированный резной тёмный пепел	HAS_RU
create:polished_cut_scorchia_slab	block.create.polished_cut_scorchia_slab	Polished Cut Scorchia Slab	Плита из полированного резного тёмного пепла	HAS_RU
create:polished_cut_scorchia_stairs	block.create.polished_cut_scorchia_stairs	Polished Cut Scorchia Stairs	Ступеньки из полированного резного тёмного пепла	HAS_RU
create:polished_cut_scorchia_wall	block.create.polished_cut_scorchia_wall	Polished Cut Scorchia Wall	Ограда из полированного резного тёмного пепла	HAS_RU
create:polished_cut_scoria	block.create.polished_cut_scoria	Polished Cut Scoria	Полированный резной пепел	HAS_RU
create:polished_cut_scoria_slab	block.create.polished_cut_scoria_slab	Polished Cut Scoria Slab	Плита из полированного резного пепла	HAS_RU
create:polished_cut_scoria_stairs	block.create.polished_cut_scoria_stairs	Polished Cut Scoria Stairs	Ступеньки из полированного резного пепла	HAS_RU
create:polished_cut_scoria_wall	block.create.polished_cut_scoria_wall	Polished Cut Scoria Wall	Ограда из полированного резного пепла	HAS_RU
create:polished_cut_tuff	block.create.polished_cut_tuff	Polished Cut Tuff	Полированный резной туф	HAS_RU
create:polished_cut_tuff_slab	block.create.polished_cut_tuff_slab	Polished Cut Tuff Slab	Плита из полированного резного туфа	HAS_RU
create:polished_cut_tuff_stairs	block.create.polished_cut_tuff_stairs	Polished Cut Tuff Stairs	Ступеньки из полированного резного туфа	HAS_RU
create:polished_cut_tuff_wall	block.create.polished_cut_tuff_wall	Polished Cut Tuff Wall	Ограда из полированного резного туфа	HAS_RU
create:polished_cut_veridium	block.create.polished_cut_veridium	Polished Cut Veridium	Полированный резной веридий	HAS_RU
create:polished_cut_veridium_slab	block.create.polished_cut_veridium_slab	Polished Cut Veridium Slab	Плита из полированного резного веридия	HAS_RU
create:polished_cut_veridium_stairs	block.create.polished_cut_veridium_stairs	Polished Cut Veridium Stairs	Ступеньки из полированного резного веридия	HAS_RU
create:polished_cut_veridium_wall	block.create.polished_cut_veridium_wall	Polished Cut Veridium Wall	Ограда из полированного резного веридия	HAS_RU
create:polished_rose_quartz	item.create.polished_rose_quartz	Polished Rose Quartz	Полированный розовый кварц	HAS_RU
create:portable_fluid_interface	block.create.portable_fluid_interface	Portable Fluid Interface	Портативный жидкостный интерфейс	HAS_RU
create:portable_storage_interface	block.create.portable_storage_interface	Portable Storage Interface	Портативный складской интерфейс	HAS_RU
create:potato_cannon	item.create.potato_cannon	Potato Cannon	Картофельная пушка	HAS_RU
create:powdered_obsidian	item.create.powdered_obsidian	Powdered Obsidian	Обсидиановый порошок	HAS_RU
create:powered_latch	block.create.powered_latch	Powered Latch	Редстоуновый триггер	HAS_RU
create:powered_toggle_latch	block.create.powered_toggle_latch	Powered Toggle Latch	Редстоуновый триггер-защёлка	HAS_RU
create:precision_mechanism	item.create.precision_mechanism	Precision Mechanism	Механизм точности	HAS_RU
create:propeller	item.create.propeller	Propeller	Пропеллер	HAS_RU
create:pulp	item.create.pulp	Pulp	Древесная масса	HAS_RU
create:pulse_extender	block.create.pulse_extender	Pulse Extender	Редстоуновый удлинитель импульса	HAS_RU
create:pulse_repeater	block.create.pulse_repeater	Pulse Repeater	Редстоуновый повторитель импульса	HAS_RU
create:pulse_timer	block.create.pulse_timer	Pulse Timer	Редстоуновый генератор импульса	HAS_RU
create:purple_postbox	block.create.purple_postbox	Purple Postbox	Фиолетовый почтовый ящик	HAS_RU
create:purple_seat	block.create.purple_seat	Purple Seat	Фиолетовое сиденье	HAS_RU
create:purple_table_cloth	block.create.purple_table_cloth	Purple Table Cloth	Фиолетовая скатерть	HAS_RU
create:purple_toolbox	block.create.purple_toolbox	Purple Toolbox	Фиолетовый ящик для инструментов	HAS_RU
create:purple_valve_handle	block.create.purple_valve_handle	Purple Valve Handle	Фиолетовая ручка вентиля	HAS_RU
