namespace	key	en_us	current_ru	proposed_ru	reason
miners_delight	item.miners_delight.baked_squid	Baked Squid		Запечённый кальмар	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.baked_tentacles	Baked Tentacles		Запечённые щупальца	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.bat_cookie	Bat Cookie		Печенье из летучей мыши	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.bat_rolls	Bat Rolls		Рулетики из летучей мыши	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.bat_soup	Bat Soup		Суп из летучей мыши	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.bat_soup_cup	Bat Soup Cup		Чашка супа из летучей мыши	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.bat_wing	Bat Wing		Крыло летучей мыши	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.beef_stew_cup	Beef Stew Cup		Чашка говяжьей похлёбки	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.beetroot_soup_cup	Beetroot Soup Cup		Чашка свекольного супа	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.bone_broth_cup	Bone Broth Cup		Чашка костного бульона	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.bowl_of_stuffed_squid	Bowl Of Stuffed Squid		Миска с фаршированным кальмаром	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	block.miners_delight.cave_carrot_crate	Cave Carrot Crate		Ящик с пещерной морковью	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.cave_soup	Cave Soup		Пещерный суп	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.cave_soup_cup	Cave Soup Cup		Чашка пещерного супа	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.chicken_soup_cup	Chicken Soup Cup		Чашка куриного супа	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.cooked_arthropod	Cooked Arthropod		Жареное членистоногое	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.copper_carrot	Copper Carrot		Медная морковь	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.copper_cup	Copper Cup		Медная чашка	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.fish_stew_cup	Fish Stew Cup		Чашка рыбной похлёбки	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.glow_ink_pasta	Glow Ink Pasta		Паста со светящимися чернилами	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.glow_squid	Glow Squid		Светящийся кальмар	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	block.miners_delight.gossypium	Gossypium		Хлопчатник	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.improvised_barbecue_stick	Improvised Barbecue Stick		Самодельный шампур	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.insect_sandwich	Insect Sandwich		Бутерброд с насекомыми	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.insect_stew	Insect Stew		Похлёбка из насекомых	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.insect_stew_cup	Insect Stew Cup		Чашка похлёбки из насекомых	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.insect_wrap	Insect Wrap		Ролл с насекомыми	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.milk_cup	Milk Cup		Чашка молока	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.mushroom_stew_cup	Mushroom Stew Cup		Чашка грибной похлёбки	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.noodle_soup_cup	Noodle Soup Cup		Чашка супа с лапшой	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.pasta_with_veggieballs	Pasta With Veggieballs		Паста с овощными фрикадельками	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.powder_snow_cup	Powder Snow Cup		Чашка рыхлого снега	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.pumpkin_soup_cup	Pumpkin Soup Cup		Чашка тыквенного супа	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.rabbit_stew_cup	Rabbit Stew Cup		Чашка похлёбки из кролика	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.seasoned_arthropods	Seasoned Arthropods		Членистоногие с приправами	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.smoked_bat_wing	Smoked Bat Wing		Копчёное крыло летучей мыши	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.squid	Squid		Кальмар	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.squid_sandwich	Squid Sandwich		Бутерброд с кальмаром	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	block.miners_delight.sticky_basket	Sticky Basket		Липкая корзина	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	block.miners_delight.stuffed_squid	Stuffed Squid		Фаршированный кальмар	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.takoyaki	Takoyaki		Такояки	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.tentacles	Tentacles		Щупальца	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.vegan_hamburger	Vegan Hamburger		Веганский бургер	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.vegan_patty	Vegan Patty		Веганская котлета	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.vegan_steak_and_potatoes	Vegan Steak And Potatoes		Веганский стейк с картофелем	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.vegan_wrap	Vegan Wrap		Веганский ролл	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.vegetable_soup_cup	Vegetable Soup Cup		Чашка овощного супа	Короткое естественное название; согласовано с цветами, материалами и семейством.
miners_delight	item.miners_delight.water_cup	Water Cup		Чашка воды	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_allay	Allay Plushie		Плюшевая тихоня	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_armadillo	Armadillo Plushie		Плюшевый броненосец	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_bat	Bat Plushie		Плюшевая летучая мышь	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_bee	Bee Plushie		Плюшевая пчела	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_breeze	Breeze Plushie		Плюшевый бриз	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_camel	Camel Plushie		Плюшевый верблюд	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_cat	Cat Plushie		Плюшевая кошка	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_cave_spider	Cave Spider Plushie		Плюшевый пещерный паук	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_chewie	Chewie Plushie		Плюшевый Чуи	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_chicken	Chicken Plushie		Плюшевая курица	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_cow	Cow Plushie		Плюшевая корова	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_creeper	Creeper Plushie		Плюшевый крипер	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_dan_rolo	Dan Rolo Plushie		Плюшевый Дан Роло	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_dark_father	Darth Vader Plushie		Плюшевый Дарт Вейдер	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_dolphin	Dolphin Plushie		Плюшевый дельфин	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_donkey	Donkey Plushie		Плюшевый осёл	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_elder_guardian	Elder Guardian Plushie		Плюшевый древний страж	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_emperor	Emperor Plushie		Плюшевый Император	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_evoker	Evoker Plushie		Плюшевый заклинатель	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_fox	Fox Plushie		Плюшевая лиса	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_glow_squid	Glow Squid Plushie		Плюшевый светящийся спрут	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_goat	Goat Plushie		Плюшевая коза	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_hoglin	Hoglin Plushie		Плюшевый хоглин	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_horse	Horse Plushie		Плюшевая лошадь	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_husk	Husk Plushie		Плюшевый кадавр	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_llama	Llama Plushie		Плюшевая лама	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_mooshroom	Mooshroom Plushie		Плюшевая грибная корова	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_mule	Mule Plushie		Плюшевый мул	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_parrot	Parrot Plushie		Плюшевый попугай	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_peter	Peter Plushie		Плюшевый Питер	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_phantom	Phantom Plushie		Плюшевый фантом	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_pig	Pig Plushie		Плюшевая свинья	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_piglin	Piglin Plushie		Плюшевый пиглин	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_piglin_brute	Piglin Brute Plushie		Плюшевый брутальный пиглин	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_pillager	Pillager Plushie		Плюшевый разбойник	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_polar_bear	Polar Bear Plushie		Плюшевый белый медведь	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_rabbit	Rabbit Plushie		Плюшевый кролик	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_ravanger	Ravanger Plushie		Плюшевый разоритель	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_sheep	Sheep Plushie		Плюшевая овца	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_shulker	Shulker Plushie		Плюшевый шалкер	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_skeleton	Skeleton Plushie		Плюшевый скелет	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_skeleton_horse	Skeleton Horse Plushie		Плюшевая лошадь-скелет	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_slime	Slime Plushie		Плюшевый слизень	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_spider	Spider Plushie		Плюшевый паук	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_squid	Squid Plushie		Плюшевый спрут	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_storm_soldier	Storm Soldier Plushie		Плюшевый штурмовик	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_stray	Stray Plushie		Плюшевый зимогор	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_strider	Strider Plushie		Плюшевая лавомерка	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_trader_lama	Trader Lama Plushie		Плюшевая лама торговца	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_vex	Vex Plushie		Плюшевая вредина	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_villager	Villager Plushie		Плюшевый крестьянин	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_vindicator	Vindicator Plushie		Плюшевый поборник	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_wandering_trader	Wandering Trader Plushie		Плюшевый странствующий торговец	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_witch	Witch Plushie		Плюшевая ведьма	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_wolf	Wolf Plushie		Плюшевый волк	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_yoga	Yoda Plushie		Плюшевый Йода	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_zoglin	Zoglin Plushie		Плюшевый зоглин	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_zombie	Zombie Plushie		Плюшевый зомби	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_zombie_villager	Zombie Villager Plushie		Плюшевый зомби-крестьянин	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.plushie_zombified_piglin	Zombified Piglin Plushie		Плюшевый зомбифицированный пиглин	Короткое естественное название; согласовано с цветами, материалами и семейством.
plushie_buddies	block.plushie_buddies.workbench	Sewing Machine		Швейная машинка	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_basin	Acacia Basin		Акациевая раковина	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_bath	Acacia Bath		Акациевая ванна	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_chair	Acacia Chair		Акациевый стул	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_crate	Acacia Crate		Акациевый ящик	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_cutting_board	Acacia Cutting Board		Акациевая разделочная доска	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_dark_ceiling_fan	Acacia Dark Ceiling Fan		Тёмный акациевый потолочный вентилятор	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_desk	Acacia Desk		Акациевый письменный стол	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_drawer	Acacia Drawer		Акациевый комод	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_hedge	Acacia Hedge		Акациевая живая изгородь	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_kitchen_cabinetry	Acacia Kitchen Cabinetry		Акациевая кухонная тумба	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_kitchen_drawer	Acacia Kitchen Drawer		Акациевый кухонный ящик	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_kitchen_sink	Acacia Kitchen Sink		Акациевая кухонная мойка	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_kitchen_storage_cabinet	Acacia Kitchen Storage Cabinet		Акациевый кухонный шкаф	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_lattice_fence	Acacia Lattice Fence		Акациевый решётчатый забор	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_lattice_fence_gate	Acacia Lattice Fence Gate		Акациевая решётчатая калитка	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_light_ceiling_fan	Acacia Light Ceiling Fan		Светлый акациевый потолочный вентилятор	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_mail_box	Acacia Mailbox		Акациевый почтовый ящик	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_storage_cabinet	Acacia Storage Cabinet		Акациевый шкаф	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_storage_jar	Acacia Storage Jar		Банка с акациевой крышкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_table	Acacia Table		Акациевый стол	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.acacia_toilet	Acacia Toilet		Акациевый унитаз	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.andesite_stepping_stones	Andesite Stepping Stones		Андезитовые садовые камни	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.azalea_hedge	Azalea Hedge		Живая изгородь из азалии	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_basin	Birch Basin		Берёзовая раковина	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_bath	Birch Bath		Берёзовая ванна	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_chair	Birch Chair		Берёзовый стул	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_crate	Birch Crate		Берёзовый ящик	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_cutting_board	Birch Cutting Board		Берёзовая разделочная доска	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_dark_ceiling_fan	Birch Dark Ceiling Fan		Тёмный берёзовый потолочный вентилятор	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_desk	Birch Desk		Берёзовый письменный стол	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_drawer	Birch Drawer		Берёзовый комод	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_hedge	Birch Hedge		Берёзовая живая изгородь	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_kitchen_cabinetry	Birch Kitchen Cabinetry		Берёзовая кухонная тумба	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_kitchen_drawer	Birch Kitchen Drawer		Берёзовый кухонный ящик	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_kitchen_sink	Birch Kitchen Sink		Берёзовая кухонная мойка	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_kitchen_storage_cabinet	Birch Kitchen Storage Cabinet		Берёзовый кухонный шкаф	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_lattice_fence	Birch Lattice Fence		Берёзовый решётчатый забор	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_lattice_fence_gate	Birch Lattice Fence Gate		Берёзовая решётчатая калитка	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_light_ceiling_fan	Birch Light Ceiling Fan		Светлый берёзовый потолочный вентилятор	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_mail_box	Birch Mailbox		Берёзовый почтовый ящик	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_storage_cabinet	Birch Storage Cabinet		Берёзовый шкаф	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_storage_jar	Birch Storage Jar		Банка с берёзовой крышкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_table	Birch Table		Берёзовый стол	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.birch_toilet	Birch Toilet		Берёзовый унитаз	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.black_basin	Black Basin		Чёрная раковина	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.black_bath	Black Bath		Чёрная ванна	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.black_cooler	Black Cooler		Чёрный термобокс	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.black_grill	Black Grill		Чёрный гриль	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.black_kitchen_cabinetry	Black Kitchen Cabinetry		Чёрная кухонная тумба	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.black_kitchen_drawer	Black Kitchen Drawer		Чёрный кухонный ящик	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.black_kitchen_sink	Black Kitchen Sink		Чёрная кухонная мойка	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.black_kitchen_storage_cabinet	Black Kitchen Storage Cabinet		Чёрный кухонный шкаф	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.black_lamp	Black Lamp		Чёрная лампа	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.black_sofa	Black Sofa		Чёрный диван	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.black_stool	Black Stool		Чёрный табурет	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.black_toilet	Black Toilet		Чёрный унитаз	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.black_trampoline	Black Trampoline		Чёрный батут	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.blue_basin	Blue Basin		Синяя раковина	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.blue_bath	Blue Bath		Синяя ванна	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.blue_cooler	Blue Cooler		Синий термобокс	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.blue_grill	Blue Grill		Синий гриль	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.blue_kitchen_cabinetry	Blue Kitchen Cabinetry		Синяя кухонная тумба	Короткое естественное название; согласовано с цветами, материалами и семейством.
refurbished_furniture	block.refurbished_furniture.blue_kitchen_drawer	Blue Kitchen Drawer		Синий кухонный ящик	Короткое естественное название; согласовано с цветами, материалами и семейством.
