item_id	translation_key	en_us	ru_ru	status
minecraft:music_disc_otherside	item.minecraft.music_disc_otherside	Music Disc	Пластинка	HAS_RU
minecraft:music_disc_pigstep	item.minecraft.music_disc_pigstep	Music Disc	Пластинка	HAS_RU
minecraft:music_disc_relic	item.minecraft.music_disc_relic	Music Disc	Пластинка	HAS_RU
minecraft:music_disc_strad	item.minecraft.music_disc_strad	Music Disc	Пластинка	HAS_RU
minecraft:nether_bricks	block.minecraft.nether_bricks	Nether Bricks	Незерские кирпичи	HAS_RU
minecraft:nether_star	item.minecraft.nether_star	Nether Star	Звезда Незера	HAS_RU
minecraft:netherite_upgrade_smithing_template	item.minecraft.netherite_upgrade_smithing_template		Кузнечный шаблон	HAS_RU
minecraft:oak_sapling	block.minecraft.oak_sapling	Oak Sapling	Саженец дуба	HAS_RU
minecraft:ochre_froglight	block.minecraft.ochre_froglight	Ochre Froglight	Охристая квампа	HAS_RU
minecraft:phantom_membrane	item.minecraft.phantom_membrane	Phantom Membrane	Мембрана фантома	HAS_RU
minecraft:pitcher_plant	item.minecraft.pitcher_plant	Pitcher Plant	Кувшинница	HAS_RU
minecraft:powder_snow_bucket	item.minecraft.powder_snow_bucket	Powder Snow Bucket	Ведро с рыхлым снегом	HAS_RU
minecraft:prismarine	block.minecraft.prismarine	Prismarine	Призмарин	HAS_RU
minecraft:prismarine_shard	item.minecraft.prismarine_shard	Prismarine Shard	Осколок призмарина	HAS_RU
minecraft:pumpkin_seeds	item.minecraft.pumpkin_seeds	Pumpkin Seeds	Семена тыквы	HAS_RU
minecraft:quartz	item.minecraft.quartz	Nether Quartz	Незерский кварц	HAS_RU
minecraft:raw_gold	item.minecraft.raw_gold	Raw Gold	Рудное золото	HAS_RU
minecraft:raw_iron	item.minecraft.raw_iron	Raw Iron	Рудное железо	HAS_RU
minecraft:rotten_flesh	item.minecraft.rotten_flesh	Rotten Flesh	Гнилая плоть	HAS_RU
minecraft:sand	block.minecraft.sand	Sand	Песок	HAS_RU
minecraft:shulker_shell	item.minecraft.shulker_shell	Shulker Shell	Панцирь шалкера	HAS_RU
minecraft:slime_ball	item.minecraft.slime_ball	Slimeball	Сгусток слизи	HAS_RU
minecraft:small_dripleaf	block.minecraft.small_dripleaf	Small Dripleaf	Маленькая бросянка	HAS_RU
minecraft:sniffer_egg	block.minecraft.sniffer_egg	Sniffer Egg	Яйцо нюхача	HAS_RU
minecraft:soul_sand	block.minecraft.soul_sand	Soul Sand	Песок душ	HAS_RU
minecraft:sponge	block.minecraft.sponge	Sponge	Губка	HAS_RU
minecraft:string	item.minecraft.string	String	Нить	HAS_RU
minecraft:sugar	item.minecraft.sugar	Sugar	Сахар	HAS_RU
minecraft:sugar_cane	block.minecraft.sugar_cane	Sugar Cane	Сахарный тростник	HAS_RU
minecraft:sweet_berries	item.minecraft.sweet_berries	Sweet Berries	Сладкие ягоды	HAS_RU
minecraft:torchflower	block.minecraft.torchflower	Torchflower	Факельник	HAS_RU
minecraft:wet_sponge	block.minecraft.wet_sponge	Wet Sponge	Мокрая губка	HAS_RU
minecraft:wheat_seeds	item.minecraft.wheat_seeds	Wheat Seeds	Семена пшеницы	HAS_RU
minecraft:wither_skeleton_skull	block.minecraft.wither_skeleton_skull	Wither Skeleton Skull	Череп визер-скелета	HAS_RU
miners_delight:cave_carrot	item.miners_delight.cave_carrot	Cave Carrot	Пещерная морковь	HAS_RU
miners_delight:copper_pot	block.miners_delight.copper_pot	Copper Pot	Медный котёл	HAS_RU
miners_delight:moss	item.miners_delight.moss	Moss	Мох	HAS_RU
miners_delight:silverfish_eggs	item.miners_delight.silverfish_eggs	Silverfish Eggs	Яйца чешуйницы	HAS_RU
miners_delight:weird_caviar	item.miners_delight.weird_caviar	Weird Caviar	Странная икра	HAS_RU
miners_delight:wild_cave_carrots	block.miners_delight.wild_cave_carrots	Wild Cave Carrots	Дикая пещерная морковь	HAS_RU
musketmod:cartridge	item.musketmod.cartridge	Paper Cartridge	Бумажный патрон	HAS_RU
neapolitan:strawberry_pips	item.neapolitan.strawberry_pips	Strawberry Pips	Зёрнышки клубники	HAS_RU
neapolitan:vanilla_pods	item.neapolitan.vanilla_pods	Vanilla Pods	Стручки ванили	HAS_RU
plushie_buddies:plushie_axolotl	block.plushie_buddies.plushie_axolotl	Axolotl Plushie	Плюшевый аксолотль	HAS_RU
plushie_buddies:plushie_blaze	block.plushie_buddies.plushie_blaze	Blaze Plushie	Плюшевый всполох	HAS_RU
plushie_buddies:plushie_drowned	block.plushie_buddies.plushie_drowned	Drowned Plushie	Плюшевый утопленник	HAS_RU
plushie_buddies:plushie_frog	block.plushie_buddies.plushie_frog	Frog Plushie	Плюшевая лягушка	HAS_RU
plushie_buddies:plushie_ghast	block.plushie_buddies.plushie_ghast	Ghast Plushie	Плюшевый гаст	HAS_RU
plushie_buddies:plushie_guardian	block.plushie_buddies.plushie_guardian	Guardian Plushie	Плюшевый страж	HAS_RU
plushie_buddies:plushie_iron_golem	block.plushie_buddies.plushie_iron_golem	Iron Golem Plushie	Плюшевый железный голем	HAS_RU
plushie_buddies:plushie_magma_cube	block.plushie_buddies.plushie_magma_cube	Magma Cube Plushie	Плюшевый магмовый куб	HAS_RU
plushie_buddies:plushie_panda	block.plushie_buddies.plushie_panda	Panda Plushie	Плюшевая панда	HAS_RU
plushie_buddies:plushie_pufferfish	block.plushie_buddies.plushie_pufferfish	Pufferfish Plushie	Плюшевый иглобрюх	HAS_RU
plushie_buddies:plushie_sniffer	block.plushie_buddies.plushie_sniffer	Sniffer Plushie	Плюшевый нюхач	HAS_RU
plushie_buddies:plushie_turtle	block.plushie_buddies.plushie_turtle	Turtle Plushie	Плюшевая черепаха	HAS_RU
plushie_buddies:plushie_warden	block.plushie_buddies.plushie_warden	Warden Plushie	Плюшевый хранитель	HAS_RU
plushie_buddies:plushie_wither	block.plushie_buddies.plushie_wither	Wither Plushie	Плюшевый иссушитель	HAS_RU
plushie_buddies:plushie_wither_skeleton	block.plushie_buddies.plushie_wither_skeleton	Wither Skeleton Plushie	Плюшевый визер-скелет	HAS_RU
refurbished_furniture:computer	block.refurbished_furniture.computer	Computer	Компьютер	HAS_RU
refurbished_furniture:light_electricity_generator	block.refurbished_furniture.light_electricity_generator	Light Electricity Generator	Светлый электрогенератор	HAS_RU
refurbished_furniture:light_fridge	item.refurbished_furniture.light_fridge	Light Fridge	Светлый холодильник	HAS_RU
refurbished_furniture:light_stove	block.refurbished_furniture.light_stove	Light Stove	Светлая плита	HAS_RU
refurbished_furniture:sweet_berry_jam_toast	item.refurbished_furniture.sweet_berry_jam_toast	Sweet Berry Jam Toast	Тост с вареньем из сладких ягод	HAS_RU
refurbished_furniture:television	block.refurbished_furniture.television	Television	Телевизор	HAS_RU
snad:red_snad	block.snad.red_snad	Red Snad	Красный Snad	HAS_RU
snad:snad	block.snad.snad	Snad	Snad	RU_EQUALS_EN
snad:suol_snad	block.snad.suol_snad	Suol Snad	Suol Snad	RU_EQUALS_EN
sophisticatedbackpacks:advanced_jukebox_upgrade	item.sophisticatedbackpacks.advanced_jukebox_upgrade	Advanced Jukebox Upgrade	Продвинутое улучшение «Проигрыватель»	HAS_RU
sophisticatedbackpacks:backpack	item.sophisticatedbackpacks.backpack	Backpack	Рюкзак	HAS_RU
sophisticatedbackpacks:deposit_upgrade	item.sophisticatedbackpacks.deposit_upgrade	Deposit Upgrade	Улучшение «Разгрузка»	HAS_RU
sophisticatedbackpacks:pickup_upgrade	item.sophisticatedbackpacks.pickup_upgrade	Pickup Upgrade	Улучшение «Подбор»	HAS_RU
supplementaries:ash	item.supplementaries.ash	Ash	Пепел	HAS_RU
supplementaries:bellows	block.supplementaries.bellows	Bellows	Мехи	HAS_RU
supplementaries:cannonball	block.supplementaries.cannonball	Cannonball	Пушечное ядро	HAS_RU
supplementaries:checker_block	block.supplementaries.checker_block	Checker Block	Шахматная плитка	HAS_RU
supplementaries:clock_block	block.supplementaries.clock_block	Clock Block	Часовой блок	HAS_RU
supplementaries:confetti_popper	item.supplementaries.confetti_popper	Confetti Popper	Хлопушка	HAS_RU
supplementaries:music_disc_heave_ho	item.supplementaries.music_disc_heave_ho	Music Disc	Пластинка	HAS_RU
supplementaries:pancake	block.supplementaries.pancake	Pancake	Блинчик	HAS_RU
supplementaries:sack	block.supplementaries.sack	Sack	Мешок	HAS_RU
supplementaries:soap	item.supplementaries.soap	Soap	Мыло	HAS_RU
supplementaries:speaker_block	block.supplementaries.speaker_block	Speaker Block	Динамик	HAS_RU
supplementaries:wild_flax	block.supplementaries.wild_flax	Wild Flax	Дикий лён	HAS_RU
tconstruct:husk_head	block.tconstruct.husk_head	Husk Head	Голова кадавра	HAS_RU
tconstruct:magma_bucket	item.tconstruct.magma_bucket	Magma Bucket	Ведро магмы	HAS_RU
tconstruct:molten_silver_bucket	item.tconstruct.molten_silver_bucket	Molten Silver Bucket	Ведро расплавленного серебра	HAS_RU
tconstruct:seared_drain	block.tconstruct.seared_drain	Seared Drain	Обожжённый слив	HAS_RU
tconstruct:seared_faucet	block.tconstruct.seared_faucet	Seared Faucet	Обожжённый кран	HAS_RU
tconstruct:seared_fuel_tank	block.tconstruct.seared_fuel_tank	Seared Fuel Tank	Обожжённый топливный резервуар	HAS_RU
tconstruct:seared_table	block.tconstruct.seared_table	Seared Casting Table	Обожжённый литейный стол	HAS_RU
tconstruct:smeltery_controller	block.tconstruct.smeltery_controller	Smeltery Controller	Контроллер плавильни	HAS_RU
thermal:area_radius_augment	item.thermal.area_radius_augment		Улучшение радиуса	HAS_RU
thermal:blizz_rod	item.thermal.blizz_rod		Куб близза	HAS_RU
thermal:charcoal_block	block.thermal.charcoal_block		Блок древесного угля	HAS_RU
thermal:crude_oil_bucket	item.thermal.crude_oil_bucket		Ведро сырой нефти	HAS_RU
thermal:device_collector	block.thermal.device_collector		Ваккумулятор	HAS_RU
thermal:device_rock_gen	block.thermal.device_rock_gen		Магматический экструдер	HAS_RU
thermal:explosive_grenade	item.thermal.explosive_grenade		Граната	HAS_RU
thermal:glowstone_mushroom_spores	item.thermal.glowstone_mushroom_spores		Споры гриба с мерцающей шляпкой	HAS_RU
thermal:gunpowder_mushroom_spores	item.thermal.gunpowder_mushroom_spores		Споры взрывогриба	HAS_RU
thermal:lead_dust	item.thermal.lead_dust	Lead Dust	Свинцовая пыль	HAS_RU
thermal:lead_ingot	item.thermal.lead_ingot	Lead Ingot	Свинцовый слиток	HAS_RU
thermal:machine_bottler	block.thermal.machine_bottler		Жидкостный наполнитель	HAS_RU
thermal:machine_centrifuge	block.thermal.machine_centrifuge		Центробежный сепаратор	HAS_RU
thermal:machine_chiller	block.thermal.machine_chiller		Шоковый охладитель	HAS_RU
thermal:machine_crystallizer	block.thermal.machine_crystallizer		Кристаллизатор	HAS_RU
thermal:machine_frame	block.thermal.machine_frame		Каркас механизма	HAS_RU
thermal:machine_insolator	block.thermal.machine_insolator		Фитогенный облучатель	HAS_RU
thermal:machine_press	block.thermal.machine_press		Мультисерво-пресс	HAS_RU
thermal:machine_pyrolyzer	block.thermal.machine_pyrolyzer		Пиролизёр	HAS_RU
thermal:machine_refinery	block.thermal.machine_refinery		Фракционный дистиллятор	HAS_RU
thermal:machine_smelter	block.thermal.machine_smelter		Индукционная плавильня	HAS_RU
thermal:redstone_mushroom_spores	item.thermal.redstone_mushroom_spores		Споры флюсозуба	HAS_RU
thermal:ruby	item.thermal.ruby	Ruby	Рубин	HAS_RU
thermal:ruby_block	block.thermal.ruby_block	Block of Ruby	Рубиновый блок	HAS_RU
thermal:slime_mushroom_spores	item.thermal.slime_mushroom_spores		Споры слизнегриба	HAS_RU
thermal:tar	item.thermal.tar		Гудрон	HAS_RU
thermal:tinker_bench	block.thermal.tinker_bench		Верстак мастера	HAS_RU
waystones:portstone	block.waystones.portstone	Portstone	Портовый обелиск	HAS_RU
waystones:warp_dust	item.waystones.warp_dust	Warp Dust	Пыль перемещения	HAS_RU
woodenhopper:wooden_hopper	block.woodenhopper.wooden_hopper	Wooden Hopper	Деревянная воронка	HAS_RU
xercapaint:item_canvas	item.xercapaint.item_canvas	Canvas	Холст	HAS_RU
xercapaint:item_easel	item.xercapaint.item_easel	Easel	Мольберт	HAS_RU
xercapaint:item_palette	item.xercapaint.item_palette	Palette	Палитра	HAS_RU
