namespace	key	en_us	current_ru	proposed_ru	reason
mekanism	item.mekanism.module_gravitational_modulating_unit	Module Gravitational Modulating Unit		Модуль управления гравитацией	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_gyroscopic_stabilization_unit	Module Gyroscopic Stabilization Unit		Модуль гироскопической стабилизации	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_hydraulic_propulsion_unit	Module Hydraulic Propulsion Unit		Модуль гидравлического ускорения	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_hydrostatic_repulsor_unit	Module Hydrostatic Repulsor Unit		Модуль гидростатического отталкивания	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_inhalation_purification_unit	Module Inhalation Purification Unit		Модуль очистки воздуха	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_jetpack_unit	Module Jetpack Unit		Модуль реактивного ранца	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_laser_dissipation_unit	Module Laser Dissipation Unit		Модуль рассеивания лазера	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_locomotive_boosting_unit	Module Locomotive Boosting Unit		Модуль ускорения движения	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_magnetic_attraction_unit	Module Magnetic Attraction Unit		Модуль магнитного притяжения	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_motorized_servo_unit	Module Motorized Servo Unit		Модуль моторизованного сервопривода	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_nutritional_injection_unit	Module Nutritional Injection Unit		Модуль автопитания	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_radiation_shielding_unit	Module Radiation Shielding Unit		Модуль радиационной защиты	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_shearing_unit	Module Shearing Unit		Модуль стрижки	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_silk_touch_unit	Module Silk Touch Unit		Модуль шёлкового касания	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_teleportation_unit	Module Teleportation Unit		Модуль телепортации	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_vein_mining_unit	Module Vein Mining Unit		Модуль жильной добычи	Русское название отсутствует; en_us восстановлен по ID.
mekanism	item.mekanism.module_vision_enhancement_unit	Module Vision Enhancement Unit		Модуль улучшения зрения	Русское название отсутствует; en_us восстановлен по ID.
mekanismgenerators	item.mekanismgenerators.module_geothermal_generator_unit	Module Geothermal Generator Unit		Модуль геотермального генератора	Русское название отсутствует; en_us восстановлен по ID.
mekanismgenerators	item.mekanismgenerators.module_solar_recharging_unit	Module Solar Recharging Unit		Модуль солнечной зарядки	Русское название отсутствует; en_us восстановлен по ID.
moonlight	item.moonlight.placeable_item	Placeable Item		Размещаемый предмет	Русское название отсутствует; en_us восстановлен по ID.
moyai	block.moyai.moyai	Moyai		Моаи	Русское название отсутствует.
neapolitan	item.neapolitan.banana_frond	Banana Frond		Банановый лист	Русское название отсутствует.
neapolitan	block.neapolitan.chimpanzee_head	Chimpanzee Head		Голова шимпанзе	Русское название отсутствует.
neapolitan	item.neapolitan.primal_armor_trim_smithing_template	Primal Armor Trim Smithing Template		Кузнечный шаблон «Первобытная отделка»	Русское название отсутствует; en_us восстановлен по ID.
neapolitan	item.neapolitan.reflection_pottery_sherd	Reflection Pottery Sherd		Керамический осколок «Отражение»	Русское название отсутствует.
neapolitan	item.neapolitan.scream_pottery_sherd	Scream Pottery Sherd		Керамический осколок «Крик»	Русское название отсутствует.
neapolitan	item.neapolitan.snack_pottery_sherd	Snack Pottery Sherd		Керамический осколок «Закуска»	Русское название отсутствует.
neapolitan	item.neapolitan.spider_pottery_sherd	Spider Pottery Sherd		Керамический осколок «Паук»	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.block_of_resin	Block of Resin		Блок смолы	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.chiseled_resin_bricks	Chiseled Resin Bricks		Резные смоляные кирпичи	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.closed_eyeblossom	Closed Eyeblossom		Закрытый глазоцвет	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.creaking_heart	Creaking Heart		Сердце скрипуна	Русское название отсутствует.
palegardenbackport	item.palegardenbackport.creaking_spawn_egg	Creaking Spawn Egg		Яйцо призыва скрипуна	Русское название отсутствует.
palegardenbackport	item.palegardenbackport.mod_icon	Mod Icon		Значок мода	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.open_eyeblossom	Open Eyeblossom		Открытый глазоцвет	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_hanging_moss	Pale Hanging Moss		Бледный свисающий мох	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_moss_block	Pale Moss Block		Блок бледного мха	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_moss_carpet	Pale Moss Carpet		Ковёр из бледного мха	Русское название отсутствует.
palegardenbackport	item.palegardenbackport.pale_oak_boat	Pale Oak Boat		Лодка из бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_button	Pale Oak Button		Кнопка из бледного дуба	Русское название отсутствует.
palegardenbackport	item.palegardenbackport.pale_oak_chest_boat	Pale Oak Chest Boat		Грузовая лодка из бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_door	Pale Oak Door		Дверь из бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_fence	Pale Oak Fence		Забор из бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_fence_gate	Pale Oak Fence Gate		Калитка из бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_hanging_sign	Pale Oak Hanging Sign		Подвесная табличка из бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_leaves	Pale Oak Leaves		Листья бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_log	Pale Oak Log		Бревно бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_planks	Pale Oak Planks		Доски из бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_pressure_plate	Pale Oak Pressure Plate		Нажимная плита из бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_sapling	Pale Oak Sapling		Саженец бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_sign	Pale Oak Sign		Табличка из бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_slab	Pale Oak Slab		Плита из бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_stairs	Pale Oak Stairs		Ступеньки из бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_trapdoor	Pale Oak Trapdoor		Люк из бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.pale_oak_wood	Pale Oak Wood		Бледный дуб	Русское название отсутствует.
palegardenbackport	item.palegardenbackport.resin_brick	Resin Brick		Смоляной кирпич	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.resin_brick_slab	Resin Brick Slab		Плита из смоляных кирпичей	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.resin_brick_stairs	Resin Brick Stairs		Ступеньки из смоляных кирпичей	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.resin_brick_wall	Resin Brick Wall		Ограда из смоляных кирпичей	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.resin_bricks	Resin Bricks		Смоляные кирпичи	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.resin_clump	Resin Clump		Комок смолы	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.stripped_pale_oak_log	Stripped Pale Oak Log		Обтёсанное бревно бледного дуба	Русское название отсутствует.
palegardenbackport	block.palegardenbackport.stripped_pale_oak_wood	Stripped Pale Oak Wood		Обтёсанный бледный дуб	Русское название отсутствует.
parcool	block.parcool.iron_zipline_hook	Iron Zipline Hook		Железный крюк для зиплайна	Русское название отсутствует.
parcool	block.parcool.wooden_zipline_hook	Wooden Zipline Hook		Деревянный крюк для зиплайна	Русское название отсутствует.
parcool	item.parcool.zipline_rope	Zipline Rope		Трос зиплайна	Русское название отсутствует.
supplementaries	item.supplementaries.beachparty/sign_post_palm	Beachparty sign Post Palm		Указатель из пальмы	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.botania/sign_post_dreamwood	Botania sign Post Dreamwood		Указатель из дерева мечтаний	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.botania/sign_post_livingwood	Botania sign Post Livingwood		Указатель из жизнедерева	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.eidolon/sign_post_illwood	Eidolon sign Post Illwood		Указатель из иллвуда	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.palegardenbackport/sign_post_pale_oak	Palegardenbackport sign Post Pale Oak		Указатель из бледного дуба	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.sign_post_acacia	Sign Post Acacia		Указатель из акации	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.sign_post_bamboo	Sign Post Bamboo		Указатель из бамбука	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.sign_post_birch	Sign Post Birch		Указатель из берёзы	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.sign_post_cherry	Sign Post Cherry		Указатель из вишни	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.sign_post_crimson	Sign Post Crimson		Указатель из багрового дерева	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.sign_post_dark_oak	Sign Post Dark Oak		Указатель из тёмного дуба	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.sign_post_jungle	Sign Post Jungle		Указатель из тропического дерева	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.sign_post_mangrove	Sign Post Mangrove		Указатель из мангрового дерева	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.sign_post_oak	Sign Post Oak		Указатель из дуба	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.sign_post_spruce	Sign Post Spruce		Указатель из ели	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.sign_post_warped	Sign Post Warped		Указатель из искажённого дерева	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.tconstruct/sign_post_bloodshroom	Tconstruct sign Post Bloodshroom		Указатель из кровавого гриба	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.tconstruct/sign_post_enderbark	Tconstruct sign Post Enderbark		Указатель из эндербарка	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.tconstruct/sign_post_greenheart	Tconstruct sign Post Greenheart		Указатель из зелёного сердца	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.tconstruct/sign_post_skyroot	Tconstruct sign Post Skyroot		Указатель из небесного корня	Русское название отсутствует; en_us восстановлен по ID.
supplementaries	item.supplementaries.thermal/sign_post_rubberwood	Thermal sign Post Rubberwood		Указатель из каучукового дерева	Русское название отсутствует; en_us восстановлен по ID.
tempad	item.tempad.he_who_remains_tempad	§6Tempad		§6Темпад Того, кто остаётся	Русское название отсутствует.
tempad	item.tempad.location_card	Location Card		Карта местоположения	Русское название отсутствует.
thermal	item.thermal.amaranth	Amaranth		Амарант	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.amaranth_block	Amaranth Block		Блок амаранта	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.amaranth_seeds	Amaranth Seeds		Семена амаранта	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.apatite	Apatite		Апатит	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.apatite_block	Apatite Block		Блок апатита	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.apatite_dust	Apatite Dust		Апатитовая пыль	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.apple_block	Apple Block		Блок яблок	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.aquachow	Aquachow		Корм для рыб	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.barley	Barley		Ячмень	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.barley_block	Barley Block		Блок ячменя	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.barley_seeds	Barley Seeds		Семена ячменя	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.basalz_powder	Basalz Powder		Порошок базальца	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.basalz_rod	Basalz Rod		Стержень базальца	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.basalz_spawn_egg	Basalz Spawn Egg		Яйцо призыва базальца	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.beekeeper_boots	Beekeeper Boots		Ботинки пчеловода	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.beekeeper_chestplate	Beekeeper Chestplate		Куртка пчеловода	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.beekeeper_fabric	Beekeeper Fabric		Ткань пчеловода	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.beekeeper_helmet	Beekeeper Helmet		Шляпа пчеловода	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.beekeeper_leggings	Beekeeper Leggings		Штаны пчеловода	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.beetroot_block	Beetroot Block		Блок свёклы	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.bell_pepper	Bell Pepper		Сладкий перец	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.bell_pepper_block	Bell Pepper Block		Блок сладкого перца	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.bell_pepper_seeds	Bell Pepper Seeds		Семена сладкого перца	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.bitumen_block	Bitumen Block		Блок битума	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.black_rockwool	Black Rockwool		Чёрная минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.blitz_powder	Blitz Powder		Порошок блица	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.blitz_rod	Blitz Rod		Стержень блица	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.blitz_spawn_egg	Blitz Spawn Egg		Яйцо призыва блица	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.blizz_powder	Blizz Powder		Порошок близза	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.blizz_spawn_egg	Blizz Spawn Egg		Яйцо призыва близза	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.blue_rockwool	Blue Rockwool		Синяя минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.brown_rockwool	Brown Rockwool		Коричневая минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.carrot_block	Carrot Block		Блок моркови	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.carrot_cake	Carrot Cake		Морковный торт	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.charge_bench	Charge Bench		Зарядный стол	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.cheese_wedge	Cheese Wedge		Кусочек сыра	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.cheese_wheel	Cheese Wheel		Головка сыра	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.chiller_ball_cast	Chiller Ball Cast		Форма для шара	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.chiller_ingot_cast	Chiller Ingot Cast		Форма для слитка	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.chiller_rod_cast	Chiller Rod Cast		Форма для стержня	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.chiseled_rich_slag	Chiseled Rich Slag		Резной обогащённый шлак	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.chiseled_slag	Chiseled Slag		Резной шлак	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.chocolate_cake	Chocolate Cake		Шоколадный торт	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.cinnabar	Cinnabar		Киноварь	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.cinnabar_block	Cinnabar Block		Блок киновари	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.cinnabar_dust	Cinnabar Dust		Пыль киновари	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.coal_coke	Coal Coke		Коксовый уголь	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.coal_coke_block	Coal Coke Block		Блок коксового угля	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.coffee	Coffee		Кофе	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.coffee_block	Coffee Block		Блок кофе	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.coffee_seeds	Coffee Seeds		Семена кофе	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.compost	Compost		Компост	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.cooked_corn	Cooked Corn		Жареная кукуруза	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.cooked_eggplant	Cooked Eggplant		Жареный баклажан	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.cooked_mushroom	Cooked Mushroom		Жареный гриб	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.copper_coin	Copper Coin		Медная монета	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.copper_dust	Copper Dust		Медная пыль	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.copper_gear	Copper Gear		Медная шестерня	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.copper_nugget	Copper Nugget		Кусочек меди	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.copper_plate	Copper Plate		Медная пластина	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.corn	Corn		Кукуруза	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.corn_block	Corn Block		Блок кукурузы	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.corn_seeds	Corn Seeds		Семена кукурузы	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.cracked_rich_slag_bricks	Cracked Rich Slag Bricks		Потрескавшиеся кирпичи из обогащённого шлака	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.cracked_slag_bricks	Cracked Slag Bricks		Потрескавшиеся шлаковые кирпичи	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.creosote_bucket	Creosote Bucket		Ведро креозота	Русское название отсутствует; en_us восстановлен по ID.
thermal	block.thermal.cured_rubber_block	Block of Cured Glue		Блок затвердевшего клея	Русское название отсутствует.
thermal	item.thermal.cyan_rockwool	Cyan Rockwool		Бирюзовая минеральная вата	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.deep_aquachow	Deep Aquachow		Глубинный корм для рыб	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.detonator	Detonator		Детонатор	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.device_composter	Device Composter		Механический компостер	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.device_fisher	Device Fisher		Водный уловитель	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.device_hive_extractor	Device Hive Extractor		Улей-экстрактор	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.device_nullifier	Device Nullifier		Уничтожитель предметов	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.device_potion_diffuser	Device Potion Diffuser		Распылитель зелий	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.device_soil_infuser	Device Soil Infuser		Обогатитель почвы	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.device_tree_extractor	Device Tree Extractor		Древесный экстрактор	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.device_water_gen	Device Water Gen		Водный накопитель	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.device_xp_condenser	Device XP Condenser		Конденсатор опыта	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.diamond_dust	Diamond Dust		Алмазная пыль	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.diamond_gear	Diamond Gear		Алмазная шестерня	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.drill_head	Drill Head		Буровая головка	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.dynamo_compression	Dynamo Compression		Компрессионный генератор	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.dynamo_disenchantment	Dynamo Disenchantment		Генератор снятия чар	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.dynamo_fuel_augment	Dynamo Fuel Augment		Топливный катализатор генератора	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.dynamo_gourmand	Dynamo Gourmand		Гурманский генератор	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.dynamo_lapidary	Dynamo Lapidary		Генератор на самоцветах	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.dynamo_magmatic	Dynamo Magmatic		Магматический генератор	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.dynamo_numismatic	Dynamo Numismatic		Генератор на монетах	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.dynamo_output_augment	Dynamo Output Augment		Распределитель энергии генератора	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.dynamo_stirling	Dynamo Stirling		Генератор Стирлинга	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.dynamo_throttle_augment	Dynamo Throttle Augment		Регулятор генератора	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.earth_charge	Earth Charge		Земляной заряд	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.earth_grenade	Earth Grenade		Земляная граната	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.earth_tnt	Earth TNT		Земляной динамит	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.eggplant	Eggplant		Баклажан	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.eggplant_block	Eggplant Block		Блок баклажана	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.eggplant_seeds	Eggplant Seeds		Семена баклажана	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.emerald_dust	Emerald Dust		Изумрудная пыль	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.emerald_gear	Emerald Gear		Изумрудная шестерня	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.ender_bucket	Ender Bucket		Эндер-ведро	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.ender_grenade	Ender Grenade		Эндерная граната	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.ender_pearl_dust	Ender Pearl Dust		Пыль эндер-жемчуга	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.ender_tnt	Ender TNT		Эндерный динамит	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.enderium_block	Enderium Block		Блок эндерия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.enderium_coin	Enderium Coin		Монета из эндерия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.enderium_dust	Enderium Dust		Пыль эндерия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.enderium_gear	Enderium Gear		Шестерня из эндерия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.enderium_glass	Enderium Glass		Стекло из эндерия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.enderium_ingot	Enderium Ingot		Слиток эндерия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.enderium_nugget	Enderium Nugget		Кусочек эндерия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.enderium_plate	Enderium Plate		Пластина из эндерия	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.energy_cell	Energy Cell		Энергетическая ячейка	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.energy_cell_frame	Energy Cell Frame		Каркас энергетической ячейки	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.energy_limiter_attachment	Attachment: Redstone Flux Limiter		Насадка: ограничитель RF	Русское название отсутствует.
thermal	item.thermal.filter_attachment	Attachment: Filter		Насадка: фильтр	Русское название отсутствует.
thermal	item.thermal.fire_grenade	Fire Grenade		Огненная граната	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.fire_tnt	Fire TNT		Огненный динамит	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.flax	Flax		Лён	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.flax_block	Flax Block		Блок льна	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.flax_seeds	Flax Seeds		Семена льна	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.florb	Florb		Флорб	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.fluid_cell	Fluid Cell		Жидкостная ячейка	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.fluid_cell_frame	Fluid Cell Frame		Каркас жидкостной ячейки	Русское название отсутствует; en_us восстановлен по ID.
thermal	block.thermal.fluid_duct	Fluiduct		Жидкостная труба	Русское название отсутствует.
thermal	block.thermal.fluid_duct_windowed	Fluiduct (Windowed)		Жидкостная труба с окном	Русское название отсутствует.
thermal	item.thermal.fluid_filter_augment	Fluid Filter Augment		Фильтр жидкости	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.fluid_reservoir	Fluid Reservoir		Переносной резервуар	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.fluid_tank_augment	Fluid Tank Augment		Расширитель резервуара	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.fluid_tank_creative_augment	Fluid Tank Creative Augment		Бесконечный резервуар	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.flux_capacitor	Flux Capacitor		Потоковый конденсатор	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.flux_magnet	Flux Magnet		Потоковый магнит	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.frost_melon	Frost Melon		Морозная дыня	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.frost_melon_seeds	Frost Melon Seeds		Семена морозной дыни	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.frost_melon_slice	Frost Melon Slice		Ломтик морозной дыни	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.glowstone_bucket	Glowstone Bucket		Ведро жидкого светокамня	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.glowstone_grenade	Glowstone Grenade		Светокаменная граната	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.glowstone_tnt	Glowstone TNT		Светокаменный динамит	Русское название отсутствует; en_us восстановлен по ID.
thermal	item.thermal.gold_coin	Gold Coin		Золотая монета	Русское название отсутствует; en_us восстановлен по ID.
