id	source_hash	translation
"mantle-book:tconstruct:fantastic_foundry:blazing_blood/carry.json:/text/0/text"	"sha256:8a38beac687b326a687a72c0649f2aa49b8e268d732c1e9c7479352c35cc7466"	"«Но, Немея, как мне поместить всполоха в плавильню?» Будь ты тем занудой Мелвином, ты бы предложил выпить зелье огнестойкости, а затем воспользоваться свино-рюкзаком или ихоровой рогаткой. Идеальный способ сгореть дотла."
"mantle-book:tconstruct:fantastic_foundry:foundry/scorched_drain.json:/text/1/text"	"sha256:5f8a115decc8a6b625ef6bae2441d938f0a1f093a14d3bc0775768d42cfca76d"	"Жидкость, показанная в центре слива, выльется следующей."
"mantle-book:tconstruct:fantastic_foundry:foundry/tanks.json:/text/0/text"	"sha256:f044c9218d9cd5807574f8c1521485cd6072b0a596a6b54812f214bfa98ef28d"	"Резервуары предназначены для хранения расплавленных жидкостей и топлива. Чтобы плавить металлы в литейной печи, понадобится резервуар! В них также можно переливать жидкость из литейной печи, чтобы сохранить её на потом."
"mantle-book:tconstruct:fantastic_foundry:foundry/tanks.json:/text/1/text"	"sha256:d3064700d84d92a533df0bc970989e86f0ccf984e6a44f891685994a70ee6ecc"	"Резервуары нельзя использовать для пола литейной печи."
"mantle-book-language:tconstruct:fantastic_foundry:armor_materials.subtext"	"sha256:2e74fe5768ec731579a381f6de95ca20a8184743a2e8454faef2ef4fe678720f"	"Из этих материалов можно отливать броню и щиты."
"mantle-book-language:tconstruct:fantastic_foundry:melee_harvest_materials"	"sha256:b0a14b5578c1e969cf898a23744f725faac7d75712be25ddef00a211c5c77795"	"Материалы 4-го уровня для оружия ближнего боя и добывающих инструментов"
"mantle-book-language:tconstruct:materials_and_you:melee_harvest_materials"	"sha256:917485af4e06f09196b941690e4f1599ceea88653cf0302603c9e4902b6d7124"	"Материалы 1-го уровня для оружия ближнего боя и добывающих инструментов"
"mantle-book:tconstruct:materials_and_you:tools/recycling.json:/text/0/text"	"sha256:c1545367485610982ef9596eb65b66bbd2e63e89f8f819f0c672def4cf8e05c0"	"Передумали использовать инструмент? Разберите его в конструкторе деталей, чтобы вернуть одну деталь. Иногда удаётся вернуть и вторую; для отремонтированных инструментов шанс выше. Чтобы переработать кинжалы, сложите их по 2."
"mantle-book:tconstruct:mighty_smelting:abilities/armor/boots/tconstruct_long_fall.json:/effects/0"	"sha256:304e38658a90ffdcde93723d79c9f07176361950f9b7393f6f45029f9e7c135a"	"Полностью предотвращает урон от падения"
"mantle-book:tconstruct:mighty_smelting:abilities/armor/boots/tconstruct_long_fall.json:/effects/1"	"sha256:825b5592b5932a8fcdf11cf02e4e78c416895ba0e0ac5266b6ef85f49cede4b2"	"Требуется «Невесомость IV»"
"mantle-book:tconstruct:mighty_smelting:abilities/armor/boots/tconstruct_long_fall.json:/effects/2"	"sha256:a9875ac8991d109dcb62e15a6c2edf4925537322b64dc11266513d9354274d8c"	"Один уровень"
"mantle-book:tconstruct:mighty_smelting:abilities/armor/boots/tconstruct_long_fall.json:/effects/3"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	"Требуется 1 слот для умений"
"mantle-book:tconstruct:mighty_smelting:abilities/armor/boots/tconstruct_long_fall.json:/text/0/text"	"sha256:32e00ea1765a20196081f6ca215444944e55ad30427924826fbe96a3b1322435"	"Попробуйте приземлиться на голову. Ха! Не получится!"
"mantle-book:tconstruct:mighty_smelting:abilities/armor/helmet/tconstruct_slurping.json:/effects/2"	"sha256:a9875ac8991d109dcb62e15a6c2edf4925537322b64dc11266513d9354274d8c"	"Один уровень"
"mantle-book:tconstruct:mighty_smelting:abilities/armor/helmet/tconstruct_slurping.json:/effects/3"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	"Требуется 1 слот для умений"
"mantle-book:tconstruct:mighty_smelting:abilities/armor/helmet/tconstruct_slurping.json:/text/1/text"	"sha256:11991fff8075f5c98132964d14233754b229c51b732f2c59470c41d554d7c598"	"Нажмите ПКМ по резервуару со шлемом в руке, чтобы наполнить шлем жидкостью."
"mantle-book:tconstruct:mighty_smelting:abilities/interact/tconstruct_glowing.json:/effects/0"	"sha256:49f817f2e63eba0cc89cb28ed23ade5250ba7c6c3c662715ce74675a3978f7b5"	"При использовании размещает свечение"
"mantle-book:tconstruct:mighty_smelting:abilities/interact/tconstruct_glowing.json:/effects/1"	"sha256:27756f4cd452edc7805e6b109ebfa95ed96688e4cd90f3bfc569a66617ed910d"	"Размещение свечения расходует прочность"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_trick_quiver.json:/effects/3"	"sha256:a9875ac8991d109dcb62e15a6c2edf4925537322b64dc11266513d9354274d8c"	"Один уровень"
"mantle-book:tconstruct:mighty_smelting:abilities/ranged/tconstruct_trick_quiver.json:/effects/4"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	"Требуется 1 слот для умений"
"mantle-book:tconstruct:mighty_smelting:defense/special/tconstruct_revitalizing.json:/effects/0"	"sha256:b6522dc564bcba54a3be4f9d4836c2cb7fd802f8824108bdf3a426bb02455e8b"	"Можно добавлять уровни постепенно"
"mantle-book:tconstruct:mighty_smelting:defense/special/tconstruct_revitalizing.json:/effects/1"	"sha256:234c6d456fb3035981513c7d55fdde901dc66d221f95b3bb557443359d6e61da"	"Максимум 5 уровней"
"mantle-book:tconstruct:mighty_smelting:defense/special/tconstruct_revitalizing.json:/effects/2"	"sha256:0695727ab31ef3fb8371ff9d71919f4f1b3e0ba959db4620a8ffe51df6d41d1b"	"Требуется 1 слот защиты за уровень"
"mantle-book-language:tconstruct:mighty_smelting:melee_harvest_materials"	"sha256:3d5e387f6d7e94afe807dea56285732aa6aca8e54f0a006c15a897279e00bf6e"	"Материалы 3-го уровня для оружия ближнего боя и добывающих инструментов"
"mantle-book:tconstruct:mighty_smelting:smeltery/seared_drain.json:/text/1/text"	"sha256:5f8a115decc8a6b625ef6bae2441d938f0a1f093a14d3bc0775768d42cfca76d"	"Жидкость, показанная в центре слива, выльется следующей."
"mantle-book:tconstruct:mighty_smelting:smeltery/tanks.json:/text/0/text"	"sha256:635a20508f411f09621c22931fd1ab389321e7de270fce300070be59cee6299e"	"Резервуары предназначены для хранения расплавленных жидкостей и топлива. Чтобы плавить металлы в плавильне, понадобится резервуар! Их можно наполнять из вёдер и бутылочек с зельями, а также переливать в них жидкость из плавильни, чтобы сохранить её на потом или отливать без плавильни."
"mantle-book:tconstruct:mighty_smelting:smeltery/tanks.json:/text/1/text"	"sha256:6513a0b9884bbb6915b3e2ce06a8964d362daa44be96d7a64927bc019f073585"	"Резервуары нельзя использовать для пола плавильни."
"mantle-book:tconstruct:puny_smelting:armor/tconstruct_travelers_boots.json:/properties/5"	"sha256:76d4531d6840a48aa74f4276acad42cbe0a3fd3788c06d33e7b4b7dc968a6f54"	"1 свойство материала"
"mantle-book:tconstruct:puny_smelting:armor/tconstruct_travelers_boots.json:/properties/6"	"sha256:1cf6473e0d6b2dfd4e939419fce5cf4d17fb46ee64f0d7017e6dca4413f7bc60"	"«Изолированный» и «Дублённый»"
"mantle-book:tconstruct:puny_smelting:armor/tconstruct_travelers_chestplate.json:/properties/5"	"sha256:76d4531d6840a48aa74f4276acad42cbe0a3fd3788c06d33e7b4b7dc968a6f54"	"1 свойство материала"
"mantle-book:tconstruct:puny_smelting:armor/tconstruct_travelers_chestplate.json:/properties/6"	"sha256:1cf6473e0d6b2dfd4e939419fce5cf4d17fb46ee64f0d7017e6dca4413f7bc60"	"«Изолированный» и «Дублённый»"
"mantle-book:tconstruct:puny_smelting:armor/tconstruct_travelers_helmet.json:/properties/5"	"sha256:76d4531d6840a48aa74f4276acad42cbe0a3fd3788c06d33e7b4b7dc968a6f54"	"1 свойство материала"
"mantle-book:tconstruct:puny_smelting:armor/tconstruct_travelers_helmet.json:/properties/6"	"sha256:1cf6473e0d6b2dfd4e939419fce5cf4d17fb46ee64f0d7017e6dca4413f7bc60"	"«Изолированный» и «Дублённый»"
"mantle-book:tconstruct:puny_smelting:armor/tconstruct_travelers_leggings.json:/properties/5"	"sha256:76d4531d6840a48aa74f4276acad42cbe0a3fd3788c06d33e7b4b7dc968a6f54"	"1 свойство материала"
"mantle-book:tconstruct:puny_smelting:armor/tconstruct_travelers_leggings.json:/properties/6"	"sha256:1cf6473e0d6b2dfd4e939419fce5cf4d17fb46ee64f0d7017e6dca4413f7bc60"	"«Изолированный» и «Дублённый»"
"mantle-book:tconstruct:puny_smelting:armor/tconstruct_travelers_shield.json:/properties/3"	"sha256:a32fd0ca172734a802d52bc7baa037f7e3562413f37372bee2fdfa73352071f7"	"3 слота для улучшений"
"mantle-book:tconstruct:puny_smelting:armor/tconstruct_travelers_shield.json:/properties/6"	"sha256:6e72e558ba1dff61a4ce25055b88abeae2b26ff783a3e3ed5e20833ba5beaecd"	"«Дублённый»"
"mantle-book-language:tconstruct:puny_smelting:melee_harvest_materials"	"sha256:e83130c4a264923a65563943db571c64da4be52ef2078c2d04d200fa2e828cac"	"Материалы 2-го уровня для оружия ближнего боя и добывающих инструментов"
"mantle-book-language:tconstruct:puny_smelting:slotless.group_slotless"	"sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd"	"Без слотов"
"mantle-book:tconstruct:puny_smelting:movingfluids/casting_tank.json:/text/0/text"	"sha256:655c926d2471f6ac9ff709c5353a14455922c524216c70a44be0fbd3bb747e03"	"Литейный резервуар идеально подходит для автоматического наполнения и опорожнения простых ёмкостей: вёдер, мисок и бутылочек. Работает с воронками, кранами и каналами."
"mantle-book:tconstruct:puny_smelting:movingfluids/casting_tank.json:/text/1/text"	"sha256:b28d738b7912dd8e078eadbf6182f5794045f837239b5bdf5dc948ac8ebcf6eb"	"Взаимодействие с верхней частью позволяет поместить предмет внутрь, а с нижней — залить жидкость. Для инструментов подходит плохо; лучше воспользуйтесь резервуаром литейщика."
"mantle-book:tconstruct:puny_smelting:movingfluids/casting_tank.json:/title"	"sha256:5fca3cb3f7b1787a1788de0e6280b410db15c6cb3943dbb711a9e2a6a418bda5"	"Литейный резервуар"
"mantle-book:tconstruct:puny_smelting:slotless/bonus/tconstruct_rebalanced.json:/text/1/text"	"sha256:7e134a01ca2ebd651cc773ec393aafb47d05ce00de12f1f8d86d458788d7620f"	"
Баланс сил — это на самом деле драконья чешуйка. Впрочем, древняя позолота тоже почти подходит. --Труул М'Гон."
"mantle-book:tconstruct:puny_smelting:slotless/bonus/tconstruct_resurrected.json:/effects/0"	"sha256:9b7a380d3ccdcd6ce7c26678b170d54d46889ca0d1775492cb40c3d920553919"	"Добавляет слот для улучшений"
"mantle-book:tconstruct:puny_smelting:slotless/bonus/tconstruct_resurrected.json:/effects/1"	"sha256:a9875ac8991d109dcb62e15a6c2edf4925537322b64dc11266513d9354274d8c"	"Один уровень"
"mantle-book:tconstruct:puny_smelting:slotless/bonus/tconstruct_resurrected.json:/text/0/text"	"sha256:01a1505f33be2c613353ff42ab6cb00cda2f6dd648ae1cd52763a42aefba393d"	"Жизненная сила дракона течёт через ваш инструмент. Точнее, текла бы, если бы вы использовали эти предметы для призыва дракона. Но вы применили их к инструменту."
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_dyed.json:/effects/0"	"sha256:5d001a7ea3405a24cf32df15c60665e834cbb30fe7fdebd2c6e8f2e39ec217d1"	"Красители позволяют менять цвет инструмента"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_dyed.json:/effects/1"	"sha256:fc56159c7d03073c2cf75368369b6cdcdab932e56541ecd715eae1eafc8f24f3"	"Многоразовый"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_dyed.json:/effects/2"	"sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd"	"Не требует слота"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_dyed.json:/text/0/text"	"sha256:85cdbc4760f9ccdb60a43219b58edb77a52d0f1a5235091f6a8dce7c6e972b76"	"Он бывает чёрного цвета?"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_embellishment.json:/effects/0"	"sha256:e3c761f844356f890a00d372acfec644f62528281877160d486ce5390d03b2b3"	"Изменяет внешний вид брони, щитов и посохов"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_embellishment.json:/effects/1"	"sha256:8cbe8b4d2c3afe3464daea295c186df3c099c3d7e3eabff4142b6d2fe7af2763"	"Используйте древесину для украшения посохов и щитов"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_embellishment.json:/effects/2"	"sha256:687307db015c3b0bfe5e9e4a11f115f047913c686c02551274bf9721f71b3a79"	"Используйте застывшую слизь для украшения слизневых доспехов"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_embellishment.json:/effects/3"	"sha256:fc56159c7d03073c2cf75368369b6cdcdab932e56541ecd715eae1eafc8f24f3"	"Многоразовый"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_embellishment.json:/effects/4"	"sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd"	"Не требует слота"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_embellishment.json:/text/0/text"	"sha256:56eb002607e319ff9624e8da67da3f5e23a83ae3427738cb9804becd466f41ca"	"Первый косметический модификатор, изменяющий внешний вид инструментов и брони!"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_farsighted.json:/effects/0"	"sha256:39b70401a6d5bef9e598aeaae29d3d7191385697445554bd2929276672133663"	"Уменьшает FOV на удерживаемом инструменте или надетой броне"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_farsighted.json:/effects/1"	"sha256:be4a533c2172a8671007c1eb08e45857683a2e1717aa6fc500390f509db0e5ab"	"Несколько уровней"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_farsighted.json:/effects/2"	"sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd"	"Не требует слота"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_farsighted.json:/text/0/text"	"sha256:52be1ad19bddae3d04c2b0735ece5cd41ec2bb749aaa8357646dcd1be840f87e"	"Маньюллин — отличный материал, но многие достойные материалы добыть проще. Не спешите в Край: сначала испытайте их."
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_nearsighted.json:/effects/0"	"sha256:4787285ca2902dcfeb070c1031cfbf4029083bf0406ef8be440ba0116b997966"	"Увеличивает FOV на удерживаемом инструменте или надетой броне"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_nearsighted.json:/effects/1"	"sha256:be4a533c2172a8671007c1eb08e45857683a2e1717aa6fc500390f509db0e5ab"	"Несколько уровней"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_nearsighted.json:/effects/2"	"sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd"	"Не требует слота"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_nearsighted.json:/text/0/text"	"sha256:88596e52a13b80f580548796d1697798dc90cbbd6f9c4967b5bc0f55616d5383"	"В конце концов вам придётся отказаться от инструментов из булыжника."
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_offhanded.json:/effects/0"	"sha256:a7b71fc645c4e9b5fa6b7a0c4d69075aa672531b70b5e4487285ddea58aa8911"	"Отключает взаимодействие инструмента, если занята вторая рука"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_offhanded.json:/effects/1"	"sha256:cf5cc80bac68364b9543307ff616a4898622d4cfd3f8b5ccee49d3dd7789a746"	"На втором уровне полностью отключает взаимодействия"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_offhanded.json:/effects/2"	"sha256:f9b54a82a08e6a336f8c9a8313eb61cbbb09ac23e4b8c8a6e392d43c2f302be9"	"Максимум 2 уровня"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_shiny.json:/effects/0"	"sha256:296c3ae4ee010a25f399b14b94f146ca388a23ce55ac31f0257311433cb61530"	"Заставляет инструмент мерцать"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_shiny.json:/effects/1"	"sha256:d3d8442a5abf19aa75b564489e25b31450644590ac3d272934d5c2775a66bd56"	"И это буквально всё"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_shiny.json:/effects/2"	"sha256:c80b041f5d1d11574f40bd79c2ea8f64cfc47a49c6b8846abed3c294931a7946"	"Легендарный"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_shiny.json:/effects/3"	"sha256:116b2bfe6192d219279d1848a4eada2aef90cf4d9cd05de656f39d65f4c23d49"	"Darkosto §4§lНЕ§r легендарная легенда."
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_shiny.json:/text/0/text"	"sha256:4fc8f1c092cbbf0d248ab0b73ef5064495985513adbc6ac9a7b597c3cc6e7e99"	"Этот легендарный модификатор содержит легендарную силу легендарного зачарованного золотого яблока. А что может пойти не так с таким легендарным именем, как §dБлестящий§r? Это будет легендарно!"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_trim.json:/effects/0"	"sha256:76cd502b1eac6556dc61319df5430929beb38d8ab5c8fa574915019dca7a989f"	"Добавляет декоративную отделку по краям брони"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_trim.json:/effects/1"	"sha256:f5b520ac097bf6f317579532b18d7610e57764205a7d3d747a7e75cd82fb92eb"	"Сочетание шаблона и материала определяет узор"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_trim.json:/effects/2"	"sha256:fc56159c7d03073c2cf75368369b6cdcdab932e56541ecd715eae1eafc8f24f3"	"Многоразовый"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_trim.json:/effects/3"	"sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd"	"Не требует слота"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_trim.json:/text/0/text"	"sha256:784d273715993bf6048d36226d5a8f63d39655f5776c47d17b836f674710e889"	"Недешёвый способ как следует украсить броню."
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_worldbound.json:/effects/2"	"sha256:879bab3f4213d002f1d7cbbd8d526757ce17e41f7e566611988dd6dd758c6e08"	"Однократное применение"
"mantle-book:tconstruct:puny_smelting:slotless/general/tconstruct_worldbound.json:/effects/3"	"sha256:c9baf72c25b046d4fdb83f0a22d073d1262d377699353e25c55828f11452852f"	"Не требует слота"
"mantle-book:tconstruct:puny_smelting:upgrades/armor/leggings/tconstruct_leaping.json:/effects/2"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"Требуется 1 слот для улучшений за уровень"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_smelting.json:/effects/2"	"sha256:706edecea36ccbe4e5977e0d928c664d5d1e14a529387decc5a6e92711b26fbd"	"Несколько уровней, каждый добавляет ещё один слот"
"mantle-book:tconstruct:puny_smelting:upgrades/ranged/tconstruct_impaling.json:/effects/0"	"sha256:ca4830bef051d4acbf359d24eb6f1ed4717ba5578d9d1d2970c4a024063fe84e"	"Увеличивает урон снарядов из арбалетов"
"mantle-book:tconstruct:puny_smelting:upgrades/ranged/tconstruct_impaling.json:/effects/1"	"sha256:954b07e00f8d68811c69682077a66157bc6ed0edbe978e5f6c3a13aa9174f5cf"	"Несколько уровней, каждый ещё сильнее увеличивает урон"
"mantle-book:tconstruct:puny_smelting:upgrades/ranged/tconstruct_punch.json:/effects/1"	"sha256:acd008d6ac1c74e64440499de067db3ab998fa6ff92680a83efcf68cc7710f4f"	"Несколько уровней, каждый ещё сильнее увеличивает отбрасывание"
"mantle-book:tconstruct:puny_smelting:upgrades/ranged/tconstruct_punch.json:/effects/2"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"Требуется 1 слот для улучшений за уровень"
"mantle-book:tconstruct:tinkers_gadgetry:ancient/tconstruct_melting_pan.json:/text/0/text"	"sha256:cecbb23be1516355bf7ee4625370c3c7d6578dedee4a109dac7ed894ef04c710"	"Сковородка плавит блоки и хранит жидкость для ваших затей с посохом. Её можно найти в подземельях и иглу, получить с кадавров или в подарок от жителей."
"mantle-book:tconstruct:tinkers_gadgetry:ancient/tconstruct_swasher.json:/text/0/text"	"sha256:2132afc1657a4855d432f535f590e3c0bea26124adf0d6c1e2a1c20b8549eb03"	"Свашер сочетает оружие ближнего боя и ручной жидкостный пистолет. Его можно найти в разных уголках океана."
"mantle-book:tconstruct:tinkers_gadgetry:ancient/tconstruct_war_pick.json:/properties/2"	"sha256:a32fd0ca172734a802d52bc7baa037f7e3562413f37372bee2fdfa73352071f7"	"3 слота для улучшений"
"mantle-book:tconstruct:tinkers_gadgetry:ancient/tconstruct_war_pick.json:/properties/3"	"sha256:96106035c7b48be6bccf66ea8948c1f10586e20cade6c9933e3cc9aea4416b05"	"1 слот для умений"
"mantle-book:tconstruct:tinkers_gadgetry:exploration/geode/skyslime.json:/text/0/text"	"sha256:271c6d52e85e7abf90e69b8933ae231ffd952d035e71356de8ce8800e76dc825"	"Жеоды небесной слизи встречаются в пещерах у поверхности, а изредка я видел их и на самой поверхности, поэтому думаю, что они могут быть родом из космоса. Рядом с ними хорошо растут некоторые виды мха."
"mantle-book:tconstruct:tinkers_gadgetry:exploration/island/enderslime.json:/text/0/text"	"sha256:4f069cd0e80188c35db9a3eb1e7bc82691e366886439ec48ceb926a607f580f3"	"Острова эндер-слизи встречаются среди дальних островов Края и служат местом размножения эндер-слизней. Думаю, небесные и эндер-слизни были одним видом до попадания в наш мир, но разные условия изменили их."
"mantle-book:tconstruct:tinkers_gadgetry:exploration/island/skyslime.json:/text/0/text"	"sha256:bd4b5850ed7f7d86fcf53ab91931715d9c5e84fa8a1b18b3b9692c7514e18284"	"Острова небесной слизи парят над землёй по всему обычному миру. На них растёт трава, необходимая для размножения небесных слизней. По легенде, небесные слизни вторглись из другого мира, но теперь обитают в основном возле островов."
"mantle-book:tconstruct:tinkers_gadgetry:gadgets/efln.json:/title"	"sha256:6f8003dcc96b66f98a56a1aa6c831a6e74995f8f4a2e6edccb7575c00daf24ca"	"EFLN"
"mantle-book:tconstruct:tinkers_gadgetry:gadgets/fancy_frame_details.json:/text/4/text"	"sha256:12be0d28b1c683497ec7eb5bf4f721fc2d409999478a5f44139cc8feff1a14f6"	"• Алмазная: постепенно уменьшает поворот, пока предмет не окажется вертикально. Поддерживает больше поворотов, чем обычная рамка."
"mantle-book:tconstruct:tinkers_gadgetry:gadgets/flint_shuriken.json:/text/0/text"	"sha256:cd62a77094e1f7f31a636e80394fdd16689799a818a76e8718d5bdfa02777f0d"	"Если заточить кремень в форме звезды, получится довольно эффективное метательное оружие. Оно сильно уступает луку, но всё же наносит неплохой урон и отбрасывает врагов, что поможет отбиться от монстров и убежать."
"mantle-book:tconstruct:tinkers_gadgetry:gadgets/flint_shuriken.json:/title"	"sha256:a87d117559647b4e15fdeb8336a1db0c4a31fa53e0714787f2a3f08f499042f5"	"Кремневый сюрикен"
"mantle-book:tconstruct:tinkers_gadgetry:gadgets/glowball.json:/text/0/text"	"sha256:907b14f4b3a89d271236152fd9d0dcf14ab8022f0963f192d6eed8e116824265"	"Соединив светокамень со снежками, я получил метаемый источник света. Он помогает освещать труднодоступные места и находить опасности в темноте, не подставляясь под удар."
"mantle-book:tconstruct:tinkers_gadgetry:gadgets/glowball.json:/title"	"sha256:4136e113cbf1d24788a3e0d609eb3acbda5ca41344812e8b7795f62180386b07"	"Светошарик"
"mantle-book:tconstruct:tinkers_gadgetry:gadgets/quartz_shuriken.json:/text/0/text"	"sha256:89d1ae28b93db723aa0ddab2b08110b665c034a4d4a9fc395580c4791d6df022"	"Кварц намного легче и острее кремня. Вырезанные из него сюрикены наносят монстрам гораздо больше урона, но слабее отбрасывают."
"mantle-book:tconstruct:tinkers_gadgetry:gadgets/quartz_shuriken.json:/title"	"sha256:fa762b19b34084bd1cd5f6763dfcb17fb1e3c79c7de914d6466fc1f379163b2f"	"Кварцевый сюрикен"
"mantle-book-language:tconstruct:tinkers_gadgetry:ancient_tools.subtext"	"sha256:0a82c345246c6fb5f1bd32ea9c0f789a11ded85c72c3e119e1791f4be21aa4fd"	"Древние инструменты изредка встречаются среди добычи по всему миру. Они состоят из случайных материалов, которые нельзя заменить, но сами инструменты можно модифицировать как обычно."
"mantle-book-language:tconstruct:tinkers_gadgetry:modifiers"	"sha256:39c1347413cc2c19b0828de4679a88690c984cfad9bd787e5df2934e42177e62"	"Странные модификаторы"
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/damage_tools.json:/text/0/text"	"sha256:f2f7a70050320ffc1710fb8e7b221bb2d6ed873d05c1dbe1bf2d35d2d10d1aa7"	"Похоже, некоторые жидкости вредят инструментам. Магма снимает немного прочности, яд — больше. Лава и огненная кровь тоже повреждают инструменты."
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/damage_tools.json:/title"	"sha256:995c77878e3523d50af28ee47077a141966036f421a8b53c54ee76912472f597"	"Повреждение инструментов"
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/extract_ability.json:/text/0/text"	"sha256:09f8e35b2e28c8cfaab9014df89d2aea45c05deebee3a50a06e700ced9ebbe96"	"Извлечение модификаторов умений из зачарованных инструментов — дорогое дело: помимо ихоровых кристаллов нужен алмаз. Даже сила ихора не спасает инструмент. Похоже, чтобы сохранить его, понадобится эндер-слизь."
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/extract_ability.json:/title"	"sha256:1054318ab36d576313661881c3ff107e842f8d820812ec196dd0589b2251a630"	"Извлечение умения"
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/extract_defense.json:/text/0/text"	"sha256:9a70148cd85ed596b562ae2dd6f93f1cb39c537556a5efc465a114477c924b77"	"Для извлечения модификаторов защиты из зачарованных книг или инструментов нужны земные слизневые кристаллы и золото. Процесс столь же нестабилен, поэтому инструмент теряется."
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/extract_defense.json:/title"	"sha256:eb44182fd8e4047f50277523a87cccbb1d2b90ee3404c865cbc9e8cefd4f53f1"	"Извлечение защиты"
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/extract_modifier.json:/text/0/text"	"sha256:724decacb1e6c1b43309f02e3e899b14a8d8d6c71c455dcc92439e400e3b171d"	"Предметы, использованные для модификатора, сохранить нельзя, но при удалении мне удалось заключить его сущность в кристалл и затем применить снова. Для этого нужны слизневый кристалл подходящего вида и мокрая губка. Способ также работает с зачарованными инструментами и книгами, если использовать дыхание дракона и эндер-слизневые кристаллы."
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/extract_modifier.json:/title"	"sha256:aac7c9e7b5b84dce14dd9b138894bd53fdafe6cf11e74c2ba2b67c2501be0257"	"Извлечение модификаторов"
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/extract_upgrade.json:/text/0/text"	"sha256:b3fbca66f8478889535bef45c72c71bb04a21e4b6bc8b8528a813469080cfc64"	"Это открытие подтолкнуло меня к опытам с другими кристаллами и чарами. Оказалось, модификаторы улучшений можно извлекать из зачарованных книг и инструментов с помощью небесных слизневых кристаллов и лазурита. Но этот способ гораздо менее стабилен, чем с эндер-слизью: сохранить инструмент мне не удалось."
"mantle-book:tconstruct:tinkers_gadgetry:modifiers/extract_upgrade.json:/title"	"sha256:56574769310223175bd8b526421531e0502be2e0dd8472ed2b3f630b7dd148ea"	"Извлечение улучшения"
