id	source_hash	translation
item:item.actuallyadditions.black_quartz	sha256:b33242309cff552c561268044c4d110451d7c15880775f0a4a894aacfa95917c	Чёрный кварц
item:item.actuallyadditions.book_pattern	sha256:19a83599bd65544dddeede0cc8c2748b9fafa2bb1258520526f9587b7c057d8b	Узор для баннера
item:item.actuallyadditions.canola	sha256:f9af9c6bb8a7359808dce6a7ea5028516113402c1fc3e73ebd06c3cbd53caaf4	Канола
item:item.actuallyadditions.canola_oil_bucket	sha256:0defb2864a84fd24a246c363516d4b2c06b850665cd17f8f8542c99006c5da7e	Ведро масла канолы
item:item.actuallyadditions.canola_seeds	sha256:e1bca84c2156e21e32b9f32816e7308bc3d6736f77d45d38147548d539633833	Семена канолы
item:item.actuallyadditions.coffee_beans	sha256:2374ae15d4b173eb4b497fdc4036908412951a1f6c8b7ebffb3c943f26ff69f9	Бобы кофе
item:item.actuallyadditions.coffee_cup	sha256:8561f0d5bed38e4f3a2cc94e76bc96ebe74e170d3642c21d1f92beaf2f44ad86	Кружка кофе
item:item.actuallyadditions.crafter_on_a_stick	sha256:33570096f6cce83bfb6d78981dac33beecd70ec9c5443b9a63c161541f091e3c	Верстак на палке
item:item.actuallyadditions.crate_keeper	sha256:17d81e697a9238e324f10678f815f6f5ef7acf85b21844b3918ed2ce309d5a83	Хранилище ящиков (WIP)
item:item.actuallyadditions.crystallized_canola_seed	sha256:8ab7c3ed6f6a5cf4ee9e3a04ab294cdc7f69b2d3d64632bdc3b228e780095cc7	Кристаллизированые семена канолы
item:item.actuallyadditions.crystallized_oil_bucket	sha256:f5d1e10fd007448387e0860d411e1b978422960acc2457eb44b83191a76fe6d5	Ведро кристаллизованного масла
item:item.actuallyadditions.diamatine_crystal	sha256:95706d2f5d7abc3a5e4cd4950d0cae9d0f837405b432c370d12b938315b78f30	Кристалл Диаматина
item:item.actuallyadditions.diamatine_crystal_shard	sha256:768f1ccdbbcf7edd764f7cda8bd3e445d22932ae079eb40a6d7cfb03e416bc67	Светло-синий осколок кристалла
item:item.actuallyadditions.diamond_aiot	sha256:e09859f5ed7d6ce5fff1ec39cc6d506059307d77578cddeb076df16f632f2f41	Алмазный мультиинструмент
item:item.actuallyadditions.double_battery	sha256:77e104f34f5db6f782e1456bf5dbadb39e4d669e7dc6c8cb6f202220927bd91d	Двойная батарейка
item:item.actuallyadditions.drill_black	sha256:a14bf232e8de0b0b791afa31db11201f6ac8dc15870b6b50e6b6f07b081efe8b	Чёрная дрель
item:item.actuallyadditions.drill_blue	sha256:74792662ed994476867cde65ed9f15ecdec6a3a5b097e197ba85467d317fadef	Синяя дрель
item:item.actuallyadditions.drill_brown	sha256:3cbb1f43ad613e683e608b484252b43a961d6e3d8448b5bb95c54a124d5a4eb7	Коричневая дрель
item:item.actuallyadditions.drill_core	sha256:92a9a45fafbbb01f4a1d32f6f151f3c8711c7e775ea1682ef0774bc31ae0539d	Ядро дрели
item:item.actuallyadditions.drill_cyan	sha256:4645c0d0e2edec4e84878c130d57e5c11b40a30175927a6c45b6d491be547d54	Голубая дрель
item:item.actuallyadditions.drill_gray	sha256:d55dc2b1c5df2e6f3de71fbf25d0c60f6443aaa1b546d7e8b200f1e0181c3122	Серая дрель
item:item.actuallyadditions.drill_green	sha256:24eebbad23e270f9fcc46fb0f6ef73c28c45e04b33e5262b366db1f65f662e3a	Зеленая дрель
item:item.actuallyadditions.drill_light_blue	sha256:a9ebea0ca61ebf391f49c48edfa8bb677d7268ed22508f109843185252465a1e	Светло- синяя дрель
item:item.actuallyadditions.drill_light_gray	sha256:9bbad0b7ae39828815a621102f0609d53b9c1e8e3ec4fd3081ff5cdea827b0c8	Светло-серая дрель
item:item.actuallyadditions.drill_lime	sha256:0a114aa48847a01cf0880319ee8c0d760a33e4f873f2604a66f475aaa3644173	Лаймовая дрель
item:item.actuallyadditions.drill_magenta	sha256:5bfffe9fba90e13457be58781ca3a6a8f8523e88fa532f365397a6372e6c51ba	Пурпурная дрель
item:item.actuallyadditions.drill_orange	sha256:9679ffe3db919ba9a2dc1f5a14a29dfe6115a420eaf103094c219fe58621516a	Оранжевая дрель
item:item.actuallyadditions.drill_pattern	sha256:19a83599bd65544dddeede0cc8c2748b9fafa2bb1258520526f9587b7c057d8b	Узор для баннера
item:item.actuallyadditions.drill_pink	sha256:8d2a3607236057d0fb3cd053bf0f78fcd2b91b4ff3317c48641416070435fb54	Розовая дрель
item:item.actuallyadditions.drill_purple	sha256:ea6d0256367af89008b9e862fb39409861c03d47c53502c7734dceed5a577b59	Фиолетовая дрель
item:item.actuallyadditions.drill_red	sha256:127aa79dfae04e922ec40b9e0231163366e7f09d3ab08fa83f8030aaf3fce6b0	Красная дрель
item:item.actuallyadditions.drill_upgrade_block_placing	sha256:26c2271e1fcf5a33558c7520175d1361c926373388612b1650aeb2d0e4bf1953	Улучшение дрели: Разместитель блоков
item:item.actuallyadditions.drill_upgrade_five_by_five	sha256:c43849d321bfedcab96d2c2147d913f71f271f5ed4843b282bb57835bc0e161f	Улучшение дрели: Добыча II
item:item.actuallyadditions.drill_upgrade_fortune	sha256:60ea8ac0a4dd8dc5dc0896baf6838b874db2661c1c679dfc9b09484fa0be36e0	Улучшение дрели: Удача I
item:item.actuallyadditions.drill_upgrade_fortune_ii	sha256:aa4a65f332d6caf549eb3ba2ebe03179cfa2a4f629e974188ecac5e5d630f747	Улучшение дрели: Удача III
item:item.actuallyadditions.drill_upgrade_silk_touch	sha256:a24bd223867f227e073a1069ec886ee051a855be57d0ea11b77185c23123a46a	Улучшение дрели: Шёлковое касание
item:item.actuallyadditions.drill_upgrade_speed	sha256:0134e15b55ce56f2b786482573e68ce5a751665e30f00372753fd6dcaeb5c369	Улучшение дрели: Скорость I
item:item.actuallyadditions.drill_upgrade_speed_ii	sha256:73f4683d94f005ba1978cbfe802d4195b0f3f8fd6c90de144b948820a52bf815	Улучшение дрели: Скорость II
item:item.actuallyadditions.drill_upgrade_speed_iii	sha256:46b6db42da4625a73114ad17e244b0cdd5f27a10fa91053e4361815559b8ed31	Улучшение дрели: Скорость III
item:item.actuallyadditions.drill_upgrade_three_by_three	sha256:695d9a94d382740445f0686b016cffd14a0274fbacafa96214c7956d461c4094	Улучшение дрели: Добыча I
item:item.actuallyadditions.drill_white	sha256:83b211aafbeb5282b8601da5f499265a03478d10d5bf21a0c5323d28eb7a3aa6	Белая дрель
item:item.actuallyadditions.drill_yellow	sha256:8fe685cc2293634a0aa124142c7d8a4d2a85cccce62e3ea32279fc3ea25e1bfd	Желтая дрель
item:item.actuallyadditions.emeradic_crystal	sha256:a5ddf844dfcc0fb7203c746c5b4865d243e5cfa0738c37ca362f84dac38b9d64	Кристалл Эмерадиса
item:item.actuallyadditions.emeradic_crystal_shard	sha256:6bde12347028e87a800589da8594b591224c49e679bc3e9abd7f7a27218bcf76	Зелёный осколок кристалла
item:item.actuallyadditions.empowered_canola_seed	sha256:4f6d779615125c97a599fd7df1a12114baad5033ea1b3ad5275567ad84944c4a	Усиленные семена канолы
item:item.actuallyadditions.empowered_diamatine_crystal	sha256:13229d9b92eb148d44a2b441965f2d073df50f17e7a2efadf652021bb1083244	Усиленный кристалл Диаматина
item:item.actuallyadditions.empowered_emeradic_crystal	sha256:a397da52b0ac9b813c8bbd6440410e5166e6ab0dda526067b9aa96eff1e58881	Усиленный кристалл Эмерадиса
item:item.actuallyadditions.empowered_enori_crystal	sha256:0f06356842b44caee667a857a5e55d637bdf3981e5132e3df4ca076198b03562	Усиленный кристалл Энори
item:item.actuallyadditions.empowered_oil_bucket	sha256:be6bd3793edcfb1e8eed4a6c50fa08e27ce74359de9cc73a91cf6949ba9337e4	Ведро обогащённого масла
item:item.actuallyadditions.empowered_palis_crystal	sha256:58df5298270196475b2e76d60ff4f144f847c427da46a5ad7d51fda9ed9ee306	Усиленный кристалл Палиса
item:item.actuallyadditions.empowered_restonia_crystal	sha256:6249173ffe11d5c2430ea66f0fd97a7a56088450faca553f3e78703bd18fb555	Усиленный кристалл Рестонии
item:item.actuallyadditions.empowered_void_crystal	sha256:5157cf121b86276f1f0f0758b03ba36e0608fac1605286bd8378a7ebe8c51490	Усиленный кристалл Пустоты
item:item.actuallyadditions.empty_cup	sha256:c01ab4e05d05b5e134c9317c936e050369da775955a8b895e0149d9aaeec6137	Пустая кружка
item:item.actuallyadditions.ender_star	sha256:d279f4fcee0c6a66ec2bf0e73a6fc1b8fbc68dca78c657160ecbf68bca39496f	Звезда Края
item:item.actuallyadditions.engineers_goggles	sha256:3373e840d5e51999e59cab09aabb31bc23764243b203b86aec256edd2aaeb27e	Очки инженера
item:item.actuallyadditions.engineers_goggles_advanced	sha256:664e439ea532d9889a48db7b0b2b3ee700d5eb815ef6542d7092a6a00306c901	Инфракрасные очки инженера
item:item.actuallyadditions.enori_crystal	sha256:7b851ee27129db8ca6bd3585ffd9cf488863b4a3e43ef9e67ae5ff2411481844	Кристалл Энори
item:item.actuallyadditions.enori_crystal_shard	sha256:10026d2447e58a1d9e8dd8dcbccfe29c29b8e28137adc0199c95053e890dd0e4	Белый осколок кристалла
item:item.actuallyadditions.filter	sha256:a309ac7295c734769ec1044aaba398db67123159f8c731a1eb52f434f449bdc1	Предметный фильтр
item:item.actuallyadditions.flax_seeds	sha256:1e54f0d4cef3996d99f159aad83e86bb567cae9b9a4eb8220d12d0519bd26f19	Семена льна
item:item.actuallyadditions.gold_aiot	sha256:adea44b0c7abbf214d4aaa876b9d61f582fcd2f7a7385c3ac3aa67dd787d4446	Золотой мультиинструмент
item:item.actuallyadditions.handheld_filler	sha256:1fb48f046ed7d3ff92bb3a33f5e3e3706283988e1756d2064174dbe26d892098	Ручной наполнитель
item:item.actuallyadditions.iron_aiot	sha256:0e68eebe8f705f9c1f49b2c8f17d5a9f97c9c31f8c654c278af15694b389d5e5	Железный мультиинструмент
item:item.actuallyadditions.item_tag	sha256:12c0d37473c4cadcdf39bec215fef4cb392ce3b9859717c5081b4f0a55ea1c36	Предметный тег
item:item.actuallyadditions.laser_upgrade_invisibility	sha256:40900362a8f0dd37d0173ff78c62766059ee6594b2778f1b0ad7d7aa263f78e5	Модификатор лазерного реле: Невидимость (WIP)
item:item.actuallyadditions.laser_upgrade_range	sha256:f6f8e8309b9bd9c93abf11b8d4d465ba900a7ce1e55098cd6cd44409308e18a7	Модификатор лазерного реле: Дальность (WIP)
item:item.actuallyadditions.laser_wrench	sha256:c87d17b864ae20cbb34662e14c1b12de8960590869836b1c16b07db414761c71	Лазерный ключ
item:item.actuallyadditions.leaf_blo_pattern	sha256:19a83599bd65544dddeede0cc8c2748b9fafa2bb1258520526f9587b7c057d8b	Узор для баннера
item:item.actuallyadditions.leaf_blower	sha256:9eedaf60eed06afedf3cef74783c9b195a8a7539bb73aa8be2fd2ad3c2b9e0a0	Воздуходув
item:item.actuallyadditions.lens	sha256:4317a99a9ceae2936c786aed194204195bbc99e08d1516034313a02837f68b1b	Линза
item:item.actuallyadditions.lens_of_certain_death	sha256:60ac4ac31d089fd0478b7c1f0f4c409a1dcf9a9c54e8a24fbe5c90496f03009e	Линза смерти
item:item.actuallyadditions.lens_of_color	sha256:5591bf4337cdc9f602faa71e0f59f21da33d413d050948c8d799d1bf7f45420c	Линза цвета
item:item.actuallyadditions.lens_of_detonation	sha256:f975d137265a3f932cb470589b5927786c2b39808e6d5fa78240adcba0eb3004	Линза детонации
item:item.actuallyadditions.lens_of_disenchanting	sha256:405657db0ee42b5714a22168013fbdef30f6c68a3cd75933f359471de76b5913	Линза разочарования
item:item.actuallyadditions.lens_of_disruption	sha256:5e0adfe4cec74393f363159e63d9ed346e92f67997388894d8de9d17763dcd57	Линза разрушения
item:item.actuallyadditions.lens_of_the_killer	sha256:2ae667699effe31456af1f0089bc15bb65474cf9fce98d0d309a8c282e3f0f38	Линза убийцы (WIP)
item:item.actuallyadditions.lens_of_the_miner	sha256:86b47bb28192aed4bcd679ad023f2502c03300dd70136da8ef28013ce67746c2	Линза шахтёра
item:item.actuallyadditions.netherite_aiot	sha256:d55a75da8699ef1d2af510ff9779a1cb3f664ef1356c2484993c44b29379cbed	Незеритовый мультиинструмент
item:item.actuallyadditions.palis_crystal	sha256:c8be4cf8a9093ed00e953e9cab80e6c9288ef7592c54280c7cebe24dd488335f	Кристалл Палиса
item:item.actuallyadditions.palis_crystal_shard	sha256:41b7edc6c284886c3357f6aef49ba770d9e5df42baeb1630a95ef25df35f5568	Синий осколок кристалла
item:item.actuallyadditions.phan_con_pattern	sha256:19a83599bd65544dddeede0cc8c2748b9fafa2bb1258520526f9587b7c057d8b	Узор для баннера
item:item.actuallyadditions.phantom_connector	sha256:70509efc8cb9ebba6e38c2702fd6f97f372244bfe92a4347696811c6d29035dc	Призрачный соединитель
item:item.actuallyadditions.player_probe	sha256:95bbc53470f016c856125394ada946afa566455ff0f9262d5b61cd5e720b1f79	Зонд игрока
item:item.actuallyadditions.quadruple_battery	sha256:4cf3bb5829b2a818fa93732596d8ae5f0b5672cd955a90ba2bb0743a51082a0c	Четверная батарейка
item:item.actuallyadditions.quintuple_battery	sha256:3e907de460103661a4e40e2b2a22860f7d48b3cf9b5df6dee507237f1a3c3830	Пятерная батарейка
item:item.actuallyadditions.refined_canola_oil_bucket	sha256:70f5ab36b4880397fcf2e8f937f7f0d88cd611636a2c2f57a5f5cbe9885a3fbe	Ведро рафинированного масла канолы
item:item.actuallyadditions.restonia_crystal	sha256:472a11f18dcaedf3bd12452198c644ef71b67b67d38e3dce0e87bba34828c0f9	Кристалл Рестонии
item:item.actuallyadditions.restonia_crystal_shard	sha256:a02c47d56e4aced2ae5d04b8d94518df058247f46296ec7c64cd574e29b603c4	Красный осколок кристалла
item:item.actuallyadditions.rice	sha256:1b9bc7b7376e6c5c0f1042dfdd42ac68017d8cee72988967d7c670d40c466c85	Рис
item:item.actuallyadditions.rice_dough	sha256:e59ef1720a9290a699fd26923d3a91a49c58f94c29e9f3b106a3f8e934d1dd6b	Рисовое тесто
item:item.actuallyadditions.rice_seeds	sha256:ec184f31cff94dc6a98c7861f1bcbe15500d8e207cc35ddf4474d7ecb1128ac7	Рисовые семена
item:item.actuallyadditions.rice_slimeball	sha256:24b02c528bf4aefd4839638c7565d5c0dd21681c6445d663851673952f8eb7f1	Рисовый слизнешар
item:item.actuallyadditions.ring	sha256:b3f952e8b6787ce08c5b04c6969fa74919a86c47008d9130cce38483541337b1	Кольцо
item:item.actuallyadditions.ring_of_growth	sha256:549ed4b1899a27cba160370ee7b5d8f63142c140e550901155232a951bc53caa	Кольцо роста
item:item.actuallyadditions.ring_of_magnetizing	sha256:0e8010005c41de71b14d2b165c7b403c7b9bfad857b25e8d595855605b85c5ac	Кольцо намагничивания
item:item.actuallyadditions.single_battery	sha256:98d7ed7119a24b792994aad31e46fe7cd71e3ee6a374b3d50dcd84dac9a97a9c	Одиночная батарейка
item:item.actuallyadditions.solidified_experience	sha256:ade86cb3b763401a0c3009230219657c44b38610592b93541837e7b8c21a9749	Затвердевший опыт
item:item.actuallyadditions.stone_aiot	sha256:f7e4cf113bc3aba78ab9917809a25786cf7aa51478ced45aa751e97f0c47e39a	Каменный мультиинструмент
item:item.actuallyadditions.teleport_staff	sha256:fbf617998d11d3e5e515de8d534c3da995f6cde60c501fde628ac82e5defeed5	Посох телепортации
item:item.actuallyadditions.tiny_charcoal	sha256:81d5e7ac433d669ac7b5c6a2ba3e2b643e91a644e6e21d8c5514ba15bb48b62d	Мелкий древесный уголь
item:item.actuallyadditions.tiny_coal	sha256:6ed22512a1c4e10df2eeb6e58116b78d8c5605de01b015e521bb798a37adbf07	Мелкий уголь
item:item.actuallyadditions.travelers_sack	sha256:2d1ba5b1c67690c5b12fe9eff63f35e7b84dfc9453e55f1af911b345b33b6b88	Мешок путешественника
item:item.actuallyadditions.triple_battery	sha256:2d51e4cedf6c6d88fe5ac3c60d1b1d18ff9e22795803c86de3a7fd910fc6db4e	Тройная батарейка
item:item.actuallyadditions.void_crystal	sha256:b0eda8aa654645514db5970775744a7de1fd3601597f5b8ea86a2d4bb73f5ec6	Кристалл Пустоты
item:item.actuallyadditions.void_crystal_shard	sha256:36d2649e6e91ad08661e87b32b0f07374a6df09fb554ac9ecf452ccafd4db07e	Чёрный осколок кристалла
item:item.actuallyadditions.void_sack	sha256:671317c0dc0437559838cb1191063cfa6cb1954ae6587b37b40aafc3c13aa23c	Пустотный мешок
item:item.actuallyadditions.water_bowl	sha256:dfd25c46eb3871b9da63cf15a36c4b928671dcebfe532f0ce586184e1674f3ac	Миска с водой
item:item.actuallyadditions.wings_of_the_bats	sha256:f63dcd43d77731c08403349b01acbb2a75f8b250c162f8c1b46082db9c3679a5	Крылья летучей мыши (WIP)
item:item.actuallyadditions.wooden_aiot	sha256:24aa115e11486521cefd4b3b7686155951668edf77d64410816b7b7fd0035d10	Деревянный мультиинструмент
item:item.actuallyadditions.worm	sha256:cb1c3d2360fbf924f91bff0cf9dafcd4cf7e837a2e7e32914b1b9892e65c1d70	Червь
item:item.ae2.creative_storage_cell	sha256:c83441a63267782b947c25abf05204f1c3da416b5d0ea2f42edad64cabbff28a	Творческая ячейка хранения ME
item:item.ae2.missing_content	sha256:4bb62f2df3b1f26b0e06c9c2b75037dfcc0c6402158080dcf86e7cf191eb983c	Отсутствующее содержимое
item:item.create_central_kitchen.aloe_gel_bucket	sha256:c2a1cf468300389b8325f66aeef4c3be9d7c1488808f640ca3f22e4903899a16	Ведро геля алоэ
item:item.create_central_kitchen.incomplete_chorus_flower_pie	sha256:f50cefe7269ec9fd7b25b52d9b88ea35354068886ce3066ba6b5291135f41ca7	Незавершённый пирог из цветков хоруса
item:item.create_central_kitchen.incomplete_chorus_fruit_pie	sha256:796ebbdf30e2ac2983991eb06a074f6b3e2677b565de1acccd24b80c30730222	Незавершённый пирог из плодов хоруса
item:item.create_central_kitchen.incomplete_lime_pie	sha256:a24f4563188910bdb1f681b48a7ff72757e123c130bab24f662fb42a84652892	Незавершённый лаймовый пирог
item:item.create_central_kitchen.incomplete_portobello_burger	sha256:4a61056d6fb61fcafabfda659817684a8e531fe4b5b9640ec492d534bd899320	Незавершённый бургер с портобелло
item:item.create_central_kitchen.incomplete_portobello_quiche	sha256:7f80a0ebcace6c7a9297ff585ac2834912fc2f9915fbddfd4560a922d10a28d3	Незавершённый киш с портобелло
item:item.create_central_kitchen.incomplete_portobello_wrap	sha256:cbe9b6aeee00724d98b17a09c75b2478a04a0d31ac0c6d0a520ed2a36daa459e	Незавершённый ролл с портобелло
item:item.create_central_kitchen.mulberry_jam_bucket	sha256:01fff3cffcb18258f60977a50cb11e30303113f057eb50e45b10be46edfd4a72	Ведро тутового варенья
item:item.create_central_kitchen.sap_bucket	sha256:eba28660b8fbbdd52deeb21f936bf8069c6e1a0650f3e0886de100598247de35	Ведро древесного сока
item:item.create_central_kitchen.syrup_bucket	sha256:65557fbfa540468ac6b471d4e0f73707e980b444a1c3e1d9050e662179e01071	Ведро сиропа
item:item.ftblibrary.fluid_container	sha256:fa8321b45cd14a93d33a3b37c5f72d2fe131430279747df8dba64e484ab3aeea	Контейнер для жидкости
item:item.geckolib.bat_spawn_egg	sha256:a32ae52b17c7ef3e14f5b4bfea3891e97f56b0fd4bf0f66b40d3efbbff8496ed	Яйцо призыва летучей мыши
item:item.geckolib.bike_spawn_egg	sha256:2f7398186b6a796811e7cd73c08c9e250d379217038bb4e85265aa9c12396187	Яйцо призыва велосипеда
item:item.geckolib.cool_kid_spawn_egg	sha256:92fbcdb8f65328f3463bc04a513a7f335375f608f06966892f7ec008c11dc708	Яйцо призыва крутого парня
item:item.geckolib.fake_glass_spawn_egg	sha256:41d82ad8cd03e9066e123e429d513449291a2d4f61662bfa4dc3adb5e1b97f69	Яйцо призыва фальшивого стекла
item:item.geckolib.gecko_armor_boots	sha256:215ce2baa3ffa91064ac66268162a4161576a6ce8e87c7df4be3a90016f88cfe	Гекконьи ботинки
item:item.geckolib.gecko_armor_chestplate	sha256:7ff7d9f1d19d683ba18125fc126435a45c6d9b2af5590241d8d72357977c346d	Гекконий нагрудник
item:item.geckolib.gecko_armor_helmet	sha256:e760d2f6f1d96c6016cc46c1b446b9fbcf85ae33b19c11cf2c5625c19d3533c4	Гекконий шлем
item:item.geckolib.gecko_armor_leggings	sha256:e6012975e5f00f9b8f2b870177d5e547d8d01519037a971146bd0e8ae06cb1f1	Гекконьи поножи
item:item.geckolib.gremlin_spawn_egg	sha256:85e3df92daf9f17476666c2479a6ea2db296aa98df4a70afdb58c0ee1ebc8e68	Яйцо призыва гремлина
item:item.geckolib.jack_in_the_box	sha256:1bcb932e9a58d20d139e472daa5c9b3b3cc5676130a6ae6eb2e848c6daad82ff	Чёртик из табакерки
item:item.geckolib.mutant_zombie_spawn_egg	sha256:1c4481c0aef6d9917867b3bf75e3830fb623e36ffe46dfd41e601e52e48dc593	Яйцо призыва зомби-мутанта
item:item.geckolib.parasite_spawn_egg	sha256:f89ab75906ce194ed84328ac65983be2f92befd2965b11c2568fc9bc287d7766	Яйцо призыва паразита
item:item.geckolib.race_car_spawn_egg	sha256:ff23d8602d0c2c643e37b6563a26bc68bcf17ffb4f74c27ae878a656047a3624	Яйцо призыва гоночной машины
item:item.geckolib.wolf_armor_boots	sha256:0ee378e1b3e8e4f0b6c652a3431845708da62054525837b84b9386dd64005c4f	Волчьи ботинки
item:item.geckolib.wolf_armor_chestplate	sha256:67e920d5164014af7b64b8aceef246d1fcec419812f5d40def888893e275696c	Волчий нагрудник
item:item.geckolib.wolf_armor_helmet	sha256:5e592b08975f8343539d1904994eabb45770503fff22ca3bc181d35ed24fa4b7	Волчий шлем
item:item.geckolib.wolf_armor_leggings	sha256:d45ea16520af72bf5b311bec621acc5017451a26571ccfbd2277556860ac2fd5	Волчьи поножи
item:item.simpleradio.copper_wire	sha256:f6516ae207e795cab3817bf2d9e72575a81f7e928ce9be8dd7a531f88be5fd50	Медный провод
item:item.simpleradio.diamond_module	sha256:faaa4fdc445273acb17a2cb7f0f43a1e288009300bf6d6ac3cfeaf57f41ebe74	Алмазный модуль: %1$s
item:item.simpleradio.gold_module	sha256:fe0b828a628e618c2f5ed9b4af98fd1beb105bc276bd5b0fefa4220a0fe5ac88	Золотой модуль: %1$s
item:item.simpleradio.iron_module	sha256:fe7d7a5f7613e23a146b010649d683b35bed2dc6e4f35e038677f8752e118ae9	Железный модуль: %1$s
item:item.simpleradio.netherite_module	sha256:76c9ed7d18a502b3c8bf116b891dd4ac00da61dfe5ecd8a120a5ef801e43941c	Незеритовый модуль: %1$s
item:item.sophisticatedbackpacks.advanced_alchemy_upgrade	sha256:e6c87999a6b5c0d7bdd2be78c7d79e1b2a21a7ba0ccda9217b5387932ce1fbe4	Продвинутое улучшение «Алхимия»
item:item.sophisticatedbackpacks.alchemy_upgrade	sha256:84308cdbf7509f15807194d220bfd6e485f9643b456faf56be14774927c948ba	Улучшение «Алхимия»
item:item.storage_shelves.cardboard	sha256:4c5895c2638fb90c71a1e40976542fb64fce70c43d23b3d3c6ea6dc503bceb79	Картон
item:item.table_top_craft.chess	sha256:c1aade8253979ee2f3959f043676c44454925643d62f6baef75a45afc170b666	Шахматы
item:item.tconstruct.adze_head	sha256:834dd36709fc2e51e753e1c1b328d30623795e4fee6575a64abca2ca5fb5a483	Наконечник тесла
item:item.tconstruct.adze_head_cast	sha256:578fcd14c5ca4b03e6f67ffb78f925389a6b35a4f68b818db99865f4d095d912	Золотая литейная форма: Наконечник тесла
item:item.tconstruct.adze_head_red_sand_cast	sha256:d5b2d8c3ff5c5602b5b528bd5b1a21e6a7bff77786237a08468e8ccca722f7d7	Красная песочная литейная форма: Наконечник тесла
item:item.tconstruct.adze_head_sand_cast	sha256:f6acc87548e7ce9fde31d72ca8b37dedadbd4dd654660b9fab38ca41dbd9a7b2	Песочная литейная форма: Наконечник тесла
item:item.tconstruct.battlesign	sha256:2a7a76831562018cad78267e3998e3fbf3af0958ecbf586b932535b0f58d73a1	Боевая табличка
item:item.tconstruct.beetroot_soup_bucket	sha256:7f8097f38bfd8fea68a6469862e3204ebc000425f6e4f7368b05ed21f5397595	Ведро свекольного супа
item:item.tconstruct.boots_plating	sha256:f4de7766e9a1c0ecca55f1ca867d41de9434514e8437d77d8597749d0b0af463	Покрытие ботинок
item:item.tconstruct.boots_plating_cast	sha256:dc7d3749240e0fec035c5e72840dced3ac50d4694b553917d50e7c57b1b1c086	Золотая литейная форма: Покрытие ботинок
item:item.tconstruct.boots_plating_dummy	sha256:c28aefaa4751a984a785689e926019560cddc9ffca56d888a94d64368e22b45e	Каменное покрытие ботинок
item:item.tconstruct.boots_plating_red_sand_cast	sha256:ca68f35138fe6cd642e8d608bfd2ed8bfd323e49ce6a2d8ddbb98d82d83bcd63	Красная песочная литейная форма: Покрытие ботинок
item:item.tconstruct.boots_plating_sand_cast	sha256:d853fddcdd2237a11ed2f61e9b77f85895d08930d9559c3fb77189dad397f892	Песочная литейная форма: Покрытие ботинок
item:item.tconstruct.bow_grip	sha256:f9b218036cb5cab506e3c07ec4d9b4f9b086df76a308fcb0b9b3efb2ee54f129	Рукоятка лука
item:item.tconstruct.bow_grip_cast	sha256:fe5a83d36bd9c6b4e3517fe2ac7785acbe6956798ac7eedc79b7a5417154f911	Золотая литейная форма: Рукоятка лука
item:item.tconstruct.bow_grip_red_sand_cast	sha256:efb32ec4106a5362807af70347f26ef5dd3279838ae5f91348dccedeb70adccb	Красная песочная литейная форма: Рукоятка лука
item:item.tconstruct.bow_grip_sand_cast	sha256:3dffb325812b8284b1d75e3f8a51b2ed06797dbd446cb1d987dd311a08434e83	Песочная литейная форма: Рукоятка лука
item:item.tconstruct.bow_limb	sha256:4da067b7ed7727d3a67eb1790e391f2f8248eecb42e03478bf59896af898c3da	Плечо лука
item:item.tconstruct.bowstring	sha256:a5b77233388f56f34f8eb1675130d36c83e88a7e9ab9f313287f0a2f9ddc89d2	Тетива лука
item:item.tconstruct.cheese_ingot	sha256:6e5a59d4fd56f798e609d28e3d6300b2d80bfbb76d27711c0c24006a129d4e17	Сыр
item:item.tconstruct.chestplate_plating	sha256:33c3c3a263c738a79aa4ff4f807d8d2856da1067f0c41c57784499a42d2b52b8	Покрытие нагрудника
item:item.tconstruct.chestplate_plating_cast	sha256:cbdb61bf22e3a6a25a412d229cc25dbacf764a8e5efdaf7e873d50dc920dd90f	Золотая литейная форма: Покрытие нагрудника
item:item.tconstruct.chestplate_plating_dummy	sha256:6c2dbe0452c58f8d8a252a8dce0f093f7f30ed9e949bd055ef6ea8f1b560de03	Каменное покрытие нагрудника
item:item.tconstruct.chestplate_plating_red_sand_cast	sha256:99280b88451a18666a2017f492936ae0ededd4085cd479b6b0f79602c2034a82	Красная песочная литейная форма: Покрытие нагрудника
item:item.tconstruct.chestplate_plating_sand_cast	sha256:baef05629a34b81cac107e319bcce621d910324e913a757f1b3b886f33e7b31f	Песочная литейная форма: Покрытие нагрудника
item:item.tconstruct.cinderslime_ingot	sha256:520af63b29bfe1b2ed514734bd10c86f99388df26965f6a535a4f1abaabc0aec	Слиток зольной слизи
item:item.tconstruct.cinderslime_nugget	sha256:d551addb3ddf50182a756c441c29103e016d1454f03171559e49d8e6b2739a83	Кусочек зольной слизи
item:item.tconstruct.crossbow	sha256:44f05d34905904b1f30acedd9cecd321b5b0e88f95dff561c54524716f50ed3c	Арбалет
item:item.tconstruct.crystalshot	sha256:746a03330a4f801748dd3d49380b30d45e144108ec4cda468b0e6f8d95658028	Аметистовый выстрел
item:item.tconstruct.earth_slime_bottle	sha256:6b3ea52342f4e5e1219d0eac5cad7a7dd9b4c83b3fef508340464f464a2ad1b7	Бутылочка земной слизи
