id	source_hash	source	verdict	recommendation
block:block.neapolitan.magenta_banana_candle_cake	sha256:221086d972d3cca01406074b7744f27f63b89df5904be5554198da615afa6b30	Banana Cake with Magenta Candle	CHANGE	Банановый торт с пурпурной свечой
block:block.neapolitan.magenta_chocolate_candle_cake	sha256:bc61eb0d06d1ace8369be1345cc603db3e66aeb852b85e15f8e843f2714797d2	Chocolate Cake with Magenta Candle	CHANGE	Шоколадный торт с пурпурной свечой
block:block.neapolitan.magenta_mint_candle_cake	sha256:ad464cfd4991ab7accceeb2b9e9ff86b1c712258ce1d7e90ba7fd9aa46d914a0	Mint Cake with Magenta Candle	CHANGE	Мятный торт с пурпурной свечой
block:block.neapolitan.magenta_strawberry_candle_cake	sha256:6685a7d9e1ce87199dc4940b00f3ca40a3c55085f2dd04984d376451fcf3e7ff	Strawberry Cake with Magenta Candle	CHANGE	Клубничный торт с пурпурной свечой
block:block.neapolitan.magenta_vanilla_candle_cake	sha256:62cd8a83c5ac8057ac69e8076fafb42fe1560e1a7b3fcec4ada4c625394a67f4	Vanilla Cake with Magenta Candle	CHANGE	Ванильный торт с пурпурной свечой
block:block.neapolitan.orange_adzuki_candle_cake	sha256:0104e2d6a360c5a22b6e11fdda4c550a8e80edebf9ac0034aa742d3e27d42b38	Adzuki Cake with Orange Candle	CHANGE	Адзуковый торт с оранжевой свечой
block:block.neapolitan.orange_banana_candle_cake	sha256:be5fd9a48fe4d0e44cc4c5a815e43a7627222d3acef4b4cb54eda1c037ad623e	Banana Cake with Orange Candle	CHANGE	Банановый торт с оранжевой свечой
block:block.neapolitan.orange_chocolate_candle_cake	sha256:46c757ab6cb44d66bb5da9360d06fb6c91b9847f94a5dd5575a31b99c58b1318	Chocolate Cake with Orange Candle	CHANGE	Шоколадный торт с оранжевой свечой
block:block.neapolitan.orange_mint_candle_cake	sha256:7af25fd8dff9025286fae450c473638eabebea85097dfb06cd965711652da968	Mint Cake with Orange Candle	CHANGE	Мятный торт с оранжевой свечой
block:block.neapolitan.orange_strawberry_candle_cake	sha256:e311b089d658793d95a1f4491df24f1d915ab33418b67778e67493c487e6091f	Strawberry Cake with Orange Candle	CHANGE	Клубничный торт с оранжевой свечой
block:block.neapolitan.orange_vanilla_candle_cake	sha256:b487a6672d7c651da5c290ae842e13c65df11204bf310bf41607773b6edaa1dd	Vanilla Cake with Orange Candle	CHANGE	Ванильный торт с оранжевой свечой
block:block.neapolitan.pink_adzuki_candle_cake	sha256:bd67cb22d951779ae6e1593ab64aea20776a811004a1769d17432b0fec7fc159	Adzuki Cake with Pink Candle	CHANGE	Адзуковый торт с розовой свечой
block:block.neapolitan.pink_banana_candle_cake	sha256:a37eff57d688b26d024ef5c8bff06bb009a2c425eb866377cfb2e882c38596de	Banana Cake with Pink Candle	CHANGE	Банановый торт с розовой свечой
block:block.neapolitan.pink_chocolate_candle_cake	sha256:43e55f886ca79ea80097fe44aec07057ac18b51266979ef0d0bfe3721c242394	Chocolate Cake with Pink Candle	CHANGE	Шоколадный торт с розовой свечой
block:block.neapolitan.pink_mint_candle_cake	sha256:45eaa366e0988b58df19017000288f7844698eec2f10ad509cead86f23bc8cde	Mint Cake with Pink Candle	CHANGE	Мятный торт с розовой свечой
block:block.neapolitan.pink_strawberry_candle_cake	sha256:4d4077b5d838e0c4d5770e7e3b9cffd0af76777d4377e01c4ec631e01c36b225	Strawberry Cake with Pink Candle	CHANGE	Клубничный торт с розовой свечой
block:block.neapolitan.pink_vanilla_candle_cake	sha256:c58a306ac91503069abaec38d244f8ff1c03cc533413680814eb9f31232d60fd	Vanilla Cake with Pink Candle	CHANGE	Ванильный торт с розовой свечой
block:block.neapolitan.purple_adzuki_candle_cake	sha256:64ca792ea1ad97b4a2c2bbdfc5b128ff7a8dccbc0b1356d4734cbd613fe41af8	Adzuki Cake with Purple Candle	CHANGE	Адзуковый торт с фиолетовой свечой
block:block.neapolitan.purple_banana_candle_cake	sha256:a9222914bf7799ebed0958912b90d62f97c28044150ea3b30e1a6af0ce7ed46b	Banana Cake with Purple Candle	CHANGE	Банановый торт с фиолетовой свечой
block:block.neapolitan.purple_chocolate_candle_cake	sha256:7ba34612595bb083c75bab91e20cacad254b737c9faed91f415fe74ac49b6380	Chocolate Cake with Purple Candle	CHANGE	Шоколадный торт с фиолетовой свечой
block:block.neapolitan.purple_mint_candle_cake	sha256:f16fd1fc9eb9f8cb881dbf41836073111f77450202bc4fa42261b0574a0b582b	Mint Cake with Purple Candle	CHANGE	Мятный торт с фиолетовой свечой
block:block.neapolitan.purple_strawberry_candle_cake	sha256:6c4269346af25d8ff42c2d781cb91821b4d56d0db5c22f0e0cac1101da3bdece	Strawberry Cake with Purple Candle	CHANGE	Клубничный торт с фиолетовой свечой
block:block.neapolitan.purple_vanilla_candle_cake	sha256:a02093c34ca805fb45d4c8e1ea980e35ca11c68ee5fc49b7a45b10bb67bf6eb1	Vanilla Cake with Purple Candle	CHANGE	Ванильный торт с фиолетовой свечой
block:block.neapolitan.red_adzuki_candle_cake	sha256:639d086e3c59d7aeda5e96cc0e33842c589717b5cc5c50378a11e9efa007e608	Adzuki Cake with Red Candle	CHANGE	Адзуковый торт с красной свечой
block:block.neapolitan.red_banana_candle_cake	sha256:f8a6bb169a26a2012ff10549363ab09dde3347a5f48d1f17cd169074b546232f	Banana Cake with Red Candle	CHANGE	Банановый торт с красной свечой
block:block.neapolitan.red_chocolate_candle_cake	sha256:d80f70105328448e7568c884b04e722846996e03d49faa9b4f300e3547468bd0	Chocolate Cake with Red Candle	CHANGE	Шоколадный торт с красной свечой
block:block.neapolitan.red_mint_candle_cake	sha256:f7e01e86f4a34d824e0126c5b702a354003427a9d61086388cc2d8e5c34433a2	Mint Cake with Red Candle	CHANGE	Мятный торт с красной свечой
block:block.neapolitan.red_strawberry_candle_cake	sha256:f8348c0e0939c4a3dec64b6b0b2028bcdb122468c2062f76753f019b3f7066bf	Strawberry Cake with Red Candle	CHANGE	Клубничный торт с красной свечой
block:block.neapolitan.red_vanilla_candle_cake	sha256:e9ac6c3a644655eda0d9a6d17b022190359fa32e7d158ea7431303ca780aad70	Vanilla Cake with Red Candle	CHANGE	Ванильный торт с красной свечой
block:block.neapolitan.white_adzuki_candle_cake	sha256:c1e5a78d1e5a66bbf1443b619165e9231c19c2ea2cfc3780d38ce07a18577bda	Adzuki Cake with White Candle	CHANGE	Адзуковый торт с белой свечой
block:block.neapolitan.white_banana_candle_cake	sha256:1eace302100f332e94b4ba282e23bf369b6fe0c9be8a96ca107bc38c89d498f6	Banana Cake with White Candle	CHANGE	Банановый торт с белой свечой
block:block.neapolitan.white_chocolate_candle_cake	sha256:b797afb2719b33410c3da1adcd9f08823e7cf61d6039cb38e74dd0ff783c4d17	Chocolate Cake with White Candle	CHANGE	Шоколадный торт с белой свечой
block:block.neapolitan.white_mint_candle_cake	sha256:f6039dadcee97696e49a14496206dc2b929db60c3cee746689ea782e3c3dfbb4	Mint Cake with White Candle	CHANGE	Мятный торт с белой свечой
block:block.neapolitan.white_strawberry_candle_cake	sha256:34f4de9c420c509c6a7bb734743eeeb20b5213039994ffa1a3ad3a7180703fc6	Strawberry Cake with White Candle	CHANGE	Клубничный торт с белой свечой
block:block.neapolitan.white_vanilla_candle_cake	sha256:bcf257e6a166348c4a6668a12e3ee558939ee89ab80888677830364befa5ec4c	Vanilla Cake with White Candle	CHANGE	Ванильный торт с белой свечой
block:block.neapolitan.yellow_adzuki_candle_cake	sha256:4b019972b65cdbd7ddc902e85ccf31908c4f2fea2b3e65ee3ebb48e71a96b7dc	Adzuki Cake with Yellow Candle	CHANGE	Адзуковый торт с жёлтой свечой
block:block.neapolitan.yellow_banana_candle_cake	sha256:d06982a28dad6eb533d23615fcb6d4095b02a2273ba5c974ccc61b5012cf1550	Banana Cake with Yellow Candle	CHANGE	Банановый торт с жёлтой свечой
block:block.neapolitan.yellow_chocolate_candle_cake	sha256:0bf8d1df0538ffef5560ffc987139e9cf0d57d3b303fbc7ac9ea7b550d93425a	Chocolate Cake with Yellow Candle	CHANGE	Шоколадный торт с жёлтой свечой
block:block.neapolitan.yellow_mint_candle_cake	sha256:8ef5c2a65431805ecaacf99a2a7a9ace7dfe05fdb39ea3c0b5fbbd6137b556a5	Mint Cake with Yellow Candle	CHANGE	Мятный торт с жёлтой свечой
block:block.neapolitan.yellow_strawberry_candle_cake	sha256:b0ba5f56402296d4812fd39c4ad32612503e1f376e1a646b8ce4413820dbe559	Strawberry Cake with Yellow Candle	CHANGE	Клубничный торт с жёлтой свечой
block:block.neapolitan.yellow_vanilla_candle_cake	sha256:d72964799f3202972838fcd57c8409cd986639796eda95aab75fee81c98d2710	Vanilla Cake with Yellow Candle	CHANGE	Ванильный торт с жёлтой свечой
block:block.storagedrawers.compacting_drawers_2	sha256:2faab2fe6dc80de996768abc6f6572cd6ed9f03575cc27b7fdd572d8e387a66f	Compacting Drawers (2-Tier)	CHANGE	Спрессовывающий ящик (2 уровня)
block:block.storagedrawers.compacting_half_drawers_2	sha256:403f3380a15d662a6fd56bc45b485e11a72e00b0f727f6df3c396bf74ea0f03f	Compacting Half Drawers (2-Tier)	CHANGE	Спрессовывающий полуящик (2 уровня)
block:block.storagedrawers.framed_compacting_half_drawers_2	sha256:c5246b64d02dfab04b4db45a162167fa3b0346228b193e10d085d661fdc90da3	Framed Compacting Half Drawers (2-Tier)	CHANGE	Обрамлённый спрессовывающий полуящик (2 уровня)
block:block.supplementaries.fine_wood	sha256:823b8a5c7652d6ef13295cc1d3b8bfe37e82d2696d56ed309719b27fa07b8bc4	Fine Wood	CHANGE	Благородная древесина
block:block.supplementaries.fine_wood_slab	sha256:06bd83f4b7cfa2486000a0549ca8fed666546cdce393de28afcde23236227fc8	Fine Wood Slab	CHANGE	Плита из благородной древесины
block:block.supplementaries.fine_wood_stairs	sha256:958cae8f63846eac2552653314d4420a0f294409fbdb4a9b28cd0aa00cbc03ca	Fine Wood Stairs	CHANGE	Ступеньки из благородной древесины
block:block.supplementaries.item_shelf	sha256:b566ddae75e34fec871ea1fb510941aa5ff24aafbcbf5eeba7577bc8257d4214	Item Shelf	CHANGE	Полка для предметов
block:block.tconstruct.greenheart_planks_slab	sha256:ce65e6c07a79d0322383d9ee12c4011d0b42b08002e9e34a037b11a003105da5	Greenheart Slab	CHANGE	Плита из зелёного сердца
block:block.tconstruct.molten_signalum_fluid	sha256:a797a1b0817142f841c8571b3443ddffc19c3b9974790178514e198f543ee00a	Molten Signalum	CHANGE	Расплавленный сигналий
block:block.tconstruct.scorched_road	sha256:39d2b950c623cceb7031d6f399018a196a7922550ef0ebfd7adce8e6344620a4	Scorched Road	CHANGE	Выжженное дорожное покрытие
block:block.tconstruct.seared_stone_stairs	sha256:9c2b0103c5a9128ba006fb1d7e35ad0fcc50b109ddd183d145c592bf66cf0ccd	Seared Stone Stairs	CHANGE	Ступеньки из обожжённого камня
block:block.tconstruct.sky_congealed_slime	sha256:ff94bda0d2c545358e297794eff35f25e1d011a296c7b3936de8e2cdc48e9f80	Congealed Skyslime Block	CHANGE	Застывший блок небесной слизи
block:block.thermal.dynamo_lapidary	sha256:c618a651adfe00cab559e0b1428f630c3ce5b0619cf3777cba7c3aafb550bd9c	Lapidary Dynamo	CHANGE	Лапидарный генератор
block:block.thermal.dynamo_stirling	sha256:883d02d3e7c6fa490a173d1b9d2ea3bcf43f69d5d48cb49ba2234ddbdb49161e	Stirling Dynamo	CHANGE	Стирлинговый генератор
block:block.thermal.rubberwood_wall_hanging_sign	sha256:84feed22be28db741a111a87e9699f85db13ba2faab8ea83e2e1facf8f3cbd59	Rubberwood Wall Hanging Sign	CHANGE	Настенная подвесная табличка из каучукового дерева
block:block.thermal.rubberwood_wall_sign	sha256:a5d4ef49eba41c534d8946ecb9d80e638d891f3b41201869e65267a113d88b09	Rubberwood Wall Sign	CHANGE	Настенная табличка из каучукового дерева
block:block.thermal.signalum_block	sha256:81be3fa3ee8e14f789c35910ccf67cd980b5a752c9ba021d78880e70dda98835	Block of Signalum	CHANGE	Блок сигналия
block:block.thermal.tar_block	sha256:16094870d9a5f526c4d8387852b6b910784dc9c93d328992b00ff442b556e12d	Block of Tar	CHANGE	Блок гудрона
item:block.neapolitan.chocolate_brick_slab	sha256:08a286698d6b17795c9e430f136b878dafa53c2981c8ae42311346f4f0038c7a	Chocolate Brick Slab	CHANGE	Плита из шоколадных кирпичей
item:block.storagedrawers.compacting_drawers_2	sha256:2faab2fe6dc80de996768abc6f6572cd6ed9f03575cc27b7fdd572d8e387a66f	Compacting Drawers (2-Tier)	CHANGE	Спрессовывающий ящик (2 уровня)
item:block.storagedrawers.compacting_half_drawers_2	sha256:403f3380a15d662a6fd56bc45b485e11a72e00b0f727f6df3c396bf74ea0f03f	Compacting Half Drawers (2-Tier)	CHANGE	Спрессовывающий полуящик (2 уровня)
item:block.storagedrawers.framed_compacting_half_drawers_2	sha256:c5246b64d02dfab04b4db45a162167fa3b0346228b193e10d085d661fdc90da3	Framed Compacting Half Drawers (2-Tier)	CHANGE	Обрамлённый спрессовывающий полуящик (2 уровня)
item:block.supplementaries.fine_wood	sha256:823b8a5c7652d6ef13295cc1d3b8bfe37e82d2696d56ed309719b27fa07b8bc4	Fine Wood	CHANGE	Благородная древесина
item:block.supplementaries.fine_wood_slab	sha256:06bd83f4b7cfa2486000a0549ca8fed666546cdce393de28afcde23236227fc8	Fine Wood Slab	CHANGE	Плита из благородной древесины
item:block.supplementaries.fine_wood_stairs	sha256:958cae8f63846eac2552653314d4420a0f294409fbdb4a9b28cd0aa00cbc03ca	Fine Wood Stairs	CHANGE	Ступеньки из благородной древесины
item:block.supplementaries.item_shelf	sha256:b566ddae75e34fec871ea1fb510941aa5ff24aafbcbf5eeba7577bc8257d4214	Item Shelf	CHANGE	Полка для предметов
item:block.tconstruct.greenheart_planks_slab	sha256:ce65e6c07a79d0322383d9ee12c4011d0b42b08002e9e34a037b11a003105da5	Greenheart Slab	CHANGE	Плита из зелёного сердца
item:block.tconstruct.scorched_road	sha256:39d2b950c623cceb7031d6f399018a196a7922550ef0ebfd7adce8e6344620a4	Scorched Road	CHANGE	Выжженное дорожное покрытие
item:block.tconstruct.seared_stone_stairs	sha256:9c2b0103c5a9128ba006fb1d7e35ad0fcc50b109ddd183d145c592bf66cf0ccd	Seared Stone Stairs	CHANGE	Ступеньки из обожжённого камня
item:block.tconstruct.sky_congealed_slime	sha256:ff94bda0d2c545358e297794eff35f25e1d011a296c7b3936de8e2cdc48e9f80	Congealed Skyslime Block	CHANGE	Застывший блок небесной слизи
item:block.thermal.dynamo_lapidary	sha256:c618a651adfe00cab559e0b1428f630c3ce5b0619cf3777cba7c3aafb550bd9c	Lapidary Dynamo	CHANGE	Лапидарный генератор
item:block.thermal.dynamo_stirling	sha256:883d02d3e7c6fa490a173d1b9d2ea3bcf43f69d5d48cb49ba2234ddbdb49161e	Stirling Dynamo	CHANGE	Стирлинговый генератор
item:block.thermal.signalum_block	sha256:81be3fa3ee8e14f789c35910ccf67cd980b5a752c9ba021d78880e70dda98835	Block of Signalum	CHANGE	Блок сигналия
item:block.thermal.tar_block	sha256:16094870d9a5f526c4d8387852b6b910784dc9c93d328992b00ff442b556e12d	Block of Tar	CHANGE	Блок гудрона
item:item.storagedrawers.detached_drawer	sha256:6a1ca475a87af812ed63225eb3a3a86da5e0f42d6ca6952daec566209a788f32	Detached Drawer	CHANGE	Отсоединённый ящик
item:item.storagedrawers.drawer_puller	sha256:7e3ac276470c9e973945e68e8484f75b54f8cded67c64b2e7c39b7edaa87d160	Drawer Puller	CHANGE	Съёмник ящика
item:item.storagedrawers.remote_group_upgrade_bound	sha256:a88555039f10fb5593412c7089626d739e8a5c3edda03cd027c98b9f5afa1032	Remote Group Upgrade	CHANGE	"Улучшение ""Удалённый доступ (Группа)"" (привязанное)"
item:item.tconstruct.molten_gold_bucket	sha256:793a3175965f8c8c14f4f6f5f0fe82b12a57636b76a4944cb71b28d69c6beaf3	Molten Gold Bucket	CHANGE	Ведро расплавленного золота
item:item.tconstruct.molten_pewter_bucket	sha256:e8323ec1d97d30ec252e170080c7df93181bfa0c2996d813ba73c87bbecd95a5	Molten Pewter Bucket	CHANGE	Ведро расплавленного пьютера
item:item.tconstruct.molten_signalum_bucket	sha256:0c1292b38b3e4f34bd415e4e5725b425b0a85ce54a768544211bab5a15f9f85a	Molten Signalum Bucket	CHANGE	Ведро расплавленного сигналия
item:item.tconstruct.repair_kit_cast	sha256:25912bbbc0c9a3fd170f7bc63cef5813300167238ba159e0662b6b26b610506d	Repair Kit Gold Cast	CHANGE	Золотая литейная форма: Ремонтный комплект
item:item.tconstruct.repair_kit_red_sand_cast	sha256:3657f677058fe3fd36e222be0067d3986a0bda0d8c59391c0f93c75f1395f2a4	Repair Kit Red Sand Cast	CHANGE	Красная песочная литейная форма: Ремонтный комплект
item:item.tconstruct.repair_kit_sand_cast	sha256:c70bcebff07a9c59434ab0b41d78600fdd0f703fbba6687c81fb3dface185186	Repair Kit Sand Cast	CHANGE	Песочная литейная форма: Ремонтный комплект
item:item.thermal.cooked_mushroom	sha256:d1fdf5d2674dce33fdbf3163ce4616fc94901077472daa1d27c9c21bab153337	Roasted Mushroom	CHANGE	Жареный гриб
item:item.thermal.lock	sha256:2447fcfec88c61fde189804de5565193db23340e7300de566494d2c5a86f5350	Signalum Security Lock	CHANGE	Сигналиевый замок
item:item.thermal.signalum_dust	sha256:422abb9e38e902a8bbd5cb972802a7fd204480e2df5cf14dabb62bd35f36f27c	Signalum Blend	CHANGE	Смесь сигналия
