id	source_hash	source	verdict	recommendation
item:item.tconstruct.repair_kit_red_sand_cast	sha256:3657f677058fe3fd36e222be0067d3986a0bda0d8c59391c0f93c75f1395f2a4	Repair Kit Red Sand Cast	CHANGE	Красная песочная литейная форма: Ремонтный комплект
item:item.tconstruct.repair_kit_sand_cast	sha256:c70bcebff07a9c59434ab0b41d78600fdd0f703fbba6687c81fb3dface185186	Repair Kit Sand Cast	CHANGE	Песочная литейная форма: Ремонтный комплект
item:item.thermal.cooked_mushroom	sha256:d1fdf5d2674dce33fdbf3163ce4616fc94901077472daa1d27c9c21bab153337	Roasted Mushroom	CHANGE	Жареный гриб
patchouli-json:thermal:guidebook:entries/technology/machines/brewer.json:/pages/0/text	sha256:6e80b4b2a561afcac430e30b07242f4df7a735036007142edfdca58fee1293d3	The Alchemical Imbuer is a machine that brews potions. Creates $(l:thermal:technology/potion_fluid)potion fluid$(/l) as opposed to brewing directly in a bottle. One ingredient is enough to brew one potion bucket, which can fill 4 bottles.	CHANGE	Алхимическая зельеварка варит зелья. Она создаёт $(l:thermal:technology/potion_fluid)жидкое зелье$(/l) вместо того, чтобы варить его сразу в бутылочке. Одного ингредиента хватает на ведро зелья, которым можно наполнить 4 бутылочки.
patchouli-json:thermal:guidebook:entries/world/materials/catalysts.json:/pages/0/text	sha256:1774c7a90e98ff2c4bd126c7f452a8c1d60049c23423c312523848e1de7d9ee0	Catalysts are optional items consumed to improve the yield of certain recipes. Machines and their catalysts are listed on the next page with multipliers. The main outputs of a recipe are scaled by Primary. Secondary outputs are scaled by Secondary. The energy per operation is scaled by Energy. Finally, the odds a catalyst is consumed in an operation is indicated by the Usage chance.	CHANGE	Катализаторы — необязательные предметы, которые расходуются для повышения выхода некоторых рецептов. На следующей странице перечислены механизмы, катализаторы и их множители. Главные результаты рецепта умножаются на «Основное», второстепенные — на «Дополнительное», а энергия за операцию — на «Энергия». «Шанс использования» показывает вероятность расходования катализатора за операцию.
patchouli-lang:botania:botania.page.craftingHalo0	sha256:031926553116a30989dea90dace50f7f046d0faf60b116ee9ffb185e0ee6fbdb	"Lugging around a $(item)Crafting Table$(0) is a generally troublesome task. The $(item)Assembly Halo$(0), thus, is a portable $(item)Crafting Table$(0), as well as a quick-start crafting option. Holding the item displays a ""halo"" of recipe slots around the holder, and right-clicking the displayed $(item)Crafting Table$(0) will open a crafting interface."	CHANGE	Переносить $(item)Верстак$(0) обычно неудобно. $(item)Сборочный венец$(0) служит портативным $(item)Верстаком$(0) и позволяет быстро создавать предметы. Если держать его в руке, вокруг игрока отображается «ореол» ячеек рецепта; нажмите ПКМ по отображённому $(item)Верстаку$(0), чтобы открыть интерфейс крафта.
patchouli-lang:botania:botania.page.flugelEye0	sha256:dd95f185232f709f95d7a7a92765ff9a1e7356fda717c9c30181638762137a34	Unlike the crafted $(l:ender/flight_tiara)$(item)Flügel Tiara$(0)$(/l), the $(item)Eye of the Flügel$(0) contains primordial $(thing)Flügel$(0) magic. Magic strong enough, in fact, to harness the $(thing)Flügels$(0)' ability to recall themselves to a previously-visited location.$(p)Sneak-right clicking this eye somewhere will bind it to that position. Holding right-click with a bound Eye will then use $(thing)Mana$(0) to warp its owner back to its bound location.	CHANGE	В отличие от созданной на верстаке $(l:ender/flight_tiara)$(item)Тиары Флюгеля$(0)$(/l), $(item)Глаз Флюгеля$(0) содержит первородную $(thing)Магию Флюгелей$(0). Эта магия достаточно сильна, чтобы использовать способность $(thing)Флюгелей$(0) возвращаться в ранее посещённое место.$(p)Нажатие Shift+ПКМ этим глазом в выбранном месте привяжет его к этой позиции. Удерживая ПКМ с привязанным глазом, владелец потратит $(thing)Ману$(0) и телепортируется к привязанной точке.
patchouli-lang:botania:botania.page.incense2	sha256:d38a465144a04b38106b5584af94aa66e14a9079b99b689caa716ec71822ec17	$(item)Incense Plates$(0) that are burning $(item)Incense Sticks$(0) will provide the effects of the $(thing)Brew$(0) infused in the stick to any players in a 30-block radius of the plate.$(p)Not all $(thing)Brews$(0) can be infused into $(item)Incense Sticks$(0); for example, $(thing)Instant Health$(0) or $(thing)Absorption$(0) sticks won't brew, nor will any brews with more than one effect.	CHANGE	$(item)Ароматические плиты$(0), в которых горят $(item)Ароматические палочки$(0), передают эффекты $(thing)Варева$(0), добавленного в палочку, всем игрокам в радиусе 30 блоков.$(p)Не каждое $(thing)Варево$(0) можно добавить в $(item)Ароматические палочки$(0): например, не подойдут $(thing)Мгновенное лечение$(0), $(thing)Поглощение$(0) и варева с несколькими эффектами.
patchouli-lang:botania:botania.page.lens4	sha256:063c8b9315dddc3ec10f4885c1de7425961b3b89e84b3008f86a4df2aec85d36	But lenses aren't just for fancy colors-- they can be upgraded with all sorts of materials to create all sorts of effects with their $(thing)Mana Bursts$(0).$(p)Keep in mind that a normal $(l:mana/spreader)$(item)Mana Spreader$(0)$(/l) must point at a $(thing)Mana$(0)-receiving block to fire. A $(l:mana/redstone_spreader)$(item)Pulse Mana Spreader$(0)$(/l) is recommended for certain lenses instead.$(p)Blocks like $(item)Hoppers$(0) can add or remove spreaders' lenses.	CHANGE	Но линзы нужны не только для красивых цветов: их можно улучшать разными материалами, чтобы $(thing)Сгустки маны$(0) получали разнообразные эффекты.$(p)Помните: обычный $(l:mana/spreader)$(item)Распространитель маны$(0)$(/l) должен быть направлен на блок, принимающий $(thing)Ману$(0), иначе он не выстрелит. Для некоторых линз лучше подойдёт $(l:mana/redstone_spreader)$(item)Импульсный распространитель маны$(0)$(/l).$(p)Такие блоки, как $(item)Воронки$(0), могут устанавливать и снимать линзы распространителей.
patchouli-lang:botania:botania.page.lens5	sha256:9481392c1677fd67a445d1dedfbdff469cf029d7862a929f4e9fec4150b6e22d	Sometimes, though, having a single $(item)Mana Lens$(0) on a spreader just isn't enough. Combining two lenses with a $(item)Slimeball$(0) or $(item)Honey Bottle$(0) in a crafting table will unite them into one lens with the effects of both.$(p)The first lens used determines the look and color of the resultant lens. Note that some combinations will not work, and that you can't combine two lenses of the same type.	CHANGE	Иногда одной $(item)Линзы маны$(0) на распространителе недостаточно. Объединив две линзы со $(item)Сгустком слизи$(0) или $(item)Бутылочкой мёда$(0) на верстаке, вы получите одну линзу с эффектами обеих.$(p)Первая использованная линза определяет внешний вид и цвет результата. Учтите, что некоторые сочетания не работают и две линзы одного типа объединить нельзя.
patchouli-lang:botania:botania.page.manaGear10	sha256:9e72f7330249523fc72377f1cab1b39828f06e477e408f873dfbe1ee506fda93	Some $(item)Manasteel$(0) tools perform special actions when right-clicked: the $(item)Pickaxe$(0) will place a torch from the user's inventory, and the $(item)Axe$(0) will do the same with a sapling.$(p)Do note that $(item)Shears$(0) made of mana-based materials will trigger tripwires, unlike iron ones.	CHANGE	Некоторые инструменты из $(item)Манастали$(0) выполняют особые действия при нажатии ПКМ: $(item)Кирка$(0) ставит факел из инвентаря игрока, а $(item)Топор$(0) — саженец.$(p)Учтите, что $(item)Ножницы$(0) из материалов на основе маны, в отличие от железных, активируют растяжки.
patchouli-lang:botania:botania.page.phantomInk0	sha256:cdcd97f208c7c8282e732a5cb03e84ab70a76ee81be9e96a9efe22e6823b58e3	Having your beautiful skin and accessories hidden under a set of clunky armor is nobody's dream. It's bulky, flat, and worst of all, unfashionable!$(p)Luckily, splashing $(item)Phantom Ink$(0) on armor in a crafting grid will make the latter completely invisible, while still providing all of its benefits. ($(item)Phantom Ink$(0) only works on armor sets that use $(thing)Mana$(0).)	CHANGE	Никто не мечтает прятать красивый скин и аксессуары под громоздкими доспехами: они массивные, плоские и, хуже всего, немодные!$(p)К счастью, если объединить доспехи с $(item)Фантомными чернилами$(0) в сетке крафта, доспехи станут совершенно невидимыми, сохранив все свои свойства. ($(item)Фантомные чернила$(0) действуют только на комплекты доспехов, использующие $(thing)Ману$(0).)
patchouli-lang:botania:botania.page.rafflowsia0	sha256:eb338ffbd42d61cc4a82e756531f97f904d31b2af553a7aa3a2bd4dcaf3560cb	The $(item)Rafflowsia$(0) functions similarly to a $(l:generating_flowers/kekimurus)$(item)Kekimurus$(0)$(/l), but eats $(item)man-made flowers$(0) in the $(l:basics/apothecary)$(item)Petal Apothecary$(0)$(/l) instead. It'll consume any nearby placed flowers and synthesize $(thing)Mana$(0) from them.$(p)While feeding it the same flower several times in a row yields diminishing returns, feeding it a large variety of them can yield ludicrous quantities of $(thing)Mana$(0).	CHANGE	$(item)Рафловзия$(0) действует подобно $(l:generating_flowers/kekimurus)$(item)Кекиморусу$(0)$(/l), но вместо этого поглощает $(item)искусственные цветы$(0) из $(l:basics/apothecary)$(item)Лепесткового аптекаря$(0)$(/l). Она будет поглощать любые посаженные поблизости цветы и получать из них $(thing)Ману$(0).$(p)Если несколько раз подряд кормить её одним и тем же цветком, отдача будет уменьшаться; зато большое разнообразие цветов может принести невероятное количество $(thing)Маны$(0).
patchouli-lang:botania:botania.page.shinyFlowers3	sha256:bacd8f5b873e70257b171834b78932988258ff9c58f644970d07e8657d02ca02	Crafting a $(item)Floating Flower$(0) with a $(thing)Functional$(0) or $(thing)Generating Flower$(0) will plant the latter on the former, yielding the looks and properties of a $(item)Floating Flower$(0) and the effects of the other flower, all rolled into one tiny island. Right-clicking a $(thing)Floating Flower$(0) with $(l:tools/grass_seeds)$(item)Pasture Seeds$(0)$(/l) or a $(item)Snowball$(0) will change its appearance.	CHANGE	Объединив $(item)Парящий цветок$(0) с $(thing)Функциональным$(0) или $(thing)Генерирующим цветком$(0), вы посадите второй на первый: маленький островок получит внешний вид и свойства $(item)Парящего цветка$(0), а также эффекты другого цветка. Нажатие ПКМ по $(thing)Парящему цветку$(0) $(l:tools/grass_seeds)$(item)Луговыми семенами$(0)$(/l) или $(item)Снежком$(0) изменяет его внешний вид.
patchouli-lang:botania:botania.page.sparks1	sha256:e9dfc539724ca1e5040a26521264d4b3ed94423daad20f6971031d3cb1decefa	Placing a $(item)Spark$(0) over a $(l:mana/pool)$(item)Mana Pool$(0)$(/l) and another over a nearby block that can accept it will allow the latter to access the former's reserves on demand.$(p)To remove a $(item)Spark$(0), simply sneak-right click it with a $(l:basics/wand)$(item)Wand of the Forest$(0)$(/l). Regular right-clicking will show which other $(item)Sparks$(0) this one can transfer to.	CHANGE	Разместив $(item)Искру$(0) над $(l:mana/pool)$(item)Бассейном маны$(0)$(/l), а другую — над ближайшим блоком, который может принимать ману, вы дадите последнему доступ к запасам первого при необходимости.$(p)Чтобы снять $(item)Искру$(0), нажмите по ней Shift+ПКМ $(l:basics/wand)$(item)Посохом леса$(0)$(/l). Обычное нажатие ПКМ покажет, каким другим $(item)Искрам$(0) эта искра может передавать ману.
patchouli-lang:botania:botania.page.spellCloth0	sha256:504691e2f53028e094ecd08b7d17c8af708cbbef99612da2270f66fed7826aee	$(l:tools/manaweave)$(item)Manaweave Cloth$(0)$(/l), when combined with a $(l:mana/pool)$(item)Mana Pearl$(0)$(/l)'s displacive properties, can become a type of cloth that dispels all $(thing)Enchantments$(0) or $(thing)Curses$(0) it touches.$(p)Combining the $(item)Spellbinding Cloth$(0) with any enchanted item in a crafting table will remove all enchantments, including curses, from that item (at the cost of some of the cloth's durability).	CHANGE	$(l:tools/manaweave)$(item)Ткань из мана-нити$(0)$(/l) в сочетании с перемещающими свойствами $(l:mana/pool)$(item)Жемчуга маны$(0)$(/l) превращается в ткань, рассеивающую все $(thing)Зачарования$(0) и $(thing)Проклятия$(0), которых касается.$(p)Объедините $(item)Ткань рассеивания чар$(0) с любым зачарованным предметом на верстаке, чтобы снять с него все зачарования, включая проклятия, ценой части прочности ткани.
patchouli-lang:botania:botania.page.spreader4	sha256:ed74c98f81632c7d14029559589406c0626772f3010caee159587dc60b81514d	The spreader will only fire another burst when the last one hits its target.$(p)Furthermore, a $(thing)Mana Burst$(0) will start suffering $(thing)Mana Loss$(0) after a small amount of time: this can be seen in the burst's appearance, as it thins at that point.	CHANGE	Распространитель выпустит следующий сгусток только после того, как предыдущий достигнет цели.$(p)Кроме того, через некоторое время $(thing)Сгусток маны$(0) начинает терять $(thing)Ману$(0): это заметно по его виду, поскольку он становится тоньше.
patchouli-lang:botania:botania.page.wand2	sha256:bcf3a02b2bc34a63c4967c3f40f91722beefe42088d947f51b0d866146962530	Sneak-right clicking a block in $(thing)Function Mode$(0) rotates the block around the axis of the side it was clicked on-- for example, using the wand on the top of a $(item)Chest$(0) will change the direction it faces. Most blocks with orientations can be reoriented this way.$(p)A $(item)Dispenser$(0) holding a wand will use the wand on the block it currently faces, when triggered.	CHANGE	Нажатие Shift+ПКМ по блоку в $(thing)Режиме управления$(0) поворачивает блок вокруг оси выбранной грани. Например, если нажать посохом по верхней стороне $(item)Сундука$(0), изменится направление, в котором он смотрит. Так можно поворачивать большинство ориентируемых блоков.$(p)$(item)Раздатчик$(0) с посохом при активации использует его на блоке, в сторону которого направлен.
block:block.botania.apothecary_livingrock	sha256:da19be1e83881285675875b42b136ecd5bfae20c4f08b743939effa851308e28	Livingrock Petal Apothecary	CHANGE	Лепестковый аптекарь из жизнекамня
block:block.botania.blaze_block	sha256:0ca19f3e52d652729edc81af93d3737ca285a04bf8884ec3f49e449db2b482f8	Blaze Mesh	CHANGE	Светильник ифрита
block:block.botania.chiseled_livingrock_bricks	sha256:2bd7a589aaa6fe5d8a9954ad016524d17939d0f2aa747df29cb4c21d14426bb3	Chiseled Livingrock Bricks	CHANGE	Резные кирпичи из жизнекамня
block:block.botania.cocoon	sha256:91e0eaf5e7f09e1bdb1fb7772a65d6cabdc5a0722d0e10ad162153ba5f075446	Cocoon of Caprice	CHANGE	Кокон прихоти
block:block.botania.cracked_livingrock_bricks	sha256:826a25c47f7e27d67713181b52d96b96029f76dd19f4d4b31095439b18c8c4b8	Cracked Livingrock Bricks	CHANGE	Потрескавшиеся кирпичи из жизнекамня
block:block.botania.floating_spectrolus	sha256:44c9ed2d6fe40b249ce89f1c2508b21656d179f7d8fa42507cc679750d6b2a48	Floating Spectrolus	CHANGE	Парящий Спектролис
block:block.botania.livingrock_bricks	sha256:e6e8902ee97980d622d91bccdd80d1d8eb352bab4a1509977e3bf7d9f4c364cc	Livingrock Bricks	CHANGE	Кирпичи из жизнекамня
block:block.botania.mossy_livingrock_bricks	sha256:307dd824063338cf1b96faca453dd5e1544892367c96f1eaea98f6ea38bd9f8c	Mossy Livingrock Bricks	CHANGE	Замшелые кирпичи из жизнекамня
block:block.immersiveengineering.sawdust	sha256:9ef3c525309a30d732c44c53b88edc46ad341712e945445c9c7150e6158ab4e8	Sawdust Flooring	CHANGE	Покрытие из опилок
item:block.botania.apothecary_livingrock	sha256:da19be1e83881285675875b42b136ecd5bfae20c4f08b743939effa851308e28	Livingrock Petal Apothecary	CHANGE	Лепестковый аптекарь из жизнекамня
item:block.botania.blaze_block	sha256:0ca19f3e52d652729edc81af93d3737ca285a04bf8884ec3f49e449db2b482f8	Blaze Mesh	CHANGE	Светильник ифрита
item:block.botania.chiseled_livingrock_bricks	sha256:2bd7a589aaa6fe5d8a9954ad016524d17939d0f2aa747df29cb4c21d14426bb3	Chiseled Livingrock Bricks	CHANGE	Резные кирпичи из жизнекамня
item:block.botania.cocoon	sha256:91e0eaf5e7f09e1bdb1fb7772a65d6cabdc5a0722d0e10ad162153ba5f075446	Cocoon of Caprice	CHANGE	Кокон прихоти
item:block.botania.cracked_livingrock_bricks	sha256:826a25c47f7e27d67713181b52d96b96029f76dd19f4d4b31095439b18c8c4b8	Cracked Livingrock Bricks	CHANGE	Потрескавшиеся кирпичи из жизнекамня
item:block.botania.floating_spectrolus	sha256:44c9ed2d6fe40b249ce89f1c2508b21656d179f7d8fa42507cc679750d6b2a48	Floating Spectrolus	CHANGE	Парящий Спектролис
item:block.botania.livingrock_bricks	sha256:e6e8902ee97980d622d91bccdd80d1d8eb352bab4a1509977e3bf7d9f4c364cc	Livingrock Bricks	CHANGE	Кирпичи из жизнекамня
item:block.botania.mossy_livingrock_bricks	sha256:307dd824063338cf1b96faca453dd5e1544892367c96f1eaea98f6ea38bd9f8c	Mossy Livingrock Bricks	CHANGE	Замшелые кирпичи из жизнекамня
item:block.immersiveengineering.sawdust	sha256:9ef3c525309a30d732c44c53b88edc46ad341712e945445c9c7150e6158ab4e8	Sawdust Flooring	CHANGE	Покрытие из опилок
item:item.botania.elementium_nugget	sha256:b1115810d1c2969283d83ea620f35344e78bb2f82bb17d5dae02a6ec779c06f9	Elementium Nugget	CHANGE	Самородок элементия
item:item.botania.ender_air_bottle	sha256:8f96adbcb038831fc107167947eef142f840b69c08de0b9bc56aafca635c1171	Liminal Air Bottle	CHANGE	Пузырёк лиминального воздуха
item:item.botania.gravity_rod	sha256:82540952066fedabf08df0c3b5f016055c361ccb5c3d24e36ca00a36d2f30f8c	Rod of the Shaded Mesa	CHANGE	Жезл затенённой месы
item:item.botania.king_key	sha256:870bbeb44a69501a5ceccf99b59daebd130057a684602d6156645e6618f70089	Key of the King's Law	CHANGE	Ключ королевского закона
item:item.botania.mana_powder	sha256:8b097e55021affad33332decd4ea7bc3d907f60696b79d17b6757099a2391ca2	Mana Powder	CHANGE	Порошок маны
item:item.botania.quartz_dark	sha256:e425b3949bea973515c0fcc208865e9ace86a922d0a75504f4af6f2dcc3a6b5d	Smokey Quartz	CHANGE	Дымчатый кварц
item:item.botania.terrasteel_nugget	sha256:a1220d27290d1f6384b1ad3a13410f4e0a31d51ba64f5eceb1fe24b5f312772f	Terrasteel Nugget	CHANGE	Самородок террастали
item:item.botania.vial	sha256:78c675a40ff6150a0c214ac5eab445aaf733b4a2224a54bee2188168751e8501	Managlass Vial	CHANGE	Пузырёк из манастекла
item:item.enderio.refined_storage_conduit	sha256:6f46f1eee463808a8e8ce127f1177531a843142f587084c9716fe931da5f75bd	Refined Storage Conduit	CHANGE	Труба Refined Storage
item:item.farmersdelight.flint_knife	sha256:edcad143358cbfc7b82ded8844e2c264afdea85281f43da15e79ce7e33e1aa41	Wooden Knife	CHANGE	Деревянный нож
block:block.tconstruct.blood_congealed_slime	sha256:f553a8d69e9f1d3d9929be52f0957ebf7627f2badbcbb898c860a402adec3a78	Blood Congealed Slime	CHANGE	Свернувшаяся кровяная слизь
block:block.tconstruct.blood_slime	sha256:003c9df71b56b4e2b1414b4f33217180e7f4d06b2e227c993407349adfafb183	Blood Slime	CHANGE	Кровяная слизь
block:block.tconstruct.blood_slime_fern	sha256:40898b276b2f800f3d8200550fc73575099a03c76f2c30b5aaceb121c29a2c9a	Bloody Roots	CHANGE	Кровавые корни
block:block.tconstruct.blood_slime_leaves	sha256:31db7fe0d7d4cb737b74ba59e8844207dd6155f9ebe530dc1a41d671c36271da	Bloody Wart	CHANGE	Кровавый нарост
block:block.tconstruct.blood_slime_tall_grass	sha256:c5f9c3b313280d5bbb58aa40a479cb4c86aeea1ea460134606b364764328cc6c	Tall Bloody Grass	CHANGE	Высокая кровавая трава
block:block.tconstruct.earth_cake	sha256:9251103e1419be47dbd378779828b3555665562450c54b706a97b4a70364d8e7	Earthslime Cake	CHANGE	Торт из земной слизи
block:block.tconstruct.earth_slime_crystal_block	sha256:8c4dba3ade24baccf5e5b3b6715b4e2fa35d1d2fb36ad3a78d9063848af1401b	Earthslime Crystal Block	CHANGE	Блок кристалла земной слизи
block:block.tconstruct.earth_slime_crystal_cluster	sha256:5cfa13fd53d68a744cf35c1ff4bd21a76b92412feb628ced3fbc3e6da2576ddf	Earthslime Crystal Cluster	CHANGE	Друза кристалла земной слизи
block:block.tconstruct.earth_slime_dirt	sha256:d2b16c357c5712774fe2ff19e927c673b18dc97c88bd677d184c247d1af63641	Earthslime Dirt	CHANGE	Дёрн земной слизи
block:block.tconstruct.earth_slime_fluid	sha256:3239e38d95b6c2c6d8cc003c8f127d0d6596d50f818c48ec12f23b882284d754	Earthslime	CHANGE	Земная слизь
block:block.tconstruct.magma_fluid	sha256:4475ce64bb06e7a73fd4fc71bf4fdbfe531938d2b9d70ab23cc85a6929c485f3	Magma	CHANGE	Магма
block:block.tconstruct.seared_cobble_slab	sha256:be799ad61fd9ce6c755234c5fc3cb24078638c879512f21548d2d433c3f97c83	Seared Cobblestone Slab	CHANGE	Плита из обожжённого булыжника
block:block.tconstruct.seared_cobble_stairs	sha256:0ffd4994297cc2f0165292cb9fdc98522b2345ce232cdd1442459bd032f5e370	Seared Cobblestone Stairs	CHANGE	Ступеньки из обожжённого булыжника
block:block.tconstruct.seared_cobble_wall	sha256:0a2942e6e5081de46906ae104bec26112c2dc270a57ef925d81c01016239ec0b	Seared Cobblestone Wall	CHANGE	Ограда из обожжённого булыжника
item:block.supplementaries.spring_launcher_head	sha256:e9e08823947597aaf9a0c31b375cfc85f05ab3d38df45d54564a22dd31026799	Spring Launcher	CHANGE	Пружинный пускатель
item:block.tconstruct.blood_congealed_slime	sha256:f553a8d69e9f1d3d9929be52f0957ebf7627f2badbcbb898c860a402adec3a78	Blood Congealed Slime	CHANGE	Свернувшаяся кровяная слизь
item:block.tconstruct.blood_slime	sha256:003c9df71b56b4e2b1414b4f33217180e7f4d06b2e227c993407349adfafb183	Blood Slime	CHANGE	Кровяная слизь
item:block.tconstruct.blood_slime_fern	sha256:40898b276b2f800f3d8200550fc73575099a03c76f2c30b5aaceb121c29a2c9a	Bloody Roots	CHANGE	Кровавые корни
item:block.tconstruct.blood_slime_leaves	sha256:31db7fe0d7d4cb737b74ba59e8844207dd6155f9ebe530dc1a41d671c36271da	Bloody Wart	CHANGE	Кровавый нарост
item:block.tconstruct.blood_slime_tall_grass	sha256:c5f9c3b313280d5bbb58aa40a479cb4c86aeea1ea460134606b364764328cc6c	Tall Bloody Grass	CHANGE	Высокая кровавая трава
item:block.tconstruct.earth_cake	sha256:9251103e1419be47dbd378779828b3555665562450c54b706a97b4a70364d8e7	Earthslime Cake	CHANGE	Торт из земной слизи
item:block.tconstruct.earth_slime_crystal_block	sha256:8c4dba3ade24baccf5e5b3b6715b4e2fa35d1d2fb36ad3a78d9063848af1401b	Earthslime Crystal Block	CHANGE	Блок кристалла земной слизи
item:block.tconstruct.earth_slime_crystal_cluster	sha256:5cfa13fd53d68a744cf35c1ff4bd21a76b92412feb628ced3fbc3e6da2576ddf	Earthslime Crystal Cluster	CHANGE	Друза кристалла земной слизи
item:block.tconstruct.earth_slime_dirt	sha256:d2b16c357c5712774fe2ff19e927c673b18dc97c88bd677d184c247d1af63641	Earthslime Dirt	CHANGE	Дёрн земной слизи
item:block.tconstruct.seared_cobble_slab	sha256:be799ad61fd9ce6c755234c5fc3cb24078638c879512f21548d2d433c3f97c83	Seared Cobblestone Slab	CHANGE	Плита из обожжённого булыжника
item:block.tconstruct.seared_cobble_stairs	sha256:0ffd4994297cc2f0165292cb9fdc98522b2345ce232cdd1442459bd032f5e370	Seared Cobblestone Stairs	CHANGE	Ступеньки из обожжённого булыжника
item:block.tconstruct.seared_cobble_wall	sha256:0a2942e6e5081de46906ae104bec26112c2dc270a57ef925d81c01016239ec0b	Seared Cobblestone Wall	CHANGE	Ограда из обожжённого булыжника
item:item.sophisticatedbackpacks.advanced_pump_upgrade	sha256:f68e3d432110d5aa18c5e8c9d1386a713f98286675fec89d24c58144c6109793	Advanced Pump Upgrade	CHANGE	Продвинутое улучшение «Помпа»
item:item.storagedrawers.balance_fill_upgrade	sha256:87aa2be7d7fca429bc1ab999044054f74edeb667b032fb24c7ea48ba1d71e9ec	Balanced Fill Upgrade	CHANGE	Улучшение сбалансированного заполнения
item:item.storagedrawers.conversion_upgrade	sha256:3eba501c66d1c79fa749696efd5b659f940f4fda3fef9e4d124f5f19c79eacb3	Conversion Upgrade	CHANGE	Улучшение преобразования
item:item.storagedrawers.creative_storage_upgrade	sha256:9edb54f36e98f65a2d7c28bf405b801b86f332dea26dc65ad3bda11b3f6f32b7	Creative Storage Upgrade	CHANGE	Творческое улучшение хранилища
item:item.storagedrawers.creative_vending_upgrade	sha256:2fd6d067cb68a0a1975a9a2548dc538c491725a27353e86c6ff78c14140cb061	Creative Vending Upgrade	CHANGE	Творческое улучшение торговли
item:item.storagedrawers.diamond_storage_upgrade	sha256:041dab32dbcab9d7d717f25713b3e177dd67ceb6a4d3bb5bae4030fea8dc6f23	Storage Upgrade (IV)	CHANGE	Улучшение хранилища (IV)
item:item.storagedrawers.drawer_puller	sha256:7e3ac276470c9e973945e68e8484f75b54f8cded67c64b2e7c39b7edaa87d160	Drawer Puller	CHANGE	Извлекатель ящиков
item:item.storagedrawers.emerald_storage_upgrade	sha256:6e7727b924a5fc6db8f6117a8eb286730d6302d046ebe63f534394e8dd035776	Storage Upgrade (V)	CHANGE	Улучшение хранилища (V)
item:item.storagedrawers.fill_level_upgrade	sha256:ae8fa3434f0b6f388e3903cc53eaee8f62e1e3c55bcac98e5243dec0e6bb78c0	Fill Level Upgrade	CHANGE	Улучшение уровня заполнения
item:item.storagedrawers.gold_storage_upgrade	sha256:7908f6cb920288b3e33fe889bf8d33d2377a276dcac5c51c76af16a69690c65a	Storage Upgrade (III)	CHANGE	Улучшение хранилища (III)
item:item.storagedrawers.illumination_upgrade	sha256:368680304e1dabab579d6c7649802515c99a13129c1d17c2cbc3c5d35b98b6e1	Illumination Upgrade	CHANGE	Улучшение освещения
item:item.storagedrawers.iron_storage_upgrade	sha256:de76b9a6f64683ea6f38a92fb1137fa382043ec94155a964daff6087f078e3de	Storage Upgrade (II)	CHANGE	Улучшение хранилища (II)
item:item.storagedrawers.max_redstone_upgrade	sha256:aa829bcdbbf54046e41627c6eeb1d13636aa216337aa1bba7b67123ad729edb5	Max Redstone Upgrade	CHANGE	Максимальное улучшение редстоуна
item:item.storagedrawers.min_redstone_upgrade	sha256:d7a3a2b4d8d49dd41a4a67bfd22d54a3348263c3fd9a0de8675fc60985560ce7	Min Redstone Upgrade	CHANGE	Минимальное улучшение редстоуна
item:item.storagedrawers.obsidian_storage_upgrade	sha256:55e3b5df449c86ba02170a0a6d14a42ef89b844a4e00f630f4324152fce72375	Storage Upgrade (I)	CHANGE	Улучшение хранилища (I)
item:item.storagedrawers.portability_upgrade	sha256:915045dd765e653db7f80c3286ae7168c1a8b3edcc2aacd08d4b169c2d3475f5	Portability Upgrade	CHANGE	Улучшение портативности
item:item.storagedrawers.redstone_upgrade	sha256:8ba548b3345c9cc4a1adafc36ae6a27614f36ffb56b622d86b1458a305f22f56	Redstone Upgrade	CHANGE	Улучшение редстоуна
item:item.storagedrawers.remote_group_upgrade	sha256:a88555039f10fb5593412c7089626d739e8a5c3edda03cd027c98b9f5afa1032	Remote Group Upgrade	CHANGE	Улучшение удалённой группы
item:item.storagedrawers.upgrade_template	sha256:fe3734aa134930f5c7d783f028fcfd28d822a284896cbb7d1cf023e54aec2f33	Upgrade Template	CHANGE	Шаблон улучшения
item:item.storagedrawers.void_upgrade	sha256:640a56e9f444644354bc9f4ecc4eb46ec2f62b77dbf6106e6efb052562dc0bb1	Void Upgrade	CHANGE	Улучшение пустоты
item:item.tconstruct.coin_cast	sha256:77ccb4d4b72afe8e88fec1a655a69fae43e401c5643234630a992b33fea81b8a	Coin Gold Cast	CHANGE	Золотая литейная форма: Монета
item:item.tconstruct.coin_red_sand_cast	sha256:24dba21b556b3d42e984cb1318fb808e3fcac2793a197b73e4cc568ead7ec876	Coin Red Sand Cast	CHANGE	Красная песочная литейная форма: Монета
item:item.tconstruct.coin_sand_cast	sha256:e2a8554207fd98c8ceb839514d4198ebf851be58fa023a5e20e689c772cdb790	Coin Sand Cast	CHANGE	Песочная литейная форма: Монета
item:item.tconstruct.earth_slime_bucket	sha256:94fac1038573484c3474120929537116cdef34959beab372f0b5a62f3cdda837	Earthslime Bucket	CHANGE	Ведро земной слизи
item:item.tconstruct.earth_slime_crystal	sha256:78b0381b891823c79bb432712fb84a724856f918f247db31e9da08e545d348a8	Earthslime Crystal	CHANGE	Кристалл земной слизи
