"id"	"source_hash"	"verdict"	"recommendation"	"reason"	"adjudicator"	"notes"
"patchouli-lang:botania:botania.page.spreader0"	"sha256:fdd90b91ad4f2e7785d64e7fe3ae09ca0beeabb4548152b4c3ce91f2ddf32bb8"	"CHANGE"	"$(item)Распространитель Маны$(0) - это самый важный компонент в деле $(thing)Управления Маной$(0).$(p)Этот блок перемещает $(thing)Ману$(0) из точки А в точку Б. При размещении он смотрит в одну из шести сторон, но щелчок Shift+ПКМ $(l:basics/wand)$(item)Посохом леса$(0)$(/l) повернёт $(item)Распространитель маны$(0) в противоположную от вашего нажатия сторону. Он также может быть направлен на блоки посохом в $(thing)Режиме привязки$(0)"	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.spreader10"	"sha256:236f6070b6d28960ad4ea00397264f79499ab9d2aee1f9c217279061cf1bffab"	"CHANGE"	"Нажав ПКМ по распространителю $(item)Шерстью$(0), вы покроете его ею. Помимо того, что шерсть делает его более привлекательным, она еще и приглушает звук при испускании лучей, делая его не таким неприятным, особенно когда на небольшой территории стоят сразу несколько распр-телей. Если повторно кликнуть по нему ПКМ пустой рукой, вы снимите покрытие из шерсти."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.cacophonium2"	"sha256:be8b9ffc1d92e5c633ae10c107fdac920357700c508bbe4cb72fb5ef2eb94867"	"CHANGE"	"Для максимальной какофонии вы можете нажать Shift+ПКМ по $(item)Нотному блоку$(0), позволяя ему отключать звуки мобов по требованию.$(p)Вы - монстр!"	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.decorativeBlocks0"	"sha256:7ac3f53efcf36bff0fd8b769c1f62b7b78438d197685e26341caa5ce80afc247"	"CHANGE"	"Чтобы сделать ваши строения намного красивее, доступно довольно много декоративных блоков.$(p)Можно превратить блоки $(item)Жизнедерева$(0) и $(item)Жизнекамня$(0) в декоративные блоки. Каждый из них имеет 4 разные вариации."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.decorativeBlocks10"	"sha256:f8593dbdb533258d68d61f714dab5a90c3754cd514e811286a72ce41bcc90765"	"CHANGE"	"Продолжим... $(p)Комбинируя $(item)Незер-кварц$(0) с разными видами субстанций, можно создать широкий спектр других декоративных $(item)Кварцевых$(0) блоков.$(p)Как вы и ожидали, все эти блоки могут быть преобразованы в другие виды декоративных блоков, такие же как и их классический аналог - $(item)Незер-кварц$(0)."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.dispenserTweaks0"	"sha256:14e82aa540235cd5eb453e5513a2ec54973d6ff94a77e3ffa4373b74829c4c97"	"CHANGE"	"$(item)Раздатчик$(0), среди обычных способностей, также может сажать все виды семян, от обычных $(item)Семян пшеницы$(0) до $(item)Адских наростов$(0) и $(item)Какао-бобов$(0). Семена будут посажены на блоке перед раздатчиком.$(p)Это позволяет комбинировать ваши фермы с другими блоками (Например, с $(item)Барабаном дикой природы$(0))."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.headCreating1"	"sha256:b4bb0605beef34807d94893e38012c721d3fdd4601950e2ed95917a818291b15"	"CHANGE"	"Получите вашу голову"	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.mushrooms1"	"sha256:8b80bcdc98f5ee9fc47a77547de5738d251135607109ba80bf4f652ac7157a63"	"CHANGE"	"Они не делают вас больше"	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.phantomInk1"	"sha256:edf3a138e5b9c0175c7b055e81a85da763eca392da40a120c1c19bc06ba97161"	"CHANGE"	"Кого вы собираетесь позвать?"	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.shinyFlowers0"	"sha256:520164a13a4890f27027bc86c3ef61f6e7f29d40fb3a8871d405311ad0067b01"	"CHANGE"	"Комбинируя обычный $(item)Мистический Цветок$(0) со $(item)Светящейся пылью$(0), вы можете добавить им больше яркости, придав им излучение видимого света такого же яркого, как $(item)Светящийся камень$(0).$(p)Добавив немного $(item)Земли$(0) и $(item)Луговых семян$(0), можно превратить их в миниатюрный парящий островок, который будет не только светиться, но и порадует своим необычным видом."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.exchangeRod2"	"sha256:10b9428daf9bcc73361496c107a9ba4c7035344b42fb897c09ab70031df0d826"	"CHANGE"	"Другие жезлы или устройства могут быть использованы для увеличения мощности $(item)Жезла обмена$(0).$(p)Например, наличие $(item)Жезла земель$(0) в вашем инвентаре обеспечивает $(item)Жезл Обмена$(0) бесконечным запасом $(item)Земли$(0), но не стоит забывать про потребление $(item)Маны$(0)!"	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"mantle-book:tconstruct:materials_and_you:intro/storage.json:/text/1/text"	"sha256:26563f8e0274aedfe344bcdd4a71c38b3925f19b0cc384adc1078259aa951b4a"	"CHANGE"	"Ящики для частей позволяют хранить множество дополнительных частей, которые у вас могут быть. В каждом слоте можно хранить не более 8 частей. Если вам нужно больше, значит, вы что-то делаете неправильно или у вас очень запутанные рецепты."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"mantle-book:tconstruct:mighty_smelting:abilities/armor/boots/tconstruct_double_jump.json:/text/0/text"	"sha256:3212d740535f43f0d3446f24bcf55fc30f74aef654e0848d10d1ffa0f1780e9d"	"CHANGE"	"Распрыжка повысит ваши навыки и сделает вас намного лучше в игре. Для достижения максимального эффекта не забудьте немного попрыгать."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"mantle-book:tconstruct:puny_smelting:introduction/thruul.json:/text/0/text"	"sha256:779530d4c38e5a33da0c5e40a601e9038f4658858df8aaa1520c13c453c21ab2"	"CHANGE"	"Ладно, теперь, когда вы закончили возиться с этими слабыми материалами, которые, по мнению Селены вы должны были использовать, настало время для НАСТОЯЩИХ ЛИТЕЙНЫХ МАТЕРИАЛОВ, ТАКИХ КАК МЕТАЛЛ."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"mantle-book:tconstruct:puny_smelting:melting/meltergui2.json:/text/0/text"	"sha256:c7bee4c31e8ca89e7aa16ba92d4a287905e0e8fa2cbc5aadba5a2e82dc8178c2"	"CHANGE"	"1: В эти 3 слота вы помещаете то, что хотите расплавить. Это могут быть руды, слитки или что-то ещё!"	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"mantle-book:tconstruct:puny_smelting:movingfluids/channel2.json:/text/1/text"	"sha256:cf4f878637a09fc12b35f71a08f73f301ad902e169622d9452f34774d206b2d3"	"CHANGE"	"Внутри каналов есть стрелочки, которые показывают направление движения жидкости. Нажатием ПКМ по сторонам каналов, можно переключить их между режимами входа, выхода или заблокировать. Нажав ПКМ по середине канала, вы установите его на выход, непосредственно, под себя, если там имеется ёмкость для жидкостей.  Каналы не могут перемещать жидкость вверх."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"mantle-book:tconstruct:puny_smelting:slotless/slotless.json:/text/0/text"	"sha256:6417aa942cf8e3b3f670811d0ac6f44ac68bd052fa4d8c1bb3a28b9809131f5d"	"CHANGE"	"Закончились слоты? Хорошие новости: все модификаторы в этом разделе не требуют слотов для применения, а некоторые даже могут дать вам ещё больше слотов!"	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"mantle-book:tconstruct:puny_smelting:upgrades/armor/general/tconstruct_springy.json:/text/0/text"	"sha256:ef69a4bf2853c405e447d954aca06da6989b84a6d73aff42ce436e088ecfa42f"	"CHANGE"	"Отлетая, враги дают вам достаточно времени, чтобы развернуться и убежать, или подлечиться"	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_emerald.json:/text/0/text"	"sha256:74eae3c9e42d2f1bbb16a85b70613e8e16c83b17a04d885e9c1d0850f201b993"	"CHANGE"	"Лучший друг крестьянина, но не позволяй крестьянам видеть, как ты накладываешь его! Эти талисманы удачи не для вас."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"mantle-book:tconstruct:puny_smelting:upgrades/harvest/tconstruct_hydraulic.json:/text/0/text"	"sha256:2da90422464c9505bcc9c34be091b9ba8d4a6c84e7bbe423b85f90e022448172"	"CHANGE"	"Используя магию насосов и жидкостей, вы можете с лёгкостью перемещать предметы. Я имею в виду, что это возможно, но не в вашем случае."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"mantle-book:tconstruct:puny_smelting:upgrades/melee.json:/text/0/text"	"sha256:7fa30eb16c386104b2459d26b1bcbff7d576ca8572679a792c48d21aa4933f69"	"CHANGE"	"Возможно, с помощью этих улучшений вы сможете выковать самое сильное оружие из всех существующих. Конечно, какое оружие вы выберете, зависит только от вас."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"mantle-book:tconstruct:puny_smelting:upgrades/melee.json:/text/1/text"	"sha256:62c4863916bceff9cd57d797b2c9a7552dbf567f0de878a74db7b4dbe77b4fde"	"CHANGE"	"Эти улучшения могут расширить возможности вашего оружия, увеличить урон, наносимый вами в целом, конкретным мобам или и тем, и другим. Выбор за вами."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"mantle-book:tconstruct:tinkers_gadgetry:exploration/grass_seeds.json:/text/0/text"	"sha256:49bff5d976a080b96315a4b573e6c85044e98d6905014d938fb3bacbdb76c4db"	"CHANGE"	"Иногда, исследуя подземелья или крепости в Незере, я находил в сундуках слизневые семена. Я не знаю их происхождения, но если посадить их на обычный или слизневый дёрн, получится слизневый дёрн такого же качества, как если бы вы пересадили его с одного из островов. Я также видел в этих сундуках слизневые саженцы, так что, возможно, вы можете получить всю флору островов, ни разу не побывав на одном из них."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"mantle-book:tconstruct:tinkers_gadgetry:gadgets/piggybackpack.json:/text/0/text"	"sha256:bfb21f54bed5a3043ff5ddb6f4598ada981af81884a5212b20fbcbbefb8a399a"	"CHANGE"	"Используя свино-рюкзак на мобе, вы можете поднять его, чтобы он прокатился на вас, что идеально подходит, когда ваша свинья устает во время долгих путешествий. В них также удобно подбрасывать монстров в плавильню. Я успешно носил до 3 свин-рюкзаков одновременно, хотя с таким количеством наездников трудно ходить."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
