"id"	"source_hash"	"verdict"	"recommendation"	"reason"	"reviewer"	"method"
"patchouli-lang:botania:botania.page.decorativeBlocks10"	"sha256:f8593dbdb533258d68d61f714dab5a90c3754cd514e811286a72ce41bcc90765"	"CHANGE"	"Продолжим…$(p)Из $(item)Незер-кварца$(0) и разных материалов можно создавать другие декоративные $(item)Кварцевые$(0) блоки.$(p)Из каждого такого кварца, как и из обычного, можно создать соответствующий $(item)блок$(0)."	"Исправлено по исчерпывающему заключению checkpoint-review."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"patchouli-lang:botania:botania.page.dispenserTweaks0"	"sha256:14e82aa540235cd5eb453e5513a2ec54973d6ff94a77e3ffa4373b74829c4c97"	"CHANGE"	"$(item)Раздатчик$(0) сажает любые семена — от $(item)Семян пшеницы$(0) до $(item)Адских наростов$(0) и $(item)Какао-бобов$(0); для последних перед раздатчиком должен быть блок древесины джунглей.$(p)Вместе с другими блоками, например с $(item)Барабаном дикой природы$(0), это позволяет полностью автоматизировать выращивание культур."	"Исправлено по исчерпывающему заключению checkpoint-review."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"patchouli-lang:botania:botania.page.headCreating1"	"sha256:b4bb0605beef34807d94893e38012c721d3fdd4601950e2ed95917a818291b15"	"CHANGE"	"Получите вашу голову"	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"patchouli-lang:botania:botania.page.mushrooms1"	"sha256:8b80bcdc98f5ee9fc47a77547de5738d251135607109ba80bf4f652ac7157a63"	"CHANGE"	"Они не делают вас больше"	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"patchouli-lang:botania:botania.page.phantomInk1"	"sha256:edf3a138e5b9c0175c7b055e81a85da763eca392da40a120c1c19bc06ba97161"	"CHANGE"	"Кого вы собираетесь позвать?"	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"patchouli-lang:botania:botania.page.shinyFlowers0"	"sha256:520164a13a4890f27027bc86c3ef61f6e7f29d40fb3a8871d405311ad0067b01"	"CHANGE"	"Посыпьте $(item)Светящейся пылью$(0) $(l:basics/flowers)$(item)Мистический Цветок$(0)$(/l), чтобы получить $(item)Мерцающий цветок$(0), который светит так же ярко, как $(item)Светящийся камень$(0).$(p)Соедините его с $(item)Землёй$(0) и $(l:tools/grass_seeds)$(item)Луговыми семенами$(0)$(/l), чтобы получить $(item)Парящий цветок$(0) — миниатюрный светящийся остров."	"Исправлено по исчерпывающему заключению checkpoint-review."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"patchouli-lang:botania:botania.page.exchangeRod2"	"sha256:10b9428daf9bcc73361496c107a9ba4c7035344b42fb897c09ab70031df0d826"	"CHANGE"	"Другие жезлы и устройства могут снабжать $(item)Жезл обмена$(0) блоками.$(p)Например, $(l:tools/dirt_rod)$(item)Жезл земель$(0)$(/l) в инвентаре даёт $(item)Жезлу обмена$(0) бесконечный запас $(item)Земли$(0), если хватает $(thing)Маны$(0) на её создание.$(p)Если не нужно заменять кубическую область, $(l:tools/temperance_stone)$(item)Камень сдержанности$(0)$(/l) уменьшит её до плоскости блоков."	"Исправлено по исчерпывающему заключению checkpoint-review."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:materials_and_you:intro/storage.json:/text/1/text"	"sha256:26563f8e0274aedfe344bcdd4a71c38b3925f19b0cc384adc1078259aa951b4a"	"CHANGE"	"Ящики для частей позволяют хранить множество дополнительных частей, которые у вас могут быть. В каждом слоте можно хранить не более 8 частей. Если вам нужно больше, значит, вы что-то делаете неправильно или у вас очень запутанные рецепты."	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:mighty_smelting:abilities/armor/boots/tconstruct_double_jump.json:/text/0/text"	"sha256:3212d740535f43f0d3446f24bcf55fc30f74aef654e0848d10d1ffa0f1780e9d"	"CHANGE"	"Распрыжка прокачивает ваши навыки и делает вас гораздо лучше в игре. Для максимального эффекта не забывайте иногда полежать."	"Исправлено по исчерпывающему заключению checkpoint-review."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:puny_smelting:introduction/thruul.json:/text/0/text"	"sha256:779530d4c38e5a33da0c5e40a601e9038f4658858df8aaa1520c13c453c21ab2"	"CHANGE"	"Ладно, теперь, когда вы закончили возиться со слабыми материалами, которыми, по мнению Селены, вам следовало пользоваться, пора перейти к НАСТОЯЩИМ ЛИТЕЙНЫМ МАТЕРИАЛАМ, ТАКИМ КАК МЕТАЛЛ."	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:puny_smelting:melting/meltergui2.json:/text/0/text"	"sha256:c7bee4c31e8ca89e7aa16ba92d4a287905e0e8fa2cbc5aadba5a2e82dc8178c2"	"CHANGE"	"1: В эти 3 слота вы помещаете то, что хотите расплавить. Это могут быть руды, слитки или что-то ещё!"	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:puny_smelting:movingfluids/channel2.json:/text/1/text"	"sha256:cf4f878637a09fc12b35f71a08f73f301ad902e169622d9452f34774d206b2d3"	"CHANGE"	"Внутри каналов есть стрелки, показывающие направление движения жидкости. Нажимая ПКМ по сторонам канала, можно переключать его между входом, выходом и отключённым состоянием. Нажмите ПКМ по середине канала, чтобы направить жидкость прямо вниз, если под ним есть подходящая ёмкость. Каналы не передают жидкость вверх."	"Лишний пробел, неверное управление и неестественный порядок слов."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:puny_smelting:slotless/slotless.json:/text/0/text"	"sha256:6417aa942cf8e3b3f670811d0ac6f44ac68bd052fa4d8c1bb3a28b9809131f5d"	"CHANGE"	"Закончились слоты? Хорошие новости: все модификаторы в этом разделе не требуют слотов для применения, а некоторые даже могут дать вам ещё больше слотов!"	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:puny_smelting:upgrades/armor/general/tconstruct_springy.json:/text/0/text"	"sha256:ef69a4bf2853c405e447d954aca06da6989b84a6d73aff42ce436e088ecfa42f"	"CHANGE"	"Отбрасывая врагов, вы получаете достаточно времени, чтобы развернуться, убежать или подлечиться."	"Деепричастный оборот без естественной связи и пропущена точка."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:puny_smelting:upgrades/general/tconstruct_emerald.json:/text/0/text"	"sha256:74eae3c9e42d2f1bbb16a85b70613e8e16c83b17a04d885e9c1d0850f201b993"	"CHANGE"	"Лучший друг крестьянина. Только не давайте крестьянам увидеть, как вы применяете это улучшение: это не ваши талисманы удачи."	"Смешано обращение на «ты» и «вы»."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:puny_smelting:upgrades/harvest/tconstruct_hydraulic.json:/text/0/text"	"sha256:2da90422464c9505bcc9c34be091b9ba8d4a6c84e7bbe423b85f90e022448172"	"CHANGE"	"Используя магию насосов и жидкостей, вы можете с лёгкостью перемещать предметы. Я имею в виду, что это возможно, но не в вашем случае."	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:puny_smelting:upgrades/melee.json:/text/0/text"	"sha256:7fa30eb16c386104b2459d26b1bcbff7d576ca8572679a792c48d21aa4933f69"	"CHANGE"	"Возможно, с помощью этих улучшений вы сможете выковать самое сильное оружие из всех существующих. Конечно, какое оружие вы выберете, зависит только от вас."	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:puny_smelting:upgrades/melee.json:/text/1/text"	"sha256:62c4863916bceff9cd57d797b2c9a7552dbf567f0de878a74db7b4dbe77b4fde"	"CHANGE"	"Эти улучшения могут раскрыть потенциал оружия ближнего боя, увеличить общий урон, урон по определённым мобам или и то и другое. Выбор за вами."	"Исправлено по исчерпывающему заключению checkpoint-review."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:tinkers_gadgetry:exploration/grass_seeds.json:/text/0/text"	"sha256:49bff5d976a080b96315a4b573e6c85044e98d6905014d938fb3bacbdb76c4db"	"CHANGE"	"Иногда, исследуя подземелья или крепости в Незере, я находил в сундуках слизневые семена. Я не знаю их происхождения, но если посадить их на обычный или слизневый дёрн, получится слизневый дёрн такого же качества, как если бы вы пересадили его с одного из островов. Я также видел в этих сундуках слизневые саженцы, так что, возможно, вы можете получить всю флору островов, ни разу не побывав на одном из них."	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:tinkers_gadgetry:gadgets/piggybackpack.json:/text/0/text"	"sha256:bfb21f54bed5a3043ff5ddb6f4598ada981af81884a5212b20fbcbbefb8a399a"	"CHANGE"	"Свино-рюкзак позволяет поднять моба и посадить его себе на спину — удобно, когда свинья устала в долгом пути. В такие рюкзаки также удобно бросать монстров в плавильню. Мне удавалось носить до трёх свино-рюкзаков сразу, хотя ходить с таким количеством седоков непросто."	"Неверное управление «используя ... на мобе» и неестественная фраза."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"mantle-book:tconstruct:mighty_smelting:abilities/armor/boots/tconstruct_pathing.json:/effects/0"	"sha256:32ab9174035796acc4c32602a5838a3fcf57da983a708d3b729334b9260929c6"	"CHANGE"	"Создаёт дорожки, пока вы идёте."	"Ошибочный PASS: неестественная формулировка и пропущено ё."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
"ie-manual:immersiveengineering:lightning_rod.txt:line:4"	"sha256:8815ad4cf0316879c54495fc73102e95428afdf090db700cffa59b091f20292c"	"CHANGE"	"При ударе по стальному столбу огромное количество энергии накапливается в основании Молниеотвода, а затем медленно распределяется по боковым энергетическим выходам."	"Ошибочный PASS: повтор «по ... по» ухудшает естественность."	"/root/checkpoint11_language_fixer"	"clean-full-reread-fix-iteration"
