"id"	"source_hash"	"verdict"	"recommendation"	"reason"	"checked_dimensions"	"reviewer"	"method"
"patchouli-lang:botania:botania.page.craftCrate4"	"sha256:f611b52671b57c135fb95fb3cbe94a048ff15530ea5f8b42c204f193a25c4deb"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.craftCrate7"	"sha256:aa5dff0a9d8a3944241829b6fb981619e95b9a4e56493937df3566cbf1d41920"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.craftCrate5"	"sha256:6fa6ba3d17f63ef8e5a828a36fd6e828643014d3bde40e2aaac38c68e222f72a"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.craftCrate6"	"sha256:976adc3295f79aef5f6f02746b1dbe75c697cb0ec9e8b6b8fb6030bd0463e655"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.craftCrate8"	"sha256:c42f3b03e2d48c1429fbc0ebfe842862b14dcfe9d42c3cd3b697bf59dddb05ae"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.craftCrate9"	"sha256:b3711f29644302cac75091c2b1c1f38535f4549516d67e1b7fba1f420975ce5b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.entry.felPumpkin"	"sha256:661bbdf66d783e900496c70f75026edcd4cfe3c66a365d246c9f5dc104d9070d"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.felPumpkin0"	"sha256:9ce91d78b709797e5450b460c7291dfeb82312da77c48e7aa20e729294a35ecb"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.felPumpkin1"	"sha256:1ca54e15b8fc101da3b0874ed8a4fe2b48728b79ef083caf3261ddf8cf2fa168"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.entry.flasks"	"sha256:f7a3f28d8667929e1f01cb709d95186f3979b7ebb1f627ccb7caa699edce66fe"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.flasks0"	"sha256:60396e2fd512d38d9799aaef04220f90839fb4c3f06ccc6f3f53df4a03e67858"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.flasks1"	"sha256:4442e5e38262cb054cede22e36677652e95eac1ab85e8fbd305621abd972cc43"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.flasks2"	"sha256:74ee6a7c92cd7d525f8aa67f7542424e871f0806653f0f52923524d8a5552405"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.entry.forestDrum"	"sha256:2a748efc1b13566261b8619aa769e4c603e6297c6fa81b36c5a4302362d3a68b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.forestDrum0"	"sha256:8f98e72eebd7fb3c132d03f3cdb99921d7e5b5ab055d341d33047eb1ca8751ac"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.forestDrum1"	"sha256:6def46bc492fe51531c869327afffb86bae51e43ef1edda9905d9013e50eae5f"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.forestDrum2"	"sha256:f552235b6e1b15526f4512d81541e0031d2e6aacc74bdedadf3e19f700e30ded"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.entry.forestEye"	"sha256:7a0b215a723d7bd1d5d7d538da71b42e9cceed706d5ab0001b739686859a8b8d"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.forestEye0"	"sha256:ecf5ed2f202bfa6061d8d6f61ac2de49ff3a059ed8efc5ed891a75d16df4fe6d"	"CHANGE"	"Как и древние, которые использовали глаз, чтобы изучать мир в поиске живых существ, ваш $(item)Глаз Древних$(0), будет делать то же самое.$(p)Присоединённый к глазу $(item)Компаратор$(0), будет посылать Редстоун сигнал эквивалентный количеству животных находящихся рядом с ним."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.forestEye1"	"sha256:f7e5ca0fb179a36e5085e71591b0cded14f5a5008eb8efc81d2fad21070cfde5"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.forestEye2"	"sha256:ef6a08b5a3428809401a51bb1e7d443b3338fcfbca79a2d52ed67bb39e0e4781"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.entry.gatherDrum"	"sha256:339c2b59b2f12f731244bad101d47b9272e542009915ebdcf1bd06a8a028748b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.gatherDrum0"	"sha256:80ee9607abed8bd2f5908902a789bf512c3c49652e048a41169dddf73dc1dcb4"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.gatherDrum1"	"sha256:7cb4942c38a02651b841efc230e1ef6caf96297bfd4d8074db1391685ae56aa2"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.entry.ghostRail"	"sha256:4ea9dd9727a85f42ffe23112c14e00d7cb9b9ac2e5e811f81e47aca98583e06f"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.ghostRail0"	"sha256:6d1f750315112d2a01104210d1c81e73d3a244d0c63aabb439af67b6416ad189"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.ghostRail1"	"sha256:a15805f073d59cf8a3c63c038a8b7157d078d1cb13479abe9adceebabbf1a53d"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.entry.hourglass"	"sha256:80c68bb9cf2feffd8704414b0eff5976fa451cc1eeac30fa0200baf87a0d57ea"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.hourglass0"	"sha256:a2ff0c352fb44fd0db4e4f5314165e929000af62ce2d9a613191f48baa02799b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.hourglass1"	"sha256:6e14cf2da7ae0cc595a6ef7beb8883ca6888bec60acd8c3a9b880541908ab084"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.hourglass2"	"sha256:20b0d7002a26ea53456b115e5f88f34787e675d66885d4c27e9c6523bd89884c"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.hourglass3"	"sha256:09ec8dfae5adcdafdc13eb6d150489768bf938148226ca3e9ff3a21f62354a5a"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.hourglass4"	"sha256:ec8cc638338e383f46eba4d4e9f28a3656e53a8a28957573b2df2c50350ff723"	"CHANGE"	"Щелчок правой кнопкой мыши по блоку с помощью $(item)Посох леса$(0) блокирует (и разблокирует) его. Если вы заблокировали, песок не может быть добавлен или удален, на случай, если кто-то щелкнет его правой кнопкой мыши на аварии. $(p)Если $(thing)Всплеск маны$(0) сталкивается с блоком, это остановит поток песка и остановит таймер."	"Исправлена опечатка: «Если a $(thing)Всплеск ману$(0)» -> «Если $(thing)Всплеск маны$(0)»."	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.hourglass6"	"sha256:b046a0bc44b7245ce160abb13cacab9f5999f2924136fea68c58e8cbe50d1345"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.hourglass5"	"sha256:e0dae675a818e2ab592e19f264f3715833b1b5ffa76d51f7ff85bf3e046f207f"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.entry.incense"	"sha256:418535a836f58b5610cc071bd420efeae7387440302608bb1b6dfa6b20706557"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.incense0"	"sha256:a3cceed9f2def1468e3497a06f8c013841e6f1407651f524550fbc145ecd5b19"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.incense1"	"sha256:890e771db2f24617c41f556baf229bace268a24890803b20e3f6cc2005a1061c"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.incense2"	"sha256:d38a465144a04b38106b5584af94aa66e14a9079b99b689caa716ec71822ec17"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.incense5"	"sha256:bd9b0f94b8c63ab82d40af5316505ad7cbdc235d03af83bba58845096e14e449"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.incense3"	"sha256:03bb2365682862d15c31434a6f9337330337e64d598296eacbdcd6bc3f804b37"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.incense4"	"sha256:f8afa757f8785e8b06f1b22b4110dafbcc4481a55831c42f7c683bd55b4b175f"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.entry.manaAlchemy"	"sha256:c57bc84be21d9a75d80d68122e1b2f8f0124937b25b94ff5887b5b9891c0b528"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy0"	"sha256:a83cf19bd5c2db02e83d57f6782649b13a2b4596d0e545d96512c4b5cd95f831"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy1"	"sha256:4057ff033913b444d842d109dc0c5193d617df71ba9ccd19bafd91d43723547a"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy2"	"sha256:c24c316f5ce7326ef0faab0e3267e84346afa169bf66b879d13492fbb1260070"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy3"	"sha256:c0c2e5ec97d20580aec7db1ea2f83d797bae90dbd1b0ca130f9d24ca42bb8b26"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy4"	"sha256:53161b90398b48a05aa455897513b9e7abd1cc6ab2e4d4c6011de942fbfbf9dc"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemyFroglightCycle"	"sha256:6c921161905e54565929ec30d2afd648d2e9532d6e95b6daf4a776796a3dd4e8"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy5"	"sha256:97ea43ae35d0f56bb662414905908a1d12bff7400c4ee68f3fc546cc050fb373"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy6"	"sha256:e2a24d88728d634488fdfd61cf7e652c6ab95fd2aa4ca93b17cd1ee28ccaaf4d"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy7"	"sha256:18491c06c16d079fc4124e61a3e2fbc5007facb2f268ab6e6458e86705b87288"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy8"	"sha256:820132aa6bc6620b159dcbcf99a867f04bfbd77cb33fbadef599df1ba3f8ecb5"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy9"	"sha256:ba05bc42e1bf880d3cc376927f97d094e9942a7e38b98386bfff28baf6e2d8d2"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy10"	"sha256:5a5e9716ae64c16d78d908e0b28333b3a14359ad843eca086f47cb4950435d4e"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy11"	"sha256:678cf9ed2ce6f44a2493969d9bd5c69e6076503c1ac4c9f3ec1723215279a656"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy12"	"sha256:5419344750932999b6f45a898794492f93d740bdd0eb7cdfc219fa78a02b18dc"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy13"	"sha256:b0fe73dd9c75539db8f76e4d2584e1661e3e8ed8fb9d21eeb7265a126c19777b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy14"	"sha256:69b0318d47c9d80775a79e236394ace1daacb579270d46365a5b9a0dd750cc18"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy15"	"sha256:fd9cd70a4d66a0e8bee0c8ebb704d68ec421d2efae621ca814bb0a9de965b477"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy16"	"sha256:c7c6461fbc7288ef331cd387bd13bb63c358a244f9f65d96160de743fa7c542a"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy17"	"sha256:782ed624fd4244363025d4fddb84cedac601563d1718526fd3e9dc49a5836054"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy18"	"sha256:b1c89c368de670cebf0f27fcc7904bdcf6a3e5760a38c52da5a39070516dfd89"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy19"	"sha256:bf0ecba4b9fc0409c15f66a62fb0926c0db8e22c668bc0aa5936de58fe46134b"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy20"	"sha256:e635029ad3411e92d934bb41de1917d844f55b21832b0ac3a53ab2eec208dfb0"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy21"	"sha256:c66281fc23b740d958f3f140825c6ee5169aa87220ed68a591db8295095d847f"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy26"	"sha256:1403257a1c79b188ea89c85b34e1a6b80822890c9bb03079d47f03b132a92733"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
"patchouli-lang:botania:botania.page.manaAlchemy22"	"sha256:bd749128e3f2536a849b3426784cf6857ae52d3162ac59d67a4dd89cd772b914"	"PASS"	""	""	"PUNCT|GRAMMAR|SYNTAX|GOVERNMENT|COLLOCATION|COHERENCE|CALQUE|WORD_ORDER|NATURALNESS|TERMINOLOGY|REGISTER"	"/root/original_language_editor_b"	"blind_full_context_original_review_b"
