"id"	"source_hash"	"old_translation"	"new_translation"	"reason"	"independent_review"	"reviewer"	"initial_new_translation"	"review_notes"
"item:item.botania.terrasteel_nugget"	"sha256:a1220d27290d1f6384b1ad3a13410f4e0a31d51ba64f5eceb1fe24b5f312772f"	"Cамородок террастали"	"Самородок террастали"	"replace Latin C lookalike with Cyrillic С"	"APPROVED"	"/root/original_changes_review"	"Самородок террастали"	"APPROVED_AS_IS"
"item:item.botania.vial"	"sha256:78c675a40ff6150a0c214ac5eab445aaf733b4a2224a54bee2188168751e8501"	"Пузырёк из манастали"	"Пузырёк из манастекла"	"match Managlass material terminology"	"APPROVED"	"/root/original_changes_review"	"Пузырёк из манастекла"	"APPROVED_AS_IS"
"item:item.enderio.refined_storage_conduit"	"sha256:6f46f1eee463808a8e8ce127f1177531a843142f587084c9716fe931da5f75bd"	"Refined Storage Conduit"	"Труба Refined Storage"	"translate Conduit while retaining product name"	"APPROVED"	"/root/original_changes_review"	"Труба Refined Storage"	"APPROVED_AS_IS"
"item:item.farmersdelight.flint_knife"	"sha256:edcad143358cbfc7b82ded8844e2c264afdea85281f43da15e79ce7e33e1aa41"	"Кремневый нож"	"Деревянный нож"	"follow supplied English source Wooden Knife"	"APPROVED"	"/root/original_changes_review"	"Деревянный нож"	"APPROVED_AS_IS"
"block:block.tconstruct.blood_congealed_slime"	"sha256:f553a8d69e9f1d3d9929be52f0957ebf7627f2badbcbb898c860a402adec3a78"	"Свернувшаяся кровь"	"Свернувшаяся кровяная слизь"	"В Blood Congealed Slime сохранено значение «слизь»."	"APPROVED"	"/root/original_changes_review"	"Свернувшаяся кровяная слизь"	"APPROVED_AS_IS"
"block:block.tconstruct.blood_slime"	"sha256:003c9df71b56b4e2b1414b4f33217180e7f4d06b2e227c993407349adfafb183"	"Блок крови"	"Кровяная слизь"	"Blood Slime не должна терять значение «слизь»."	"APPROVED"	"/root/original_changes_review"	"Кровяная слизь"	"APPROVED_AS_IS"
"block:block.tconstruct.blood_slime_fern"	"sha256:40898b276b2f800f3d8200550fc73575099a03c76f2c30b5aaceb121c29a2c9a"	"Слизневые корни"	"Кровавые корни"	"Bloody Roots не являются слизневыми корнями."	"APPROVED"	"/root/original_changes_review"	"Кровавые корни"	"APPROVED_AS_IS"
"block:block.tconstruct.blood_slime_leaves"	"sha256:31db7fe0d7d4cb737b74ba59e8844207dd6155f9ebe530dc1a41d671c36271da"	"Слизневый нарост"	"Кровавый нарост"	"Bloody Wart не является слизневым наростом."	"APPROVED"	"/root/original_changes_review"	"Кровавый нарост"	"APPROVED_AS_IS"
"block:block.tconstruct.blood_slime_tall_grass"	"sha256:c5f9c3b313280d5bbb58aa40a479cb4c86aeea1ea460134606b364764328cc6c"	"Высокая слизневая трава"	"Высокая кровавая трава"	"В Tall Bloody Grass сохранено значение Bloody."	"APPROVED"	"/root/original_changes_review"	"Высокая кровавая трава"	"APPROVED_AS_IS"
"block:block.tconstruct.earth_cake"	"sha256:9251103e1419be47dbd378779828b3555665562450c54b706a97b4a70364d8e7"	"Слизневый торт"	"Торт из земной слизи"	"В Earthslime Cake сохранён вид слизи."	"APPROVED"	"/root/original_changes_review"	"Торт из земной слизи"	"APPROVED_AS_IS"
"block:block.tconstruct.earth_slime_crystal_block"	"sha256:8c4dba3ade24baccf5e5b3b6715b4e2fa35d1d2fb36ad3a78d9063848af1401b"	"Блок слизневого кристалла"	"Блок кристалла земной слизи"	"В Earthslime Crystal Block сохранён вид слизи."	"APPROVED"	"/root/original_changes_review"	"Блок кристалла земной слизи"	"APPROVED_AS_IS"
"block:block.tconstruct.earth_slime_crystal_cluster"	"sha256:5cfa13fd53d68a744cf35c1ff4bd21a76b92412feb628ced3fbc3e6da2576ddf"	"Слизневая кристальная друза"	"Друза кристалла земной слизи"	"В Earthslime Crystal Cluster сохранён вид слизи."	"APPROVED"	"/root/original_changes_review"	"Друза кристалла земной слизи"	"APPROVED_AS_IS"
"block:block.tconstruct.earth_slime_dirt"	"sha256:d2b16c357c5712774fe2ff19e927c673b18dc97c88bd677d184c247d1af63641"	"Слизневый дёрн"	"Дёрн земной слизи"	"В Earthslime Dirt сохранён вид слизи."	"APPROVED"	"/root/original_changes_review"	"Дёрн земной слизи"	"APPROVED_AS_IS"
"block:block.tconstruct.earth_slime_fluid"	"sha256:3239e38d95b6c2c6d8cc003c8f127d0d6596d50f818c48ec12f23b882284d754"	"Слизь"	"Земная слизь"	"Earthslime не следует обобщать до «слизи»."	"APPROVED"	"/root/original_changes_review"	"Земная слизь"	"APPROVED_AS_IS"
"block:block.tconstruct.magma_fluid"	"sha256:4475ce64bb06e7a73fd4fc71bf4fdbfe531938d2b9d70ab23cc85a6929c485f3"	"Сгусток магмы"	"Магма"	"Magma передана без добавленного значения «сгусток»."	"APPROVED"	"/root/original_changes_review"	"Магма"	"APPROVED_AS_IS"
"block:block.tconstruct.seared_cobble_slab"	"sha256:be799ad61fd9ce6c755234c5fc3cb24078638c879512f21548d2d433c3f97c83"	"Плита из обожжёного булыжника"	"Плита из обожжённого булыжника"	"Исправлена орфография: «обожжённого»."	"APPROVED"	"/root/original_changes_review"	"Плита из обожжённого булыжника"	"APPROVED_AS_IS"
"block:block.tconstruct.seared_cobble_stairs"	"sha256:0ffd4994297cc2f0165292cb9fdc98522b2345ce232cdd1442459bd032f5e370"	"Ступеньки из обожжёного булыжника"	"Ступеньки из обожжённого булыжника"	"Исправлена орфография: «обожжённого»."	"APPROVED"	"/root/original_changes_review"	"Ступеньки из обожжённого булыжника"	"APPROVED_AS_IS"
"block:block.tconstruct.seared_cobble_wall"	"sha256:0a2942e6e5081de46906ae104bec26112c2dc270a57ef925d81c01016239ec0b"	"Ограда из обожжёного булыжника"	"Ограда из обожжённого булыжника"	"Исправлена орфография: «обожжённого»."	"APPROVED"	"/root/original_changes_review"	"Ограда из обожжённого булыжника"	"APPROVED_AS_IS"
"item:block.supplementaries.spring_launcher_head"	"sha256:e9e08823947597aaf9a0c31b375cfc85f05ab3d38df45d54564a22dd31026799"	"Запускатель"	"Пружинный пускатель"	"В названии сохранён определяющий признак spring."	"APPROVED"	"/root/original_changes_review"	"Пружинный пускатель"	"APPROVED_AS_IS"
"item:block.tconstruct.blood_congealed_slime"	"sha256:f553a8d69e9f1d3d9929be52f0957ebf7627f2badbcbb898c860a402adec3a78"	"Свернувшаяся кровь"	"Свернувшаяся кровяная слизь"	"В Blood Congealed Slime сохранено значение «слизь»."	"APPROVED"	"/root/original_changes_review"	"Свернувшаяся кровяная слизь"	"APPROVED_AS_IS"
"item:block.tconstruct.blood_slime"	"sha256:003c9df71b56b4e2b1414b4f33217180e7f4d06b2e227c993407349adfafb183"	"Блок крови"	"Кровяная слизь"	"Blood Slime не должна терять значение «слизь»."	"APPROVED"	"/root/original_changes_review"	"Кровяная слизь"	"APPROVED_AS_IS"
"item:block.tconstruct.blood_slime_fern"	"sha256:40898b276b2f800f3d8200550fc73575099a03c76f2c30b5aaceb121c29a2c9a"	"Слизневые корни"	"Кровавые корни"	"Bloody Roots не являются слизневыми корнями."	"APPROVED"	"/root/original_changes_review"	"Кровавые корни"	"APPROVED_AS_IS"
"item:block.tconstruct.blood_slime_leaves"	"sha256:31db7fe0d7d4cb737b74ba59e8844207dd6155f9ebe530dc1a41d671c36271da"	"Слизневый нарост"	"Кровавый нарост"	"Bloody Wart не является слизневым наростом."	"APPROVED"	"/root/original_changes_review"	"Кровавый нарост"	"APPROVED_AS_IS"
"item:block.tconstruct.blood_slime_tall_grass"	"sha256:c5f9c3b313280d5bbb58aa40a479cb4c86aeea1ea460134606b364764328cc6c"	"Высокая слизневая трава"	"Высокая кровавая трава"	"В Tall Bloody Grass сохранено значение Bloody."	"APPROVED"	"/root/original_changes_review"	"Высокая кровавая трава"	"APPROVED_AS_IS"
"item:block.tconstruct.earth_cake"	"sha256:9251103e1419be47dbd378779828b3555665562450c54b706a97b4a70364d8e7"	"Слизневый торт"	"Торт из земной слизи"	"В Earthslime Cake сохранён вид слизи."	"APPROVED"	"/root/original_changes_review"	"Торт из земной слизи"	"APPROVED_AS_IS"
"item:block.tconstruct.earth_slime_crystal_block"	"sha256:8c4dba3ade24baccf5e5b3b6715b4e2fa35d1d2fb36ad3a78d9063848af1401b"	"Блок слизневого кристалла"	"Блок кристалла земной слизи"	"В Earthslime Crystal Block сохранён вид слизи."	"APPROVED"	"/root/original_changes_review"	"Блок кристалла земной слизи"	"APPROVED_AS_IS"
"item:block.tconstruct.earth_slime_crystal_cluster"	"sha256:5cfa13fd53d68a744cf35c1ff4bd21a76b92412feb628ced3fbc3e6da2576ddf"	"Слизневая кристальная друза"	"Друза кристалла земной слизи"	"В Earthslime Crystal Cluster сохранён вид слизи."	"APPROVED"	"/root/original_changes_review"	"Друза кристалла земной слизи"	"APPROVED_AS_IS"
"item:block.tconstruct.earth_slime_dirt"	"sha256:d2b16c357c5712774fe2ff19e927c673b18dc97c88bd677d184c247d1af63641"	"Слизневый дёрн"	"Дёрн земной слизи"	"В Earthslime Dirt сохранён вид слизи."	"APPROVED"	"/root/original_changes_review"	"Дёрн земной слизи"	"APPROVED_AS_IS"
"item:block.tconstruct.seared_cobble_slab"	"sha256:be799ad61fd9ce6c755234c5fc3cb24078638c879512f21548d2d433c3f97c83"	"Плита из обожжёного булыжника"	"Плита из обожжённого булыжника"	"Исправлена орфография: «обожжённого»."	"APPROVED"	"/root/original_changes_review"	"Плита из обожжённого булыжника"	"APPROVED_AS_IS"
"item:block.tconstruct.seared_cobble_stairs"	"sha256:0ffd4994297cc2f0165292cb9fdc98522b2345ce232cdd1442459bd032f5e370"	"Ступеньки из обожжёного булыжника"	"Ступеньки из обожжённого булыжника"	"Исправлена орфография: «обожжённого»."	"APPROVED"	"/root/original_changes_review"	"Ступеньки из обожжённого булыжника"	"APPROVED_AS_IS"
"item:block.tconstruct.seared_cobble_wall"	"sha256:0a2942e6e5081de46906ae104bec26112c2dc270a57ef925d81c01016239ec0b"	"Ограда из обожжёного булыжника"	"Ограда из обожжённого булыжника"	"Исправлена орфография: «обожжённого»."	"APPROVED"	"/root/original_changes_review"	"Ограда из обожжённого булыжника"	"APPROVED_AS_IS"
"item:item.sophisticatedbackpacks.advanced_pump_upgrade"	"sha256:f68e3d432110d5aa18c5e8c9d1386a713f98286675fec89d24c58144c6109793"	"Продвиутое улучшение «Помпа»"	"Продвинутое улучшение «Помпа»"	"Исправлена орфографическая ошибка в термине улучшения."	"APPROVED"	"/root/original_changes_review"	"Продвинутое улучшение «Помпа»"	"APPROVED_AS_IS"
"item:item.storagedrawers.balance_fill_upgrade"	"sha256:87aa2be7d7fca429bc1ab999044054f74edeb667b032fb24c7ea48ba1d71e9ec"	"Обновление сбалансированного наполнения"	"Улучшение сбалансированного заполнения"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Улучшение сбалансированного заполнения"	"APPROVED_AS_IS"
"item:item.storagedrawers.conversion_upgrade"	"sha256:3eba501c66d1c79fa749696efd5b659f940f4fda3fef9e4d124f5f19c79eacb3"	"Обновление конверсии"	"Улучшение преобразования"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Улучшение преобразования"	"APPROVED_AS_IS"
"item:item.storagedrawers.creative_storage_upgrade"	"sha256:9edb54f36e98f65a2d7c28bf405b801b86f332dea26dc65ad3bda11b3f6f32b7"	"Креативное обновление хранилища"	"Творческое улучшение хранилища"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Творческое улучшение хранилища"	"APPROVED_AS_IS"
"item:item.storagedrawers.creative_vending_upgrade"	"sha256:2fd6d067cb68a0a1975a9a2548dc538c491725a27353e86c6ff78c14140cb061"	"Креативное обновление торговли"	"Творческое улучшение торговли"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Творческое улучшение торговли"	"APPROVED_AS_IS"
"item:item.storagedrawers.diamond_storage_upgrade"	"sha256:041dab32dbcab9d7d717f25713b3e177dd67ceb6a4d3bb5bae4030fea8dc6f23"	"Обновление хранилища (IV)"	"Улучшение хранилища (IV)"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Улучшение хранилища (IV)"	"APPROVED_AS_IS"
"item:item.storagedrawers.drawer_puller"	"sha256:7e3ac276470c9e973945e68e8484f75b54f8cded67c64b2e7c39b7edaa87d160"	"Выдвижной ящик"	"Извлекатель ящиков"	"Drawer Puller - инструмент для извлечения ящиков, а не сам ящик."	"APPROVED"	"/root/original_changes_review"	"Вытягиватель ящиков"	"REVISED: «извлекатель» естественнее для предмета-инструмента и согласован с терминологией сборки."
"item:item.storagedrawers.emerald_storage_upgrade"	"sha256:6e7727b924a5fc6db8f6117a8eb286730d6302d046ebe63f534394e8dd035776"	"Обновление хранилища (V)"	"Улучшение хранилища (V)"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Улучшение хранилища (V)"	"APPROVED_AS_IS"
"item:item.storagedrawers.fill_level_upgrade"	"sha256:ae8fa3434f0b6f388e3903cc53eaee8f62e1e3c55bcac98e5243dec0e6bb78c0"	"Обновление уровня заполнения"	"Улучшение уровня заполнения"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Улучшение уровня заполнения"	"APPROVED_AS_IS"
"item:item.storagedrawers.gold_storage_upgrade"	"sha256:7908f6cb920288b3e33fe889bf8d33d2377a276dcac5c51c76af16a69690c65a"	"Обновление хранилища (III)"	"Улучшение хранилища (III)"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Улучшение хранилища (III)"	"APPROVED_AS_IS"
"item:item.storagedrawers.illumination_upgrade"	"sha256:368680304e1dabab579d6c7649802515c99a13129c1d17c2cbc3c5d35b98b6e1"	"Обновление иллюминации"	"Улучшение освещения"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Улучшение освещения"	"APPROVED_AS_IS"
"item:item.storagedrawers.iron_storage_upgrade"	"sha256:de76b9a6f64683ea6f38a92fb1137fa382043ec94155a964daff6087f078e3de"	"Обновление хранилища (II)"	"Улучшение хранилища (II)"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Улучшение хранилища (II)"	"APPROVED_AS_IS"
"item:item.storagedrawers.max_redstone_upgrade"	"sha256:aa829bcdbbf54046e41627c6eeb1d13636aa216337aa1bba7b67123ad729edb5"	"Обновление редстоуна Max"	"Максимальное улучшение редстоуна"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Максимальное улучшение редстоуна"	"APPROVED_AS_IS"
"item:item.storagedrawers.min_redstone_upgrade"	"sha256:d7a3a2b4d8d49dd41a4a67bfd22d54a3348263c3fd9a0de8675fc60985560ce7"	"Обновление редстоуна Min"	"Минимальное улучшение редстоуна"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Минимальное улучшение редстоуна"	"APPROVED_AS_IS"
"item:item.storagedrawers.obsidian_storage_upgrade"	"sha256:55e3b5df449c86ba02170a0a6d14a42ef89b844a4e00f630f4324152fce72375"	"Обновление хранилища (I)"	"Улучшение хранилища (I)"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Улучшение хранилища (I)"	"APPROVED_AS_IS"
"item:item.storagedrawers.portability_upgrade"	"sha256:915045dd765e653db7f80c3286ae7168c1a8b3edcc2aacd08d4b169c2d3475f5"	"Обновление портативности"	"Улучшение портативности"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Улучшение портативности"	"APPROVED_AS_IS"
"item:item.storagedrawers.redstone_upgrade"	"sha256:8ba548b3345c9cc4a1adafc36ae6a27614f36ffb56b622d86b1458a305f22f56"	"Обновление редстоуна"	"Улучшение редстоуна"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Улучшение редстоуна"	"APPROVED_AS_IS"
"item:item.storagedrawers.remote_group_upgrade"	"sha256:a88555039f10fb5593412c7089626d739e8a5c3edda03cd027c98b9f5afa1032"	"Обновление удаленной группы"	"Улучшение удалённой группы"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Улучшение удалённой группы"	"APPROVED_AS_IS"
"item:item.storagedrawers.upgrade_template"	"sha256:fe3734aa134930f5c7d783f028fcfd28d822a284896cbb7d1cf023e54aec2f33"	"Обновление шаблона"	"Шаблон улучшения"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Шаблон улучшения"	"APPROVED_AS_IS"
"item:item.storagedrawers.void_upgrade"	"sha256:640a56e9f444644354bc9f4ecc4eb46ec2f62b77dbf6106e6efb052562dc0bb1"	"Обновление пустоты"	"Улучшение пустоты"	"Термин Upgrade единообразно передан как «улучшение»."	"APPROVED"	"/root/original_changes_review"	"Улучшение пустоты"	"APPROVED_AS_IS"
"item:item.tconstruct.coin_cast"	"sha256:77ccb4d4b72afe8e88fec1a655a69fae43e401c5643234630a992b33fea81b8a"	"Золотая литейная форма: Монеты"	"Золотая литейная форма: Монета"	"Выравнено семейство литейных форм; предмет указан в единственном числе."	"APPROVED"	"/root/original_changes_review"	"Золотая литейная форма: Монета"	"APPROVED_AS_IS"
"item:item.tconstruct.coin_red_sand_cast"	"sha256:24dba21b556b3d42e984cb1318fb808e3fcac2793a197b73e4cc568ead7ec876"	"Красная песочная литейная форма: Монеты"	"Красная песочная литейная форма: Монета"	"Выравнено семейство литейных форм; предмет указан в единственном числе."	"APPROVED"	"/root/original_changes_review"	"Красная песочная литейная форма: Монета"	"APPROVED_AS_IS"
"item:item.tconstruct.coin_sand_cast"	"sha256:e2a8554207fd98c8ceb839514d4198ebf851be58fa023a5e20e689c772cdb790"	"Песочная литейная форма: Монеты"	"Песочная литейная форма: Монета"	"Выравнено семейство литейных форм; предмет указан в единственном числе."	"APPROVED"	"/root/original_changes_review"	"Песочная литейная форма: Монета"	"APPROVED_AS_IS"
"item:item.tconstruct.earth_slime_bucket"	"sha256:94fac1038573484c3474120929537116cdef34959beab372f0b5a62f3cdda837"	"Ведро слизи"	"Ведро земной слизи"	"В Earthslime Bucket сохранён вид слизи."	"APPROVED"	"/root/original_changes_review"	"Ведро земной слизи"	"APPROVED_AS_IS"
"item:item.tconstruct.earth_slime_crystal"	"sha256:78b0381b891823c79bb432712fb84a724856f918f247db31e9da08e545d348a8"	"Слизневый кристалл"	"Кристалл земной слизи"	"В Earthslime Crystal сохранён вид слизи."	"APPROVED"	"/root/original_changes_review"	"Кристалл земной слизи"	"APPROVED_AS_IS"
"item:item.tconstruct.earth_slime_grass_seeds"	"sha256:4f2cc38f9d77a31d4d1388485349d14a33f98662f3e3bac0e82fdf930604fdd2"	"Слизневые семена"	"Семена земной слизи"	"В Earthslime Seeds сохранён вид слизи."	"APPROVED"	"/root/original_changes_review"	"Семена земной слизи"	"APPROVED_AS_IS"
"item:item.tconstruct.ender_slime_grass_seeds"	"sha256:8e78776a672d59d35b4cc5efc7a30ad2bf8a086e2fc6afaba3531e5565ec10da"	"Слизневые семена"	"Семена эндер-слизи"	"В Enderslime Seeds сохранён вид слизи."	"APPROVED"	"/root/original_changes_review"	"Семена эндер-слизи"	"APPROVED_AS_IS"
"item:item.tconstruct.gem_cast"	"sha256:22f82f455b7d48184d1b5fe3b76a5667c3e2f6b2eabca529d463ed51558f3424"	"Золотая литейная форма: Драгоценности"	"Золотая литейная форма: Самоцвет"	"Выравнено семейство литейных форм; предмет указан в единственном числе."	"APPROVED"	"/root/original_changes_review"	"Золотая литейная форма: Самоцвет"	"APPROVED_AS_IS"
"item:item.tconstruct.gem_red_sand_cast"	"sha256:12eb2afbe17fe7760ff553f83d429960781e8060bdfd2dc403ac92e307694217"	"Красная песочная литейная форма: Драгоценности"	"Красная песочная литейная форма: Самоцвет"	"Выравнено семейство литейных форм; предмет указан в единственном числе."	"APPROVED"	"/root/original_changes_review"	"Красная песочная литейная форма: Самоцвет"	"APPROVED_AS_IS"
"item:item.tconstruct.gem_sand_cast"	"sha256:8ba9da5362f1299100a823fc79e9e35fb61e1d1b0aff3a892d76abee2ed7d2a6"	"Песочная литейная форма: Драгоценности"	"Песочная литейная форма: Самоцвет"	"Выравнено семейство литейных форм; предмет указан в единственном числе."	"APPROVED"	"/root/original_changes_review"	"Песочная литейная форма: Самоцвет"	"APPROVED_AS_IS"
"item:item.tconstruct.ichor_slime_grass_seeds"	"sha256:7d9e2bd6bde611230cc2f125bc8efa602602d8917b0d93e95ac1f1d71a6ad48d"	"Слизневые семена"	"Семена ихора"	"В Ichor Seeds сохранён вид материала."	"APPROVED"	"/root/original_changes_review"	"Семена ихора"	"APPROVED_AS_IS"
"item:item.tconstruct.large_plate_cast"	"sha256:518ea364a510f29884e949e1b747102db6f7d6ac60212bb3c6dfa2dac5faeb53"	"Золотая литейная форма: Большая пластины"	"Золотая литейная форма: Большая пластина"	"Исправлено согласование: «большая пластина»."	"APPROVED"	"/root/original_changes_review"	"Золотая литейная форма: Большая пластина"	"APPROVED_AS_IS"
"item:item.tconstruct.magma_bucket"	"sha256:bbd8fa9e6bff52af1a8d52445c2e4dde21a2d291a4db4a6194a3c6ee31f80a07"	"Ведро со сгустком магмы"	"Ведро магмы"	"Magma Bucket передано естественной моделью названия ведра."	"APPROVED"	"/root/original_changes_review"	"Ведро магмы"	"APPROVED_AS_IS"
"item:item.tconstruct.materials_and_you"	"sha256:c8ec458925ad995e80a7c904bbdece5b243260ff0792094cc6a4bb7a1c3c6092"	"Материалы и Вы"	"Материалы и ты"	"Естественное обращение в названии Materials and You."	"APPROVED"	"/root/original_changes_review"	"Материалы и ты"	"APPROVED_AS_IS"
"item:item.tconstruct.molten_soulsteel_bucket"	"sha256:597a4e303f73e07d6caa31d24eacb5b3f1659d226d5e0f31bc25735aeca7b62f"	"Ведро расставленной стали душ"	"Ведро расплавленной стали душ"	"Исправлена смысловая и орфографическая ошибка «расставленной»."	"APPROVED"	"/root/original_changes_review"	"Ведро расплавленной стали душ"	"APPROVED_AS_IS"
"item:item.tconstruct.sky_slime_grass_seeds"	"sha256:9ba289890611ad3381cb17dbef50c5b017adca0f2dea2b17365b90b3b22062c4"	"Слизневые семена"	"Семена небесной слизи"	"В Skyslime Seeds сохранён вид слизи."	"APPROVED"	"/root/original_changes_review"	"Семена небесной слизи"	"APPROVED_AS_IS"
"item:item.tconstruct.small_axe_head_cast"	"sha256:85c544d09eb5e8d3212cda5d99c2ff24b9a961bc73cfb95056edc131a0822e8b"	"Золотая литейная форма: Головка топора"	"Золотая литейная форма: Малая головка топора"	"Выровнено с семейством форм малой головки топора."	"APPROVED"	"/root/original_changes_review"	"Золотая литейная форма: Малая головка топора"	"APPROVED_AS_IS"
