"id"	"source_hash"	"verdict"	"reviewer"	"method"
"block:block.enderio.fused_quartz_ep_light_gray"	"sha256:ce7ee838d00849ed20f891357547290583a9325c35b452d6a654be09e69d5361"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_ep_lime"	"sha256:f35efb191d3f9bb357b9784cccc8e056402e041b81bb5b22698056c936f673fc"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_ep_magenta"	"sha256:30af92b22ec4683f4d4c2e8594378017c117932ab0810a0d4b90cb5e48985111"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_ep_orange"	"sha256:eaef360c20216471771adb7c9f529f7665c2f019e2969ace1545c83a069e45be"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_ep_pink"	"sha256:970d0333c63d0124033aeb601c2edf176cbf91f97a8e402a6ca3a3738ff002fb"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_ep_purple"	"sha256:ebb23e0594885f56ca642d54c4f6940d45adf74bc3fa0cf07db99239deb42dc8"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_ep_red"	"sha256:0e141b5d17ae02b6619788c0b0a36d1b46fda95481d80ce15bb7a53a98be6c75"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_ep_white"	"sha256:225ffcea8f024b39df450d43d2e8dfa6f6e799c53d4e05f77c0dda7547b700fd"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_ep_yellow"	"sha256:319f3a91241d349e3b665b33e171fd1912bc6df4ec109cec4f840b47276b614b"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_gray"	"sha256:e823b805a9b0e86e1f9c663e505b5dca5b1f25db323c3e4cff969817bd549639"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_green"	"sha256:c31b5b26a8d01be04666693d460937847f07299601b287d01d1529b6dddcaa67"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_light_blue"	"sha256:44bf051119c9aec71a006ef572670c1e71e119ee358d76839277664c51b292e2"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_light_gray"	"sha256:596fc498075121cbe1d3b612a59a47f3ad1be15afd59391f2661085a8e0073c2"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_lime"	"sha256:4ab58870eb6c51ae99860e5c9c241ba75d2eecb3a322861a5367764ca29b2dc0"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m"	"sha256:6c384ba29c68cbc96fc6ed14e2bdcf44d4c6ceb71e477af49c503fb0d0cecbf6"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_black"	"sha256:00ac146594439bfd48a4e850e0aaf95ad4298f211252e530db01c4a4c8031525"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_blue"	"sha256:435a76a6dea987c8a1ad02d1091e4ba71cfabdea46e13e54d09395f1a786858b"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_brown"	"sha256:ad001799676b6a311e5f6fbb2e9f6febd4497098495565bffb81cacef7f0292b"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_cyan"	"sha256:f2bf640455648d6f75e438c71f4a91e32b802c2f7747d5d28f4be1a1cf2e154a"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_gray"	"sha256:52890f72aeb6ea1ec76db09cedf6ce8b6a3a577b554ddecdcac5ad45aba385d5"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_green"	"sha256:63c8b9a0e5edbd348b639ce6c6af9a653a346dc71645199208f0f85923823a54"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_light_blue"	"sha256:bf5498ec48ca00824543a1a85df20a90a337a0f2f9320e334f69859f63da2c34"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_light_gray"	"sha256:dc3904031f71116e10bd01ace9980c5134cca43977b2f092de876ec2903619bb"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_lime"	"sha256:d90883e2b82b809584d04cda3565ab9769e9742065db6820099ef6161a715dd9"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_magenta"	"sha256:824b09f4cdbac73d5745432ce511290d4461b13fe4ad28376f564e665fcd7224"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_orange"	"sha256:88cfbd99af20ffc5ee038fe3cd628c1a4db46a47d93b0ebcdfa6fd5b3d3a5acc"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_pink"	"sha256:a83a6f6ceca376bfaa03a3063a0a1ab9d4f874505eda778d00a03d0885ea5e97"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_purple"	"sha256:d1f50861746835ab76dc3e25906a8ca055a4ffc3fb3c702cf0465b6966194675"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_red"	"sha256:939b857537d2858a9d94b592786e38f82c08e93383ca7cd24c44e7b599df0ee1"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_white"	"sha256:76ff5cb86a5aeef370e239f515841276fee9c384a301899199442ba61035b4ad"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_m_yellow"	"sha256:faf4241a3615531723a647b4c18e9cabea83e3182d710bfc359da03efdf0f920"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_magenta"	"sha256:41e631a8815183e814ce781a369c7dfc972d9e3b910181d5d4df252b3008cc96"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na"	"sha256:8cd7545bc658e8668adf98828caef1b3892c1e7fea6955bbdc35e3dad1457a49"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_black"	"sha256:edf5261c3151ff19545ca005cbaf1438f9ade7a5bea3d4784ffae14d93cf19f6"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_blue"	"sha256:43656f527d481d0aa8551ac0acc949ad2d427083194bd5f5e311558d3605b35f"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_brown"	"sha256:09545fa9bedaf6ec61a242f722e3280fe1d0d154ef6fe724f40f6ed4b1b48a7e"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_cyan"	"sha256:b47b459ef058a9d595add5434b24945e626f3bfb4a07a9bd4c4cf4cfda36bc1f"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_gray"	"sha256:21e70e228bd50306d3ab17c9f8f955a9753891344affc76716425ddbc75da1be"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_green"	"sha256:3a0e7bf4b72fd6544b696bf679c76635be95bcd90b816bd8e70cc7ec8efa4ae5"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_light_blue"	"sha256:12485ddfc03b832127dd02dcad95e39bbede415a7af82ca001080a0afd382aa6"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_light_gray"	"sha256:3788b58be8b657d2f9cf981851e1e66c6ffb1bc6f9e78a7fc11b0d2a07dbbc72"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_lime"	"sha256:7906ef625a70d44eaf639a098bdd2fa5aa28c45457f4e021e1ce06355608a53f"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_magenta"	"sha256:0f68bd568e781a238909278d3c3f904f79c580bf2d95bc4396838eaf45ea6659"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_orange"	"sha256:862da85e82fb6df55b72032bca794ebefee970d400093eb91bf5d3989ce08173"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_pink"	"sha256:4d56b574380b4bda8fa781433d243f9f89b06ee4f1586e575e153f8a36857600"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_purple"	"sha256:40ab05a0b245277a666e510b9eb22e0a64971244b55cf56435c72e87ff0905f9"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_red"	"sha256:690459b1f93e536c02230967b2b150541731cd8ca6625e09634c2b5ddba143d6"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_white"	"sha256:4d0866dcca16055385f0c4a7e46fa6b3a190cf1b8c5a5daeefeeecaeeca16a0e"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_na_yellow"	"sha256:a7a4070150d7498463d03bbb3bf82b5f0c101e0e48ff61517af6d4ce5819ddd8"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm"	"sha256:267ca4ca65dd90db1769b975b0a3ad690669f42088b811db2b44da18b76da11b"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_black"	"sha256:de6de3c16b7ec1667c3ccc550dfbc04e6b4da311eabba08c21848422464a8fc6"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_blue"	"sha256:3b17f0818a350453a0f5075de270b437266db03c7e6d2a2eca03ad2f0cd945fe"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_brown"	"sha256:f0aba0728e4fa941cadb9e328a2af57400f4fd25baf1db8e29291ce705588cc1"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_cyan"	"sha256:bb07cad2ea8cdf5355d32e7d4d83a794422611f22a35a19ce19482b92d0bc6fa"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_gray"	"sha256:a7a2c1dcc54e58bed9d24319f516afc7aae90826b3f6ae2fd0f1a3aae4cde382"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_green"	"sha256:3102661e91351d4d204cecd3094f14dfa2ec6e56d3712769147d164426589ef8"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_light_blue"	"sha256:45ce3e4267db1930a7aeb55f68ab5755f8766a85fbf4a980fae7622b296531a5"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_light_gray"	"sha256:70bb17cec6c15e71dba93be70d9b6749880570f5a30c36273ef63e153c6e51c5"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_lime"	"sha256:020f316391cbac4979dc7e024296d98f413673dce58a3d6fba833b07cd0adf3d"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_magenta"	"sha256:15dda1a675eba23bb2a3e0c7bc3df5b5d95bf928fb2b13566712dada93766ee6"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_orange"	"sha256:13ac5b9cdab13612b2df3f660a5f3e2b4eb164fde16a5103826e316f1b40f5ed"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_pink"	"sha256:8ec5a5e2ce9466df3b96b5af4068bea955f0075fe0ccb017be5977a03ba44f78"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_purple"	"sha256:aca93144f4fc50ff2927c14e98caf89342fc6b773e2db6db267893827331c219"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_red"	"sha256:12012f82fd5c8b94bb408d276949bb55d5a648bd1c3af79eb6448d098d2030f5"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_white"	"sha256:79fc0ebc1ecc22af621fcd41f38ab63fedb187821f87dc6afc80994346d5f012"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_nm_yellow"	"sha256:3c1c546e369ebb756991705da3ccadf425b525151af4aba31f589ddc4cb7515d"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np"	"sha256:3cef86dfde2e22e17256d8904b0240b1b57edf33d24b0c46546b3b0e0231566c"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_black"	"sha256:6afa805fc5dc77edc1a89b799a0a7e80fa1941a40ef77295ef1cda5697f3dd8c"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_blue"	"sha256:ba2392539461330b829b1cc3fa6afab0b29306fb6229bdf6d995f9efff7e5dcd"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_brown"	"sha256:b63699254357c8517fc3a53bbb53bf51de398c465e96150a36377fc25fe60bb0"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_cyan"	"sha256:980d144ed97739c92bcb9d8d3754965e89a7f1c7d0b75ccc808264f3692bd7cc"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_gray"	"sha256:f361b63d463c5723a4ea600175f943ed784f5b75d9ce0b9209af8be638cde26e"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_green"	"sha256:3b039ec459d2e821823af0cbafaa40a180af5ef687c165c8fa68e2df66de798d"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_light_blue"	"sha256:c5c47d674ae737c8ce290dcfd3125d724c241642e23b1dc5b8b5aa7a2aab6505"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_light_gray"	"sha256:c48a062e54f030bac5c4421ff94f76e027e621296a0fd41128f3b715833520e8"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_lime"	"sha256:c393452c4500ec8abcb3246292065fcded00f7ca4cfeb94bfff92d80292dc82d"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_magenta"	"sha256:375687e7b3c492a28bedd55da071d784bd52230edf740b92d77cfa7c5546c1c6"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_orange"	"sha256:d55ea63189ddcb3f6dc61a661f9f35c520ec4ac8f8b4f3cb2afc8ce5abcf8d8d"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_pink"	"sha256:86274ad7a41a145669ecc6eb20470c4b6616f3f0cc34ed58ce7e1f4ae55d36dc"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_purple"	"sha256:f368127f86a7b8fd89c587c8d4147138d224f22295efa102a4b8cc2c264b8601"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_red"	"sha256:8de7812d37d51737f40dabaf3c9f513c9d9ec9613caecc9379bde53ba5ad6309"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_white"	"sha256:90130d00346c81dfa30e8e955f8764f13bd5f1a03c3bdce7ac790f9765a80b16"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_np_yellow"	"sha256:a3700334c1acd5ea1b1bf656332c669b2ef715e0657cdfa1b33d3a3cc825468a"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_orange"	"sha256:dce0a27da403b8c8dcbcaa90b4fcb461e27068b91334541881af597e6df781c7"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p"	"sha256:30667368d0535993eeef29e8c47f26e2f11eb58074047a35afc45e0aec570ec3"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_black"	"sha256:eed15e91ba6a104c225a2b4373ab4a642a9ddddedef562cf0c2d7a8ae8e9be1c"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_blue"	"sha256:d9010a0105fb25092c1dc90efb3c4e0927c119d250ac8abec202ffb549389d09"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_brown"	"sha256:8535a53b6a3f71f96214115fc4838274bde04b043c98f28c10a3f51889905580"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_cyan"	"sha256:524cb5c5e6472aef2686832974de28af8c44c70fa878d736b1312b772e6998fa"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_gray"	"sha256:3e2e005a50f93ad1fa6d063c4f06082803c395b455e50c5c13cb396f399a413f"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_green"	"sha256:869421390606225a944bf922999ea8623001c9f197c265ed19f82943e02b4a33"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_light_blue"	"sha256:166c6a1cb15fb2b9a452d29a14ba1377f50accb5c802188c62241e8510bfd6f4"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_light_gray"	"sha256:729d7df17afe3fb2b79119c92b654a1c3e357491692a3defe115c5773ece24b1"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_lime"	"sha256:1e5c80970eb38b7db638e1e5d5aa6f8a4e3dd360ffbeb2b19cf267f08caf1441"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_magenta"	"sha256:a503ceae7c212bf012c0b34e1a83355dd494712afca20b84322370a8c141affb"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_orange"	"sha256:312517b8fa918fd87f8e5287c19e957ffe1864299f97d68f9910116f74aec0ab"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_pink"	"sha256:b827cf1714d37e03bc5932bef3fd788fef0d0412523bfb494ed2da429aa8578d"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_purple"	"sha256:237f6a6acc3182b6f8b8e73a2bc78fade5b92c866bbe0719693b41f81d78dfa8"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_red"	"sha256:ad41f2c355ac692da8a2995719324ccce84e025dd5a1b37a2b5dc1f6529ca165"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_white"	"sha256:5e2c17c0ccfc96ddfbe9b16e962e341851a9b3d95e9e0847ceab57ed531611af"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_p_yellow"	"sha256:6d5c7ac67e5a324d4257f839da98df8a3bf1ce4c5c168aabab17bfd5cdfbdaa1"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_pink"	"sha256:637e5c7c57170f1d99fcad9fdd9c239e3af20ad266ee46b32f5db0877eaed00d"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_purple"	"sha256:6a945a6e8bc3192e8b2b27319254848ac3e4a29cf4765c853c1a1355b31172db"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_red"	"sha256:c2da657f0edb81e2ced0ef4b53f28e5d03a9d10d76ce43491d2dc0dd9d34989e"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_white"	"sha256:d55dc0507c0bca0bdf74693e1f14ca5beae52515ea3055346f252f851b507bb7"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.fused_quartz_yellow"	"sha256:8abe0820cc99a61d439bb56831f475e80cb3682605db74c7426b560a898b074a"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.hootch"	"sha256:83aff97b6fb4c3f3aee21f544a2f5a2ffdd898a4d0520fce08c6c82711bd8cf9"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.impulse_hopper"	"sha256:1cd824703e5fb94901678253f6cc90e478f44e590f7acfe066bbae1959fd7a0a"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.industrial_insulation_block"	"sha256:cb0d43708b9da9cf463ab0b2afff4d5e3c209f46bd35288f272e1bf9f62b8bec"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.light"	"sha256:dbcd5e7bb7a0f538810de44c3efbd813037ee3fa358747bb71fa58e157af45f7"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.light_node"	"sha256:6a692cfef18c52225d23504199c0836766c9867a4683b00065d8d0bab36a5063"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.liquid_sunshine"	"sha256:d794ed3328c1361d45ed8d9c0380ceeba531b92a7ec467690ba7ad76aa348e16"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.nutrient_distillation"	"sha256:3d39f9871e89e9cbe902b9aaee9bb50d2278b2c916bf47130eb5513d99f3510a"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.painted_crafting_table"	"sha256:f89ad0c2a96953ab3e534520de56f4d9d4a8be44878a516b1e4ce97afd96818a"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.painted_fence"	"sha256:8f44381eaf24ea1e55b0975535a25d2fed64426bca4b0f16b859dc5140a40780"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.painted_fence_gate"	"sha256:2a23ed0d5189d22c51432457b105d394cc72cd59180cfebf9888c184b559f581"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
"block:block.enderio.painted_glowstone"	"sha256:f4db439340ac5c4f3c7d34bb853fb3603996a78c32e8ab7bf7728071852fbd4b"	"PASS"	"/root/rescripted_registry_a_review"	"exact-reuse-from-1.19.3-7-ae2-fix"
