"id"	"source_hash"	"source"	"effective_translation"	"context"	"version"	"origin"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_flint_and_brick.json:/properties/3"	"sha256:9bb159be39b85f16464f6f12e7879c042ea5200156c9ec7a4e48ae0ab9a90c93"	"Fiery 1"	"Пламенный I"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_flint_and_brick.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_flint_and_brick.json"", ""pointer"": ""/properties/3""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_flint_and_brick.json:/properties/4"	"sha256:0848b81b650f60a3a3c3e6807659cc45b30c8df8b97a51062e5ac933d349272b"	"Firestarting"	"Разводит огонь"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_flint_and_brick.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_flint_and_brick.json"", ""pointer"": ""/properties/4""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_flint_and_brick.json:/text/0/text"	"sha256:52639a656c5a8246acd09c7842db179042d6a95215b02e5eaccba4c54633d446"	"Flint and Brick is a handheld tool starting with firestarter."	"Обожжённое огниво — ручной инструмент с умением «Поджигатель»."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_flint_and_brick.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_flint_and_brick.json"", ""pointer"": ""/text/0/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_flint_and_brick.json:/text/1/text"	"sha256:ba2b57d0c3a97add1b576540fe17ff0457dfe39020c61da3909d3c048ef59e38"	"Expanded increases the radius of fire, which is further increased by fireprimer."	"Модификатор Расширитель увеличивает радиус поджога, который ещё больше увеличивается с помощью Запальника."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_flint_and_brick.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_flint_and_brick.json"", ""pointer"": ""/text/1/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_hand_axe.json:/properties/0"	"sha256:cf43d6588cad3574fef4af6565a50ea75fa6cdbea88dbde2aca7b7ffbff8c6fa"	"+6 Attack Damage"	"+6 урона"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_hand_axe.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_hand_axe.json"", ""pointer"": ""/properties/0""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_hand_axe.json:/properties/1"	"sha256:efeddb9247fdfe471edca15387e6355592e27f2a03e80f56d1393c07802e1c72"	"0.9 Attack Speed"	"0.9 скорость атаки"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_hand_axe.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_hand_axe.json"", ""pointer"": ""/properties/1""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_hand_axe.json:/properties/2"	"sha256:4ce28f6ec24cfc0a55039371e96a6245a36b852fa7e12e24864204f53a3416d8"	"Strips wood"	"Обтёсывает древесину"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_hand_axe.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_hand_axe.json"", ""pointer"": ""/properties/2""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_hand_axe.json:/text/0/text"	"sha256:75a67e66e8c6d24957f1aa81515d69668cac0e9d5d3411b4b559b801c7819094"	"The Hand Axe is a precision chopping tool, effective on wood, plants, and leaves."	"Ручной топор - это точный рубящий инструмент, эффективный при работе с древесиной, растениями и листьями."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_hand_axe.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_hand_axe.json"", ""pointer"": ""/text/0/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_hand_axe.json:/text/1/text"	"sha256:a146812479c954cc8aa44d31056c874adb2c5d8d8836d8b94dc2dc7ce4b98262"	"Expanders increase the circular radius of the axe."	"Расширители увеличивают круговой радиус топора."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_hand_axe.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_hand_axe.json"", ""pointer"": ""/text/1/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/0"	"sha256:9bb33d612d071b4635c7678899aa1721aae9e489abadb23299b8bec244f8904c"	"+1 Attack Damage"	"+1 к силе атаки"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_kama.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_kama.json"", ""pointer"": ""/properties/0""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/1"	"sha256:ef64fb78cccfc876e0aaf05461441ba651a4b7949a1bf79ea2d8bc0518c644c8"	"50% Attack Modifier"	"Атака: 50%"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_kama.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_kama.json"", ""pointer"": ""/properties/1""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/2"	"sha256:23446991a4f228de51ba6e4a4b0959dc2c805da848d920079780712cbd5f29f7"	"1.6 Attack Speed"	"Скорость атаки: 1,6"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_kama.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_kama.json"", ""pointer"": ""/properties/2""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/3"	"sha256:284e6f1e3adc260411a7479d918879d59561071f339ef75ed70da1d32ea624d0"	"Shears plants and animals"	"Стрижка"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_kama.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_kama.json"", ""pointer"": ""/properties/3""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/4"	"sha256:271ea559f9d3ac05c2ebe612f7f4b0e6be4d86a3a333f92cdb50a23f308212d5"	"Small AOE Attack"	"Малая круговая атака"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_kama.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_kama.json"", ""pointer"": ""/properties/4""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/5"	"sha256:b778ec53dc36b1fe586e9def098a0861e23ccc3ffffbf4b564b15169b15f2222"	"Harvest plants"	"Собирает урожай"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_kama.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_kama.json"", ""pointer"": ""/properties/5""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/6"	"sha256:c49a58c532e8d304ddd789859deb80a1fddcd381adf781e298269ede807fe37b"	"Tills dirt"	"Вспахивает"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_kama.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_kama.json"", ""pointer"": ""/properties/6""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/text/0/text"	"sha256:c94c3ce5d9b05fa7cc5eb2fc72bbee65055dbeaffcbd2e20bf8823359500278e"	"The Kama is a precision reaping tool, effective on plants, webs, and wool."	"Кама — это точный инструмент для жатвы, эффективный для растений, паутины и шерсти."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_kama.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_kama.json"", ""pointer"": ""/text/0/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/text/1/text"	"sha256:79b617eeafb5939adcc6df68a15a5e365f9117c2fbb3b42d1e544da4107c98bd"	"Expanders increase the circular radius of the tool."	"Расширители увеличивают радиус окружности инструмента."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_kama.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_kama.json"", ""pointer"": ""/text/1/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/properties/0"	"sha256:1a8fd833a173fddd0274b5b814b823dd89c7a7ce82b1b89269059589a8446ec4"	"+1.5 Attack Damage"	"+1,5 урона"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_mattock.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_mattock.json"", ""pointer"": ""/properties/0""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/properties/1"	"sha256:d4a646e53143afeeef47b725727bf740de5be04c29c7b3c4b3e9e1c187927e65"	"110% Attack Modifier"	"110% урона"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_mattock.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_mattock.json"", ""pointer"": ""/properties/1""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/properties/2"	"sha256:efeddb9247fdfe471edca15387e6355592e27f2a03e80f56d1393c07802e1c72"	"0.9 Attack Speed"	"0,9 скорости атаки"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_mattock.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_mattock.json"", ""pointer"": ""/properties/2""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/properties/3"	"sha256:503e744e467e5764e2d1df8a0da05415458f9ae9596e3d43e99eb57b790d8715"	"110% Mining Multiplier"	"110% добычи"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_mattock.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_mattock.json"", ""pointer"": ""/properties/3""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/properties/4"	"sha256:c3be6cf30b19a2e78f4569243c96dce355b5444c853496eaec5e731d14c7fdb7"	"125% Durability Multiplier"	"125% прочности"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_mattock.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_mattock.json"", ""pointer"": ""/properties/4""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/properties/5"	"sha256:c49a58c532e8d304ddd789859deb80a1fddcd381adf781e298269ede807fe37b"	"Tills dirt"	"65% по древесине"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_mattock.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_mattock.json"", ""pointer"": ""/properties/5""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/text/0/text"	"sha256:f3a6b01222e2f712c5b8384b09194dd799400f71849f07875e6a4399096bc1cd"	"The Mattock is a farming tool, effective on logs, dirt, gravel, and sand. It is also faster on wood."	"Киркомотыга — точный инструмент для копания и рубки, эффективный при работе с деревом, землёй, гравием и песком."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_mattock.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_mattock.json"", ""pointer"": ""/text/0/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/text/1/text"	"sha256:090cffd251dcf4194a20a3cd55f68573f1907e5f8ffadfdc4718dd56f5446f9e"	"Expanders cause adjacent blocks of the same type to also be mined, with range based on the number of expanders."	"Расширители позволяют добывать соседние блоки того же типа. Радиус зависит от числа расширителей."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_mattock.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_mattock.json"", ""pointer"": ""/text/1/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/0"	"sha256:1dc93b5729409737d3e30d234796807f03823cf9538c922a9a3eaa202140b37a"	"+0.5 Attack Damage"	"+0,5 урона"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_pickadze.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_pickadze.json"", ""pointer"": ""/properties/0""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/1"	"sha256:b213ea6a90bf0fd68cce502487d0adf1259beabee3529e8a3aca7a01f378122c"	"115% Attack Modifier"	"Атака: 115%"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_pickadze.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_pickadze.json"", ""pointer"": ""/properties/1""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/2"	"sha256:087baebb81f6d0393644b6b0055995b76a5037ee9a366470723910f4d5b68187"	"1.3 Attack Speed"	"Скорость атаки: 1,3"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_pickadze.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_pickadze.json"", ""pointer"": ""/properties/2""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/3"	"sha256:ad227e892db7622f1082086426a4b7b211538a6ce5cfd03b9fb13bd9c52e8749"	"75% Mining Multiplier"	"Добыча: 75%"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_pickadze.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_pickadze.json"", ""pointer"": ""/properties/3""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/4"	"sha256:3fdadcd85bc9ba5daa3dacb43a9cdb821001c278a444f1479d959150bffdcd3b"	"130% Durability Multiplier"	"Прочность: 130%"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_pickadze.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_pickadze.json"", ""pointer"": ""/properties/4""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/5"	"sha256:d0e7232a7924cfc282c7db98eb7f637d1a247371832bf7e2a7936c0b3e4cd51e"	"Makes paths"	"Прокладывает тропы"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_pickadze.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_pickadze.json"", ""pointer"": ""/properties/5""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/6"	"sha256:5633a70f248667f01995a8d327234796bb8faadd87049138aad5fd08a5cfccd3"	"Harvest level limited to gold"	"Не выше золота"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_pickadze.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_pickadze.json"", ""pointer"": ""/properties/6""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/text/0/text"	"sha256:6fbef0074e16a6024eee8a33fe484ffaeb0bd2611d0fd33670cd7eb3b1e4f80e"	"The Pickadze is a multipurpose stone and dirt mining tool, effective on a variety of blocks but unable to use harvest levels."	"Киркотесло - это универсальный инструмент для добычи камня и земли, эффективный на различных блоках, но не способный повышать уровень добывания."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_pickadze.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_pickadze.json"", ""pointer"": ""/text/0/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/text/1/text"	"sha256:cdd73ab5c450e515069f1938a8af6601168952f2e0ed4d089208c3199a1a66e1"	"Expanders increase the height mined, allowing for effective staircases."	"«Расширитель» упрощает лестницы."	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_pickadze.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_pickadze.json"", ""pointer"": ""/text/1/text""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"translation-overrides"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickaxe.json:/properties/0"	"sha256:1dc93b5729409737d3e30d234796807f03823cf9538c922a9a3eaa202140b37a"	"+0.5 Attack Damage"	"+0,5 к силе атаки"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_pickaxe.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_pickaxe.json"", ""pointer"": ""/properties/0""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickaxe.json:/properties/1"	"sha256:5d8e42827d37c29bdb0882ab164b8b2636b813411f183edd29feead35a96620a"	"1.2 Attack Speed"	"1.2 скорость атаки"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_pickaxe.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_pickaxe.json"", ""pointer"": ""/properties/1""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickaxe.json:/properties/2"	"sha256:29ef96c0e0d4ec730d8ac521fc34a9ca0dcd89beb0f3cbaf86fc5e882b78aa00"	"Piercing I"	"Пронзание I"	"{""kind"": ""mantle_book_text"", ""location"": {""archive"": ""mods/TConstruct-1.20.1-3.10.0.67.jar"", ""book"": ""encyclopedia"", ""member"": ""assets/tconstruct/book/encyclopedia/en_us/tools/small/tconstruct_pickaxe.json"", ""output_member"": ""assets/tconstruct/book/encyclopedia/ru_ru/tools/small/tconstruct_pickaxe.json"", ""pointer"": ""/properties/2""}, ""source_id"": ""tconstruct_books"", ""state"": ""visible""}"	"1.19.3-original"	"catalog"
