id	source_hash	translation
patchouli-json:parcool:parcool_guide:entries/actions/catleap.json:/pages/1/text	sha256:e692500aaeb02cb36177c6c5e90aa4cddab9ed46aa470779d865ca0430e9edeb	$(bold)1.$() Выполните $(l:parcool:actions/fast_run)быстрый бег$()$(br)$(bold)2.$() Быстро присядьте$(br)$(bold)3.$() Быстро перестаньте приседать$(br2)Рекомендуется также использовать $(l:parcool:actions/cling_to_cliff)зацеп за уступ$().
patchouli-json:parcool:parcool_guide:entries/actions/catleap.json:/pages/1/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/charge_jump.json:/name	sha256:798c7c659e690197fd596afde6603cba17e3e97c8bf4ee239dec0e94dedd600a	Усиленный прыжок
patchouli-json:parcool:parcool_guide:entries/actions/charge_jump.json:/pages/0/text	sha256:4279eff5de721adb978276d54686d222e4a0b77ed41628ef30db07b1a5ccfac2	$(bold)Усиленный прыжок$() позволяет прыгнуть выше.$(br)Он помогает перепрыгивать заборы и взбираться на высокие стены.$(br2)Простой, но очень полезный приём!
patchouli-json:parcool:parcool_guide:entries/actions/charge_jump.json:/pages/2/text	sha256:7f374ef33c5f040266307af63651ff77019f5c9cfc85742d6239203f698cc4de	$(bold)1.$() Стойте на месте и приседайте несколько секунд $(br)$(bold)2.$() Одновременно отпустите клавишу приседания и нажмите клавишу прыжка.
patchouli-json:parcool:parcool_guide:entries/actions/charge_jump.json:/pages/2/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/climb_poles.json:/name	sha256:19b248dc4ea126e376a41e7fd78420cd73c196711a790a18d31696645edb7b56	Взбирание по столбу
patchouli-json:parcool:parcool_guide:entries/actions/climb_poles.json:/pages/0/text	sha256:829639b6fdffc7880f3a7de8ab0dc4bafd8d8c20b819fa50e76da8bbcf5e1313	Можно взбираться по блокам, похожим на шесты: столбам из заборов, цепям, железным прутьям и другим.
patchouli-json:parcool:parcool_guide:entries/actions/cling_to_cliff.json:/name	sha256:f0e9ca2a7e61bad21a4fbe0188abb79307927772ebb26c82c9a39aabb7b8f292	Зацеп за уступ
patchouli-json:parcool:parcool_guide:entries/actions/cling_to_cliff.json:/pages/0/text	sha256:42d885accb1c88d0c930f33f930a75e00065cc2d48e4c6b4bbeb3b185ad5744e	Можно уцепиться за край блока и оставаться на месте. Также можно медленно двигаться.$(br)Нажмите клавишу прыжка, чтобы забраться на блок.
patchouli-json:parcool:parcool_guide:entries/actions/cling_to_cliff.json:/pages/3/text	sha256:8e6da84e38e653b1aea53acd008f100764043e2d03335ef580e60b28c025fddc	$(list)Нажмите клавишу зацепа за уступ ($(k:parcool.ClingToCliff)) рядом со стеной$(br)
patchouli-json:parcool:parcool_guide:entries/actions/cling_to_cliff.json:/pages/3/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/crawl.json:/name	sha256:62de99157ee98d14bda503b22c622d771a2087383a99440e6c4e716a85f4e27e	Ползание
patchouli-json:parcool:parcool_guide:entries/actions/crawl.json:/pages/0/text	sha256:a44dda3aed5cd9a796f1674e9bae72455e38b6ebd46cbc7c8c5f29fc7cf409fb	Можно ползать где угодно и пробираться через узкие проходы.$(br)Также ознакомьтесь с $(l:parcool:actions/slide)подкатом$().
patchouli-json:parcool:parcool_guide:entries/actions/crawl.json:/pages/2/text	sha256:96c4ff8486a5e4a45382d6894bf8756733402d215bdf5b0e3aa152482b8b0282	$(list)Нажмите клавишу ползания ($(k:parcool.Crawl))
patchouli-json:parcool:parcool_guide:entries/actions/crawl.json:/pages/2/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/dive.json:/name	sha256:071e55e5b39793a51398223e7c0f1fc67a79e882fc5b7d9c6e68ffd2bab9c592	Ныряние
patchouli-json:parcool:parcool_guide:entries/actions/dive.json:/pages/0/text	sha256:2cc86be4d9a6f7830d2a08b2ca46c95fb67a0ae2364cc510909acabe2b865a21	ParCool добавляет особую анимацию прыжка — $(bold)ныряние$(). Посмотрите на неё от третьего лица. Если через несколько секунд снова нажать клавишу прыжка, ныряние перейдёт в воздушный нырок.
patchouli-json:parcool:parcool_guide:entries/actions/dive.json:/pages/2/text	sha256:4e8d5a4bd0cfaa63a3589a39d65f8be88eb2f9f5d931733eb45882feb9c4c49e	$(bold)1.$() Выполните $(l:parcool:actions/fast_run)быстрый бег$()$(br)$(bold)2.$() Прыгните с высоты, если впереди достаточно места
patchouli-json:parcool:parcool_guide:entries/actions/dive.json:/pages/2/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/dodge.json:/name	sha256:9444f216899dc20bca7121ee8c002bc0b8d1c62bc9b3e1891fe1605c9cc363df	Уклонение
patchouli-json:parcool:parcool_guide:entries/actions/dodge.json:/pages/0/text	sha256:a63a9775a7d0bc7a7f1442a22787d71749ac014c00e8914ce16423eac304555d	$(bold)Уклонение$() помогает избегать пуль и стрел. Оно позволяет быстро переместиться на небольшое расстояние. $(br)Учтите время восстановления!
patchouli-json:parcool:parcool_guide:entries/actions/dodge.json:/pages/2/text	sha256:8f43d9a43f4be33ef3e7615164da034efcbe121766f85581c6e52a1682a40db0	$(list)Дважды нажмите клавишу движения (кроме движения вперёд)$(list)Нажмите клавишу движения и клавишу уклонения ($(k:parcool.Dodge))
patchouli-json:parcool:parcool_guide:entries/actions/dodge.json:/pages/2/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/fast_run.json:/name	sha256:dfe0a0a732f77f7d1452c171802c05ee65e01f9ceb81eef2031aa0695ec05741	Быстрый бег
patchouli-json:parcool:parcool_guide:entries/actions/fast_run.json:/pages/0/text	sha256:76dbe05daec8c11963bb63dd8a82cfadd96f64884b85207068ad3c27265094c9	Теперь вы паркурщик и можете бегать быстрее! Это основной приём ParCool, необходимый для некоторых других действий.
patchouli-json:parcool:parcool_guide:entries/actions/fast_run.json:/pages/2/text	sha256:179c8cdc4a95ac856a69efc7e5f788d83ef44ec2bb0e2a03578cb0edd2560f41	$(list)Во время ускоренного бега удерживайте клавишу быстрого бега ($(k:parcool.FastRun))
patchouli-json:parcool:parcool_guide:entries/actions/fast_run.json:/pages/2/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/fast_swim.json:/name	sha256:a700c022062bb4f19a3b5e99391b9dfd8743561ce1d5a3bf72891e73cfd843ea	Быстрое плавание
patchouli-json:parcool:parcool_guide:entries/actions/fast_swim.json:/pages/0/text	sha256:ba9de6ffb03842a845a7169a26923e3e49f5f9feab5a38dac5b68b900d7eefa4	Теперь вы также можете плавать быстрее благодаря $(bold)быстрому плаванию$() с собственной анимацией.$(br2)Управление такое же, как у быстрого бега.
patchouli-json:parcool:parcool_guide:entries/actions/fast_swim.json:/pages/1/text	sha256:179c8cdc4a95ac856a69efc7e5f788d83ef44ec2bb0e2a03578cb0edd2560f41	$(list)Во время ускоренного плавания удерживайте клавишу быстрого бега ($(k:parcool.FastRun))
patchouli-json:parcool:parcool_guide:entries/actions/fast_swim.json:/pages/1/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/flipping.json:/name	sha256:c7156ae2beddfd96603fac34776e4e03b9956f224813d25ccca2cfab297e5c65	Сальто
patchouli-json:parcool:parcool_guide:entries/actions/flipping.json:/pages/0/text	sha256:33765919b2c9fef545d05fb8a441293d0c62a6cc86a161beccc8fa1ef3f43fc2	ParCool добавляет особую анимацию прыжка — $(bold)сальто$().$(br2) Можно сделать сальто вперёд или назад.
patchouli-json:parcool:parcool_guide:entries/actions/flipping.json:/pages/2/text	sha256:bdaceb26da0301902523c96774d2ac07371d10565d709805918361dc846ef5f2	$(list)Одновременно нажмите клавиши движения влево и вправо$(list)Нажмите клавишу сальто ($(k:parcool.Flipping))
patchouli-json:parcool:parcool_guide:entries/actions/flipping.json:/pages/2/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/hang_down.json:/name	sha256:8f8225e53612d1e4ee401e7ea306a1b0eb0531ab2f4a9701b11983caf0576a46	Свисание с уступа
patchouli-json:parcool:parcool_guide:entries/actions/hang_down.json:/pages/0/text	sha256:f4c75129de5580d7f4893b50bb2992ead23cad4e61871c6b0088129e9cc5392b	Можно висеть на цепях, стержнях Края и некоторых других блоках.$(br2)Также можно двигаться и прыгать вперёд, нажав клавишу прыжка.
patchouli-json:parcool:parcool_guide:entries/actions/hang_down.json:/pages/2/text	sha256:2bc3264e46999ee98eea4a1119c628096ad81088e14630b5fdadfa3f9783bd1b	$(list)Нажмите клавишу свисания с уступа ($(k:parcool.HangDown)) под горизонтальным тонким блоком$(br)
patchouli-json:parcool:parcool_guide:entries/actions/hang_down.json:/pages/2/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/hide_in_block.json:/name	sha256:9770a8283caa3ada598f3f7ffda511fe2024ce5e7e26122bc1948186c808f400	Укрытие в блоке
patchouli-json:parcool:parcool_guide:entries/actions/hide_in_block.json:/pages/0/text	sha256:91b47df6c45861f5cd07f28d905c9bcc031ce75fd72e31b2515903c4cdc139a5	В некоторых блоках можно прятаться.$(br2)Спрятавшегося игрока сложнее обнаружить врагам, а его имя не видно другим игрокам.$(br2)Прятаться можно в следующих блоках:$(list)листва$(list)сено
patchouli-json:parcool:parcool_guide:entries/actions/hide_in_block.json:/pages/2/text	sha256:f9f59c5e1b0857f7195189cee24a41da3a74b9f95a67c44e60ec3592accb4b75	$(list)Нажмите клавишу укрытия в блоке ($(k:parcool.HideInBlock)), присев рядом с нужным блоком
patchouli-json:parcool:parcool_guide:entries/actions/hide_in_block.json:/pages/2/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/horizontal_wall_run.json:/name	sha256:a376364c494f3b947799d09fabb89bc74cc5a0d900ff2c2457703a8659be145a	Горизонтальный бег по стене
patchouli-json:parcool:parcool_guide:entries/actions/horizontal_wall_run.json:/pages/0/text	sha256:5df91dc63d185a2e141b42dce5d30ccbb525fb6613944d57f6477560d72c13bf	Можно бежать горизонтально, прижавшись к стене. Это поможет допрыгнуть до далёкой платформы.$(br2)Не путайте этот приём с $(l:actions/wall_run)забегом на стену$(): он выполняется вертикально, а не горизонтально.
patchouli-json:parcool:parcool_guide:entries/actions/horizontal_wall_run.json:/pages/2/text	sha256:d90d8a605d0145f59f6b60c941eadc5eced8ce90eeb9754e166dc200663f63a6	$(bold)1.$() В воздухе рядом со стеной выполните $(l:parcool:actions/fast_run)быстрый бег$() вдоль неё$(br)$(bold)2.$() Удерживайте клавишу горизонтального бега по стене ($(k:parcool.HorizontalWallRun))
patchouli-json:parcool:parcool_guide:entries/actions/horizontal_wall_run.json:/pages/2/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/quick_turn.json:/name	sha256:bc8a0f458e6f20e39fdbe0c4947826c45ab2005186beb221e13ec3710ad5152e	Быстрый разворот
patchouli-json:parcool:parcool_guide:entries/actions/quick_turn.json:/pages/0/text	sha256:186935c3f4d9e9412f688c37204c5fcccc3585685e017f5de5df90031067922e	Иногда нужно мгновенно развернуться назад. Для этого достаточно одной клавиши.
patchouli-json:parcool:parcool_guide:entries/actions/quick_turn.json:/pages/1/text	sha256:5f2d3dd25f5b3b516908147bf5ba303c69cc9f59647573c4b0ea2efe231601cd	$(list)Нажмите клавишу быстрого разворота ($(k:parcool.QuickTurn))
patchouli-json:parcool:parcool_guide:entries/actions/quick_turn.json:/pages/1/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/slide.json:/name	sha256:6bb4c1177681ec4eb53bb315e71185f702e52f845cc7ff3ae114c41464f67510	Подкат
patchouli-json:parcool:parcool_guide:entries/actions/slide.json:/pages/0/text	sha256:22b45ed66981c37183569216e9b6591210ae06fa6a6aecdb6c5906eb5230706e	$(bold)Подкат$() — приём на основе $(l:parcool:actions/crawl)ползания$(), который позволяет быстро проскальзывать через узкие проходы.
patchouli-json:parcool:parcool_guide:entries/actions/slide.json:/pages/2/text	sha256:4b66b654e597b86ca606bce1eed27d444af340125b5e2f4af18e3a1b39a9d23f	$(list)Начните ползти во время $(l:parcool:actions/fast_run)быстрого бега$()
patchouli-json:parcool:parcool_guide:entries/actions/slide.json:/pages/2/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/vault.json:/name	sha256:5d55c415e356dd7b59f329aa5c83a34ee10c3803516ac569fde5e68804a7e06c	Прыжок через препятствие
patchouli-json:parcool:parcool_guide:entries/actions/vault.json:/pages/0/text	sha256:d0e577f439cc90df26749996722d6a42ea7024d0ec155d015e8cf4769f6e361c	$(bold)Прыжок через препятствие$() помогает преодолевать препятствия, например заборы.$(br)У приёма много вариантов. В игре доступны $(italic)скоростной прыжок через препятствие$() и $(italic)прыжок Конга$()
patchouli-json:parcool:parcool_guide:entries/actions/vault.json:/pages/1/title	sha256:b7bc6e649a12a9c561f87c2f4d6056f927412bfa6d0c7e0c7cec57e8656711f4	Скоростной прыжок
patchouli-json:parcool:parcool_guide:entries/actions/vault.json:/pages/2/text	sha256:7fed34fdd6c3d0515f884769c511fe183122535674400dab44b9e7ad0f1f4236	$(bold)1.$() Разбегитесь с помощью $(l:parcool:actions/fast_run)быстрого бега$()$(br)$(bold)2.$() Налетите на препятствие
patchouli-json:parcool:parcool_guide:entries/actions/vault.json:/pages/2/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/wall_jump.json:/name	sha256:0620cbd3999e2a52cc5272127952f45c020667a87df1ec1ac432855c810096a7	Прыжок от стены
patchouli-json:parcool:parcool_guide:entries/actions/wall_jump.json:/pages/0/text	sha256:1f6e98b341af4498b8e5895f25c9a5ae9a06583cf3ac1a77cf35bd5f02b448aa	Прыжок от стены позволяет оттолкнуться от неё и прыгнуть дальше. Нужно находиться спиной к стене.$(br)От ледяных блоков нельзя оттолкнуться вверх!
patchouli-json:parcool:parcool_guide:entries/actions/wall_jump.json:/pages/1/text	sha256:b7a38347d679ad4fe196ca7ab032baaaf0c1ae38ce4673130ee28e38cf3453d5	$(list)В воздухе рядом со стеной нажмите клавишу прыжка от стены ($(k:parcool.WallJump))
patchouli-json:parcool:parcool_guide:entries/actions/wall_jump.json:/pages/1/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/wall_run.json:/name	sha256:ea84adf040d3a945dd69c0f2b155dd907f834a5fc7a1060503d16be2e41aa705	Забег на стену
patchouli-json:parcool:parcool_guide:entries/actions/wall_run.json:/pages/0/text	sha256:7e5ba702b3ba615afaf82f4d00a3bd8893a1f9816221f68b52cfe2603b7f0656	$(bold)Забег на стену$() — приём, позволяющий вертикально взбежать по стене и преодолеть её.$(br)Не путайте его с $(l:actions/horizontal_wall_run)горизонтальным бегом по стене$().$(br)$(br)Учтите: по стене из скользкого материала, например льда, взбежать не получится.
patchouli-json:parcool:parcool_guide:entries/actions/wall_run.json:/pages/2/text	sha256:81e647a7687b22d373e0f3a0245708cb861648c7ba2772139a8a9df52a83a021	$(bold)1.$() Посмотрите выше линии горизонта и разбегитесь с помощью $(l:parcool:actions/fast_run)быстрого бега$()$(br)$(bold)2.$() Прыгните на стену, не отпуская клавишу прыжка.$(br)$(br)Сначала может быть непросто, но всё получится.
patchouli-json:parcool:parcool_guide:entries/actions/wall_run.json:/pages/2/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/wall_slide.json:/name	sha256:a59b21fa2f77471f73a60b74bfda08d44d4b4f85cfe65ec1fdf6a54665d50398	Скольжение по стене
patchouli-json:parcool:parcool_guide:entries/actions/wall_slide.json:/pages/0/text	sha256:651d773e053f773e2c04b727b79c66e9b496d8f97d6d47cbf015ad0dfd80b183	Можно замедлить падение, прижавшись к стене. Эффективность зависит от скользкости блока, поэтому ледяная стена падение не замедлит.
patchouli-json:parcool:parcool_guide:entries/actions/wall_slide.json:/pages/1/text	sha256:d21bbd4fb34f1c029ff870ec5ff7072674d719c94bdfac32675d0ddd4d09e855	$(list)В воздухе рядом со стеной нажмите клавишу скольжения по стене ($(k:parcool.WallSlide))
patchouli-json:parcool:parcool_guide:entries/actions/wall_slide.json:/pages/1/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/others/energy_drink.json:/name	sha256:31adc9243b8bc59d26aecc1f11d946e1e235625c501652e29f28c2de4d237dd3	Энергетик
patchouli-json:parcool:parcool_guide:entries/others/energy_drink.json:/pages/0/text	sha256:d390911363f7bb3d168fe966aa07b09dec8a66422f157068f101d7c87f8f8241	Часто заканчивается выносливость? Тогда $(strike)измените настройки$() приготовьте $(bold)энергетик$(). С ним действия ParCool не расходуют выносливость!
patchouli-json:parcool:parcool_guide:entries/others/energy_drink.json:/pages/1/text	sha256:b2a4094db29bac1ab53d59f8dd1194f6cd635a0379746b4f7da0fffa9e1b7caa	Энергетики готовятся в зельеварке.$(br2)Рецепты:$(list)[Мутное зелье] + [Незер-кварц]$(list)[Некачественный энергетик] + [Незер-кварц]
patchouli-json:parcool:parcool_guide:entries/others/energy_drink.json:/pages/1/title	sha256:25105fdf7ef523f23e1dd91ca54f7859396addebbdcab2c2a54df25a32e41b2e	Приготовление энергетика
patchouli-json:parcool:parcool_guide:entries/others/energy_drink.json:/pages/2/text	sha256:e776438036eba3e9fb824f4591ed7bc2b3b00e608a8b2ae0d2dd2a47f90510ca	Некачественный энергетик — простой в приготовлении вариант с неприятными побочными эффектами.$(br2)Рецепты:$(list)[Мутное зелье] + [Ядовитый картофель]$(list)[Мутное зелье] + [Курятина]
patchouli-json:parcool:parcool_guide:entries/others/energy_drink.json:/pages/2/title	sha256:0a0b050dd83b18ad0c078b2326acbe88b05b7622c5ab2fb2f306dd471147ab15	Некачественный энергетик
patchouli-json:parcool:parcool_guide:entries/others/passive_actions.json:/name	sha256:1ba027a5a99d2d83e6fd97e49414963656832d3535453ca56eb61e1f6fb53d09	Пассивные действия
patchouli-json:parcool:parcool_guide:entries/others/passive_actions.json:/pages/0/text	sha256:ae7ab1fbab501de10d9005944e1b6613792b2a5e30807fc2b9bbb247da009f48	ParCool добавляет несколько пассивных способностей и анимаций.
patchouli-json:parcool:parcool_guide:entries/others/passive_actions.json:/pages/1/text	sha256:2b8e443652b19596d0b8cc45e2c74e496fcfbcf1a01ec1f5877224aa83320077	При долгом падении включается новая анимация. Если она мешает, отключите её в настройках.
patchouli-json:parcool:parcool_guide:entries/others/passive_actions.json:/pages/1/title	sha256:9dd1d4b90300c4d16871d9c07710278a703bbe9a6376f7915f05727432a44b90	Анимация падения
patchouli-json:parcool:parcool_guide:entries/others/zipline.json:/name	sha256:947cf8e3198be6e4cb9f66c73cd8fe0f9e18e5c97c49d29e47b99f802662df9f	Зиплайн
patchouli-json:parcool:parcool_guide:entries/others/zipline.json:/pages/0/text	sha256:0e947a1dd22cefe6f9a75c50d16059443a841a616864cc1a19d822db71a180df	Зиплайн соединяет две точки и позволяет быстро перемещаться между ними.
patchouli-json:parcool:parcool_guide:entries/others/zipline.json:/pages/2/text	sha256:c9800a7739c6c1e641a8ce6024c15115769e2fe1585bf07ba5b5993eb3f90c0e	Сначала выберите две точки для зиплайна и установите в каждой по крюку.$(br2)Крюки бывают двух видов: деревянные и железные.
patchouli-json:parcool:parcool_guide:entries/others/zipline.json:/pages/2/title	sha256:735818930d9ffc40225d9f8f52d465df17beeb525fa946938984733848362623	Крюк зиплайна
patchouli-json:parcool:parcool_guide:entries/others/zipline.json:/pages/4/text	sha256:b370c24da663b3770668fe2578691e2e0d1731bfeee676809f2a756e31d1dce3	Крюки установлены? Теперь создайте трос зиплайна. Используйте предмет, присев, чтобы изменить натяжение троса.$(br2)Чтобы проложить зиплайн, примените трос к обоим крюкам. После этого точки соединятся.
patchouli-json:parcool:parcool_guide:entries/others/zipline.json:/pages/4/title	sha256:d6a7c9ee48a13bc29013110fcdabc667a8c1218e5061428ec7493597f01b6c4e	Трос зиплайна
patchouli-json:parcool:parcool_guide:entries/others/zipline.json:/pages/6/text	sha256:e7b0811a69fab87b0d75705ce4886355dc001e5ee4bb372ae6cbe946f4d0341e	$(list)Прыгните к зиплайну и нажмите клавишу движения по зиплайну ($(k:parcool.RideZipline))
patchouli-json:parcool:parcool_guide:entries/others/zipline.json:/pages/6/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-lang:actuallyadditions:bb9fa2c96a216beea265	sha256:bb9fa2c96a216beea265dde6da858b49234c964d93a3827d7e547e483f8341e6	<i>Признаться честно, я и сам не представлял, сколько всего есть в Actually Additions.<r><n> - Ellpeck
patchouli-lang:actuallyadditions:booklet.actuallyadditions.chapter.intro.text.4	sha256:ea255c777f0425b8fe2faa723e6fce6d731991968619b2a8a9f2d0304bff1158	<i>поможет оставить неудобства позади и достичь просветления. <r><n><n>                   ~<imp>Tulkas<r>
patchouli-lang:actuallyadditions:booklet.actuallyadditions.chapter.video_guide.booty.text.2	sha256:77837f1e601c7df391f3ad8777de6856a6f56e908ba8191eebd5f67b2fc59072	<n>В этом видео показана большая часть возможностей мода. Оно <imp>немного устарело<r> и охватывает не всё, но по-прежнему отлично подходит <imp>для первого знакомства<r>.
patchouli-lang:actuallyadditions:booklet.actuallyadditions.chapter.video_guide.dire.text.2	sha256:c07c3504a8fdba7e5cbd7ad2a6309626590f2519cfab4767279e38527430c3aa	или подробный плейлист ниже.
patchouli-lang:actuallyadditions:booklet.actuallyadditions.item.actuallyadditions.booklet	sha256:7a92817bd4888b7647e0d2aaf011dfab9a6be68c014a2b418a710cd271ec4a08	Руководство Actually Additions
patchouli-lang:botania:botania.page.headCreating3	sha256:9f7216683e09f98f28f359e9a11d840de686ebe915977003d45ee9f16f9de383	Если вместо бирки использовать $(item)подписанную книгу$(0) (подойдёт и копия), в процесс можно передать ещё больше информации:$(p)Если известен тайный код, вызывающий прежний $(thing)скин$(0) и записанный на мистическом языке $(thing)Base64$(0), его можно внести в книгу, чтобы воссоздать прежний облик головы $(thing)игрока$(0).
patchouli-lang:dynamictrees:537df3ed0b709a8d19e0	sha256:537df3ed0b709a8d19e0bd0a3a3fe04a86f0e5a8050ff8f652087b49deeaeebc	Dynamic Trees полностью меняет обычные деревья: они растут со временем и реагируют на окружение. Благодаря ветвям и стволам они выглядят реалистичнее.
patchouli-lang:parcool:7fb810448d7f5cf04ee6	sha256:7fb810448d7f5cf04ee68193ca9b7e07854ca07c156cb73d8b0ed706e9f014d3	Версия 3.4.x.x
