id	source_hash	translation
mantle-book-language:tconstruct:tinkers_gadgetry:ancient_tools.subtext	sha256:7ac69673015ccb786215270a209e2f3b4d5a6044a417efed8de7191f451ee557	Древние инструменты изредка встречаются среди добычи по всему миру. Они состоят из случайных материалов, которые нельзя заменить, но сами инструменты можно модифицировать как обычно. Иногда попадаются инструменты из уникального материала, который иначе встречается только в броне или деталях инструментов, полученных от пиглинов.
mantle-book-language:tconstruct:tinkers_gadgetry:armor	sha256:0097938d502e1c685e9f57b9dbb3c6ad8ed8d850cffb3aff7d99a058cacd8ad1	Слизневая броня
mantle-book-language:tconstruct:tinkers_gadgetry:armor.subtext	sha256:a6ebef959aaa006773f3a77c1f7267a2aa40396da7a8e6e3e13cd25f2df068aa	Сочетая слизь с частями различных существ, можно получить необычную броню. Она защищает не слишком хорошо, зато заметно усиливает способности.
mantle-book-language:tconstruct:tinkers_gadgetry:armor_materials	sha256:cdb4712651dd234711d9e034f1a9eda420abec68421efa8158448ac29e4127d1	Материалы для брони
mantle-book-language:tconstruct:tinkers_gadgetry:armor_materials.subtext	sha256:34aca581b46f21d80783d1e85f7a2afc85e715219216418c1ac74cfde5d8bb71	Эти материалы находят при исследовании далёких мест. Из них можно создавать броню и щиты.
mantle-book-language:tconstruct:tinkers_gadgetry:exploration	sha256:f08e7f4a8d5c7b2a62ede2d1643527c2e823bd454f9e8c632d4f55db0f3a3cc0	Исследование
mantle-book-language:tconstruct:tinkers_gadgetry:exploration.blood_island	sha256:8a7961ab59837fd7340327fc375f3e5160cc2ec8cb38340de75e5055ee8ba271	Кровь
mantle-book-language:tconstruct:tinkers_gadgetry:exploration.clay_island	sha256:05947b7bdbad0f301c8086a325985c41961fa6c762799f8659f64740683736de	Глина
mantle-book-language:tconstruct:tinkers_gadgetry:exploration.earthslime_geode	sha256:3239e38d95b6c2c6d8cc003c8f127d0d6596d50f818c48ec12f23b882284d754	Земная слизь
mantle-book-language:tconstruct:tinkers_gadgetry:exploration.earthslime_island	sha256:3239e38d95b6c2c6d8cc003c8f127d0d6596d50f818c48ec12f23b882284d754	Земная слизь
mantle-book-language:tconstruct:tinkers_gadgetry:exploration.enderslime_geode	sha256:91253b86e9d749e7d8640b6d9d6fb52fafc1a9fdd56d5355674b23c419ccd83d	Эндер-слизь
mantle-book-language:tconstruct:tinkers_gadgetry:exploration.enderslime_island	sha256:91253b86e9d749e7d8640b6d9d6fb52fafc1a9fdd56d5355674b23c419ccd83d	Эндер-слизь
mantle-book-language:tconstruct:tinkers_gadgetry:exploration.ichor_geode	sha256:09f8720da7e112a59a145aaf42aebde27ad49dfd64a6557175a2999e0fa3b60d	Ихор
mantle-book-language:tconstruct:tinkers_gadgetry:exploration.necrotic_bones	sha256:c9f428ae37169a7f8ccefb0129ccbf3c311273a70462350f82321779b06745ec	Некротическая кость
mantle-book-language:tconstruct:tinkers_gadgetry:exploration.skyslime_geode	sha256:cf11b25bd2405969b52b1286f269b7895887e284f79ebca4bf19f5e4473fd2eb	Небесная слизь
mantle-book-language:tconstruct:tinkers_gadgetry:exploration.skyslime_island	sha256:cf11b25bd2405969b52b1286f269b7895887e284f79ebca4bf19f5e4473fd2eb	Небесная слизь
mantle-book-language:tconstruct:tinkers_gadgetry:gadgets	sha256:4be9d221d795080ca122599bfb19f46d4f0ebfc3ec7cb3f4531a4a09ccda2b7a	Гаджеты
mantle-book-language:tconstruct:tinkers_gadgetry:intro	sha256:b605350bc00209520b7cd8f546322663356ba630708f71bbf30aead6b3dd608e	Введение
mantle-book-language:tconstruct:tinkers_gadgetry:materials	sha256:7bc1160023c8c83a5289c503c66897431eeee0ec31d57d4b68eb4a3b947bdc6b	Материалы для слизневых черепов
mantle-book-language:tconstruct:tinkers_gadgetry:materials.subtext	sha256:fd408ee53c5a65e19c213ef7424da0ce61901748e0ded0633bcb927f96a290b3	Если положить один из этих черепов в литейный резервуар и залить эндер-слизью, из него получится шлем с усиленной способностью.
mantle-book-language:tconstruct:tinkers_gadgetry:melee_harvest_materials	sha256:957a09ddaa0eb2cdea819044f9a59e57309f55c1930ef4ae5f33c7ee36480fbe	Материалы общего назначения
mantle-book-language:tconstruct:tinkers_gadgetry:melee_harvest_materials.subtext	sha256:f6c9ce0099ee2b3c7650b8eea0f738729ec6bb1664c337771162a9a8f05cfdb9	Эти материалы находят при исследовании далёких мест. Из них можно изготавливать детали инструментов ближнего боя и добывающих инструментов.
mantle-book-language:tconstruct:tinkers_gadgetry:ranged_materials	sha256:2eb4c7d0b69a9ae380f24574ff2dd28ca27283ff2619205af9cd4a5d6f1cb96e	Материалы для дальнего боя
mantle-book-language:tconstruct:tinkers_gadgetry:ranged_materials.subtext	sha256:44a026b476e7bb755de98fb333ef1d0157fc4f5688e6252a720ffd7783b98db1	Эти материалы находят при исследовании далёких мест. Из них можно изготавливать детали оружия дальнего боя, например луков.
mantle-book-language:tconstruct:tinkers_gadgetry:staffs	sha256:9b2039ce089477ff3528c7a400062f0c5c511663f1f5bce14298ab068e09372b	Посохи
mantle-book-language:tconstruct:tinkers_gadgetry:staffs.subtext	sha256:e51d582c80976e3fe226e27fcc762da27bfcfb914c5f8e9e51f47bc6cf7e61c0	Кристаллы слизи и слизнедревесина позволяют создавать очень гибкие инструменты. Нужно лишь немного металла, чтобы скрепить всё вместе.
