"id"	"kind"	"status"	"source_hash"	"native_translation"	"translation"	"source"
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_expanded.json:/effects/0"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:153fd3c7c2ab115cb98c40d29ef2ec591051eaae0b4f67ac4a27ca8be6f37e67"	""	""	"No max level"
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_expanded.json:/effects/1"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:224c33723654475a5ea88c65031ecb693aea802e4d7a959d58b23fa14a7ef3cc"	""	""	"Requires 1 ability slot per level"
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_expanded.json:/text/0/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:0236e846d40ab2217699de6e2e5b9f0029bf095d74f728da2e5bdbf43cf51f52"	""	""	"Increases the tool's area of effect. Specific effects are described on the tool pages."
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_gilded.json:/effects/0"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:153fd3c7c2ab115cb98c40d29ef2ec591051eaae0b4f67ac4a27ca8be6f37e67"	"Нет макс. уровня"	"Нет макс. уровня"	"No max level"
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_gilded.json:/effects/1"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:224c33723654475a5ea88c65031ecb693aea802e4d7a959d58b23fa14a7ef3cc"	"Требуется 1 слот для умений за уровень"	"Требуется 1 слот для умений за уровень"	"Requires 1 ability slot per level"
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_gilded.json:/text/0/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:9e7dc20df90855a8cbad7f6be108df2e6aedd5c6c6078419107ac211c6068775"	"Обменивает 1 слот для умений на 2 слота для улучшений."	"Обменивает 1 слот для умений на 2 слота для улучшений."	"Trades 1 ability slot for 2 upgrade slots."
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_luck.json:/effects/0"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:a5319476fbdb64b586d46514aed7ee03babc61ceba27518cb29b165da3cb0e01"	"Максимум 3 уровня"	"Максимум 3 уровня"	"Maximum of 3 levels"
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_luck.json:/effects/1"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:b62a0067e9cd5a0a1a7faef53f727c181135044da45151387ff2f24d901742fb"	"Первый уровень требует 1 слот для умений"	"Первый уровень требует 1 слот для умений"	"First level requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_luck.json:/effects/2"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:285463a2a1e080a437a0c01acb52023778e4709322103b6143e7dab94faf4a6e"	"Второй и третий уровни не требуют слотов"	"Второй и третий уровни не требуют слотов"	"Second and third levels are slotless"
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_luck.json:/text/0/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:20030d0ca287ad2954dd249e764ee6fc0877236576717d31c85391b5e78b4e49"	"Увеличивает количество выпадающих предметов как из блоков, так и из монстров. Для каждого уровня требуется свой рецепт удачи, применяемый по порядку."	"Увеличивает количество выпадающих предметов как из блоков, так и из монстров. Для каждого уровня требуется свой рецепт удачи, применяемый по порядку."	"Increases drop rates from both blocks (harvest tools only) and monsters. Luck requires a different recipe for each level, applied in order."
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_luck.json:/text/1/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:6ca0022bf1e87a483d097d1a31243c2baa365fcd977427e6aa9f2b0f466c51ba"	"Поножи могут иметь 1 уровень удачи, который увеличивает дроп с мобов и блоков при использовании литейных инструментов."	"Поножи могут иметь 1 уровень удачи, который увеличивает дроп с мобов и блоков при использовании литейных инструментов."	"Leggings can receive a single level of luck, which boosts drops from mobs and drops from blocks when using tinker tools."
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_melting.json:/effects/0"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	""	""	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_melting.json:/effects/1"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	""	""	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_melting.json:/text/0/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:21e6209bf6681ab5be96d81dbad21b8b6da282e1ef07fb355f19593a73c4ec80"	""	""	"Causes dropped items and attacked entities to be melted into the tools tank. Maximum fluid per hit produced at around 4 damage for most mobs. Also increases the tools tank capacity by 1000 mb. "
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_melting.json:/text/1/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:445e8082a56679f982a83efbe5174d4d1c37a0b33032d8727d1efe10bfdd5a8d"	""	""	"Melted fluid can be emptied by interacting with a tank or a drain while holding the tool or armor piece."
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_unbreakable.json:/effects/0"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	"Максимум 1 уровень"	"Максимум 1 уровень"	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_unbreakable.json:/effects/1"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:08f7615074f16b5d5b9c1cee46ea1a862c708ae6a64b36f8cd5ec53e029cb860"	"Требуется укрепление V и модификатор Незерит"	"Требуется укрепление V и модификатор Незерит"	"Requires Reinforced V and Netherite"
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_unbreakable.json:/effects/2"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	"Требуется 1 слот для умений"	"Требуется 1 слот для умений"	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/general/tconstruct_unbreakable.json:/text/0/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:428ae35512ee32bd51f801b8f63cce1557705609b131ba3472c97aa7943a0dee"	"Предотвращает поломку иструмента, за исключением потери прочности от специальных источников, например от модификатора Вкусный."	"Предотвращает поломку иструмента, за исключением потери прочности от специальных источников, например от модификатора Вкусный."	"Prevents the tool from taking damage, except from special damage sources such as tasty."
"mantle-book:tconstruct:encyclopedia:abilities/harvest.json:/text/0/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:84be134f13e9e3b9d261ee938b9a6cbdd88b6b639e95e0a3bfefb5cb48d62081"	"Умения сбора наиболее полезны для инструментов, ломающих блоки, таких как кирки или лопаты."	"Умения сбора наиболее полезны для инструментов, ломающих блоки, таких как кирки или лопаты."	"Harvest abilities are most useful on tools that break blocks, such as pickaxes or shovels."
"mantle-book:tconstruct:encyclopedia:abilities/harvest.json:/title"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:975b35b1c9fa38416c70ae32b620ab9720faad88a430be1a554b72c389e6ef6c"	"Умения сбора"	"Умения сбора"	"Harvest Abilities"
"mantle-book:tconstruct:encyclopedia:abilities/harvest/tconstruct_autosmelt.json:/effects/0"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	"Максимум 1 уровень"	"Максимум 1 уровень"	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/harvest/tconstruct_autosmelt.json:/effects/1"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	"Требуется 1 слот для умений"	"Требуется 1 слот для умений"	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/harvest/tconstruct_autosmelt.json:/text/0/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:7afcabe88be4595029acb7ae6523ebf046a7aa613b8cdae0ecb4a73f71c64562"	"Заставляет предметы, выпавшие из добытых блоков, плавиться, как в печи."	"Заставляет предметы, выпавшие из добытых блоков, плавиться, как в печи."	"Causes items dropped from mined blocks to be smelted, as if in a furnace."
"mantle-book:tconstruct:encyclopedia:abilities/harvest/tconstruct_exchanging.json:/effects/0"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	"Максимум 1 уровень"	"Максимум 1 уровень"	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/harvest/tconstruct_exchanging.json:/effects/1"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	"Требуется 1 слот для умений"	"Требуется 1 слот для умений"	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/harvest/tconstruct_exchanging.json:/text/0/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:969d838c839fd36b770d78fcfc1416d3a883220f3da207b3f771e35e91d0c5a5"	"Заменяет добытые блоки на блок, удерживаемый в руке."	"Заменяет добытые блоки на блок, удерживаемый в руке."	"Replaces mined blocks with the block held in the offhand."
"mantle-book:tconstruct:encyclopedia:abilities/harvest/tconstruct_silky.json:/effects/0"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	"Максимум 1 уровень"	"Максимум 1 уровень"	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/harvest/tconstruct_silky.json:/effects/1"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	"Требуется 1 слот для умений"	"Требуется 1 слот для умений"	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/harvest/tconstruct_silky.json:/text/0/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:d5783b81d43cb4c5fc6a424aceceea22b107ef35dbb7a11ac9ad9f67fef645cd"	"Добытые блоки сами выпадают вместо обычных предметов. В дополнение позволяет тесакам, мечам, косам, кинжалам стричь мобов."	"Добытые блоки сами выпадают вместо обычных предметов. В дополнение позволяет тесакам, мечам, косам, кинжалам стричь мобов."	"Causes mined blocks to drop themselves unmodified. For swords, cleavers, scythes, and daggers, additionally allows shearing mobs."
"mantle-book:tconstruct:encyclopedia:abilities/interact.json:/text/0/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:9936a3121ef86ead2be23475c6bb40fc02a27d724f8cff5775aab22c93fa0ced"	"Умения взаимодействия изменяют способ взаимодействия инструмента с блоками, сущностями и даже воздухом."	"Умения взаимодействия изменяют способ взаимодействия инструмента с блоками, сущностями и даже воздухом."	"Interaction abilities change the way the tool interacts with blocks, entities, and even air."
"mantle-book:tconstruct:encyclopedia:abilities/interact.json:/text/1/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:2f4008536ca1b7279c658890078a43ecbdcfe929a974b0ff0c2db2d02d956bdc"	"Из-за своей природы они часто будут сильно конфликтовать с другими умениями взаимодействия."	"Из-за своей природы они часто будут сильно конфликтовать с другими умениями взаимодействия."	"Due to their nature, they will often severely conflict with other interaction abilities."
"mantle-book:tconstruct:encyclopedia:abilities/interact.json:/text/2/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:85365ea692fbb465ec839c60f8638dbf9d53caeb8e83bc94680e57672b6a5ff3"	"Многие умения взаимодействия также работают с оружием дальнего боя, которое используется для атаки, а не для взаимодействия."	"Многие умения взаимодействия также работают с оружием дальнего боя, которое используется для атаки, а не для взаимодействия."	"Many interaction abilities also work on ranged weapons, which are used by attacking instead of interacting."
"mantle-book:tconstruct:encyclopedia:abilities/interact.json:/text/3/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:f298060f34975e7962588c7f87e2f6a0450b1ca14a1a0a02e817dc0eafd23191"	"Многие умения взаимодействия также работают с нагрудниками, требующих пустую руку для использования. Их можно использовать как с основной, так и с дополнительной рукой."	"Многие умения взаимодействия также работают с нагрудниками, требующих пустую руку для использования. Их можно использовать как с основной, так и с дополнительной рукой."	"Many interaction abilities also work on chestplates, requiring an empty hand to be used. They can be used from the main or offhand"
"mantle-book:tconstruct:encyclopedia:abilities/interact.json:/title"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:d7a5f696549b84563b52f7b05f351d269e3a08774114f91812fbfa716842dfc4"	"Умения взаимодействия"	"Умения взаимодействия"	"Interaction Abilities"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_bonking.json:/effects/0"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	""	""	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_bonking.json:/effects/1"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	""	""	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_bonking.json:/text/0/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:7d0246b427e2eaf276ae1a0f3617e47a43c4649683ed5009c4c0ed2acda315d3"	""	""	"Charge and release to knockback the targeted mob, consuming 1 durability. If used on a melee weapon, does a melee attack at 150% damage."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_bonking.json:/text/1/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:4c878c2a2044bd67d38c2a28507a1c1414ab283d944110fa0200801a858dc9e6"	""	""	"Effect strength is based on half of power times velocity. Boosted by 25% per knockback level, halved by padded. Quick charge reduces charge time, and target's armor knockback like springy or knockback resistance apply."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_brushing.json:/effects/0"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	""	""	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_brushing.json:/effects/1"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	""	""	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_brushing.json:/text/0/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:5585452f474c19f01ce6c68e8ae8d594ffcfc02532437746eddb9b44933304d0"	""	""	"Hold interact on a suspicious block to slowly brush it. Consumes durability upon completion and supports AOE brushing."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_bucketing.json:/effects/0"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	"Максимум 1 уровень"	"Максимум 1 уровень"	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_bucketing.json:/effects/1"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	"Требуется 1 слот для умений"	"Требуется 1 слот для умений"	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_bucketing.json:/text/0/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:c6f6031d34b1ce50b4e498cdb09e2f4023b996a8ed9fe03b8ec0876067b90f64"	"Позволяет инструменту выливать жидкости при использовании и заливать жидкости при подкрадывании. Также увеличивает ёмкость резервуара инструмента на 1000 мб и округляет её до ближайшей 1000 мб."	"Позволяет инструменту выливать жидкости при использовании и заливать жидкости при подкрадывании. Также увеличивает ёмкость резервуара инструмента на 1000 мб и округляет её до ближайшей 1000 мб."	"Allows the tool to pick up fluids on use and place fluids when sneaking. Also increases the tools tank capacity by 1000 mb."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_bucketing.json:/text/1/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:490eb5220bc25ca861433eb006dd1c2abc3a67dc04a6e437f6fc732177c0694e"	"Инструменты с ковшом имеют возможность заливания и выливания жидкости, путём взаимодействия с блоками жидкостных резервуаров."	"Инструменты с ковшом имеют возможность заливания и выливания жидкости, путём взаимодействия с блоками жидкостных резервуаров."	"Tools with bucketing have the ability to be filled and drained by interacting with fluid tank blocks."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_drill_attack.json:/effects/0"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	""	""	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_drill_attack.json:/effects/1"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	""	""	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_drill_attack.json:/effects/2"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:fc4c56efe51771c8dc060d3c13dab613a6c0ff179c6ca2ec03bc1bd154e36c5c"	""	""	"Requires springing, flinging, or grapple"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_drill_attack.json:/text/0/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:5ccd025c46cf4eec449ddb75411fca45480fecb14131af9982dc88fa5b34c646"	""	""	"Hitting a mob within the first second of a movement ability such as springing, flinging, or grapple will cause them to be attacked with the main hand weapon."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_firestarter.json:/effects/0"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	"Максимум 1 уровень"	"Максимум 1 уровень"	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_firestarter.json:/effects/1"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	"Требуется 1 слот для умений"	"Требуется 1 слот для умений"	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_firestarter.json:/text/0/text"	"mantle_book_text"	"REVIEW_NATIVE"	"sha256:e2a8f7ae49213060f669722f42201c13abf9df6972021e19475c9e221da99e41"	"Позволяет инструменту разводить огонь при использовании, расходуя 1 прочность."	"Позволяет инструменту разводить огонь при использовании, расходуя 1 прочность."	"Allows the tool to create fires on use, consuming 1 durability."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_flinging.json:/effects/0"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	""	""	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_flinging.json:/effects/1"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	""	""	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_flinging.json:/text/0/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:1589701a96270a689efadb37aa9edd5bc1afe7942147b7887b3889a72930ed4f"	""	""	"Charge and release to launch yourself away from the targeted block for 1 durability."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_flinging.json:/text/1/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:31347dc726b4941f2efe18e15cc9e321f5605bbd2f45c96c32f8d84eccca4754"	""	""	"Effect strength is based on half of power times velocity. Boosted by 25% per knockback level, though the knockback effect is halved by padded and multiplied by armor knockback such as springy and knockback resistance. Quick charge reduces charge time."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_glowing.json:/effects/0"	"mantle_book_text"	"STALE_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	""	""	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_glowing.json:/effects/1"	"mantle_book_text"	"STALE_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	""	""	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_glowing.json:/text/0/text"	"mantle_book_text"	"STALE_NATIVE"	"sha256:a42d1172ba6db8b6c522976352c68efaa514fc8721676851a0acf9793dc6dc84"	""	""	"Causes the side of the targeted block to glow, giving off light. Placing a glow consumes 5 durability."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_glowing.json:/text/1/text"	"mantle_book_text"	"STALE_NATIVE"	"sha256:1608570e5c0d05b64a8f05454b64707be3acdd3d1afbda035494b95f6e5ca6a2"	""	""	"On bows, will also place a glow at blocks targeted by the arrow, consuming the arrow in the process."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_pathing.json:/effects/0"	"mantle_book_text"	"STALE_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	""	""	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_pathing.json:/effects/1"	"mantle_book_text"	"STALE_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	""	""	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_pathing.json:/text/0/text"	"mantle_book_text"	"STALE_NATIVE"	"sha256:03999f0dd3622d7a4c50ff3634a70bb0782a98c916bc6e6c2811f6479cb964dd"	""	""	"Allows the tool to create paths, similarly to pickadzes or excavators. Tools will use their normal mining area for placing paths."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_pathing.json:/text/1/text"	"mantle_book_text"	"STALE_NATIVE"	"sha256:ca4f44b1934bc535b71bb66d0fbbb3d3518ab2a805020a02826c1f1c805d97fa"	""	""	"Triggers before the tool's native stripping or tilling if present."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_slurping.json:/effects/0"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:153fd3c7c2ab115cb98c40d29ef2ec591051eaae0b4f67ac4a27ca8be6f37e67"	""	""	"No max level"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_slurping.json:/effects/1"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:224c33723654475a5ea88c65031ecb693aea802e4d7a959d58b23fa14a7ef3cc"	""	""	"Requires 1 ability slot per level"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_slurping.json:/effects/2"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:b860e7f88e087af685df67ecc86a1ed49b463830ebb31ee87e25119fd9071689"	""	""	"Fill by using tool on a fluid tank"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_slurping.json:/text/0/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:27f3a98daa69659370a65b27023f3aae1305c51388bc135d051d39cb868cd5fd"	""	""	"Allows drinking fluid contained in the tool to perform effects, such as lighting yourself on fire, clearing status effects, or restoring hunger."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_slurping.json:/text/1/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:7d808c4ce548cf34af2b79b5e3ec1a574f1fc839a442a315899e39acfbf1da8f"	""	""	"Higher levels consume more fluid to perform stronger effects"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_spitting.json:/effects/0"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:a5319476fbdb64b586d46514aed7ee03babc61ceba27518cb29b165da3cb0e01"	""	""	"Maximum of 3 levels"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_spitting.json:/effects/1"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:224c33723654475a5ea88c65031ecb693aea802e4d7a959d58b23fa14a7ef3cc"	""	""	"Requires 1 ability slot per level"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_spitting.json:/text/0/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:57c56bcfa233a933fc14aedd5384a5807e1bed6e88e47611a89b1d7fb6bce4fe"	""	""	"Charging up then release to launch fluid inflicting effects on the target and consuming 1 durability. Higher levels fire multiple shots and consume more durability and fluid."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_spitting.json:/text/1/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:571a85052cbd2ecc4c002a52214b0d5ff72a3e619d0efd57ebfe7b1cdd081a33"	""	""	"Power boosts the effect and fluid consumption by 25% per level. Charge time is reduced by quick charge."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_splashing.json:/effects/0"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:153fd3c7c2ab115cb98c40d29ef2ec591051eaae0b4f67ac4a27ca8be6f37e67"	""	""	"No max level"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_splashing.json:/effects/1"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	""	""	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_splashing.json:/effects/2"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:b860e7f88e087af685df67ecc86a1ed49b463830ebb31ee87e25119fd9071689"	""	""	"Fill by using tool on a fluid tank"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_splashing.json:/text/0/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:d96f4046b3c4db921beb5afd4dc08e6e9caa5679462d70243ce6e50f6284c50c"	""	""	"Drains a small amount of fluid (typically between 10 mb to 50 mb) on interaction to apply the special effects, such as fire, bonus damage, or potion effects to the block or entity target. "
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_splashing.json:/text/1/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:10db01054f21025d30d7211cfd279560099e22034deb7ab2a28380b26434fff8"	""	""	"Tool can be filled with fluid by interacting with a tank or drain while holding the tool."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_springing.json:/effects/0"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:4790242817445a0eed06501a9777543cd0aa4b0dc0b936102d62e58503da1099"	""	""	"Maximum of 1 level"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_springing.json:/effects/1"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:9054648401154dbc81e695699f3000a2016b0de218c5d880c2204f187d4105e5"	""	""	"Requires 1 ability slot"
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_springing.json:/text/0/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:e8c6566eb78d3742750f121db889cb1400000d971c4cc2f6ada19d3e84852605"	""	""	"Charge and release to launch yourself in the targeted direction for 1 durability."
"mantle-book:tconstruct:encyclopedia:abilities/interact/tconstruct_springing.json:/text/1/text"	"mantle_book_text"	"MISSING_NATIVE"	"sha256:5f492d8a3acd29ee97799de836c6301e6d541a941732bf2d95a8602af5ed5294"	""	""	"Effect strength is based on half of power times velocity. Boosted by knockback, though the knockback effect is halved by padded and multiplied by armor knockback such as springy and knockback resistance. Quick charge reduces charge time."
