id	source_hash	translation
block:block.enderio.clear_glass_ea_brown	sha256:58a1275707799bc9f6e4c7acec603c4301d4d5deacdd8df03c2c3189ed359ada	Коричневое осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_ea_cyan	sha256:3302d06ff16f13e3ad024db70e95b747dd5f7e8db4639df55e0ebc91db8db1cc	Бирюзовое осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_ea_gray	sha256:29e44f88894e10a21f6028ad4bcaa55270bd26bf28ab156a0184160ae4dfd53b	Серое осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_ea_green	sha256:cfea6b8aad3614bcf78a657098cc2042bd6091c36881256208e0d4729c0ee86f	Зелёное осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_ea_light_blue	sha256:8431463680daa3fb211a76a22be199e0cf8c30b58754332a6ec52877fa2d28d1	Голубое осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_ea_light_gray	sha256:f5f5c617e12952c00d8922f2eb81a751b945dc9508ce491a76d605fd10dc0953	Светло-серое осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_ea_lime	sha256:0b41485035ab3b8e3e502fa3605ea5bc2c25602b3c705dbacdf1bbe4be44e136	Лаймовое осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_ea_magenta	sha256:dc790a4c2b7ff6910dc2e8c2cc2ac3b5a80e842682a540fdab1625b64662bffb	Пурпурное осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_ea_orange	sha256:2f1e539bef63234235ec3f0e06eabf151cd0f63a1231e116d9f6390d1385543f	Оранжевое осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_ea_pink	sha256:a5ebca25b9c1846cda0574d3834960deb6e6433d8c0e36410b312db4beb01433	Розовое осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_ea_purple	sha256:d7c7d35e29bf2ebac48194a55dc2192eb8f77b3adc0f9b13d07f04e229c9bb3f	Фиолетовое осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_ea_red	sha256:a571bab577a7dbfe00d358d937da795b2f3c2babfc1131fe85ffd8a0fe461b6f	Красное осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_ea_white	sha256:dcff5418ea39385d133cca84da24d6c0798807ea0248ef7be66861d0d2a5deaa	Белое осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_ea_yellow	sha256:f49c0d1d09a92d4d229e0b07086a41e45e9093527e859544164dc6b8934cf172	Жёлтое осветляющее чистое стекло (проходят животные)
block:block.enderio.clear_glass_em	sha256:1f3056cbf871dd61d5b196f436d04ba0e881126a7b9c3fef3c607f25c4aad411	Осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_black	sha256:ea0f7da4b474c316dac1094d41cf416ca903969532587db8ea02d5726ffa13a9	Чёрное осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_blue	sha256:b8e7e2ba8c3524619d4b512dae5414d748b29cb9060c172820eff636d0ff8ca9	Синее осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_brown	sha256:dbfd05c0f7d69aa9e3e30741c43986b86075eb7bfccb28efa8ca63c7d2eeed0d	Коричневое осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_cyan	sha256:7ec9afc2a40cde74b703adc802b6504e6501a3d2cf64daf9c5b578c6b7bf8039	Бирюзовое осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_gray	sha256:8d9ce6db9c38740091d24d784b214722675d96070349728c11498e80354f3a0a	Серое осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_green	sha256:afd2f1a02b0291cd3ee67679faa4fa41a11e72c11fe1bebfaee21b7fc96e7bde	Зелёное осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_light_blue	sha256:7e9af5aa87522b4c5416a6c0556762627049a5c3b163f1e8249ca3f02232a0d1	Голубое осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_light_gray	sha256:56ea432cab5f72b824f9eeb79a732f457e18957f8003dd0b115cbf70ec9af9d2	Светло-серое осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_lime	sha256:9f98ecae0dfe087bfcd23b82221030bc8029c6a37ff52bea434a4dda5f777755	Лаймовое осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_magenta	sha256:9387f85111125427a1c46d77532d85a4433467a838072bebd052de83eb00489d	Пурпурное осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_orange	sha256:130620fb00ab673b0abcc223d136ab8faf4baef3c19c60732389422057f3ab74	Оранжевое осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_pink	sha256:a190abd52866f0e6de26c8f5cbeb603e86d4353c2c150d7890124ceaea913396	Розовое осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_purple	sha256:9500441e3b8a88415ce8913ba3c59dec4711e559595d008f498df9b79e9571e2	Фиолетовое осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_red	sha256:5ee9701e78dc5b8e24a322121558c7f995086d85229236070bf658185495b5f7	Красное осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_white	sha256:34d3f21f75380552a1d542e0e3617e2b20e1ddee4fd746a132ac1f1da2841a8c	Белое осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_em_yellow	sha256:3a7ff93fd39ec265163de2ec4bf2bb47518cde958c00c375a3b2bb70b3372824	Жёлтое осветляющее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_ena	sha256:759c333edf414b6177fac694f309f2c4078395108481b4bc498d0552b5fc5eee	Осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_black	sha256:c143ec62ff8879ba60a260899ec3b11af604e18aed0b1614b9cef9db5a638910	Чёрное осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_blue	sha256:85035f02484b18101cd1e2b4057ec80fa9dcc9f2c0e198fb14e781a6a04814f1	Синее осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_brown	sha256:ffb136041504bbb1244ee93f263c4bd99d6efceff744736e91f9e25bdeeab50e	Коричневое осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_cyan	sha256:a9d12d625b21fd8a7401fbfbe0117199679b1ee6b7ff6eb702c54b6ebef67a8b	Бирюзовое осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_gray	sha256:ad253bf1bd12106f0805d7aa9825265c00f42d15e3cfb5e14a75520cbd87534c	Серое осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_green	sha256:63d1ee5c14419ca44df17bcd0851f9b538240db00ad891af50bef282b910f679	Зелёное осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_light_blue	sha256:4a7eed3ae483c30461882c28f3f01fef85f627fd5ac57d77fa7577b07e1e668d	Голубое осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_light_gray	sha256:a13c08ce6fa270ef357479c5076c99b196892f51ec1a5163154cbacfa8ffeb3d	Светло-серое осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_lime	sha256:26f2b8edf7428da69229ef2f64853ccbe823456c1859ee290d97a40a1ddf66e3	Лаймовое осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_magenta	sha256:2876f5413082bed118f9fd49e15a59b8c12fc0625a0a567177b56737d2881714	Пурпурное осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_orange	sha256:c11b293702ecbe118574543670f00a62400e7cbe78bef980309033e2764bb52a	Оранжевое осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_pink	sha256:b493ebfa3ecafa7e9c944745c330dd081ee1daba10e6842635b37515db117f22	Розовое осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_purple	sha256:84cf8039bf3ab5400b8b7b84c91464a1923c9578a73f92efa2a7d3eca04d3642	Фиолетовое осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_red	sha256:64dc6b7ecaf00ba13dffc0e594cf4c9fe085072873db8ca021ec41ec07a7b5d4	Красное осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_white	sha256:1eb0043cafcbbd3e07f846c812eb4e9d7f4f2d3af1ba81c63c179a0754b5b361	Белое осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_ena_yellow	sha256:41f9a7eb9ac43c93cbe9c3d6b3ee255cf8eda2f0b466b14000005097ad466146	Жёлтое осветляющее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_enm	sha256:81577e1752b93840f4fe2f783d7f37d60e39d802941db5d6bd44c24517e1e6b2	Осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_black	sha256:3bbd5da5edb89899b7cdc82ef44c25983cb40cea639375832a2772ac1f33fdc8	Чёрное осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_blue	sha256:e77112b0812089682040464f3c4c463380b1edae1b2323396a903d5f1520632d	Синее осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_brown	sha256:5549a4af1e24c2d4b50c6ad4d4aebc1b22b115ac969f22b6b0ed8ff56edce1dc	Коричневое осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_cyan	sha256:ccb5d850a79b2899d55fc4fbf8575629f1a7bab20bffd6c85a59f533ebe0178f	Бирюзовое осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_gray	sha256:8793d46de69142028b5e9de6bbc9539c241e35a967a9ec76b71e27a7f86ea78f	Серое осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_green	sha256:d6155a9ac19c0c5baa8c2983bbe27e2510a1a7beb4933e13773fc215d70570e6	Зелёное осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_light_blue	sha256:0dda93e8e8cc532f19cfb6f6099ae3856fa948aa57919c0956730ddc58760d3f	Голубое осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_light_gray	sha256:eb107c49c8fbdc1d6de301399cc5ed3cf458187ea569e38dbbfbdcd759c340cf	Светло-серое осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_lime	sha256:bad4f6be97562a90071e210c233bd3bcbcc707701ba5f961dbb3b9a7ac18b050	Лаймовое осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_magenta	sha256:578318b4f978e5c66f15d90fcdf863e58c060fe90e6f0d0923da41c802b4b2b5	Пурпурное осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_orange	sha256:8984ac29ad456da3d0c6ca218ce9129e8bef3e128f4223ec7e08c9657229297b	Оранжевое осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_pink	sha256:339b1003b68784381943472eaafcf4800652526d4c2769efc32932a6b2f62f78	Розовое осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_purple	sha256:e8b5ec19ed02fbe6671fbfb1dc266bb197c62ed52e9c7bd776fe367c87d9ed48	Фиолетовое осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_red	sha256:1cd845c6128afc0b2ea7c251eded8a13062bff0e92ee68937c40cbc68ab3397d	Красное осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_white	sha256:4e628a08da49d846f547373e5ff59a8a51e4b69ed9cab46be9ea0007d34cfe1e	Белое осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enm_yellow	sha256:d40e69fcf03f7b2502a6f60e6fda14d4aab5aa47fa84f67b521dc9eea6691745	Жёлтое осветляющее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_enp	sha256:3dfd1fb805c7d997bcbe94e8b143c9314d3b5309aaa9c29ecfc4e9b42bdea22b	Осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_black	sha256:6b4717db6cc9afd32e06cc3144a07602151c919ee25d903ce9f03420e80f6c71	Чёрное осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_blue	sha256:02efc0abfb37115042f5c22ee6d5eadbcaea8709f6ff3f07e845213e8615e45f	Синее осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_brown	sha256:78e14ba8cd9d5a65311c8c5111f465bd98413e4150313a72ea1df0ff3e52de60	Коричневое осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_cyan	sha256:47811282cae87c7fffca91be8790f96e734181b965e6665988835cebcb0e5afd	Бирюзовое осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_gray	sha256:913aa9e453fbe3f44f610098b099845570dd9f3c3f79c26cff11fe9d4ff74792	Серое осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_green	sha256:66627ef033f122e72afa6a5a32dc96dd5a4b9fd947fdc5cd2bd5eac0ce538b28	Зелёное осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_light_blue	sha256:a49b98cbbb2b1076788acc34a5ebd3ab6d37c272eb19a07299055059470009c5	Голубое осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_light_gray	sha256:403701d3a36900e6d5b0efd1f04ddfdd5214152d579f2c2eb4b118a3ee468b5a	Светло-серое осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_lime	sha256:373b14db41f2cca96226b251fcd8baf3b8d84249e95160b06ec1e6b124b7d459	Лаймовое осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_magenta	sha256:d7aef05872c23d48cf7b52dc86d9ed3691ddbd19d6944e1dd349e2ee68243ff8	Пурпурное осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_orange	sha256:ab6d7e839e9273209d739c5fdfe4d6c2a5e91fa19e49f27c3e8b76d1abbcb302	Оранжевое осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_pink	sha256:26b3114fae5a0ceb3759d19a8d4fa7d56415e0f3e755f2c2a9d0efa89111d20e	Розовое осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_purple	sha256:6723f302b829ec54440fb85718568a8ad432c9a06d2d2d42aacd1d2ca15f8e19	Фиолетовое осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_red	sha256:fb98a4ddfdbb9a44184d91a903db3bffdc85d01c819e6bcf979394d9189f7259	Красное осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_white	sha256:05d30ea6e2a63796525b49cec5d7e0f7dc641fe0348917ce70d3d6fb40a766f5	Белое осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_enp_yellow	sha256:1efc100fe52357a6abde70ec612eed7069f522415dfd02603365c67d8d840379	Жёлтое осветляющее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_ep	sha256:da286f382ce3c869318ef93873693bdf153983b14839fb437136a3515592af99	Осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_black	sha256:deb3e48ca3e4a8ec20b4180da02da1fae818bca9a57c7da248e74c60352acd0b	Чёрное осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_blue	sha256:6c8b1cc7589863d4e0f82dbf02cb78b8df6b555f296cc20997615215b3767d58	Синее осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_brown	sha256:c4211c474eea79712b3113a2ecb6a2dd41d65e7d2de04ad3f050edd6f5680d1f	Коричневое осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_cyan	sha256:6ce1a53b1f71359ddd924920ff5f32f5eaa1b6efbe90f72a80afb9003e44fdc1	Бирюзовое осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_gray	sha256:9d53d3e868fc88e0b559e5b120a2f57857c9275cdf8856920b693173953d3140	Серое осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_green	sha256:01f9077eafd02a763aa9992f4d5c40cfd6ecb6c609d07ab9b764ba8a2d44926d	Зелёное осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_light_blue	sha256:e1d561965f73f4a21231cdd74737d815bf62a21a3168096a6b47b0cd9d369499	Голубое осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_light_gray	sha256:bf3a803f0f643757b1ae24493719d77daad08bf611bf3c6f893b6feb12131166	Светло-серое осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_lime	sha256:4410a2807ce6a4769f93118fe8ebb1b1de747ec5e2a2dd1fcfc784317961ab51	Лаймовое осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_magenta	sha256:a76b50f11e0a31e184eaa69ec94ed4f8dbfadd4413693fc185de574773bd85fa	Пурпурное осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_orange	sha256:f2300aa76d982ff5d1187e9f4ec4eb6fd16dd65aad8075dd95beb5d67ddeb711	Оранжевое осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_pink	sha256:d2dc1adedc114db88faf52d8caecf4ae4a40a6d24a431bcd3e2ba01a3ed3150d	Розовое осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_purple	sha256:b6ace2f4f15d82913bd491e09227a8c0b56cf3001b5001b8d41f69f9abff8ceb	Фиолетовое осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_red	sha256:5a892e07bb8c16bab2420185c6c39612822820b7913f649f4a3c004f1148ef99	Красное осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_white	sha256:51df6825f4c757a0b1948c2c7fb5c642838bae9bc2061d6ae0243350069eea89	Белое осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_ep_yellow	sha256:2b9368e00f86005a4ae81645b57dab4046d7b2e4084993ccc795aea7f12c5508	Жёлтое осветляющее чистое стекло (проходят игроки)
block:block.enderio.clear_glass_m	sha256:b8b203d3318fbc2d53c8b513e65eb77b93e8e5e0c3dc4828a8ea6dc2ccc24607	Чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_black	sha256:92354dc153f5497df6ddf9fa0cf49b913ee8989955ed8a9435c87292a5c920c0	Чёрное чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_blue	sha256:c613db5698838beb15d273139f90f6a637e688f4487ab8bcaa99a3eb25bfd072	Синее чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_brown	sha256:c87cbf1b06b62b8ce2c25b6fccdc531145c66bb14e950290e545b0d3eab8c87a	Коричневое чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_cyan	sha256:d4fee49e61ba0d82af694abae3c01f38f744de1f9b45025da22361642459fbf1	Бирюзовое чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_gray	sha256:726fc9a7ce24595f48add7080c9774b4c680e13a7fd1051dd383ab363a27bb37	Серое чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_green	sha256:00819f1e36a87afc32bc671eef322c36b4cfb0f9045e04feadb047cf364e30c6	Зелёное чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_light_blue	sha256:015132b44ef83c1e82226025f54ad85dfc9489e62b5ae53e11de81e8ef914f0c	Голубое чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_light_gray	sha256:a185d3c69149e8a6c7838fa0d58cb9e28e05f89cec2e58cb14a86421d0b08692	Светло-серое чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_lime	sha256:66e41566f027c0c6b27539300e01e4ab412b64f1cd0d4f6faa469227c65368db	Лаймовое чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_magenta	sha256:a9822650d417352dd8f1085e226d671e4cf4cdf103dd755bc94851ee9499e287	Пурпурное чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_orange	sha256:ef166cbc7f76304f54227cf1a017cd642535686e10c78ada54ac018ef68f492a	Оранжевое чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_pink	sha256:05733ef4669e3a30a5d9d32c777c468dcac5a8272ec16a60d3e978fdebf29c84	Розовое чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_purple	sha256:a4fe2a6cb1ee8d9f4b57adde9b7d99a81e0edb810ed118c04758db41f6e00306	Фиолетовое чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_red	sha256:42eb6874997cfb0632044b9fe7f3b55dcc83968e19725094225aad321642dca0	Красное чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_white	sha256:c363db8afb9228bcb657dc2a1532219cce155ef039a43ab6d7d3c337257ef124	Белое чистое стекло (проходят монстры)
block:block.enderio.clear_glass_m_yellow	sha256:243e039b1b20333ca4521d615f91f04a118f167b76cb66b10b3c676ae03db994	Жёлтое чистое стекло (проходят монстры)
block:block.enderio.clear_glass_na	sha256:556901925829f298d0034101e5c3695b8a8bdd1772cd43aad264e5a80e0e7026	Чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_black	sha256:aa953195dc6b5d86ac281309e91848342f2e10848b7793acf937c21a90049e24	Чёрное чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_blue	sha256:f5d37d34e934d481a9c6953687ee30d3b190ca4c082848b260b7c2ad54fa8b5b	Синее чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_brown	sha256:64568a63ea2cb2af156512263ee6a0e8d168dd70254c4d7c4c96260c7623613c	Коричневое чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_cyan	sha256:4cd80f0c9511fe6ec69e130fd72741923df0ad5d297deefd2a21f9c11bf7284d	Бирюзовое чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_gray	sha256:72413be14efb2b563cd9efe508fd012b0793bc52f9494682aaed440ba4f12d61	Серое чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_green	sha256:e130334a5fca2341f10c006124f363d6bbe49778dfcb340793bd9e10ca57e12e	Зелёное чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_light_blue	sha256:90282e167fe13823995de53411ccccacb777d66c3291fa6ac6311401a05b982f	Голубое чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_light_gray	sha256:5a2cf790a075c0c3d76ba9fbd642f9a34e06310e5583bba9c14f42ad1c6b705a	Светло-серое чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_lime	sha256:9d2fbb46e4b2e6b6b17cc0d29620356b370f627ad0b5991bc59477da37199fd3	Лаймовое чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_magenta	sha256:04d515a56058e2e55ebf3ae5f87b54722a90abfb29720d4aa78dc0ffe234c5d6	Пурпурное чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_orange	sha256:8dfe7bac53908529981f7c5c203dde511db9de353db2e100cf984a5f0114c877	Оранжевое чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_pink	sha256:f927f2650c77c91a96ca451e1d1aef0fb82acc132fc56bdd5be359f5597158f2	Розовое чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_purple	sha256:ddea8a84facbae399839ac86f58ebe937df55fd64e25679a42ab0c93ca0584f3	Фиолетовое чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_red	sha256:d03984a318a3754458e476becdd595ce7264181d3a9516b97da6f8f4488857eb	Красное чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_white	sha256:a9bd83c653232d003b0e0e9fbb218b0affe35c90009a9cbb3ad9e1a98215c77f	Белое чистое стекло (животные не проходят)
block:block.enderio.clear_glass_na_yellow	sha256:c7c90f275624671c48764fb8e2496243c25a2ac743856c9fe703d364737721bd	Жёлтое чистое стекло (животные не проходят)
block:block.enderio.clear_glass_nm	sha256:cdf1e777a9d72de299eca6073a2db755acaf2b030976915e9e12bb7490e79638	Чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_black	sha256:b7dcfa3ff0afc6751b7d4db314ff3ba0c6397018de5ace8abc100de79643c1c5	Чёрное чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_blue	sha256:07aa4bf97297a37ed75ba7f8d3000ff104b6a586cb05dd7d55a8432ddbaa1e0a	Синее чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_brown	sha256:553b05794cb1e2304d3873caf677448690437dee45775e7854d0df1d4c747d68	Коричневое чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_cyan	sha256:a8d39282e3ceb7db74edbfb73cc24f89f4f2ce83add4d5ca75382177cbc89946	Бирюзовое чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_gray	sha256:59b1f84901a363a699b45153bd766837d9a851078a09d9f64a4c83d60f35c569	Серое чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_green	sha256:c92dd94f50abc45196131289d831d7e58d5e549ac7e81424dd68b1c45e1ff947	Зелёное чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_light_blue	sha256:be8ae1d2a376e5401c7e18bdc1574efc11ff434c5fefc2fc937b7b7ec6d23e7d	Голубое чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_light_gray	sha256:c06c1e067ab2b36254bcc0ccebc2324f46077e9a59395adfc3564bb6ffc365a1	Светло-серое чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_lime	sha256:c8bee7814c177feff197f76590e13d35a2c4dab7a19a81074330982b5d96da6a	Лаймовое чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_magenta	sha256:1802b31672b746dd7a57e8ce822457d36d102703d0f0a927ab920b9579149a5a	Пурпурное чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_orange	sha256:126c662a2481c2121ee046898842b47ab7d078a42abdde05ba79839b2f7283d5	Оранжевое чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_pink	sha256:d06606c484a43ae96b4031c72df9f7bd23891921e77b6271d84b5ba3a8b99689	Розовое чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_purple	sha256:c99cf083e2bcc86ec74509352fb46dfae5f263502a6a0d5d32f1d99f445d9c5d	Фиолетовое чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_red	sha256:e5022aff8e357f7ad7d25d69af85e2ee11f5e355102b078c42bd417e0990517a	Красное чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_white	sha256:a09f3ba3ebdbc6542fec6bd95cc2aaabc9e092c39711a507d7cc777e74e25ee5	Белое чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_nm_yellow	sha256:aa1ddce8e2225a2f6bb4cf6bcefa99f97877ed42c29e0df8eb8ee7ee273f5ffe	Жёлтое чистое стекло (монстры не проходят)
block:block.enderio.clear_glass_np	sha256:f0e0e533b4833392bf3a24f702c00528cb3c03842c3a7c27dfd4638e68eeb9ac	Чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_black	sha256:86c0db82ab2bd71c8dc37f5baf9416bfce60bd6dd8cbe429aebad4669cf69c56	Чёрное чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_blue	sha256:ae8518d4f3ad38f026b5b6e951a9f2a56fcb4bf6099f35d68e478880bac4e534	Синее чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_brown	sha256:364e7b2ad0209a8a47c6822219533a46fa9fbe3d1a6a9da3e2df5ccb432dc4d7	Коричневое чистое стекло (игроки не проходят)
block:block.enderio.clear_glass_np_cyan	sha256:0e94920e1bed75ced95bcd224c7c886073ae5612f186a5ba4eff6254f02e5e57	Бирюзовое чистое стекло (игроки не проходят)
