id	source_hash	source	native_translation	verdict	recommendation	reason	native_visible_length	recommended_visible_length	length_ratio
patchouli-json:thermal:guidebook:entries/guides/faq.json:/pages/2/link_text	sha256:f0882297563ff0dc51657e8e1c049ebe6e9d73d40dc5b49751228a34371bf7c4	Tool's Complement	Tool's Complement	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	17		
patchouli-json:thermal:guidebook:entries/guides/faq.json:/pages/2/text	sha256:6794b0810e3676c08334ed928c4ce4ba870ed464cb9c03ad7479018ad69143e6	Q: Can x mod get support (recipes, etc)?$(br)A: You can request compatibility in our $(l:thermal:links/discord)discord server$(/l)$(br2)Q: Where are the basic tools/weapons/armor from Thermal, like the diamond excavator and electrum bow?$(br)A: They've been moved to separate mod:	В: Могут ли другие моды быть совместимы?$(br)О: Вы можете спросить об этом в $(l:thermal:links/discord)дискорд сервере$(/l).$(br2)В: Где основные инструменты/оружие/броня из Thermal, например алмазный заступ или инварный нагрудник?$(br)О: Они были перемещены в отдельный мод:	CHANGE	В: Можно добавить совместимость с другим модом?$(br)О: Запросите её на нашем $(l:thermal:links/discord)сервере Discord$(/l).$(br2)В: Где обычные инструменты, оружие и броня Thermal, например алмазный заступ и электрумовый лук?$(br)О: Они перенесены в отдельный мод:	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	228	218	0.956
patchouli-json:thermal:guidebook:entries/guides/faq.json:/pages/3/text	sha256:52fbbcceea68be3547b8f7a1b0054cc6351efe6802ff8437158bb898edd1ccd8	Q: What happened to platinum, steel, mana-infused, etc?$(br)A: For various reasons, these were considered unnecessary to include in Thermal Foundation. If some come back, it will be in a separate compatibility mod.$(br2)Q: Why can't I place certain fluids?$(br)A: Some fluids would not add much if they were placeable, and other fluids are impossible to add because of limitations in the Forge fluid API.	В: Что случилось с платиной, сталью и подобным?$(br)О: По разным причинам их не добавили в Thermal Foundation. Если что-то вернётся, то будет находиться в режиме совместимости.$(br2)В: Почему невозможно разливать жидкости?$(br)О: Эта возможность в скором времени появится, но не раньше, чем Forge решит некоторые из своих проблем с жидкостями.	CHANGE	В: Куда делись платина, сталь, манонаполненный металл и прочее?$(br)О: По разным причинам их сочли лишними для Thermal Foundation. Если что-то вернётся, то в отдельном моде совместимости.$(br2)В: Почему некоторые жидкости нельзя разлить?$(br)О: Одни почти ничего не добавили бы миру, а другие невозможно разлить из-за ограничений API жидкостей Forge.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	327	334	1.021
patchouli-json:thermal:guidebook:entries/guides/faq.json:/pages/4/text	sha256:5a9d1c1ae9e58e77c9bca438ce44b4e0ae57b823ead97096f6588624f175e1f2	Q: How can I modify oregen? $(br)A: Ore spawning/rarity can be controlled using datapacks.$(br2)Q: How do I change configs?$(br)A: Configs are now created on a per-save basis; find them in the serverconfigs folder in the save file. You can also set default configs by copying the files from the serverconfigs folder into the defaultconfigs folder and editing them.	В: Как изменить генерацию руд?$(br)О: В конфигурации есть опции для включения/отключения генерации руд, но настройки таких деталей, как высота генерации, ещё не реализованы.$(br2)В: Как изменить конфигурацию?$(br)О: Файлы конфигурации теперь создаются для каждого мира в папке serverconfig мира. Можно задать конфигурацию по умолчанию, скопировав файлы из папки serverconfig в папку defaultconfigs.	CHANGE	В: Как изменить генерацию руд? $(br)О: Появление и редкость руд настраиваются наборами данных.$(br2)В: Как изменить настройки?$(br)О: Настройки создаются отдельно для каждого мира в его папке serverconfigs. Для настроек по умолчанию скопируйте файлы оттуда в папку defaultconfigs и измените их.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	382	278	0.728
patchouli-json:thermal:guidebook:entries/guides/faq.json:/pages/5/text	sha256:8f3dc360ed62eedcd248c5bb3aaffa1aebd1f65fd643886eb405f5c9a966b3d9	Q: Where and how can I report a bug? $(br)A: You can ask in our $(l:thermal:links/discord)discord server$(/l). Before reporting, ensure that your mods are up to date and you do not have Optifine installed.$(br2)Q: How can I change recipes?$(br)A: Thermal mods are all data-driven, so you can use datapacks to modify recipes, as shown $(l:thermal:guides/modpack/recipes)here$(/l). Alternatively, the Thermal mods have CraftTweaker support.	В: Как я могу сообщить о баге/недоработке? $(br)О: Вы можете спросить об этом в $(l:thermal:links/discord)дискорд сервере$(/l). Прежде чем сообщать, убедитесь, что моды обновлены, а также не установлен Optifine.$(br2)В: Как изменить рецепты?$(br)О: Рецепты в Thermal Series зависят от данных, поэтому можно использовать наборы данных для изменения рецептов, как показано $(l:thermal:guides/modpack/recipes)здесь$(/l). В качестве альтернативы, Thermal Series имеет поддержку Craftweaker.	CHANGE	В: Где сообщить об ошибке? $(br)О: Спросите на нашем $(l:thermal:links/discord)сервере Discord$(/l). Перед обращением обновите моды и убедитесь, что Optifine не установлен.$(br2)В: Как изменить рецепты?$(br)О: Thermal использует данные, поэтому рецепты можно менять наборами данных, как показано $(l:thermal:guides/modpack/recipes)здесь$(/l). Также поддерживается CraftTweaker.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	399	290	0.727
patchouli-json:thermal:guidebook:entries/guides/modpack/augments.json:/name	sha256:288c6d6b8014fda510f62023d3ab3861177be7ab30cad4ce80e9c5c5a7b6cd46	Custom Augments	Пользовательские улучшения	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	26		
patchouli-json:thermal:guidebook:entries/guides/modpack/augments.json:/pages/0/text	sha256:e9a3d4c51e463e398503fedc7ad11ea0571c729bf13a8f8d7efc3a3020a5726a	The augment system was created with modularity, customizability, and flexbility in mind. Augments are NBT-based, meaning you can assign any modifiers and values you want by modifying item NBT. In other words, there's nothing special about the augments that Thermal provides - literally any item can be an augment, assuming it has the relevant NBT data. Even a potato.	Система улучшений была создана с учётом модульности, настраиваемости и гибкости. Улучшения основаны на NBT, что означает, можно назначить любые модификаторы и значения, изменив NBT-данные. Другими словами, в улучшениях, которые предоставляет Thermal, нет ничего особенного - буквально любой предмет может быть улучшением, при условии, что у него есть соответствующие NBT-данные.	CHANGE	Система улучшений рассчитана на модульность и гибкую настройку. Улучшения основаны на NBT: изменяя NBT предмета, можно назначить любые модификаторы и значения. Поэтому в улучшениях Thermal нет ничего особенного — улучшением может стать буквально любой предмет с подходящими NBT-данными. Даже картошка.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	378	301	0.796
patchouli-json:thermal:guidebook:entries/guides/modpack/augments.json:/pages/1/text	sha256:65bccaee18aef262eb8fb5929ab2e9c8a67359d0daa1853850579e7b6f959596	Augments have a type and modifiers. The type determines what blocks the augment can be inserted into, and can also affect stackability. Read the $(l:thermal:technology/augments/introduction)intro on augments$(/l) for more information. If a type is not specified, no restrictions are placed on the augment.	Улучшения имеют тип и модификаторы. Тип определяет, где улучшение будет использоваться, а также может влиять на возможность складывания. Читайте $(l:thermal:technology/augments/introduction)введение в улучшения$(/l) для получения более подробной информации. Если тип не указан, то на улучшение не накладывается никаких ограничений.	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	281		
patchouli-json:thermal:guidebook:entries/guides/modpack/augments.json:/pages/2/text	sha256:5c441ac781a890e23a23760ca894bdbc516154eb138e0277cac16ce1a43ec9ef	Modifiers are assigned to an item through attribute-value pairs, the attribute being the modifier and the value being the modifier amount. All values are floats, even if the modifier suggests it should be integral (e.g. potion strength). More on this later.	Модификаторы назначаются предмету с помощью пар атрибут-значение, где атрибут является модификатором, а значение - суммой модификатора. Все значения являются плавающими, даже если модификатор предполагает, что они должны быть целыми (например, сила зелья). Подробнее об этом позже.	CHANGE	Модификаторы задаются парами «атрибут — значение»: атрибут указывает модификатор, а значение — его величину. Все значения имеют тип float, даже если модификатор кажется целочисленным, например сила зелья. Подробнее об этом позже.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	281	229	0.815
patchouli-json:thermal:guidebook:entries/guides/modpack/augments.json:/pages/3/link_text	sha256:20462ebd4780e56ca5caca063b505c437a6cb6f1e5938ae183450ba917fd6a7e	Github Link	Ссылка на Github	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	16		
patchouli-json:thermal:guidebook:entries/guides/modpack/augments.json:/pages/3/text	sha256:4a4fea040cab5f5488197fbfb33d8d4c9f3a084cd2d07828d1bcafc26c560508	The general form of the NBT is as follows: $(br2){AugmentData:$(br){Type:'[augment type]',$(br)[modifier 1]:[float value]f, $(br)[modifier 2]:[float value]f, $(br)[...]}}$(br2)A full list of available augment types and modifiers can be found in King Lemming's Github; link below. 	Общая форма NBT выглядит следующим образом: $(br2){AugmentData:$(br){Type:'[augment type]',$(br)[modifier 1]:[float value]f, $(br)[modifier 2]:[float value]f, $(br)[...]}}$(br2)Полный список доступных типов дополнений и модификаторов можно найти на Github-е Кинга Лемминга; Ссылка внизу. 	CHANGE	Общий вид NBT: $(br2){AugmentData:$(br){Type:'[augment type]',$(br)[modifier 1]:[float value]f, $(br)[modifier 2]:[float value]f, $(br)[...]}}$(br2)Полный список типов и модификаторов улучшений есть на GitHub Кинга Лемминга; ссылка ниже. 	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	256	206	0.805
patchouli-json:thermal:guidebook:entries/guides/modpack/augments.json:/pages/4/text	sha256:4657453656de7774de731aac37f98953c585f8da477e632376efb37f0cd98986	So, for example, the command to make a machine augment that makes the energy of all recipes 0 (a creative machine augment, essentially) is as follows (click to execute command): $(br)$(c:/summon minecraft:item ~ ~ ~ {Item:{id:'minecraft:sea_pickle',Count:1b,tag:{AugmentData:{Type:'Machine',MachineEnergy:0.0f}}}})/give $(playername) minecraft:sea_pickle{AugmentData:{Type:'Machine',MachineEnergy:0.0f}} 1$(/c)$(br2)If there are multiple modifier-value pairs with the same modifier, the one that comes last takes precedence.	Хорошо, например, команда для создания улучшения, которое делает требуемую энергию всех рецептов равной 0 (по сути, творческое улучшение), выглядит следующим образом (нажмите, чтобы выполнить команду): $(br)$(c:/summon minecraft:item ~ ~ ~ {Item:{id:'minecraft:sea_pickle',Count:1b,tag:{AugmentData:{Type:'MchAug',MchEn:0.0f}}}})/give $(playername) minecraft:sea_pickle{AugmentData:{Type:'MchAug',MchEn:0.0f}} 1$(/c)$(br)Если существует несколько пар значение-модификатор с одним и тем же модификатором, приоритет имеет тот, который идёт последним.	CHANGE	Например, так выглядит команда для улучшения механизма, которое снижает расход энергии всех рецептов до 0, то есть фактически делает механизм творческим (нажмите, чтобы выполнить): $(br)$(c:/summon minecraft:item ~ ~ ~ {Item:{id:'minecraft:sea_pickle',Count:1b,tag:{AugmentData:{Type:'Machine',MachineEnergy:0.0f}}}})/give $(playername) minecraft:sea_pickle{AugmentData:{Type:'Machine',MachineEnergy:0.0f}} 1$(/c)$(br2)Если один модификатор указан несколько раз, действует последняя пара.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	398	328	0.824
patchouli-json:thermal:guidebook:entries/guides/modpack/augments.json:/pages/5/text	sha256:3e64d50076a1f9a4be1263a3e398c60195a6ecce176d4127cc53a326c555bf42	Certain modifiers are unstackable - that is to say, if multiple augments on the same tool/block have the same modifier, the highest value will take precedence. These modifiers have their values underlined. Stackability is a trait inherent to the modifier type; for example, RFMax will always be unstackable and AERad will always be stackable, regardless of the values.	Некоторые модификаторы не поддаются складыванию - то есть, если несколько дополнений одного и того же инструмента/блока имеют один и тот же модификатор, приоритет будет иметь наибольшее значение. Значения этих модификаторов подчёркнуты. Складываемость - это черта, присущая типу модификатора; например, максимальные никогда не будут складываться, а радиуса - всегда будут складываться, независимо от значений.	CHANGE	Некоторые модификаторы не складываются: если у нескольких улучшений одного инструмента или блока совпадает модификатор, действует наибольшее значение. Такие значения подчёркнуты. Возможность сложения определяется типом модификатора: например, RFMax никогда не складывается, а AERad складывается всегда, независимо от значений.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	409	326	0.797
patchouli-json:thermal:guidebook:entries/guides/modpack/augments.json:/pages/5/title	sha256:9f4cc0ec7fea551f358f19f74c82d479fd8842c8740ca626b5b1317ce9d14ab5	A Note on Stacking	Примечание по сложению	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	22		
patchouli-json:thermal:guidebook:entries/guides/modpack/augments.json:/pages/6/text	sha256:5bf0b20cf1eff4ac2dc0b396314d3b665edb00867b0990db115e9003d1b16818	As mentioned earlier, all values are input as floats. This causes some interesting interactions with modifiers that seem to be integral. In these situations, the augment will display the value as the input float rounded to the nearest integer. However, the actual behavior of the tool/block might differ, depending on the modifier/value.	Все значения вводятся в виде чисел с плавающей точкой. Это вызывает некоторые интересные взаимодействия с модификаторами, которые кажутся неотъемлемыми. В этих ситуациях улучшение будет отображать значение в виде входного значения с плавающей точкой, округлённого до ближайшего целого числа. Однако фактическое поведение инструмента/блока может отличаться в зависимости от модификатора/значения.	CHANGE	Как сказано выше, все значения вводятся как числа с плавающей точкой. Это необычно влияет на модификаторы, которые кажутся целочисленными: улучшение показывает введённое число, округлённое до ближайшего целого, но фактическое поведение инструмента или блока зависит от конкретного модификатора и значения.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	395	305	0.772
patchouli-json:thermal:guidebook:entries/guides/modpack/augments.json:/pages/6/title	sha256:6d2469609d74238b7fac38c11e0a459320616f249ee92357951df8edca3fc668	A Note on Floats	Заметки	LENGTH_EXCEPTION	О дробных числах	Исправлены смысловое расхождение, калька или неестественная русская формулировка. Естественный полный вариант превышает мягкий предел 110%.	7	16	2.286
patchouli-json:thermal:guidebook:entries/guides/modpack/recipes.json:/name	sha256:86e82814ae604908e63028801ffe84fdad5346f2efe9bb0d838d436022fbc49a	Custom Recipes	Пользовательские рецепты	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	24		
patchouli-json:thermal:guidebook:entries/guides/modpack/recipes.json:/pages/0/link_text	sha256:452bf3a02ba7b8d4864835b0f55d53f1dd2c6a3b1b08eb1532e8d3c8882a7cf4	Minecraft Wiki	Minecraft Wiki	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	14		
patchouli-json:thermal:guidebook:entries/guides/modpack/recipes.json:/pages/0/text	sha256:a239149b09d4a7b327cbdfd50197d9aa70aa84f36e527c0664ff9b0142a3b88f	All machines, devices, dynamos, etc use JSONs to determine their recipes and catalysts, meaning you can use datapacks to create and modify recipes. Alternatively, Thermal has CraftTweaker support, if you're more comfortable with that. Below is a link to the Minecraft Wiki to get you started on datapacks.	Все механизмы, устройства, генераторы и т. д. используют JSON-ы для определения своих рецептов и катализаторов. Можно использовать наборы данных для создания и изменения рецептов. В качестве альтернативы, у Thermal есть поддержка Craftweaker, если Вас это больше устраивает.	CHANGE	Рецепты и катализаторы всех механизмов, устройств и генераторов задаются в JSON, поэтому их можно создавать и менять наборами данных. Если так удобнее, Thermal также поддерживает CraftTweaker. Ниже приведена ссылка на статью Minecraft Wiki о наборах данных.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	274	257	0.938
patchouli-json:thermal:guidebook:entries/guides/modpack/recipes.json:/pages/1/link_text	sha256:060cf11bc3dea98d0c9823d9269f3208932781ded553c16c67ea7a41719cf3fc	Machine Recipe	Рецепты механизмов	CHANGE	Рецепт механизма	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	18	16	0.889
patchouli-json:thermal:guidebook:entries/guides/modpack/recipes.json:/pages/1/text	sha256:3ae0ed52a5a7af6f3b3338135bccfabc5a78ad23ece82288184863ccc3dce360	Below is a link to an example of a machine recipe. The first output is always the primary output, while the rest are always secondary outputs. 'count' is an integral value, unaffected by catalysts. 'chance' is a float value, affected by catalysts by default (can be changed by setting 'locked' to true).	Ссылка на пример машинного рецепта. Первый выход всегда является первичным, в то время как остальные всегда являются вторичными. 'count' - это интегральная величина, на которую не влияют катализаторы. 'chance' - это значение с плавающей точкой, на которое по умолчанию влияют катализаторы (его можно изменить, установив параметр 'locked' в значение true).	CHANGE	Ниже дана ссылка на пример рецепта механизма. Первый результат всегда основной, остальные — вторичные. 'count' — целое число, на которое катализаторы не влияют. 'chance' — число с плавающей точкой, на которое катализаторы влияют по умолчанию; параметр 'locked': true отключает это влияние.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	355	289	0.814
patchouli-json:thermal:guidebook:entries/guides/modpack/recipes.json:/pages/2/link_text	sha256:28ee6d0269c88754e8521b1ff14851e312d8adc2367730a61454cc2fb8b10544	Catalyst	Катализаторы	CHANGE	Катализатор	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	12	11	0.917
patchouli-json:thermal:guidebook:entries/guides/modpack/recipes.json:/pages/2/text	sha256:833374b27ed2cb65a56bd7d05f4688f7f3509f8b7356ee6d6837bc4e948bcb28	Below is a link to an example of a Json for adding a catalyst to a machine. The machine, item, and all 4 catalyst multipliers are defined here. For more information on catalysts, read $(l:thermal:world/materials/catalysts)this$(/l).	Ниже приведена ссылка на пример Json для добавления катализатора в механизм. Здесь определена машина, изделие и все 4 множителя катализатора. Для получения дополнительной информации о катализаторах читайте $(l:thermal:world/materials/catalysts)это$(/l).	CHANGE	Ниже дана ссылка на пример JSON, добавляющего катализатор механизму. В нём задаются механизм, предмет и все 4 множителя катализатора. Подробнее о катализаторах читайте $(l:thermal:world/materials/catalysts)здесь$(/l).	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	210	174	0.829
patchouli-json:thermal:guidebook:entries/guides/modpack/recipes.json:/pages/3/link_text	sha256:ede211ebf88f49ad33335ebbbd8f85b754c96424298cb63b0b9a5fb63c188838	Extractor Boost	Ускорение выжимателя	CHANGE	Усиление выжимателя	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	20	19	0.950
patchouli-json:thermal:guidebook:entries/guides/modpack/recipes.json:/pages/3/text	sha256:62e8339e14d417eee456dff38216d65e7f57b9a8e8f22b5d546b81ca0470c62a	Below is a link to an example of a Json for boosting arboreal extractor output using Phyto-Gro. It's pretty simple, not much to say here.	Ниже приведена ссылка на пример Json для повышения производительности древесного выжимателя используя фито-гро. Это довольно просто, здесь особо нечего сказать.	CHANGE	Ниже дана ссылка на пример JSON, в котором Фито-Гро повышает выход древесного выжимателя. Всё довольно просто.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	160	110	0.688
patchouli-json:thermal:guidebook:entries/guides/modpack/recipes.json:/pages/4/link_text	sha256:2ed2e5a908a5d9970899be9c779cb6c1ada8aa2c0a5411380737c87ed99f413e	Dynamo Recipe	Рецепты генераторов	CHANGE	Рецепт генератора	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	19	17	0.895
patchouli-json:thermal:guidebook:entries/guides/modpack/recipes.json:/pages/4/text	sha256:1175d4eaf1cff87e417af45b2664c572f803c28180cc5250c6903c0c0a90374d	Below is a link to an example of a Json for burning refined fuel in a dynamo. An important limitation to keep in mind is that the energy value must be at least 10k RF!	Ниже приведена ссылка на пример Json для сжигания очищенного топлива в динамо-машине. Важным ограничением, которое следует иметь в виду, является то, что энергетическая ценность должна составлять не менее 10000 RF!	CHANGE	Ниже дана ссылка на пример JSON для сжигания очищенного топлива в генераторе. Важно: значение энергии должно быть не меньше 10 000 RF!	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	214	134	0.626
patchouli-json:thermal:guidebook:entries/links/contributions/darkangel22579.json:/name	sha256:b4e2d20eb206e666b52aca337eb29257d269b1fde58daec07d6bb15a5d249242	DarkAngel22579	DarkAngel22579	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	14		
patchouli-json:thermal:guidebook:entries/links/contributions/darkangel22579.json:/pages/0/text	sha256:b6f64f9618de75c42a1dbaca784708949d2b8fc0c11c275a244ca0c2eb4b62ce	Provided the machine contributions.	Поучаствовал в создании механизмов.	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	35		
patchouli-json:thermal:guidebook:entries/links/contributions/darkangel22579.json:/pages/0/title	sha256:b4e2d20eb206e666b52aca337eb29257d269b1fde58daec07d6bb15a5d249242	DarkAngel22579	DarkAngel22579	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	14		
patchouli-json:thermal:guidebook:entries/links/contributions/drullkus.json:/name	sha256:5f47c9348207272bc41ec5d16c2cd4fa9e1b983769deaa16debcf81cf6b9d7ac	Drullkus	Drullkus	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	8		
patchouli-json:thermal:guidebook:entries/links/contributions/drullkus.json:/pages/0/text	sha256:ebbf5e1810732d19db67d08b3b1953009b94df55a81fe4779fea1cac46384837	Much needed Patchouli support in terms of how things work. Assists with Thermal Series textures, and many other mods. Loves to say how bad his own work is.	Столь необходимая поддержка Patchouli с точки зрения того, как всё работает. Помогает с текстурами Theraml-серии и многими другими модами. Любит говорить, насколько плоха его собственная работа.	CHANGE	Очень помог разобраться в работе Patchouli. Помогает с текстурами серии Thermal и многих других модов. Любит ругать собственную работу.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	194	135	0.696
patchouli-json:thermal:guidebook:entries/links/contributions/drullkus.json:/pages/0/title	sha256:5f47c9348207272bc41ec5d16c2cd4fa9e1b983769deaa16debcf81cf6b9d7ac	Drullkus	Drullkus	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	8		
patchouli-json:thermal:guidebook:entries/links/contributions/floofhips.json:/name	sha256:7703b6f6f9a7b8211abac34de7529128c1ce1f6aec6574187af90d1c694872df	FloofHips	FloofHips	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	9		
patchouli-json:thermal:guidebook:entries/links/contributions/floofhips.json:/pages/0/link_text	sha256:718b9389d33445903e19b9fd46d83cfa206ed16bccb62746f96bd268b7890dc2	FloofHips' Twitter	FloofHips' Twitter	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	18		
patchouli-json:thermal:guidebook:entries/links/contributions/floofhips.json:/pages/0/text	sha256:02edb0b19e3800bd35cfb6a894af4af194778db7549e3a3d533109e95a376e08	Created many of the beautiful Thermal Series' textures your eyes are blessed with. Floof also made this book have some more jazz multiple times.	Создал многие из красивых текстур Theraml-серии, которые радуют глаз. Floof также несколько раз добавлял в эту книгу больше джаза.	CHANGE	Создал множество прекрасных текстур Thermal, которые радуют глаз. А ещё не раз делал эту книгу ярче.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	130	100	0.769
patchouli-json:thermal:guidebook:entries/links/contributions/hekera.json:/name	sha256:d9a37ab49fcb8243a4097eed3a90565e210a243e3ed2ff587ea07c89ac499e14	Hekera	Hekera	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	6		
patchouli-json:thermal:guidebook:entries/links/contributions/hekera.json:/pages/0/text	sha256:601898be5b96cd0cdaacc67302e5b8a19e86b1fe58a368363766886951a9a511	Co-author, rewrote the book a lot. Made the book much fancier with an improved layout, and suffered through many errors. Loves to make fun of Shiny.	Соавтор, много чего переписывал в книге. Сделал книгу намного красивее с улучшенным макетом и прошёл через множество ошибок. Любит подшучивать над Shiny.	CHANGE	Соавтор, который многое переписал. Улучшил оформление книги и пережил множество ошибок. Любит подшучивать над Shiny.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	153	116	0.758
patchouli-json:thermal:guidebook:entries/links/contributions/hekera.json:/pages/0/title	sha256:d9a37ab49fcb8243a4097eed3a90565e210a243e3ed2ff587ea07c89ac499e14	Hekera	Hekera	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	6		
patchouli-json:thermal:guidebook:entries/links/contributions/hekera.json:/pages/2/text	sha256:766c219ad4a468badf843f6046753e116da4dea06671a6f80d84025081d40566	5 more minutes, please...	Ещё 5 минут, пожалуйста...	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	26		
patchouli-json:thermal:guidebook:entries/links/contributions/onelemonyboi.json:/name	sha256:60d0d46b486625011e722ad3460d3fa8b558a106d4fc76357e906369d5b21f7b	OneLemonyBoi	OneLemonyBoi	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	12		
patchouli-json:thermal:guidebook:entries/links/contributions/onelemonyboi.json:/pages/0/text	sha256:b6fcee68609cee74e4ca456a69fe83e5dda5eb06f471032a9be692fe9b061c25	Dynamo category, and some mod support contributions.	В руководстве создал категорию генераторов и внёс некоторый вклад в поддержку модов.	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	84		
patchouli-json:thermal:guidebook:entries/links/contributions/onelemonyboi.json:/pages/0/title	sha256:60d0d46b486625011e722ad3460d3fa8b558a106d4fc76357e906369d5b21f7b	OneLemonyBoi	OneLemonyBoi	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	12		
patchouli-json:thermal:guidebook:entries/links/contributions/shiny.json:/name	sha256:4425222e816b50c6096cb1e58b7e6d48fb013a376d4ed0027ce8dbe9203e04ef	ShinyPorygon	ShinyPorygon	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	12		
patchouli-json:thermal:guidebook:entries/links/contributions/shiny.json:/pages/0/text	sha256:eb9efe5e8c48f2b2cbd6727ab570c0457896a9fdbd1d3697501229983c5a5edf	Project lead, Co-author. Initial book work including categories. Wrote some things for Discord, many mod support files (with more to come) personal nuisance to King, spreader of misinformation, moral support to Hekera.	Руководитель проекта, соавтор. Начальная работа над книгой, включая категории. Написал кое-что для дискорда, много файлов поддержки модов (и еще больше впереди), личный раздражитель для Кинга, распространитель дезинформации, моральная поддержка для Hekera.	CHANGE	Руководитель проекта и соавтор. Начал работу над книгой и её категориями. Писал материалы для Discord и множество файлов совместимости, а впереди ещё больше. Лично действует Кингу на нервы, распространяет дезинформацию и морально поддерживает Hekera.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	256	250	0.977
patchouli-json:thermal:guidebook:entries/links/contributions/shiny.json:/pages/0/title	sha256:4425222e816b50c6096cb1e58b7e6d48fb013a376d4ed0027ce8dbe9203e04ef	ShinyPorygon	ShinyPorygon	PASS		Смысл источника сохранён; текст достаточно простой, естественный и уместный в игровом интерфейсе.	12		
patchouli-json:thermal:guidebook:entries/links/contributions/shiny.json:/pages/2/text	sha256:c8f59120ad8a06249cb479f8894fae3f05186508cc303316ce790e9732f18309	Did you ever hear the Tragedy of Darth Lemming the wise? I thought not. It's not a story the CoFH wiki would tell you. It's a Discord legend. Darth Lemming was a Dark Lord of Java, so powerful and so wise he could use the Code to influence the other modders to fix bugs... He had such a knowledge of Java that he could even keep the mods he cared about from dying.	Вы когда-нибудь слышали о трагедии Дарта Лемминга мудрого? Я так и думал. Это не та история, которую рассказала бы вики CoFH. Это легенда о раздоре. Дарт Лемминг был Тёмным Лордом Java, настолько могущественным и мудрым, что мог использовать код, чтобы влиять на других моддеров, исправляя ошибки... У него было такое знание Java, что он мог даже уберечь моды, о которых он заботился, от смерти.	CHANGE	Вы слышали трагедию Дарта Лемминга Мудрого? Вряд ли. Вики CoFH такого не расскажет. Это легенда Discord. Дарт Лемминг был Тёмным владыкой Java, настолько могущественным и мудрым, что с помощью Кода заставлял других моддеров исправлять ошибки... Он знал Java так хорошо, что мог спасти дорогие ему моды от гибели.	Исправлены смысловое расхождение, калька или неестественная русская формулировка.	395	312	0.790
